"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",390,300,46,24,20
"Mujeres (044)",7352,5663,503,545,641
"Agric., ganadería, caza y silvicultura (045)",2091,1850,133,99,9
"Pesca (046)",2,2,,,
"Explotación de minas y canteras (047)",1,1,,,
"Industrias manufactureras (048)",392,352,17,12,11
"Suministro de electricidad, gas y agua (049)",4,,1,3,
"Construcción (050)",18,7,2,7,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1509,1427,61,15,6
"Venta, mant.y rep. veh.autom y motoc. (052)",16,12,4,,
"Comercio al por mayor (053)",62,50,5,1,6
"Comercio al por menor (054)",1431,1365,52,14,
"Hoteles y restaurantes (055)",413,375,26,6,6
"Trans., almac. y comunicaciones (056)",107,80,7,11,9
"Intermediación financiera (057)",20,3,4,6,7
"Activid.inmobil., empres. y alquileres (058)",132,76,17,23,16
"Admin.pub. y defensa; p. segur soc.afil (059)",187,,,,187
"Enseñanza (060)",912,267,172,311,162
"Servicios sociales y de salud (061)",309,50,33,16,210
"Otras activ. serv.comun.soc y personales (062)",208,185,10,11,2
"Hogares privados con servicio doméstico (063)",647,647,,,
"Actividad economica no especificada (065)",400,341,20,25,14
,,,,,
"URBANA (066)",16133,10877,1972,1556,1728
"Agric., ganadería, caza y silvicultura (067)",4525,3109,897,408,111
"Pesca (068)",5,3,2,,
"Explotación de minas y canteras (069)",17,6,4,,7
"Industrias manufactureras (070)",932,728,109,62,33
"Suministro de electricidad, gas y agua (071)",59,12,2,28,17
"Construcción (072)",1018,731,152,91,44
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2904,2663,165,58,18
"Venta, mant.y rep. veh.autom y motoc. (074)",301,266,23,6,6
"Comercio al por mayor (075)",152,117,15,8,12
"Comercio al por menor (076)",2451,2280,127,44,
"Hoteles y restaurantes (077)",512,457,39,8,8
"Trans., almac. y comunicaciones (078)",1599,1273,141,132,53
"Intermediación financiera (079)",52,7,5,19,21
"Activid.inmobil., empres. y alquileres (080)",494,261,54,100,79
"Admin.pub. y defensa; p. segur soc.afil (081)",697,,,,697
"Enseñanza (082)",1424,322,243,538,321
"Servicios sociales y de salud (083)",418,81,37,25,275
"Otras activ. serv.comun.soc y personales (084)",465,334,74,41,16
"Hogares privados con servicio doméstico (085)",563,563,,,
"Actividad economica no especificada (087)",449,327,48,46,28
"Hombres (088)",11363,7537,1603,1089,1134
"Agric., ganadería, caza y silvicultura (089)",4221,2897,847,368,109
"Pesca (090)",4,2,2,,
"Explotación de minas y canteras (091)",17,6,4,,7
"Industrias manufactureras (092)",710,541,95,50,24
"Suministro de electricidad, gas y agua (093)",55,12,1,25,17
"Construcción (094)",1004,726,152,84,42
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1556,1390,109,45,12
"Venta, mant.y rep. veh.autom y motoc. (096)",285,254,19,6,6
"Comercio al por mayor (097)",96,72,10,8,6
"Comercio al por menor (098)",1175,1064,80,31,
"Hoteles y restaurantes (099)",120,101,15,2,2
"Trans., almac. y comunicaciones (100)",1507,1203,137,121,46
"Intermediación financiera (101)",32,4,1,13,14
"Activid.inmobil., empres. y alquileres (102)",368,190,38,77,63
"Admin.pub. y defensa; p. segur soc.afil (103)",521,,,,521
"Enseñanza (104)",616,102,101,241,172
"Servicios sociales y de salud (105)",131,41,5,10,75
"Otras activ. serv.comun.soc y personales (106)",275,166,64,31,14
"Hogares privados con servicio doméstico (107)",17,17,,,
"Actividad economica no especificada (109)",209,139,32,22,16
"Mujeres (110)",4770,3340,369,467,594
"Agric., ganadería, caza y silvicultura (111)",304,212,50,40,2
"Pesca (112)",1,1,,,
"Industrias manufactureras (114)",222,187,14,12,9
"Suministro de electricidad, gas y agua (115)",4,,1,3,
"Construcción (116)",14,5,,7,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1348,1273,56,13,6
"Venta, mant.y rep. veh.autom y motoc. (118)",16,12,4,,
"Comercio al por mayor (119)",56,45,5,,6
"Comercio al por menor (120)",1276,1216,47,13,
"Hoteles y restaurantes (121)",392,356,24,6,6
"Trans., almac. y comunicaciones (122)",92,70,4,11,7
"Intermediación financiera (123)",20,3,4,6,7
"Activid.inmobil., empres. y alquileres (124)",126,71,16,23,16
"Admin.pub. y defensa; p. segur soc.afil (125)",176,,,,176
"Enseñanza (126)",808,220,142,297,149
"Servicios sociales y de salud (127)",287,40,32,15,200
"Otras activ. serv.comun.soc y personales (128)",190,168,10,10,2
"Hogares privados con servicio doméstico (129)",546,546,,,
"Actividad economica no especificada (131)",240,188,16,24,12
,,,,,
"RURAL (132)",11822,10116,1054,392,260
"Agric., ganadería, caza y silvicultura (133)",9859,8602,850,300,107
"Pesca (134)",5,3,1,1,
"Explotación de minas y canteras (135)",56,15,10,4,27
"Industrias manufactureras (136)",250,236,6,4,4
"Suministro de electricidad, gas y agua (137)",4,2,,2,
"Construcción (138)",134,99,27,4,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",325,303,16,6,
"Venta, mant.y rep. veh.autom y motoc. (140)",29,22,4,3,
"Comercio al por mayor (141)",16,13,1,2,
"Comercio al por menor (142)",280,268,11,1,
"Hoteles y restaurantes (143)",34,29,3,2,
"Trans., almac. y comunicaciones (144)",212,177,25,6,4
"Activid.inmobil., empres. y alquileres (146)",35,17,12,4,2
"Admin.pub. y defensa; p. segur soc.afil (147)",42,,,,42
"Enseñanza (148)",292,135,76,50,31
"Servicios sociales y de salud (149)",46,24,3,1,18
"Otras activ. serv.comun.soc y personales (150)",76,49,7,5,15
"Hogares privados con servicio doméstico (151)",111,111,,,
"Actividad economica no especificada (153)",341,314,18,3,6
"Hombres (154)",9240,7793,920,314,213
"Agric., ganadería, caza y silvicultura (155)",8072,6964,767,241,100
"Pesca (156)",4,2,1,1,
"Explotación de minas y canteras (157)",55,14,10,4,27
"Industrias manufactureras (158)",80,71,3,4,2
"Suministro de electricidad, gas y agua (159)",4,2,,2,
"Construcción (160)",130,97,25,4,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",164,149,11,4,
"Venta, mant.y rep. veh.autom y motoc. (162)",29,22,4,3,
"Comercio al por mayor (163)",10,8,1,1,
"Comercio al por menor (164)",125,119,6,,
"Hoteles y restaurantes (165)",13,10,1,2,
"Trans., almac. y comunicaciones (166)",197,167,22,6,2
"Activid.inmobil., empres. y alquileres (168)",29,12,11,4,2
"Admin.pub. y defensa; p. segur soc.afil (169)",31,,,,31
"Enseñanza (170)",188,88,46,36,18
"Servicios sociales y de salud (171)",24,14,2,,8
"Otras activ. serv.comun.soc y personales (172)",58,32,7,4,15
"Hogares privados con servicio doméstico (173)",10,10,,,
"Actividad economica no especificada (175)",181,161,14,2,4
"Mujeres (176)",2582,2323,134,78,47
"Agric., ganadería, caza y silvicultura (177)",1787,1638,83,59,7
"Pesca (178)",1,1,,,
"Explotación de minas y canteras (179)",1,1,,,
"Industrias manufactureras (180)",170,165,3,,2
"Construcción (182)",4,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",161,154,5,2,
"Comercio al por mayor (185)",6,5,,1,
"Comercio al por menor (186)",155,149,5,1,
"Hoteles y restaurantes (187)",21,19,2,,
"Trans., almac. y comunicaciones (188)",15,10,3,,2
"Activid.inmobil., empres. y alquileres (190)",6,5,1,,
"Admin.pub. y defensa; p. segur soc.afil (191)",11,,,,11
"Enseñanza (192)",104,47,30,14,13
"Servicios sociales y de salud (193)",22,10,1,1,10
"Otras activ. serv.comun.soc y personales (194)",18,17,,1,
"Hogares privados con servicio doméstico (195)",101,101,,,
"Actividad economica no especificada (197)",160,153,4,1,2
