"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",4,4,,,,
"Primaria (033)",433,22,242,106,53,10
"Secundaria (034)",266,5,210,42,9,
"Superior no univ. incompleta (035)",11,,10,,1,
"Superior no univ. completa (036)",19,,10,9,,
"Superior univ. incompleta (037)",7,,5,2,,
"Superior univ. completa (038)",30,,19,10,1,
"No PEA (040)",32963,15568,8515,4279,2881,1720
"Sin nivel (041)",7996,1353,1451,1882,1927,1383
"Educación inicial (042)",951,873,60,18,,
"Primaria (043)",19794,12376,4135,2104,869,310
"Secundaria (044)",3723,966,2486,198,59,14
"Superior no univ. incompleta (045)",173,,154,13,6,
"Superior no univ. completa (046)",79,,40,28,6,5
"Superior univ. incompleta (047)",172,,152,16,3,1
"Superior univ. completa (048)",75,,37,20,11,7
,,,,,,
"URBANA (060)",7546,2096,2350,1694,1022,384
"Sin nivel (061)",926,72,145,243,295,171
"Educación inicial (062)",141,124,12,5,,
"Primaria (063)",3643,1580,608,785,484,186
"Secundaria (064)",1924,320,1109,343,138,14
"Superior no univ. incompleta (065)",192,,145,30,16,1
"Superior no univ. completa (066)",195,,80,91,19,5
"Superior univ. incompleta (067)",208,,132,53,22,1
"Superior univ. completa (068)",317,,119,144,48,6
"PEA (070)",2823,44,996,1033,619,131
"Sin nivel (071)",280,5,47,86,108,34
"Educación inicial (072)",7,1,6,,,
"Primaria (073)",1185,27,307,439,325,87
"Secundaria (074)",767,11,404,245,101,6
"Superior no univ. incompleta (075)",89,,55,22,11,1
"Superior no univ. completa (076)",139,,54,70,14,1
"Superior univ. incompleta (077)",96,,33,42,20,1
"Superior univ. completa (078)",260,,90,129,40,1
"Ocupada (080)",2579,34,849,975,595,126
"Sin nivel (081)",265,3,42,82,107,31
"Educación inicial (082)",7,1,6,,,
"Primaria (083)",1101,22,268,415,311,85
"Secundaria (084)",671,8,336,227,94,6
"Superior no univ. incompleta (085)",80,,47,22,10,1
"Superior no univ. completa (086)",124,,46,63,14,1
"Superior univ. incompleta (087)",89,,28,40,20,1
"Superior univ. completa (088)",242,,76,126,39,1
"Desocupada (090)",244,10,147,58,24,5
"Sin nivel (091)",15,2,5,4,1,3
"Primaria (093)",84,5,39,24,14,2
"Secundaria (094)",96,3,68,18,7,
"Superior no univ. incompleta (095)",9,,8,,1,
"Superior no univ. completa (096)",15,,8,7,,
"Superior univ. incompleta (097)",7,,5,2,,
"Superior univ. completa (098)",18,,14,3,1,
"No PEA (100)",4723,2052,1354,661,403,253
"Sin nivel (101)",646,67,98,157,187,137
"Educación inicial (102)",134,123,6,5,,
"Primaria (103)",2458,1553,301,346,159,99
"Secundaria (104)",1157,309,705,98,37,8
"Superior no univ. incompleta (105)",103,,90,8,5,
"Superior no univ. completa (106)",56,,26,21,5,4
"Superior univ. incompleta (107)",112,,99,11,2,
"Superior univ. completa (108)",57,,29,15,8,5
,,,,,,
"RURAL (120)",42983,13941,13304,7930,5341,2467
"Sin nivel (121)",10574,1374,2022,2653,2756,1769
"Educación inicial (122)",863,757,82,24,,
"Primaria (123)",26774,11133,7861,4673,2426,681
"Secundaria (124)",4325,677,3056,460,122,10
"Superior no univ. incompleta (125)",121,,99,16,6,
"Superior no univ. completa (126)",80,,42,31,5,2
"Superior univ. incompleta (127)",93,,73,14,5,1
"Superior univ. completa (128)",153,,69,59,21,4
"PEA (130)",14743,425,6143,4312,2863,1000
"Sin nivel (131)",3224,88,669,928,1016,523
"Educación inicial (132)",46,7,28,11,,
"Primaria (133)",9438,310,4027,2915,1716,470
"Secundaria (134)",1759,20,1275,360,100,4
"Superior no univ. incompleta (135)",51,,35,11,5,
"Superior no univ. completa (136)",57,,28,24,4,1
"Superior univ. incompleta (137)",33,,20,9,4,
"Superior univ. completa (138)",135,,61,54,18,2
"Ocupada (140)",14087,391,5758,4173,2794,971
"Sin nivel (141)",3109,77,638,904,988,502
"Educación inicial (142)",42,3,28,11,,
"Primaria (143)",9089,293,3824,2833,1677,462
"Secundaria (144)",1589,18,1133,336,98,4
"Superior no univ. incompleta (145)",49,,33,11,5,
"Superior no univ. completa (146)",53,,26,22,4,1
"Superior univ. incompleta (147)",33,,20,9,4,
"Superior univ. completa (148)",123,,56,47,18,2
"Desocupada (150)",656,34,385,139,69,29
"Sin nivel (151)",115,11,31,24,28,21
"Educación inicial (152)",4,4,,,,
"Primaria (153)",349,17,203,82,39,8
"Secundaria (154)",170,2,142,24,2,
"Superior no univ. incompleta (155)",2,,2,,,
"Superior no univ. completa (156)",4,,2,2,,
"Superior univ. completa (158)",12,,5,7,,
"No PEA (160)",28240,13516,7161,3618,2478,1467
"Sin nivel (161)",7350,1286,1353,1725,1740,1246
"Educación inicial (162)",817,750,54,13,,
"Primaria (163)",17336,10823,3834,1758,710,211
"Secundaria (164)",2566,657,1781,100,22,6
"Superior no univ. incompleta (165)",70,,64,5,1,
"Superior no univ. completa (166)",23,,14,7,1,1
"Superior univ. incompleta (167)",60,,53,5,1,1
"Superior univ. completa (168)",18,,8,5,3,2
