"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",2,,,,2
"Ocupación no especificada (035)",342,316,20,3,3
,,,,,
"URBANA (036)",6326,4632,806,425,463
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",24,,2,1,21
"Profes., científicos e intelectuales (038)",460,153,102,159,46
"Técnicos de nivel medio y trab. asimilados (039)",198,91,28,25,54
"Jefes y empleados de oficina (040)",163,24,15,21,103
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1149,1068,37,26,18
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1424,1189,230,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",442,338,67,18,19
"Obreros construc.,conf.,papel, fab., instr. (044)",760,505,118,86,51
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1475,1113,191,75,96
"Otra (046)",48,,,,48
"Ocupación no especificada (047)",183,151,16,9,7
"Hombres (048)",4090,2804,612,320,354
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",21,,2,1,18
"Profes., científicos e intelectuales (050)",235,63,55,86,31
"Técnicos de nivel medio y trab. asimilados (051)",120,55,15,19,31
"Jefes y empleados de oficina (052)",107,15,13,16,63
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",310,269,12,17,12
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1213,1012,196,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",372,281,56,17,18
"Obreros construc.,conf.,papel, fab., instr. (056)",736,488,114,84,50
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",869,581,139,68,81
"Otra (058)",46,,,,46
"Ocupación no especificada (059)",61,40,10,7,4
"Mujeres (060)",2236,1828,194,105,109
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,,,,3
"Profes., científicos e intelectuales (062)",225,90,47,73,15
"Técnicos de nivel medio y trab. asimilados (063)",78,36,13,6,23
"Jefes y empleados de oficina (064)",56,9,2,5,40
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",839,799,25,9,6
"Agricult.trabaj.calif.agrop.y pesqueros (066)",211,177,34,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",70,57,11,1,1
"Obreros construc.,conf.,papel, fab., instr. (068)",24,17,4,2,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",606,532,52,7,15
"Otra (070)",2,,,,2
"Ocupación no especificada (071)",122,111,6,2,3
,,,,,
"RURAL (072)",10331,8559,1244,250,278
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,,,,9
"Profes., científicos e intelectuales (074)",180,75,32,40,33
"Técnicos de nivel medio y trab. asimilados (075)",93,48,10,13,22
"Jefes y empleados de oficina (076)",93,16,12,12,53
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",450,407,26,10,7
"Agricult.trabaj.calif.agrop.y pesqueros (078)",5500,4855,636,7,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",282,223,37,12,10
"Obreros construc.,conf.,papel, fab., instr. (080)",643,428,128,62,25
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2794,2253,340,89,112
"Otra (082)",5,,,,5
"Ocupación no especificada (083)",282,254,23,5,
"Hombres (084)",8127,6659,1055,206,207
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",6,,,,6
"Profes., científicos e intelectuales (086)",92,39,18,22,13
"Técnicos de nivel medio y trab. asimilados (087)",56,30,9,9,8
"Jefes y empleados de oficina (088)",61,12,8,9,32
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",157,134,10,7,6
"Agricult.trabaj.calif.agrop.y pesqueros (090)",5036,4450,583,1,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",240,191,31,8,10
"Obreros construc.,conf.,papel, fab., instr. (092)",624,415,124,60,25
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1788,1339,263,86,100
"Otra (094)",5,,,,5
"Ocupación no especificada (095)",62,49,9,4,
"Mujeres (096)",2204,1900,189,44,71
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,,,3
"Profes., científicos e intelectuales (098)",88,36,14,18,20
"Técnicos de nivel medio y trab. asimilados (099)",37,18,1,4,14
"Jefes y empleados de oficina (100)",32,4,4,3,21
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",293,273,16,3,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",464,405,53,6,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",42,32,6,4,
"Obreros construc.,conf.,papel, fab., instr. (104)",19,13,4,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1006,914,77,3,12
"Ocupación no especificada (107)",220,205,14,1,
