"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Agric., ganadería, caza y silvicultura (045)",2476,2433,41,2,
"Industrias manufactureras (048)",51,46,4,,1
"Suministro de electricidad, gas y agua (049)",1,,,1,
"Construcción (050)",21,11,7,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",230,217,12,1,
"Venta, mant.y rep. veh.autom y motoc. (052)",1,1,,,
"Comercio al por mayor (053)",7,6,1,,
"Comercio al por menor (054)",222,210,11,1,
"Hoteles y restaurantes (055)",126,114,12,,
"Trans., almac. y comunicaciones (056)",11,9,1,1,
"Activid.inmobil., empres. y alquileres (058)",8,5,,,3
"Admin.pub. y defensa; p. segur soc.afil (059)",28,,,,28
"Enseñanza (060)",126,58,30,36,2
"Servicios sociales y de salud (061)",36,7,,,29
"Otras activ. serv.comun.soc y personales (062)",21,14,4,2,1
"Hogares privados con servicio doméstico (063)",41,41,,,
"Actividad economica no especificada (065)",119,108,8,2,1
,,,,,
"URBANA (066)",1797,1279,209,134,175
"Agric., ganadería, caza y silvicultura (067)",595,556,33,3,3
"Pesca (068)",1,,1,,
"Explotación de minas y canteras (069)",3,,1,,2
"Industrias manufactureras (070)",96,85,8,2,1
"Suministro de electricidad, gas y agua (071)",7,2,1,4,
"Construcción (072)",130,66,46,14,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",248,235,11,2,
"Venta, mant.y rep. veh.autom y motoc. (074)",8,7,,1,
"Comercio al por mayor (075)",8,7,1,,
"Comercio al por menor (076)",232,221,10,1,
"Hoteles y restaurantes (077)",114,101,13,,
"Trans., almac. y comunicaciones (078)",55,40,7,5,3
"Activid.inmobil., empres. y alquileres (080)",32,19,4,5,4
"Admin.pub. y defensa; p. segur soc.afil (081)",115,,,,115
"Enseñanza (082)",231,68,64,94,5
"Servicios sociales y de salud (083)",49,10,2,,37
"Otras activ. serv.comun.soc y personales (084)",41,28,10,2,1
"Hogares privados con servicio doméstico (085)",30,30,,,
"Actividad economica no especificada (087)",50,39,8,3,
"Hombres (088)",1098,732,143,99,124
"Agric., ganadería, caza y silvicultura (089)",388,359,24,2,3
"Pesca (090)",1,,1,,
"Explotación de minas y canteras (091)",3,,1,,2
"Industrias manufactureras (092)",77,70,5,2,
"Suministro de electricidad, gas y agua (093)",7,2,1,4,
"Construcción (094)",126,66,42,14,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",90,88,,2,
"Venta, mant.y rep. veh.autom y motoc. (096)",8,7,,1,
"Comercio al por mayor (097)",2,2,,,
"Comercio al por menor (098)",80,79,,1,
"Hoteles y restaurantes (099)",16,14,2,,
"Trans., almac. y comunicaciones (100)",48,35,6,4,3
"Activid.inmobil., empres. y alquileres (102)",26,14,4,5,3
"Admin.pub. y defensa; p. segur soc.afil (103)",93,,,,93
"Enseñanza (104)",150,38,44,64,4
"Servicios sociales y de salud (105)",18,4,2,,12
"Otras activ. serv.comun.soc y personales (106)",23,16,6,1,
"Hogares privados con servicio doméstico (107)",9,9,,,
"Actividad economica no especificada (109)",23,17,5,1,
"Mujeres (110)",699,547,66,35,51
"Agric., ganadería, caza y silvicultura (111)",207,197,9,1,
"Industrias manufactureras (114)",19,15,3,,1
"Construcción (116)",4,,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",158,147,11,,
"Comercio al por mayor (119)",6,5,1,,
"Comercio al por menor (120)",152,142,10,,
"Hoteles y restaurantes (121)",98,87,11,,
"Trans., almac. y comunicaciones (122)",7,5,1,1,
"Activid.inmobil., empres. y alquileres (124)",6,5,,,1
"Admin.pub. y defensa; p. segur soc.afil (125)",22,,,,22
"Enseñanza (126)",81,30,20,30,1
"Servicios sociales y de salud (127)",31,6,,,25
"Otras activ. serv.comun.soc y personales (128)",18,12,4,1,1
"Hogares privados con servicio doméstico (129)",21,21,,,
"Actividad economica no especificada (131)",27,22,3,2,
,,,,,
"RURAL (132)",7331,6708,353,154,116
"Agric., ganadería, caza y silvicultura (133)",5792,5656,118,16,2
"Pesca (134)",3,3,,,
"Explotación de minas y canteras (135)",16,4,4,6,2
"Industrias manufactureras (136)",238,222,13,3,
"Suministro de electricidad, gas y agua (137)",9,1,1,7,
"Construcción (138)",488,295,126,56,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",156,149,5,1,1
"Venta, mant.y rep. veh.autom y motoc. (140)",11,11,,,
"Comercio al por mayor (141)",5,4,,,1
"Comercio al por menor (142)",140,134,5,1,
"Hoteles y restaurantes (143)",31,29,2,,
"Trans., almac. y comunicaciones (144)",67,57,3,6,1
"Intermediación financiera (145)",1,,,,1
"Activid.inmobil., empres. y alquileres (146)",17,9,4,2,2
"Admin.pub. y defensa; p. segur soc.afil (147)",86,,,,86
"Enseñanza (148)",196,83,62,47,4
"Servicios sociales y de salud (149)",11,5,,1,5
"Otras activ. serv.comun.soc y personales (150)",21,13,5,3,
"Hogares privados con servicio doméstico (151)",27,27,,,
"Actividad economica no especificada (153)",172,155,10,6,1
"Hombres (154)",4735,4192,300,141,102
"Agric., ganadería, caza y silvicultura (155)",3523,3420,86,15,2
"Pesca (156)",3,3,,,
"Explotación de minas y canteras (157)",16,4,4,6,2
"Industrias manufactureras (158)",206,191,12,3,
"Suministro de electricidad, gas y agua (159)",8,1,1,6,
"Construcción (160)",471,284,123,53,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",84,79,4,,1
"Venta, mant.y rep. veh.autom y motoc. (162)",10,10,,,
"Comercio al por mayor (163)",4,3,,,1
"Comercio al por menor (164)",70,66,4,,
"Hoteles y restaurantes (165)",3,2,1,,
"Trans., almac. y comunicaciones (166)",63,53,3,6,1
"Intermediación financiera (167)",1,,,,1
"Activid.inmobil., empres. y alquileres (168)",15,9,4,2,
"Admin.pub. y defensa; p. segur soc.afil (169)",80,,,,80
"Enseñanza (170)",151,55,52,41,3
"Servicios sociales y de salud (171)",6,4,,1,1
"Otras activ. serv.comun.soc y personales (172)",18,11,5,2,
"Hogares privados con servicio doméstico (173)",7,7,,,
"Actividad economica no especificada (175)",80,69,5,6,
"Mujeres (176)",2596,2516,53,13,14
"Agric., ganadería, caza y silvicultura (177)",2269,2236,32,1,
"Industrias manufactureras (180)",32,31,1,,
"Suministro de electricidad, gas y agua (181)",1,,,1,
"Construcción (182)",17,11,3,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",72,70,1,1,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",1,1,,,
"Comercio al por menor (186)",70,68,1,1,
"Hoteles y restaurantes (187)",28,27,1,,
"Trans., almac. y comunicaciones (188)",4,4,,,
"Activid.inmobil., empres. y alquileres (190)",2,,,,2
"Admin.pub. y defensa; p. segur soc.afil (191)",6,,,,6
"Enseñanza (192)",45,28,10,6,1
"Servicios sociales y de salud (193)",5,1,,,4
"Otras activ. serv.comun.soc y personales (194)",3,2,,1,
"Hogares privados con servicio doméstico (195)",20,20,,,
"Actividad economica no especificada (197)",92,86,5,,1
