"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1402,1268,65,21,48
"Otra (034)",5,,,,5
"Ocupación no especificada (035)",261,235,15,9,2
,,,,,
"URBANA (036)",14268,10712,1399,778,1379
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",33,3,4,6,20
"Profes., científicos e intelectuales (038)",774,199,157,232,186
"Técnicos de nivel medio y trab. asimilados (039)",428,215,54,60,99
"Jefes y empleados de oficina (040)",438,121,35,43,239
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2913,2588,195,56,74
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1148,914,85,57,92
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",681,599,44,12,26
"Obreros construc.,conf.,papel, fab., instr. (044)",1778,1458,138,79,103
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",5248,4146,638,213,251
"Otra (046)",266,,,,266
"Ocupación no especificada (047)",561,469,49,20,23
"Hombres (048)",10301,7531,1126,570,1074
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",19,2,2,2,13
"Profes., científicos e intelectuales (050)",359,86,68,112,93
"Técnicos de nivel medio y trab. asimilados (051)",318,156,37,52,73
"Jefes y empleados de oficina (052)",225,63,19,19,124
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1454,1211,135,40,68
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1117,888,83,54,92
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",581,508,38,10,25
"Obreros construc.,conf.,papel, fab., instr. (056)",1752,1440,135,76,101
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",3910,2938,575,194,203
"Otra (058)",261,,,,261
"Ocupación no especificada (059)",305,239,34,11,21
"Mujeres (060)",3967,3181,273,208,305
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",14,1,2,4,7
"Profes., científicos e intelectuales (062)",415,113,89,120,93
"Técnicos de nivel medio y trab. asimilados (063)",110,59,17,8,26
"Jefes y empleados de oficina (064)",213,58,16,24,115
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1459,1377,60,16,6
"Agricult.trabaj.calif.agrop.y pesqueros (066)",31,26,2,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",100,91,6,2,1
"Obreros construc.,conf.,papel, fab., instr. (068)",26,18,3,3,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1338,1208,63,19,48
"Otra (070)",5,,,,5
"Ocupación no especificada (071)",256,230,15,9,2
,,,,,
"RURAL (072)",1331,1214,55,27,35
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",1,,,,1
"Profes., científicos e intelectuales (074)",39,21,5,9,4
"Técnicos de nivel medio y trab. asimilados (075)",15,7,3,1,4
"Jefes y empleados de oficina (076)",10,1,3,,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",58,45,4,1,8
"Agricult.trabaj.calif.agrop.y pesqueros (078)",664,653,10,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",22,19,1,1,1
"Obreros construc.,conf.,papel, fab., instr. (080)",70,60,7,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",434,392,22,11,9
"Otra (082)",2,,,,2
"Ocupación no especificada (083)",16,16,,,
"Hombres (084)",1186,1088,50,22,26
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,,,,1
"Profes., científicos e intelectuales (086)",16,4,5,6,1
"Técnicos de nivel medio y trab. asimilados (087)",9,5,2,1,1
"Jefes y empleados de oficina (088)",5,,2,,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",32,20,3,1,8
"Agricult.trabaj.calif.agrop.y pesqueros (090)",648,637,10,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",22,19,1,1,1
"Obreros construc.,conf.,papel, fab., instr. (092)",70,60,7,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",370,332,20,9,9
"Otra (094)",2,,,,2
"Ocupación no especificada (095)",11,11,,,
"Mujeres (096)",145,126,5,5,9
"Profes., científicos e intelectuales (098)",23,17,,3,3
"Técnicos de nivel medio y trab. asimilados (099)",6,2,1,,3
"Jefes y empleados de oficina (100)",5,1,1,,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",26,25,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",16,16,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",64,60,2,2,
"Ocupación no especificada (107)",5,5,,,
