"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",75,,,4,23,4,10,4,30
"Profes., científicos e intelectuales (038)",3787,,,,79,84,803,168,2653
"Técnicos de nivel medio ytrab.asimilados (039)",805,3,,26,130,116,278,173,79
"Jefes y empleados de oficina (040)",819,,,6,237,78,124,132,242
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",3497,224,4,844,1616,208,170,245,186
"Agricult.trabaj. calif.agrop. y pesquros (042)",2634,272,2,1251,940,42,40,37,50
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1235,18,,241,654,92,102,70,58
"Obreros. construc., conf., papel, fab., instr (044)",1608,20,3,338,966,80,66,89,46
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",6547,734,16,2543,2780,168,74,157,75
"Otra (046)",206,,,,27,16,69,26,68
"Ocupación no especificada (047)",771,66,3,175,301,34,38,52,102
"Hombres (048)",13350,392,19,3394,5272,552,1024,704,1993
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",61,,,3,15,4,10,4,25
"Profes., científicos e intelectuales (050)",2004,,,,35,44,418,88,1419
"Técnicos de nivel medio ytrab.asimilados (051)",490,,,14,81,84,158,107,46
"Jefes y empleados de oficina (052)",455,,,4,167,43,56,75,110
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1222,17,2,201,675,71,67,104,85
"Agricult.trabaj. calif.agrop. y pesquros (054)",2176,141,1,1063,820,38,35,36,42
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1032,6,,205,553,72,86,59,51
"Obreros. construc., conf., papel, fab., instr (056)",1560,17,3,325,941,78,65,87,44
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",3760,201,11,1510,1787,81,43,83,44
"Otra (058)",201,,,,26,16,69,25,65
"Ocupación no especificada (059)",389,10,2,69,172,21,17,36,62
"Mujeres (060)",8634,945,9,2034,2481,370,750,449,1596
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",14,,,1,8,,,,5
"Profes., científicos e intelectuales (062)",1783,,,,44,40,385,80,1234
"Técnicos de nivel medio ytrab.asimilados (063)",315,3,,12,49,32,120,66,33
"Jefes y empleados de oficina (064)",364,,,2,70,35,68,57,132
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",2275,207,2,643,941,137,103,141,101
"Agricult.trabaj. calif.agrop. y pesquros (066)",458,131,1,188,120,4,5,1,8
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",203,12,,36,101,20,16,11,7
"Obreros. construc., conf., papel, fab., instr (068)",48,3,,13,25,2,1,2,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",2787,533,5,1033,993,87,31,74,31
"Otra (070)",5,,,,1,,,1,3
"Ocupación no especificada (071)",382,56,1,106,129,13,21,16,40
,,,,,,,,,
"RURAL (072)",20308,4092,30,9916,5731,146,163,81,149
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",21,,,5,6,5,1,1,3
"Profes., científicos e intelectuales (074)",202,,,,47,9,48,8,90
"Técnicos de nivel medio ytrab.asimilados (075)",64,,,5,12,7,31,8,1
"Jefes y empleados de oficina (076)",84,,,2,48,6,14,6,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",492,69,1,184,213,9,3,10,3
"Agricult.trabaj. calif.agrop. y pesquros (078)",7579,1623,5,4103,1774,22,19,18,15
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",455,50,,190,194,10,7,4,
"Obreros. construc., conf., papel, fab., instr (080)",542,21,,199,298,8,6,4,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",10575,2242,24,5128,3068,48,27,20,18
"Otra (082)",32,,,,1,18,6,2,5
"Ocupación no especificada (083)",262,87,,100,70,4,1,,
"Hombres (084)",14823,1936,15,7727,4735,119,112,63,116
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",18,,,4,5,5,1,1,2
"Profes., científicos e intelectuales (086)",119,,,,18,4,30,4,63
"Técnicos de nivel medio ytrab.asimilados (087)",39,,,3,9,6,15,5,1
"Jefes y empleados de oficina (088)",66,,,1,41,4,8,5,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",137,3,,34,86,4,2,6,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",6322,932,4,3677,1640,20,18,17,14
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",366,23,,144,179,10,7,3,
"Obreros. construc., conf., papel, fab., instr (092)",541,20,,199,298,8,6,4,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",7078,935,11,3620,2418,42,20,16,16
"Otra (094)",27,,,,1,14,5,2,5
"Ocupación no especificada (095)",110,23,,45,40,2,,,
"Mujeres (096)",5485,2156,15,2189,996,27,51,18,33
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,1,1,,,,1
"Profes., científicos e intelectuales (098)",83,,,,29,5,18,4,27
"Técnicos de nivel medio ytrab.asimilados (099)",25,,,2,3,1,16,3,
"Jefes y empleados de oficina (100)",18,,,1,7,2,6,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",355,66,1,150,127,5,1,4,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",1257,691,1,426,134,2,1,1,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",89,27,,46,15,,,1,
"Obreros. construc., conf., papel, fab., instr (104)",1,1,,,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",3497,1307,13,1508,650,6,7,4,2
"Otra (106)",5,,,,,4,1,,
"Ocupación no especificada (107)",152,64,,55,30,2,1,,
