"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",82,82,,,
"Actividad economica no especificada (043)",924,587,128,107,102
"Mujeres (044)",11520,8528,1019,770,1203
"Agric., ganadería, caza y silvicultura (045)",874,771,53,29,21
"Pesca (046)",13,13,,,
"Explotación de minas y canteras (047)",213,127,68,17,1
"Industrias manufactureras (048)",437,295,44,49,49
"Suministro de electricidad, gas y agua (049)",11,2,,5,4
"Construcción (050)",113,36,24,17,36
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3350,3139,155,46,10
"Venta, mant.y rep. veh.autom y motoc. (052)",73,63,10,,
"Comercio al por mayor (053)",132,98,11,13,10
"Comercio al por menor (054)",3145,2978,134,33,
"Hoteles y restaurantes (055)",2076,1800,215,53,8
"Trans., almac. y comunicaciones (056)",270,154,33,54,29
"Intermediación financiera (057)",52,9,12,25,6
"Activid.inmobil., empres. y alquileres (058)",365,211,47,57,50
"Admin.pub. y defensa; p. segur soc.afil (059)",367,,,,367
"Enseñanza (060)",862,171,178,307,206
"Servicios sociales y de salud (061)",413,85,18,14,296
"Otras activ. serv.comun.soc y personales (062)",571,473,56,28,14
"Hogares privados con servicio doméstico (063)",599,599,,,
"Actividad economica no especificada (065)",934,643,116,69,106
,,,,,
"URBANA (066)",27624,19150,2920,2267,3287
"Agric., ganadería, caza y silvicultura (067)",2500,2119,233,95,53
"Pesca (068)",88,84,2,2,
"Explotación de minas y canteras (069)",1084,659,273,108,44
"Industrias manufactureras (070)",2115,1573,256,189,97
"Suministro de electricidad, gas y agua (071)",81,13,6,31,31
"Construcción (072)",2182,1308,353,307,214
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",5657,5113,395,122,27
"Venta, mant.y rep. veh.autom y motoc. (074)",794,654,116,15,9
"Comercio al por mayor (075)",271,186,33,34,18
"Comercio al por menor (076)",4592,4273,246,73,
"Hoteles y restaurantes (077)",2281,1903,251,91,36
"Trans., almac. y comunicaciones (078)",3423,2719,240,261,203
"Intermediación financiera (079)",131,21,25,72,13
"Activid.inmobil., empres. y alquileres (080)",1135,639,145,192,159
"Admin.pub. y defensa; p. segur soc.afil (081)",1293,,,,1293
"Enseñanza (082)",1499,252,305,532,410
"Servicios sociales y de salud (083)",703,169,42,25,467
"Otras activ. serv.comun.soc y personales (084)",1220,948,163,67,42
"Hogares privados con servicio doméstico (085)",563,563,,,
"Actividad economica no especificada (087)",1669,1067,231,173,198
"Hombres (088)",17458,11772,2014,1536,2136
"Agric., ganadería, caza y silvicultura (089)",2003,1716,189,66,32
"Pesca (090)",79,75,2,2,
"Explotación de minas y canteras (091)",973,588,244,98,43
"Industrias manufactureras (092)",1697,1293,214,141,49
"Suministro de electricidad, gas y agua (093)",70,11,6,26,27
"Construcción (094)",2095,1275,330,294,196
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2552,2206,253,76,17
"Venta, mant.y rep. veh.autom y motoc. (096)",732,602,106,15,9
"Comercio al por mayor (097)",149,96,24,21,8
"Comercio al por menor (098)",1671,1508,123,40,
"Hoteles y restaurantes (099)",460,323,63,46,28
"Trans., almac. y comunicaciones (100)",3177,2576,207,215,179
"Intermediación financiera (101)",80,12,13,48,7
"Activid.inmobil., empres. y alquileres (102)",784,431,101,140,112
"Admin.pub. y defensa; p. segur soc.afil (103)",929,,,,929
"Enseñanza (104)",683,105,135,228,215
"Servicios sociales y de salud (105)",302,87,24,11,180
"Otras activ. serv.comun.soc y personales (106)",666,487,110,40,29
"Hogares privados con servicio doméstico (107)",58,58,,,
"Actividad economica no especificada (109)",850,529,123,105,93
"Mujeres (110)",10166,7378,906,731,1151
"Agric., ganadería, caza y silvicultura (111)",497,403,44,29,21
"Pesca (112)",9,9,,,
"Explotación de minas y canteras (113)",111,71,29,10,1
"Industrias manufactureras (114)",418,280,42,48,48
"Suministro de electricidad, gas y agua (115)",11,2,,5,4
"Construcción (116)",87,33,23,13,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3105,2907,142,46,10
"Venta, mant.y rep. veh.autom y motoc. (118)",62,52,10,,
"Comercio al por mayor (119)",122,90,9,13,10
"Comercio al por menor (120)",2921,2765,123,33,
"Hoteles y restaurantes (121)",1821,1580,188,45,8
"Trans., almac. y comunicaciones (122)",246,143,33,46,24
"Intermediación financiera (123)",51,9,12,24,6
"Activid.inmobil., empres. y alquileres (124)",351,208,44,52,47
"Admin.pub. y defensa; p. segur soc.afil (125)",364,,,,364
"Enseñanza (126)",816,147,170,304,195
"Servicios sociales y de salud (127)",401,82,18,14,287
"Otras activ. serv.comun.soc y personales (128)",554,461,53,27,13
"Hogares privados con servicio doméstico (129)",505,505,,,
"Actividad economica no especificada (131)",819,538,108,68,105
,,,,,
"RURAL (132)",6381,5047,569,279,486
"Agric., ganadería, caza y silvicultura (133)",2911,2762,108,40,1
"Pesca (134)",31,31,,,
"Explotación de minas y canteras (135)",937,600,259,70,8
"Industrias manufactureras (136)",256,192,29,18,17
"Suministro de electricidad, gas y agua (137)",5,1,1,2,1
"Construcción (138)",454,70,32,34,318
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",454,428,24,1,1
"Venta, mant.y rep. veh.autom y motoc. (140)",64,58,5,,1
"Comercio al por mayor (141)",20,18,2,,
"Comercio al por menor (142)",370,352,17,1,
"Hoteles y restaurantes (143)",320,250,36,25,9
"Trans., almac. y comunicaciones (144)",467,327,31,58,51
"Intermediación financiera (145)",1,,,1,
"Activid.inmobil., empres. y alquileres (146)",54,21,9,16,8
"Admin.pub. y defensa; p. segur soc.afil (147)",21,,,,21
"Enseñanza (148)",82,33,20,8,21
"Servicios sociales y de salud (149)",27,13,,,14
"Otras activ. serv.comun.soc y personales (150)",54,38,7,3,6
"Hogares privados con servicio doméstico (151)",118,118,,,
"Actividad economica no especificada (153)",189,163,13,3,10
"Hombres (154)",5027,3897,456,240,434
"Agric., ganadería, caza y silvicultura (155)",2534,2394,99,40,1
"Pesca (156)",27,27,,,
"Explotación de minas y canteras (157)",835,544,220,63,8
"Industrias manufactureras (158)",237,177,27,17,16
"Suministro de electricidad, gas y agua (159)",5,1,1,2,1
"Construcción (160)",428,67,31,30,300
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",209,196,11,1,1
"Venta, mant.y rep. veh.autom y motoc. (162)",53,47,5,,1
"Comercio al por mayor (163)",10,10,,,
"Comercio al por menor (164)",146,139,6,1,
"Hoteles y restaurantes (165)",65,30,9,17,9
"Trans., almac. y comunicaciones (166)",443,316,31,50,46
"Activid.inmobil., empres. y alquileres (168)",40,18,6,11,5
"Admin.pub. y defensa; p. segur soc.afil (169)",18,,,,18
"Enseñanza (170)",36,9,12,5,10
"Servicios sociales y de salud (171)",15,10,,,5
"Otras activ. serv.comun.soc y personales (172)",37,26,4,2,5
"Hogares privados con servicio doméstico (173)",24,24,,,
"Actividad economica no especificada (175)",74,58,5,2,9
"Mujeres (176)",1354,1150,113,39,52
"Agric., ganadería, caza y silvicultura (177)",377,368,9,,
"Pesca (178)",4,4,,,
"Explotación de minas y canteras (179)",102,56,39,7,
"Industrias manufactureras (180)",19,15,2,1,1
"Construcción (182)",26,3,1,4,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",245,232,13,,
"Venta, mant.y rep. veh.autom y motoc. (184)",11,11,,,
"Comercio al por mayor (185)",10,8,2,,
"Comercio al por menor (186)",224,213,11,,
"Hoteles y restaurantes (187)",255,220,27,8,
"Trans., almac. y comunicaciones (188)",24,11,,8,5
"Intermediación financiera (189)",1,,,1,
"Activid.inmobil., empres. y alquileres (190)",14,3,3,5,3
"Admin.pub. y defensa; p. segur soc.afil (191)",3,,,,3
"Enseñanza (192)",46,24,8,3,11
"Servicios sociales y de salud (193)",12,3,,,9
"Otras activ. serv.comun.soc y personales (194)",17,12,3,1,1
"Hogares privados con servicio doméstico (195)",94,94,,,
"Actividad economica no especificada (197)",115,105,8,1,1
