"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Industrias manufactureras (049)",52,3,9,25,12,3
"Construcción (051)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",247,4,64,99,68,12
"Comercio al por mayor (054)",7,,1,5,1,
"Comercio al por menor (055)",240,4,63,94,67,12
"Hoteles y restaurantes (056)",111,1,28,38,35,9
"Trans., almac. y comunicaciones (057)",6,,3,1,2,
"Activid.inmobil., empres. y alquileres (059)",27,,7,12,8,
"Admin.pub. y defensa; p. segur.soc.afil (060)",40,,11,24,5,
"Enseñanza (061)",488,,46,316,125,1
"Servicios sociales y de salud (062)",77,,26,41,8,2
"Otras activ. serv.comun.soc y personales (063)",52,,11,29,12,
"Hogares privados con servicio doméstico (064)",204,9,114,45,30,6
"Actividad economica no especificada (066)",276,,69,99,80,28
,,,,,,
"URBANA (067)",3066,26,686,1341,811,202
"Agric., ganadería, caza y silvicultura (068)",729,9,157,219,215,129
"Explotación de minas y canteras (070)",12,,4,5,2,1
"Industrias manufactureras (071)",174,3,46,72,43,10
"Suministro de electricidad, gas y agua (072)",5,,2,2,1,
"Construcción (073)",142,1,50,54,31,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",398,5,91,166,111,25
"Venta, mant.y rep. veh.autom.y motoc. (075)",25,,6,15,4,
"Comercio al por mayor (076)",15,,3,9,3,
"Comercio al por menor (077)",358,5,82,142,104,25
"Hoteles y restaurantes (078)",96,1,25,32,30,8
"Trans., almac. y comunicaciones (079)",162,,67,67,28,
"Activid.inmobil., empres. y alquileres (081)",53,,16,21,15,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",199,,29,105,61,4
"Enseñanza (083)",689,,49,436,203,1
"Servicios sociales y de salud (084)",92,,28,51,11,2
"Otras activ. serv.comun.soc y personales (085)",87,3,24,34,22,4
"Hogares privados con servicio doméstico (086)",108,4,67,25,10,2
"Actividad economica no especificada (088)",120,,31,52,28,9
"Hombres (089)",2023,13,443,838,570,159
"Agric., ganadería, caza y silvicultura (090)",648,6,132,200,193,117
"Explotación de minas y canteras (092)",12,,4,5,2,1
"Industrias manufactureras (093)",145,1,45,55,36,8
"Suministro de electricidad, gas y agua (094)",5,,2,2,1,
"Construcción (095)",141,1,49,54,31,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",206,2,42,88,61,13
"Venta, mant.y rep. veh.autom.y motoc. (097)",25,,6,15,4,
"Comercio al por mayor (098)",8,,2,4,2,
"Comercio al por menor (099)",173,2,34,69,55,13
"Hoteles y restaurantes (100)",18,,5,6,6,1
"Trans., almac. y comunicaciones (101)",157,,65,66,26,
"Activid.inmobil., empres. y alquileres (103)",30,,9,12,8,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",165,,20,85,56,4
"Enseñanza (105)",350,,21,207,122,
"Servicios sociales y de salud (106)",29,,6,19,4,
"Otras activ. serv.comun.soc y personales (107)",54,3,19,17,11,4
"Hogares privados con servicio doméstico (108)",6,,5,1,,
"Actividad economica no especificada (110)",57,,19,21,13,4
"Mujeres (112)",1043,13,243,503,241,43
"Agric., ganadería, caza y silvicultura (113)",81,3,25,19,22,12
"Industrias manufactureras (116)",29,2,1,17,7,2
"Construcción (118)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",192,3,49,78,50,12
"Comercio al por mayor (121)",7,,1,5,1,
"Comercio al por menor (122)",185,3,48,73,49,12
"Hoteles y restaurantes (123)",78,1,20,26,24,7
"Trans., almac. y comunicaciones (124)",5,,2,1,2,
"Activid.inmobil., empres. y alquileres (126)",23,,7,9,7,
"Admin.pub. y defensa; p. segur.soc.afil (127)",34,,9,20,5,
"Enseñanza (128)",339,,28,229,81,1
"Servicios sociales y de salud (129)",63,,22,32,7,2
"Otras activ. serv.comun.soc y personales (130)",33,,5,17,11,
"Hogares privados con servicio doméstico (131)",102,4,62,24,10,2
"Actividad economica no especificada (133)",63,,12,31,15,5
,,,,,,
"RURAL (134)",8056,95,2347,2522,2142,950
"Agric., ganadería, caza y silvicultura (135)",6838,86,2019,2020,1824,889
"Industrias manufactureras (138)",95,1,33,41,17,3
"Suministro de electricidad, gas y agua (139)",3,,3,,,
"Construcción (140)",56,,21,23,10,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",128,3,30,50,39,6
"Venta, mant.y rep. veh.autom.y motoc. (142)",1,,1,,,
"Comercio al por mayor (143)",2,,1,,1,
"Comercio al por menor (144)",125,3,28,50,38,6
"Hoteles y restaurantes (145)",37,,9,13,13,2
"Trans., almac. y comunicaciones (146)",40,,23,13,4,
"Activid.inmobil., empres. y alquileres (148)",16,,3,9,4,
"Admin.pub. y defensa; p. segur.soc.afil (149)",43,,11,20,10,2
"Enseñanza (150)",337,,36,190,108,3
"Servicios sociales y de salud (151)",26,,9,12,5,
"Otras activ. serv.comun.soc y personales (152)",32,,11,16,4,1
"Hogares privados con servicio doméstico (153)",105,5,54,21,21,4
"Actividad economica no especificada (155)",300,,85,94,83,38
"Hombres (156)",6847,85,2008,2118,1810,826
"Agric., ganadería, caza y silvicultura (157)",6248,83,1851,1861,1658,795
"Industrias manufactureras (160)",72,,25,33,12,2
"Suministro de electricidad, gas y agua (161)",3,,3,,,
"Construcción (162)",56,,21,23,10,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",73,2,15,29,21,6
"Venta, mant.y rep. veh.autom.y motoc. (164)",1,,1,,,
"Comercio al por mayor (165)",2,,1,,1,
"Comercio al por menor (166)",70,2,13,29,20,6
"Hoteles y restaurantes (167)",4,,1,1,2,
"Trans., almac. y comunicaciones (168)",39,,22,13,4,
"Activid.inmobil., empres. y alquileres (170)",12,,3,6,3,
"Admin.pub. y defensa; p. segur.soc.afil (171)",37,,9,16,10,2
"Enseñanza (172)",188,,18,103,64,3
"Servicios sociales y de salud (173)",12,,5,3,4,
"Otras activ. serv.comun.soc y personales (174)",13,,5,4,3,1
"Hogares privados con servicio doméstico (175)",3,,2,,1,
"Actividad economica no especificada (177)",87,,28,26,18,15
"Mujeres (179)",1209,10,339,404,332,124
"Agric., ganadería, caza y silvicultura (180)",590,3,168,159,166,94
"Industrias manufactureras (183)",23,1,8,8,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",55,1,15,21,18,
"Comercio al por menor (189)",55,1,15,21,18,
"Hoteles y restaurantes (190)",33,,8,12,11,2
"Trans., almac. y comunicaciones (191)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",4,,,3,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",6,,2,4,,
"Enseñanza (195)",149,,18,87,44,
"Servicios sociales y de salud (196)",14,,4,9,1,
"Otras activ. serv.comun.soc y personales (197)",19,,6,12,1,
"Hogares privados con servicio doméstico (198)",102,5,52,21,20,4
"Actividad economica no especificada (200)",213,,57,68,65,23
