"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",29,1,15,8,4,1
"Actividad economica no especificada (043)",211,1,107,59,33,11
"Mujeres (045)",9173,294,3331,3117,1894,537
"Agric., ganadería, caza y silvicultura (046)",6724,264,2353,2079,1553,475
"Pesca (047)",3,,1,2,,
"Explotación de minas y canteras (048)",58,1,39,14,4,
"Industrias manufactureras (049)",86,,34,30,20,2
"Suministro de electricidad, gas y agua (050)",4,,,3,1,
"Construcción (051)",54,,32,19,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",992,12,320,473,155,32
"Venta, mant.y rep. veh.autom.y motoc. (053)",9,,2,6,1,
"Comercio al por mayor (054)",40,,12,21,7,
"Comercio al por menor (055)",943,12,306,446,147,32
"Hoteles y restaurantes (056)",258,8,139,66,39,6
"Trans., almac. y comunicaciones (057)",25,,13,7,5,
"Activid.inmobil., empres. y alquileres (059)",30,,13,14,1,2
"Admin.pub. y defensa; p. segur.soc.afil (060)",91,,54,27,10,
"Enseñanza (061)",335,,105,203,27,
"Servicios sociales y de salud (062)",96,,42,44,10,
"Otras activ. serv.comun.soc y personales (063)",69,,25,33,10,1
"Hogares privados con servicio doméstico (064)",120,9,66,25,16,4
"Actividad economica no especificada (066)",228,,95,78,41,14
,,,,,,
"URBANA (067)",8154,99,2642,3322,1731,360
"Agric., ganadería, caza y silvicultura (068)",3227,49,935,1152,836,255
"Pesca (069)",8,,5,2,1,
"Explotación de minas y canteras (070)",294,1,149,105,36,3
"Industrias manufactureras (071)",227,2,91,86,39,9
"Suministro de electricidad, gas y agua (072)",21,,11,7,3,
"Construcción (073)",838,3,356,324,145,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1260,17,350,602,244,47
"Venta, mant.y rep. veh.autom.y motoc. (075)",63,1,28,21,12,1
"Comercio al por mayor (076)",55,,16,31,7,1
"Comercio al por menor (077)",1142,16,306,550,225,45
"Hoteles y restaurantes (078)",235,9,103,67,49,7
"Trans., almac. y comunicaciones (079)",355,4,95,178,74,4
"Intermediación financiera (080)",5,,2,2,1,
"Activid.inmobil., empres. y alquileres (081)",143,,46,64,31,2
"Admin.pub. y defensa; p. segur.soc.afil (082)",344,,137,139,63,5
"Enseñanza (083)",623,,124,376,119,4
"Servicios sociales y de salud (084)",159,,54,79,26,
"Otras activ. serv.comun.soc y personales (085)",118,6,48,46,17,1
"Hogares privados con servicio doméstico (086)",79,7,44,16,9,3
"Actividad economica no especificada (088)",218,1,92,77,38,10
"Hombres (089)",5057,56,1586,2072,1117,226
"Agric., ganadería, caza y silvicultura (090)",1893,27,520,695,484,167
"Pesca (091)",6,,4,1,1,
"Explotación de minas y canteras (092)",282,1,140,102,36,3
"Industrias manufactureras (093)",157,2,66,60,22,7
"Suministro de electricidad, gas y agua (094)",20,,11,6,3,
"Construcción (095)",791,3,327,309,143,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",474,8,125,207,113,21
"Venta, mant.y rep. veh.autom.y motoc. (097)",56,1,26,17,11,1
"Comercio al por mayor (098)",19,,7,10,1,1
"Comercio al por menor (099)",399,7,92,180,101,19
"Hoteles y restaurantes (100)",74,3,29,21,20,1
"Trans., almac. y comunicaciones (101)",331,4,82,171,70,4
"Intermediación financiera (102)",5,,2,2,1,
"Activid.inmobil., empres. y alquileres (103)",119,,35,54,30,
"Admin.pub. y defensa; p. segur.soc.afil (104)",265,,90,117,53,5
"Enseñanza (105)",377,,51,227,95,4
"Servicios sociales y de salud (106)",83,,21,43,19,
"Otras activ. serv.comun.soc y personales (107)",55,6,26,15,8,
"Hogares privados con servicio doméstico (108)",15,1,8,4,1,1
"Actividad economica no especificada (110)",110,1,49,38,18,4
"Mujeres (112)",3097,43,1056,1250,614,134
"Agric., ganadería, caza y silvicultura (113)",1334,22,415,457,352,88
"Pesca (114)",2,,1,1,,
"Explotación de minas y canteras (115)",12,,9,3,,
"Industrias manufactureras (116)",70,,25,26,17,2
"Suministro de electricidad, gas y agua (117)",1,,,1,,
"Construcción (118)",47,,29,15,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",786,9,225,395,131,26
"Venta, mant.y rep. veh.autom.y motoc. (120)",7,,2,4,1,
"Comercio al por mayor (121)",36,,9,21,6,
"Comercio al por menor (122)",743,9,214,370,124,26
"Hoteles y restaurantes (123)",161,6,74,46,29,6
"Trans., almac. y comunicaciones (124)",24,,13,7,4,
"Activid.inmobil., empres. y alquileres (126)",24,,11,10,1,2
"Admin.pub. y defensa; p. segur.soc.afil (127)",79,,47,22,10,
"Enseñanza (128)",246,,73,149,24,
"Servicios sociales y de salud (129)",76,,33,36,7,
"Otras activ. serv.comun.soc y personales (130)",63,,22,31,9,1
"Hogares privados con servicio doméstico (131)",64,6,36,12,8,2
"Actividad economica no especificada (133)",108,,43,39,20,6
,,,,,,
"RURAL (134)",16422,538,5936,5281,3515,1152
"Agric., ganadería, caza y silvicultura (135)",13455,520,4504,4191,3129,1111
"Pesca (136)",8,,2,5,1,
"Explotación de minas y canteras (137)",1264,8,702,402,145,7
"Industrias manufactureras (138)",61,,31,19,10,1
"Suministro de electricidad, gas y agua (139)",24,,4,9,11,
"Construcción (140)",267,,111,112,41,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",397,3,164,166,54,10
"Venta, mant.y rep. veh.autom.y motoc. (142)",9,,5,4,,
"Comercio al por mayor (143)",12,,5,5,2,
"Comercio al por menor (144)",376,3,154,157,52,10
"Hoteles y restaurantes (145)",122,3,75,31,13,
"Trans., almac. y comunicaciones (146)",91,1,39,36,15,
"Activid.inmobil., empres. y alquileres (148)",32,,17,13,2,
"Admin.pub. y defensa; p. segur.soc.afil (149)",130,,53,56,19,2
"Enseñanza (150)",227,,66,140,20,1
"Servicios sociales y de salud (151)",33,,11,16,6,
"Otras activ. serv.comun.soc y personales (152)",20,,10,8,2,
"Hogares privados con servicio doméstico (153)",70,3,37,17,11,2
"Actividad economica no especificada (155)",221,,110,60,36,15
"Hombres (156)",10346,287,3661,3414,2235,749
"Agric., ganadería, caza y silvicultura (157)",8065,278,2566,2569,1928,724
"Pesca (158)",7,,2,4,1,
"Explotación de minas y canteras (159)",1218,7,672,391,141,7
"Industrias manufactureras (160)",45,,22,15,7,1
"Suministro de electricidad, gas y agua (161)",21,,4,7,10,
"Construcción (162)",260,,108,108,41,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",191,,69,88,30,4
"Venta, mant.y rep. veh.autom.y motoc. (164)",7,,5,2,,
"Comercio al por mayor (165)",8,,2,5,1,
"Comercio al por menor (166)",176,,62,81,29,4
"Hoteles y restaurantes (167)",25,1,10,11,3,
"Trans., almac. y comunicaciones (168)",90,1,39,36,14,
"Activid.inmobil., empres. y alquileres (170)",26,,15,9,2,
"Admin.pub. y defensa; p. segur.soc.afil (171)",118,,46,51,19,2
"Enseñanza (172)",138,,34,86,17,1
"Servicios sociales y de salud (173)",13,,2,8,3,
"Otras activ. serv.comun.soc y personales (174)",14,,7,6,1,
"Hogares privados con servicio doméstico (175)",14,,7,4,3,
"Actividad economica no especificada (177)",101,,58,21,15,7
"Mujeres (179)",6076,251,2275,1867,1280,403
"Agric., ganadería, caza y silvicultura (180)",5390,242,1938,1622,1201,387
"Pesca (181)",1,,,1,,
"Explotación de minas y canteras (182)",46,1,30,11,4,
"Industrias manufactureras (183)",16,,9,4,3,
"Suministro de electricidad, gas y agua (184)",3,,,2,1,
"Construcción (185)",7,,3,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",206,3,95,78,24,6
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,,2,,
"Comercio al por mayor (188)",4,,3,,1,
"Comercio al por menor (189)",200,3,92,76,23,6
"Hoteles y restaurantes (190)",97,2,65,20,10,
"Trans., almac. y comunicaciones (191)",1,,,,1,
"Activid.inmobil., empres. y alquileres (193)",6,,2,4,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",12,,7,5,,
"Enseñanza (195)",89,,32,54,3,
"Servicios sociales y de salud (196)",20,,9,8,3,
"Otras activ. serv.comun.soc y personales (197)",6,,3,2,1,
"Hogares privados con servicio doméstico (198)",56,3,30,13,8,2
"Actividad economica no especificada (200)",120,,52,39,21,8
