"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",500,343,98,45,14
"Hogares privados con servicio doméstico (041)",31,31,,,
"Actividad economica no especificada (043)",716,555,72,45,44
"Mujeres (044)",10570,8369,701,648,852
"Agric., ganadería, caza y silvicultura (045)",1884,1567,91,59,167
"Pesca (046)",6,2,1,1,2
"Explotación de minas y canteras (047)",1,,,,1
"Industrias manufactureras (048)",618,547,34,19,18
"Suministro de electricidad, gas y agua (049)",11,2,,8,1
"Construcción (050)",46,24,10,8,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2773,2643,96,31,3
"Venta, mant.y rep. veh.autom y motoc. (052)",25,19,1,4,1
"Comercio al por mayor (053)",106,93,7,4,2
"Comercio al por menor (054)",2642,2531,88,23,
"Hoteles y restaurantes (055)",1088,1031,38,17,2
"Trans., almac. y comunicaciones (056)",73,60,6,4,3
"Intermediación financiera (057)",19,,3,11,5
"Activid.inmobil., empres. y alquileres (058)",194,97,28,33,36
"Admin.pub. y defensa; p. segur soc.afil (059)",305,,,,305
"Enseñanza (060)",1195,420,298,396,81
"Servicios sociales y de salud (061)",265,46,15,13,191
"Otras activ. serv.comun.soc y personales (062)",268,230,22,14,2
"Hogares privados con servicio doméstico (063)",792,792,,,
"Organiz. y organos extraterritoriales (064)",1,,,,1
"Actividad economica no especificada (065)",1031,908,59,34,30
,,,,,
"URBANA (066)",28918,22608,2494,1614,2202
"Agric., ganadería, caza y silvicultura (067)",10885,9131,877,320,557
"Pesca (068)",50,23,9,10,8
"Explotación de minas y canteras (069)",16,3,2,2,9
"Industrias manufactureras (070)",1960,1616,200,79,65
"Suministro de electricidad, gas y agua (071)",87,41,7,33,6
"Construcción (072)",1185,836,192,117,40
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",5321,4995,254,66,6
"Venta, mant.y rep. veh.autom y motoc. (074)",346,314,19,11,2
"Comercio al por mayor (075)",241,199,23,15,4
"Comercio al por menor (076)",4734,4482,212,40,
"Hoteles y restaurantes (077)",1103,1038,54,9,2
"Trans., almac. y comunicaciones (078)",2160,1904,134,80,42
"Intermediación financiera (079)",48,4,5,28,11
"Activid.inmobil., empres. y alquileres (080)",625,321,96,113,95
"Admin.pub. y defensa; p. segur soc.afil (081)",858,,,,858
"Enseñanza (082)",1597,428,421,617,131
"Servicios sociales y de salud (083)",417,90,19,15,293
"Otras activ. serv.comun.soc y personales (084)",685,505,112,54,14
"Hogares privados con servicio doméstico (085)",653,653,,,
"Organiz. y organos extraterritoriales (086)",1,,,,1
"Actividad economica no especificada (087)",1267,1020,112,71,64
"Hombres (088)",20800,16416,1915,1037,1432
"Agric., ganadería, caza y silvicultura (089)",10070,8543,820,283,424
"Pesca (090)",45,21,8,10,6
"Explotación de minas y canteras (091)",15,3,2,2,8
"Industrias manufactureras (092)",1477,1197,169,63,48
"Suministro de electricidad, gas y agua (093)",77,39,7,26,5
"Construcción (094)",1162,827,188,111,36
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2866,2658,167,38,3
"Venta, mant.y rep. veh.autom y motoc. (096)",323,296,18,8,1
"Comercio al por mayor (097)",141,112,16,11,2
"Comercio al por menor (098)",2402,2250,133,19,
"Hoteles y restaurantes (099)",166,146,18,2,
"Trans., almac. y comunicaciones (100)",2097,1852,130,76,39
"Intermediación financiera (101)",29,4,2,17,6
"Activid.inmobil., empres. y alquileres (102)",443,230,72,81,60
"Admin.pub. y defensa; p. segur soc.afil (103)",564,,,,564
"Enseñanza (104)",594,110,176,244,64
"Servicios sociales y de salud (105)",182,49,6,4,123
"Otras activ. serv.comun.soc y personales (106)",443,300,90,41,12
"Hogares privados con servicio doméstico (107)",24,24,,,
"Actividad economica no especificada (109)",546,413,60,39,34
"Mujeres (110)",8118,6192,579,577,770
"Agric., ganadería, caza y silvicultura (111)",815,588,57,37,133
"Pesca (112)",5,2,1,,2
"Explotación de minas y canteras (113)",1,,,,1
"Industrias manufactureras (114)",483,419,31,16,17
"Suministro de electricidad, gas y agua (115)",10,2,,7,1
"Construcción (116)",23,9,4,6,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2455,2337,87,28,3
"Venta, mant.y rep. veh.autom y motoc. (118)",23,18,1,3,1
"Comercio al por mayor (119)",100,87,7,4,2
"Comercio al por menor (120)",2332,2232,79,21,
"Hoteles y restaurantes (121)",937,892,36,7,2
"Trans., almac. y comunicaciones (122)",63,52,4,4,3
"Intermediación financiera (123)",19,,3,11,5
"Activid.inmobil., empres. y alquileres (124)",182,91,24,32,35
"Admin.pub. y defensa; p. segur soc.afil (125)",294,,,,294
"Enseñanza (126)",1003,318,245,373,67
"Servicios sociales y de salud (127)",235,41,13,11,170
"Otras activ. serv.comun.soc y personales (128)",242,205,22,13,2
"Hogares privados con servicio doméstico (129)",629,629,,,
"Organiz. y organos extraterritoriales (130)",1,,,,1
"Actividad economica no especificada (131)",721,607,52,32,30
,,,,,
"RURAL (132)",18218,16384,1006,402,426
"Agric., ganadería, caza y silvicultura (133)",14415,13505,504,162,244
"Pesca (134)",34,8,9,4,13
"Explotación de minas y canteras (135)",7,3,,3,1
"Industrias manufactureras (136)",475,283,133,37,22
"Suministro de electricidad, gas y agua (137)",16,7,2,7,
"Construcción (138)",404,212,123,62,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",969,915,42,12,
"Venta, mant.y rep. veh.autom y motoc. (140)",31,27,3,1,
"Comercio al por mayor (141)",36,32,1,3,
"Comercio al por menor (142)",902,856,38,8,
"Hoteles y restaurantes (143)",174,156,5,13,
"Trans., almac. y comunicaciones (144)",479,418,40,17,4
"Intermediación financiera (145)",3,1,1,,1
"Activid.inmobil., empres. y alquileres (146)",73,32,14,18,9
"Admin.pub. y defensa; p. segur soc.afil (147)",56,,,,56
"Enseñanza (148)",324,148,102,50,24
"Servicios sociales y de salud (149)",56,15,4,4,33
"Otras activ. serv.comun.soc y personales (150)",83,68,8,5,2
"Hogares privados con servicio doméstico (151)",170,170,,,
"Actividad economica no especificada (153)",480,443,19,8,10
"Hombres (154)",15766,14207,884,331,344
"Agric., ganadería, caza y silvicultura (155)",13346,12526,470,140,210
"Pesca (156)",33,8,9,3,13
"Explotación de minas y canteras (157)",7,3,,3,1
"Industrias manufactureras (158)",340,155,130,34,21
"Suministro de electricidad, gas y agua (159)",15,7,2,6,
"Construcción (160)",381,197,117,60,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",651,609,33,9,
"Venta, mant.y rep. veh.autom y motoc. (162)",29,26,3,,
"Comercio al por mayor (163)",30,26,1,3,
"Comercio al por menor (164)",592,557,29,6,
"Hoteles y restaurantes (165)",23,17,3,3,
"Trans., almac. y comunicaciones (166)",469,410,38,17,4
"Intermediación financiera (167)",3,1,1,,1
"Activid.inmobil., empres. y alquileres (168)",61,26,10,17,8
"Admin.pub. y defensa; p. segur soc.afil (169)",45,,,,45
"Enseñanza (170)",132,46,49,27,10
"Servicios sociales y de salud (171)",26,10,2,2,12
"Otras activ. serv.comun.soc y personales (172)",57,43,8,4,2
"Hogares privados con servicio doméstico (173)",7,7,,,
"Actividad economica no especificada (175)",170,142,12,6,10
"Mujeres (176)",2452,2177,122,71,82
"Agric., ganadería, caza y silvicultura (177)",1069,979,34,22,34
"Pesca (178)",1,,,1,
"Industrias manufactureras (180)",135,128,3,3,1
"Suministro de electricidad, gas y agua (181)",1,,,1,
"Construcción (182)",23,15,6,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",318,306,9,3,
"Venta, mant.y rep. veh.autom y motoc. (184)",2,1,,1,
"Comercio al por mayor (185)",6,6,,,
"Comercio al por menor (186)",310,299,9,2,
"Hoteles y restaurantes (187)",151,139,2,10,
"Trans., almac. y comunicaciones (188)",10,8,2,,
"Activid.inmobil., empres. y alquileres (190)",12,6,4,1,1
"Admin.pub. y defensa; p. segur soc.afil (191)",11,,,,11
"Enseñanza (192)",192,102,53,23,14
"Servicios sociales y de salud (193)",30,5,2,2,21
"Otras activ. serv.comun.soc y personales (194)",26,25,,1,
"Hogares privados con servicio doméstico (195)",163,163,,,
"Actividad economica no especificada (197)",310,301,7,2,
