"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",1,2,2,,100,,
"De 50 y más años (039)",2,17,13,,76.5,,
"No PEA (040)",6875,20780,18484,558,89,2.7,
"De 12 a 14 años (041)",1062,9,8,6,88.9,66.7,
"De 15 a 19 años (042)",1031,428,417,108,97.4,25.2,
"De 20 a 24 años (043)",891,1317,1267,164,96.2,12.5,
"De 25 a 29 años (044)",784,1849,1775,123,96,6.7,
"De 30 a 34 años (045)",597,1933,1832,72,94.8,3.7,
"De 35 a 39 años (046)",521,2296,2128,64,92.7,2.8,
"De 40 a 44 años (047)",433,2195,1988,16,90.6,0.7,
"De 45 a 49 años (048)",354,2181,1938,5,88.9,0.2,
"De 50 y más años (049)",1202,8572,7131,,83.2,,
,,,,,,,
"URBANA (060)",4527,13063,11844,231,90.7,1.8,
"De 12 a 14 años (061)",538,5,5,3,100,60,
"De 15 a 19 años (062)",631,201,198,43,98.5,21.4,
"De 20 a 24 años (063)",500,631,620,51,98.3,8.1,
"De 25 a 29 años (064)",484,939,912,54,97.1,5.8,
"De 30 a 34 años (065)",431,1160,1108,40,95.5,3.4,
"De 35 a 39 años (066)",442,1537,1461,29,95.1,1.9,
"De 40 a 44 años (067)",369,1476,1376,9,93.2,0.6,
"De 45 a 49 años (068)",281,1508,1382,2,91.6,0.1,
"De 50 y más años (069)",851,5606,4782,,85.3,,
"PEA (070)",1803,5740,5228,76,91.1,1.3,
"De 12 a 14 años (071)",61,2,2,,100,,
"De 15 a 19 años (072)",192,59,58,8,98.3,13.6,
"De 20 a 24 años (073)",225,284,282,19,99.3,6.7,
"De 25 a 29 años (074)",206,358,345,16,96.4,4.5,
"De 30 a 34 años (075)",208,540,504,14,93.3,2.6,
"De 35 a 39 años (076)",242,782,755,12,96.5,1.5,
"De 40 a 44 años (077)",185,732,688,5,94,0.7,
"De 45 a 49 años (078)",158,819,747,2,91.2,0.2,
"De 50 y más años (079)",326,2164,1847,,85.4,,
"Ocupada (080)",1778,5697,5189,74,91.1,1.3,
"De 12 a 14 años (081)",58,2,2,,100,,
"De 15 a 19 años (082)",186,57,56,7,98.2,12.3,
"De 20 a 24 años (083)",219,280,278,19,99.3,6.8,
"De 25 a 29 años (084)",203,356,343,16,96.3,4.5,
"De 30 a 34 años (085)",205,535,499,14,93.3,2.6,
"De 35 a 39 años (086)",242,782,755,12,96.5,1.5,
"De 40 a 44 años (087)",184,721,677,4,93.9,0.6,
"De 45 a 49 años (088)",157,817,745,2,91.2,0.2,
"De 50 y más años (089)",324,2147,1834,,85.4,,
"Desocupada (090)",25,43,39,2,90.7,4.7,
"De 12 a 14 años (091)",3,,,,,,
"De 15 a 19 años (092)",6,2,2,1,100,50,
"De 20 a 24 años (093)",6,4,4,,100,,
"De 25 a 29 años (094)",3,2,2,,100,,
"De 30 a 34 años (095)",3,5,5,,100,,
"De 40 a 44 años (097)",1,11,11,1,100,9.1,
"De 45 a 49 años (098)",1,2,2,,100,,
"De 50 y más años (099)",2,17,13,,76.5,,
"No PEA (100)",2724,7323,6616,155,90.3,2.1,
"De 12 a 14 años (101)",477,3,3,3,100,100,
"De 15 a 19 años (102)",439,142,140,35,98.6,24.6,
"De 20 a 24 años (103)",275,347,338,32,97.4,9.2,
"De 25 a 29 años (104)",278,581,567,38,97.6,6.5,
"De 30 a 34 años (105)",223,620,604,26,97.4,4.2,
"De 35 a 39 años (106)",200,755,706,17,93.5,2.3,
"De 40 a 44 años (107)",184,744,688,4,92.5,0.5,
"De 45 a 49 años (108)",123,689,635,,92.2,,
"De 50 y más años (109)",525,3442,2935,,85.3,,
,,,,,,,
"RURAL (120)",6079,19866,17518,503,88.2,2.5,
"De 12 a 14 años (121)",707,7,6,3,85.7,42.9,
"De 15 a 19 años (122)",900,421,411,90,97.6,21.4,
"De 20 a 24 años (123)",898,1350,1295,165,95.9,12.2,
"De 25 a 29 años (124)",707,1752,1670,103,95.3,5.9,
"De 30 a 34 años (125)",585,2003,1877,59,93.7,2.9,
"De 35 a 39 años (126)",527,2365,2166,61,91.6,2.6,
"De 40 a 44 años (127)",404,2296,2077,16,90.5,0.7,
"De 45 a 49 años (128)",363,2270,1979,6,87.2,0.3,
"De 50 y más años (129)",988,7402,6037,,81.6,,
"PEA (130)",1928,6409,5650,102,88.2,1.6,
"De 12 a 14 años (131)",122,1,1,,100,,
"De 15 a 19 años (132)",308,135,134,18,99.3,13.3,
"De 20 a 24 años (133)",282,380,366,33,96.3,8.7,
"De 25 a 29 años (134)",201,484,462,18,95.5,3.7,
"De 30 a 34 años (135)",211,690,649,13,94.1,1.9,
"De 35 a 39 años (136)",206,824,744,15,90.3,1.8,
"De 40 a 44 años (137)",155,845,777,4,92,0.5,
"De 45 a 49 años (138)",132,778,676,1,86.9,0.1,
"De 50 y más años (139)",311,2272,1841,,81,,
"Ocupada (140)",1911,6397,5638,102,88.1,1.6,
"De 12 a 14 años (141)",120,1,1,,100,,
"De 15 a 19 años (142)",301,135,134,18,99.3,13.3,
"De 20 a 24 años (143)",280,380,366,33,96.3,8.7,
"De 25 a 29 años (144)",199,480,458,18,95.4,3.8,
"De 30 a 34 años (145)",210,689,648,13,94,1.9,
"De 35 a 39 años (146)",203,817,737,15,90.2,1.8,
"De 40 a 44 años (147)",155,845,777,4,92,0.5,
"De 45 a 49 años (148)",132,778,676,1,86.9,0.1,
"De 50 y más años (149)",311,2272,1841,,81,,
"Desocupada (150)",17,12,12,,100,,
"De 12 a 14 años (151)",2,,,,,,
"De 15 a 19 años (152)",7,,,,,,
"De 20 a 24 años (153)",2,,,,,,
"De 25 a 29 años (154)",2,4,4,,100,,
"De 30 a 34 años (155)",1,1,1,,100,,
"De 35 a 39 años (156)",3,7,7,,100,,
"No PEA (160)",4151,13457,11868,401,88.2,3,
"De 12 a 14 años (161)",585,6,5,3,83.3,50,
"De 15 a 19 años (162)",592,286,277,72,96.9,25.2,
"De 20 a 24 años (163)",616,970,929,132,95.8,13.6,
"De 25 a 29 años (164)",506,1268,1208,85,95.3,6.7,
"De 30 a 34 años (165)",374,1313,1228,46,93.5,3.5,
"De 35 a 39 años (166)",321,1541,1422,46,92.3,3,
"De 40 a 44 años (167)",249,1451,1300,12,89.6,0.8,
"De 45 a 49 años (168)",231,1492,1303,5,87.3,0.3,
"De 50 y más años (169)",677,5130,4196,,81.8,,
