"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Ocupación no especificada (095)",24,3,9,9,,3,
"Mujeres (096)",1673,160,850,357,24,190,92
"Profes., científicos e intelectuales (098)",57,52,,5,,,
"Técnicos de nivel medio y trab. asimilados (099)",26,22,,3,,1,
"Jefes y empleados de oficina (100)",23,23,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",222,35,8,147,6,26,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",122,,,104,18,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",41,,33,8,,,
"Obreros construc.,conf., papel, fab., instr. (104)",6,,2,4,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",1107,21,794,61,,139,92
"Ocupación no especificada (107)",69,7,13,25,,24,
