"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Agric., ganadería, caza y silvicultura (045)",1562,290,4,1045,190,11,15,,7
"Explotación de minas y canteras (047)",1,,,,,,1,,
"Industrias manufactureras (048)",260,17,1,140,59,7,17,6,13
"Suministro de electricidad, gas y agua (049)",7,,,,1,,4,1,1
"Construcción (050)",22,,,9,6,,5,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1237,56,,491,406,55,154,39,36
"Venta, mant.y rep. veh.autom.y motoc. (052)",16,,,2,6,1,4,2,1
"Comercio al por mayor (053)",59,,,18,24,1,10,1,5
"Comercio al por menor (054)",1162,56,,471,376,53,140,36,30
"Hoteles y restaurantes (055)",482,20,1,192,180,22,35,20,12
"Trans., almac. y comunicaciones (056)",81,,,2,29,5,26,8,11
"Intermediación financiera (057)",36,,,,2,3,14,1,16
"Activid.inmobil., empres. y de alquiler (058)",159,2,,12,18,13,67,13,34
"Admin.pub. y defensa; p. segur.soc.afil (059)",407,1,,10,48,18,201,37,92
"Enseñanza (060)",901,,,1,42,57,516,32,253
"Servicios sociales y de salud (061)",278,,,1,6,14,114,29,114
"Otras activ. serv.comun.soc y personales (062)",250,21,,92,55,9,40,11,22
"Hogares privados con servicio doméstico (063)",667,55,,340,230,23,17,1,1
"Actividad economica no especificada (065)",246,26,2,108,49,8,36,7,10
,,,,,,,,,
"URBANA (066)",13012,388,6,4137,3594,581,2282,479,1545
"Agric., ganadería, caza y silvicultura (067)",3184,206,3,2019,791,44,64,15,42
"Pesca (068)",1,,,,1,,,,
"Explotación de minas y canteras (069)",7,,,1,3,,2,,1
"Industrias manufactureras (070)",697,18,1,264,266,39,51,21,37
"Suministro de electricidad, gas y agua (071)",37,,,3,9,1,11,2,11
"Construcción (072)",1008,14,,381,430,45,50,19,69
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2039,53,,635,776,116,278,82,99
"Venta, mant.y rep. veh.autom.y motoc. (074)",212,1,,31,88,21,54,10,7
"Comercio al por mayor (075)",144,1,,32,68,4,17,5,17
"Comercio al por menor (076)",1683,51,,572,620,91,207,67,75
"Hoteles y restaurantes (077)",566,18,1,183,233,30,52,30,19
"Trans., almac. y comunicaciones (078)",654,5,1,115,317,35,108,36,37
"Intermediación financiera (079)",69,,,,5,5,23,5,31
"Activid.inmobil., empres. y de alquiler (080)",482,2,,24,85,45,131,36,159
"Admin.pub. y defensa; p. segur.soc.afil (081)",1159,2,,56,225,65,411,96,304
"Enseñanza (082)",1457,,,2,55,67,823,49,461
"Servicios sociales y de salud (083)",421,,,1,14,23,144,41,198
"Otras activ. serv.comun.soc y personales (084)",397,11,,88,103,30,73,34,58
"Hogares privados con servicio doméstico (085)",584,42,,279,219,24,17,2,1
"Actividad economica no especificada (087)",250,17,,86,62,12,44,11,18
"Hombres (088)",7806,137,2,2555,2451,360,1081,282,938
"Agric., ganadería, caza y silvicultura (089)",2491,104,1,1563,682,38,50,15,38
"Pesca (090)",1,,,,1,,,,
"Explotación de minas y canteras (091)",6,,,1,3,,1,,1
"Industrias manufactureras (092)",476,4,,154,212,32,35,15,24
"Suministro de electricidad, gas y agua (093)",30,,,3,8,1,7,1,10
"Construcción (094)",987,14,,373,424,45,45,19,67
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",922,6,,224,394,62,129,44,63
"Venta, mant.y rep. veh.autom.y motoc. (096)",197,1,,30,82,20,50,8,6
"Comercio al por mayor (097)",88,1,,16,44,3,8,4,12
"Comercio al por menor (098)",637,4,,178,268,39,71,32,45
"Hoteles y restaurantes (099)",134,,,18,70,8,19,12,7
"Trans., almac. y comunicaciones (100)",574,5,1,113,289,30,82,28,26
"Intermediación financiera (101)",34,,,,3,2,10,4,15
"Activid.inmobil., empres. y de alquiler (102)",327,,,13,69,32,64,23,126
"Admin.pub. y defensa; p. segur.soc.afil (103)",764,1,,46,182,49,215,59,212
"Enseñanza (104)",625,,,1,22,25,340,20,217
"Servicios sociales y de salud (105)",158,,,,9,9,38,14,88
"Otras activ. serv.comun.soc y personales (106)",190,2,,23,51,21,34,23,36
"Hogares privados con servicio doméstico (107)",18,,,8,7,1,1,1,
"Actividad economica no especificada (109)",69,1,,15,25,5,11,4,8
"Mujeres (110)",5206,251,4,1582,1143,221,1201,197,607
"Agric., ganadería, caza y silvicultura (111)",693,102,2,456,109,6,14,,4
"Explotación de minas y canteras (113)",1,,,,,,1,,
"Industrias manufactureras (114)",221,14,1,110,54,7,16,6,13
"Suministro de electricidad, gas y agua (115)",7,,,,1,,4,1,1
"Construcción (116)",21,,,8,6,,5,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1117,47,,411,382,54,149,38,36
"Venta, mant.y rep. veh.autom.y motoc. (118)",15,,,1,6,1,4,2,1
"Comercio al por mayor (119)",56,,,16,24,1,9,1,5
"Comercio al por menor (120)",1046,47,,394,352,52,136,35,30
"Hoteles y restaurantes (121)",432,18,1,165,163,22,33,18,12
"Trans., almac. y comunicaciones (122)",80,,,2,28,5,26,8,11
"Intermediación financiera (123)",35,,,,2,3,13,1,16
"Activid.inmobil., empres. y de alquiler (124)",155,2,,11,16,13,67,13,33
"Admin.pub. y defensa; p. segur.soc.afil (125)",395,1,,10,43,16,196,37,92
"Enseñanza (126)",832,,,1,33,42,483,29,244
"Servicios sociales y de salud (127)",263,,,1,5,14,106,27,110
"Otras activ. serv.comun.soc y personales (128)",207,9,,65,52,9,39,11,22
"Hogares privados con servicio doméstico (129)",566,42,,271,212,23,16,1,1
"Actividad economica no especificada (131)",181,16,,71,37,7,33,7,10
,,,,,,,,,
"RURAL (132)",5797,547,10,3949,993,66,154,23,55
"Agric., ganadería, caza y silvicultura (133)",4786,490,7,3483,743,22,21,8,12
"Explotación de minas y canteras (135)",24,,,15,7,,1,1,
"Industrias manufactureras (136)",102,3,,62,33,,4,,
"Suministro de electricidad, gas y agua (137)",11,,,3,3,,4,,1
"Construcción (138)",106,3,,65,27,4,5,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",211,13,,124,51,8,11,3,1
"Venta, mant.y rep. veh.autom.y motoc. (140)",6,,,2,1,1,2,,
"Comercio al por mayor (141)",14,,,10,3,,1,,
"Comercio al por menor (142)",191,13,,112,47,7,8,3,1
"Hoteles y restaurantes (143)",55,2,1,28,19,1,2,2,
"Trans., almac. y comunicaciones (144)",53,,,18,29,2,3,,1
"Intermediación financiera (145)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (146)",15,,,6,7,,,,2
"Admin.pub. y defensa; p. segur.soc.afil (147)",45,,,5,18,7,11,2,2
"Enseñanza (148)",133,,,,12,19,72,5,25
"Servicios sociales y de salud (149)",26,,,,1,1,13,2,9
"Otras activ. serv.comun.soc y personales (150)",51,12,,29,8,1,1,,
"Hogares privados con servicio doméstico (151)",104,14,,70,19,,1,,
"Actividad economica no especificada (153)",74,10,2,41,16,1,4,,
"Hombres (154)",4407,310,6,3088,815,42,93,15,38
"Agric., ganadería, caza y silvicultura (155)",3917,302,5,2894,662,17,20,8,9
"Explotación de minas y canteras (157)",24,,,15,7,,1,1,
"Industrias manufactureras (158)",63,,,32,28,,3,,
"Suministro de electricidad, gas y agua (159)",11,,,3,3,,4,,1
"Construcción (160)",105,3,,64,27,4,5,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",91,4,,44,27,7,6,2,1
"Venta, mant.y rep. veh.autom.y motoc. (162)",5,,,1,1,1,2,,
"Comercio al por mayor (163)",11,,,8,3,,,,
"Comercio al por menor (164)",75,4,,35,23,6,4,2,1
"Hoteles y restaurantes (165)",5,,1,1,2,1,,,
"Trans., almac. y comunicaciones (166)",52,,,18,28,2,3,,1
"Activid.inmobil., empres. y de alquiler (168)",11,,,5,5,,,,1
"Admin.pub. y defensa; p. segur.soc.afil (169)",33,,,5,13,5,6,2,2
"Enseñanza (170)",64,,,,3,4,39,2,16
"Servicios sociales y de salud (171)",11,,,,,1,5,,5
"Otras activ. serv.comun.soc y personales (172)",8,,,2,5,1,,,
"Hogares privados con servicio doméstico (173)",3,1,,1,1,,,,
"Actividad economica no especificada (175)",9,,,4,4,,1,,
"Mujeres (176)",1390,237,4,861,178,24,61,8,17
"Agric., ganadería, caza y silvicultura (177)",869,188,2,589,81,5,1,,3
"Industrias manufactureras (180)",39,3,,30,5,,1,,
"Construcción (182)",1,,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",120,9,,80,24,1,5,1,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,1,,,,,
"Comercio al por mayor (185)",3,,,2,,,1,,
"Comercio al por menor (186)",116,9,,77,24,1,4,1,
"Hoteles y restaurantes (187)",50,2,,27,17,,2,2,
"Trans., almac. y comunicaciones (188)",1,,,,1,,,,
"Intermediación financiera (189)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (190)",4,,,1,2,,,,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",12,,,,5,2,5,,
"Enseñanza (192)",69,,,,9,15,33,3,9
"Servicios sociales y de salud (193)",15,,,,1,,8,2,4
"Otras activ. serv.comun.soc y personales (194)",43,12,,27,3,,1,,
"Hogares privados con servicio doméstico (195)",101,13,,69,18,,1,,
"Actividad economica no especificada (197)",65,10,2,37,12,1,3,,
