"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",1868,74,1208,388,171,27
"Sin nivel (031)",90,22,19,18,23,8
"Educación inicial (032)",1,,1,,,
"Primaria (033)",467,35,201,132,84,15
"Secundaria (034)",1072,17,813,187,52,3
"Superior no univ. incompleta (035)",98,,76,20,1,1
"Superior no univ. completa (036)",66,,45,18,3,
"Superior univ. incompleta (037)",30,,23,5,2,
"Superior univ. completa (038)",44,,30,8,6,
"No PEA (040)",90763,43407,27493,10967,6334,2562
"Sin nivel (041)",8646,1739,1151,1882,2386,1488
"Educación inicial (042)",2483,2418,40,25,,
"Primaria (043)",49373,33335,7035,5361,2807,835
"Secundaria (044)",26965,5915,16782,3121,961,186
"Superior no univ. incompleta (045)",1482,,1297,143,39,3
"Superior no univ. completa (046)",559,,324,175,50,10
"Superior univ. incompleta (047)",809,,684,100,21,4
"Superior univ. completa (048)",446,,180,160,70,36
,,,,,,
"URBANA (060)",46876,11677,16297,10839,6510,1553
"Sin nivel (061)",1831,171,140,352,679,489
"Educación inicial (062)",752,708,25,19,,
"Primaria (063)",16201,8291,1825,2779,2558,748
"Secundaria (064)",20040,2507,10654,4547,2110,222
"Superior no univ. incompleta (065)",1910,,1247,489,163,11
"Superior no univ. completa (066)",1984,,826,874,273,11
"Superior univ. incompleta (067)",1464,,854,427,166,17
"Superior univ. completa (068)",2694,,726,1352,561,55
"PEA (070)",21979,433,8228,8003,4672,643
"Sin nivel (071)",659,11,58,168,307,115
"Educación inicial (072)",26,8,10,8,,
"Primaria (073)",4999,262,985,1699,1693,360
"Secundaria (074)",10209,152,4956,3358,1626,117
"Superior no univ. incompleta (075)",1106,,559,398,141,8
"Superior no univ. completa (076)",1610,,613,752,239,6
"Superior univ. incompleta (077)",985,,441,376,153,15
"Superior univ. completa (078)",2385,,606,1244,513,22
"Ocupada (080)",21200,413,7740,7821,4596,630
"Sin nivel (081)",642,9,57,161,302,113
"Educación inicial (082)",26,8,10,8,,
"Primaria (083)",4841,255,935,1636,1663,352
"Secundaria (084)",9742,141,4611,3280,1595,115
"Superior no univ. incompleta (085)",1068,,531,389,141,7
"Superior no univ. completa (086)",1567,,586,738,237,6
"Superior univ. incompleta (087)",963,,424,373,151,15
"Superior univ. completa (088)",2351,,586,1236,507,22
"Desocupada (090)",779,20,488,182,76,13
"Sin nivel (091)",17,2,1,7,5,2
"Primaria (093)",158,7,50,63,30,8
"Secundaria (094)",467,11,345,78,31,2
"Superior no univ. incompleta (095)",38,,28,9,,1
"Superior no univ. completa (096)",43,,27,14,2,
"Superior univ. incompleta (097)",22,,17,3,2,
"Superior univ. completa (098)",34,,20,8,6,
"No PEA (100)",24897,11244,8069,2836,1838,910
"Sin nivel (101)",1172,160,82,184,372,374
"Educación inicial (102)",726,700,15,11,,
"Primaria (103)",11202,8029,840,1080,865,388
"Secundaria (104)",9831,2355,5698,1189,484,105
"Superior no univ. incompleta (105)",804,,688,91,22,3
"Superior no univ. completa (106)",374,,213,122,34,5
"Superior univ. incompleta (107)",479,,413,51,13,2
"Superior univ. completa (108)",309,,120,108,48,33
,,,,,,
"RURAL (120)",115905,33787,41497,23971,13248,3402
"Sin nivel (121)",12887,1792,2141,3317,3904,1733
"Educación inicial (122)",1818,1737,56,25,,
"Primaria (123)",59693,26455,13566,11608,6667,1397
"Secundaria (124)",37483,3803,23493,7696,2249,242
"Superior no univ. incompleta (125)",1518,,1108,319,88,3
"Superior no univ. completa (126)",871,,410,361,92,8
"Superior univ. incompleta (127)",672,,422,180,65,5
"Superior univ. completa (128)",963,,301,465,183,14
"PEA (130)",50039,1624,22073,15840,8752,1750
"Sin nivel (131)",5413,213,1072,1619,1890,619
"Educación inicial (132)",61,19,31,11,,
"Primaria (133)",21522,1149,7371,7327,4725,950
"Secundaria (134)",20349,243,12409,5764,1772,161
"Superior no univ. incompleta (135)",840,,499,267,71,3
"Superior no univ. completa (136)",686,,299,308,76,3
"Superior univ. incompleta (137)",342,,151,131,57,3
"Superior univ. completa (138)",826,,241,413,161,11
"Ocupada (140)",48950,1570,21353,15634,8657,1736
"Sin nivel (141)",5340,193,1054,1608,1872,613
"Educación inicial (142)",60,19,30,11,,
"Primaria (143)",21213,1121,7220,7258,4671,943
"Secundaria (144)",19744,237,11941,5655,1751,160
"Superior no univ. incompleta (145)",780,,451,256,70,3
"Superior no univ. completa (146)",663,,281,304,75,3
"Superior univ. incompleta (147)",334,,145,129,57,3
"Superior univ. completa (148)",816,,231,413,161,11
"Desocupada (150)",1089,54,720,206,95,14
"Sin nivel (151)",73,20,18,11,18,6
"Educación inicial (152)",1,,1,,,
"Primaria (153)",309,28,151,69,54,7
"Secundaria (154)",605,6,468,109,21,1
"Superior no univ. incompleta (155)",60,,48,11,1,
"Superior no univ. completa (156)",23,,18,4,1,
"Superior univ. incompleta (157)",8,,6,2,,
"Superior univ. completa (158)",10,,10,,,
"No PEA (160)",65866,32163,19424,8131,4496,1652
"Sin nivel (161)",7474,1579,1069,1698,2014,1114
"Educación inicial (162)",1757,1718,25,14,,
"Primaria (163)",38171,25306,6195,4281,1942,447
"Secundaria (164)",17134,3560,11084,1932,477,81
"Superior no univ. incompleta (165)",678,,609,52,17,
"Superior no univ. completa (166)",185,,111,53,16,5
"Superior univ. incompleta (167)",330,,271,49,8,2
"Superior univ. completa (168)",137,,60,52,22,3
