"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2240,2055,123,32,30
"Otra (034)",4,,,,4
"Ocupación no especificada (035)",301,268,22,5,6
,,,,,
"URBANA (036)",12879,9935,1157,828,959
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",42,2,8,9,23
"Profes., científicos e intelectuales (038)",1164,320,191,418,235
"Técnicos de nivel medio y trab. asimilados (039)",513,284,62,68,99
"Jefes y empleados de oficina (040)",546,138,67,82,259
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1828,1678,90,27,33
"Agricult.trabaj.calif.agrop.y pesqueros (042)",3160,2924,225,10,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",928,755,90,47,36
"Obreros construc.,conf.,papel, fab., instr. (044)",1151,953,94,58,46
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3078,2605,299,95,79
"Otra (046)",134,,,,134
"Ocupación no especificada (047)",335,276,31,14,14
"Hombres (048)",8779,6771,864,512,632
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",27,1,3,5,18
"Profes., científicos e intelectuales (050)",603,168,110,208,117
"Técnicos de nivel medio y trab. asimilados (051)",357,206,41,53,57
"Jefes y empleados de oficina (052)",265,50,31,44,140
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",820,720,53,18,29
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2896,2681,204,10,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",805,639,85,45,36
"Obreros construc.,conf.,papel, fab., instr. (056)",1138,946,93,55,44
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1612,1267,230,65,50
"Otra (058)",130,,,,130
"Ocupación no especificada (059)",126,93,14,9,10
"Mujeres (060)",4100,3164,293,316,327
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",15,1,5,4,5
"Profes., científicos e intelectuales (062)",561,152,81,210,118
"Técnicos de nivel medio y trab. asimilados (063)",156,78,21,15,42
"Jefes y empleados de oficina (064)",281,88,36,38,119
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1008,958,37,9,4
"Agricult.trabaj.calif.agrop.y pesqueros (066)",264,243,21,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",123,116,5,2,
"Obreros construc.,conf.,papel, fab., instr. (068)",13,7,1,3,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1466,1338,69,30,29
"Otra (070)",4,,,,4
"Ocupación no especificada (071)",209,183,17,5,4
,,,,,
"RURAL (072)",7590,6981,476,90,43
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",1,,,1,
"Profes., científicos e intelectuales (074)",104,59,16,22,7
"Técnicos de nivel medio y trab. asimilados (075)",23,10,3,,10
"Jefes y empleados de oficina (076)",19,3,2,4,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",228,222,4,2,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3850,3678,165,5,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",52,48,2,2,
"Obreros construc.,conf.,papel, fab., instr. (080)",75,62,12,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3063,2735,264,53,11
"Ocupación no especificada (083)",175,164,8,,3
"Hombres (084)",6282,5772,399,81,30
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,,,1,
"Profes., científicos e intelectuales (086)",60,26,12,17,5
"Técnicos de nivel medio y trab. asimilados (087)",18,9,3,,6
"Jefes y empleados de oficina (088)",12,1,2,3,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",101,98,2,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",3607,3446,154,5,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",39,36,1,2,
"Obreros construc.,conf.,papel, fab., instr. (092)",72,59,12,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2289,2018,210,51,10
"Ocupación no especificada (095)",83,79,3,,1
"Mujeres (096)",1308,1209,77,9,13
"Profes., científicos e intelectuales (098)",44,33,4,5,2
"Técnicos de nivel medio y trab. asimilados (099)",5,1,,,4
"Jefes y empleados de oficina (100)",7,2,,1,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",127,124,2,1,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",243,232,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",13,12,1,,
"Obreros construc.,conf.,papel, fab., instr. (104)",3,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",774,717,54,2,1
"Ocupación no especificada (107)",92,85,5,,2
