"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Activid.inmobil., empres. y alquileres (036)",9629,23,3247,3835,2287,237
"Admin.pub. y defensa; p. segur.soc.afil (037)",5507,,1049,2317,2032,109
"Enseñanza (038)",5740,1,985,2388,2232,134
"Servicios sociales y de salud (039)",1832,,374,746,644,68
"Otras activ. serv.comun.soc y personales (040)",3905,97,1398,1334,899,177
"Hogares privados con servicio doméstico (041)",241,9,138,60,28,6
"Organiz. y organos extraterritoriales (042)",1,,1,,,
"Actividad economica no especificada (043)",2995,17,1119,1029,682,148
"Mujeres (045)",72525,819,24571,28192,17100,1843
"Agric., ganadería, caza y silvicultura (046)",3636,159,1291,1153,820,213
"Pesca (047)",140,,67,54,18,1
"Explotación de minas y canteras (048)",77,,39,24,14,
"Industrias manufactureras (049)",5199,79,1642,1961,1359,158
"Suministro de electricidad, gas y agua (050)",105,2,32,44,27,
"Construcción (051)",360,,127,169,58,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",20311,237,6229,7915,5198,732
"Venta, mant.y rep. veh.autom.y motoc. (053)",322,1,144,124,47,6
"Comercio al por mayor (054)",1098,1,462,424,189,22
"Comercio al por menor (055)",18891,235,5623,7367,4962,704
"Hoteles y restaurantes (056)",7199,112,2159,2573,2084,271
"Trans., almac. y comunicaciones (057)",1256,6,643,412,191,4
"Intermediación financiera (058)",805,,382,338,85,
"Activid.inmobil., empres. y alquileres (059)",4014,7,1734,1591,663,19
"Admin.pub. y defensa; p. segur.soc.afil (060)",2567,,941,1050,567,9
"Enseñanza (061)",9341,,2208,4628,2451,54
"Servicios sociales y de salud (062)",3315,,868,1585,842,20
"Otras activ. serv.comun.soc y personales (063)",3243,22,994,1276,855,96
"Hogares privados con servicio doméstico (064)",7559,183,4012,2153,1110,101
"Organiz. y organos extraterritoriales (065)",1,,1,,,
"Actividad economica no especificada (066)",3397,12,1202,1266,758,159
,,,,,,
"URBANA (067)",197951,2416,65155,73784,49399,7197
"Agric., ganadería, caza y silvicultura (068)",27643,622,8828,8657,7218,2318
"Pesca (069)",1431,5,727,514,176,9
"Explotación de minas y canteras (070)",709,1,251,205,249,3
"Industrias manufactureras (071)",15659,219,5425,5551,3822,642
"Suministro de electricidad, gas y agua (072)",867,8,235,329,273,22
"Construcción (073)",12061,52,3645,4822,3143,399
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",44982,810,14313,16729,11345,1785
"Venta, mant.y rep. veh.autom.y motoc. (075)",4379,36,1578,1591,1033,141
"Comercio al por mayor (076)",2969,14,1195,1144,557,59
"Comercio al por menor (077)",37634,760,11540,13994,9755,1585
"Hoteles y restaurantes (078)",10333,198,3552,3535,2679,369
"Trans., almac. y comunicaciones (079)",21083,147,8058,7983,4500,395
"Intermediación financiera (080)",1805,1,717,824,259,4
"Activid.inmobil., empres. y alquileres (081)",13482,30,4913,5366,2923,250
"Admin.pub. y defensa; p. segur.soc.afil (082)",7995,,1963,3327,2587,118
"Enseñanza (083)",14763,1,3104,6863,4607,188
"Servicios sociales y de salud (084)",5063,,1208,2293,1476,86
"Otras activ. serv.comun.soc y personales (085)",7013,117,2335,2562,1730,269
"Hogares privados con servicio doméstico (086)",7470,178,3884,2178,1125,105
"Organiz. y organos extraterritoriales (087)",1,,1,,,
"Actividad economica no especificada (088)",5591,27,1996,2046,1287,235
"Hombres (089)",128304,1682,41833,46491,32826,5472
"Agric., ganadería, caza y silvicultura (090)",24994,525,7941,7788,6581,2159
"Pesca (091)",1293,5,662,460,158,8
"Explotación de minas y canteras (092)",633,1,213,181,235,3
"Industrias manufactureras (093)",10555,142,3823,3615,2487,488
"Suministro de electricidad, gas y agua (094)",763,6,203,286,246,22
"Construcción (095)",11705,52,3521,4653,3086,393
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",25126,577,8245,8983,6257,1064
"Venta, mant.y rep. veh.autom.y motoc. (097)",4059,35,1435,1467,987,135
"Comercio al por mayor (098)",1886,13,741,726,369,37
"Comercio al por menor (099)",19181,529,6069,6790,4901,892
"Hoteles y restaurantes (100)",3331,89,1460,1031,644,107
"Trans., almac. y comunicaciones (101)",19839,141,7423,7574,4310,391
"Intermediación financiera (102)",1001,1,335,487,174,4
"Activid.inmobil., empres. y alquileres (103)",9489,23,3191,3782,2262,231
"Admin.pub. y defensa; p. segur.soc.afil (104)",5447,,1032,2284,2022,109
"Enseñanza (105)",5594,1,949,2323,2187,134
"Servicios sociales y de salud (106)",1805,,366,734,639,66
"Otras activ. serv.comun.soc y personales (107)",3807,95,1359,1299,880,174
"Hogares privados con servicio doméstico (108)",229,9,128,59,27,6
"Actividad economica no especificada (110)",2693,15,982,952,631,113
"Mujeres (112)",69647,734,23322,27293,16573,1725
"Agric., ganadería, caza y silvicultura (113)",2649,97,887,869,637,159
"Pesca (114)",138,,65,54,18,1
"Explotación de minas y canteras (115)",76,,38,24,14,
"Industrias manufactureras (116)",5104,77,1602,1936,1335,154
"Suministro de electricidad, gas y agua (117)",104,2,32,43,27,
"Construcción (118)",356,,124,169,57,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",19856,233,6068,7746,5088,721
"Venta, mant.y rep. veh.autom.y motoc. (120)",320,1,143,124,46,6
"Comercio al por mayor (121)",1083,1,454,418,188,22
"Comercio al por menor (122)",18453,231,5471,7204,4854,693
"Hoteles y restaurantes (123)",7002,109,2092,2504,2035,262
"Trans., almac. y comunicaciones (124)",1244,6,635,409,190,4
"Intermediación financiera (125)",804,,382,337,85,
"Activid.inmobil., empres. y alquileres (126)",3993,7,1722,1584,661,19
"Admin.pub. y defensa; p. segur.soc.afil (127)",2548,,931,1043,565,9
"Enseñanza (128)",9169,,2155,4540,2420,54
"Servicios sociales y de salud (129)",3258,,842,1559,837,20
"Otras activ. serv.comun.soc y personales (130)",3206,22,976,1263,850,95
"Hogares privados con servicio doméstico (131)",7241,169,3756,2119,1098,99
"Organiz. y organos extraterritoriales (132)",1,,1,,,
"Actividad economica no especificada (133)",2898,12,1014,1094,656,122
,,,,,,
"RURAL (134)",28187,597,10648,8905,6137,1900
"Agric., ganadería, caza y silvicultura (135)",23255,546,8568,7212,5197,1732
"Pesca (136)",57,,38,18,1,
"Explotación de minas y canteras (137)",30,,19,9,2,
"Industrias manufactureras (138)",359,3,161,110,73,12
"Suministro de electricidad, gas y agua (139)",11,,2,7,2,
"Construcción (140)",251,1,99,100,45,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",1404,24,480,516,331,53
"Venta, mant.y rep. veh.autom.y motoc. (142)",77,,37,23,16,1
"Comercio al por mayor (143)",50,,21,18,11,
"Comercio al por menor (144)",1277,24,422,475,304,52
"Hoteles y restaurantes (145)",227,3,83,78,54,9
"Trans., almac. y comunicaciones (146)",680,2,330,230,116,2
"Intermediación financiera (147)",4,,1,2,1,
"Activid.inmobil., empres. y alquileres (148)",161,,68,60,27,6
"Admin.pub. y defensa; p. segur.soc.afil (149)",79,,27,40,12,
"Enseñanza (150)",318,,89,153,76,
"Servicios sociales y de salud (151)",84,,34,38,10,2
"Otras activ. serv.comun.soc y personales (152)",135,2,57,48,24,4
"Hogares privados con servicio doméstico (153)",330,14,266,35,13,2
"Organiz. y organos extraterritoriales (154)",1,,1,,,
"Actividad economica no especificada (155)",801,2,325,249,153,72
"Hombres (156)",25309,512,9399,8006,5610,1782
"Agric., ganadería, caza y silvicultura (157)",22268,484,8164,6928,5014,1678
"Pesca (158)",55,,36,18,1,
"Explotación de minas y canteras (159)",29,,18,9,2,
"Industrias manufactureras (160)",264,1,121,85,49,8
"Suministro de electricidad, gas y agua (161)",10,,2,6,2,
"Construcción (162)",247,1,96,100,44,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",949,20,319,347,221,42
"Venta, mant.y rep. veh.autom.y motoc. (164)",75,,36,23,15,1
"Comercio al por mayor (165)",35,,13,12,10,
"Comercio al por menor (166)",839,20,270,312,196,41
"Hoteles y restaurantes (167)",30,,16,9,5,
"Trans., almac. y comunicaciones (168)",668,2,322,227,115,2
"Intermediación financiera (169)",3,,1,1,1,
"Activid.inmobil., empres. y alquileres (170)",140,,56,53,25,6
"Admin.pub. y defensa; p. segur.soc.afil (171)",60,,17,33,10,
"Enseñanza (172)",146,,36,65,45,
"Servicios sociales y de salud (173)",27,,8,12,5,2
"Otras activ. serv.comun.soc y personales (174)",98,2,39,35,19,3
"Hogares privados con servicio doméstico (175)",12,,10,1,1,
"Organiz. y organos extraterritoriales (176)",1,,1,,,
"Actividad economica no especificada (177)",302,2,137,77,51,35
"Mujeres (179)",2878,85,1249,899,527,118
"Agric., ganadería, caza y silvicultura (180)",987,62,404,284,183,54
"Pesca (181)",2,,2,,,
"Explotación de minas y canteras (182)",1,,1,,,
"Industrias manufactureras (183)",95,2,40,25,24,4
"Suministro de electricidad, gas y agua (184)",1,,,1,,
"Construcción (185)",4,,3,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",455,4,161,169,110,11
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,1,,1,
"Comercio al por mayor (188)",15,,8,6,1,
"Comercio al por menor (189)",438,4,152,163,108,11
"Hoteles y restaurantes (190)",197,3,67,69,49,9
"Trans., almac. y comunicaciones (191)",12,,8,3,1,
"Intermediación financiera (192)",1,,,1,,
"Activid.inmobil., empres. y alquileres (193)",21,,12,7,2,
"Admin.pub. y defensa; p. segur.soc.afil (194)",19,,10,7,2,
"Enseñanza (195)",172,,53,88,31,
"Servicios sociales y de salud (196)",57,,26,26,5,
"Otras activ. serv.comun.soc y personales (197)",37,,18,13,5,1
"Hogares privados con servicio doméstico (198)",318,14,256,34,12,2
"Actividad economica no especificada (200)",499,,188,172,102,37
