"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",190,2,79,65,36,8
"Mujeres (045)",3438,113,1173,1290,714,148
"Agric., ganadería, caza y silvicultura (046)",1229,58,425,388,281,77
"Explotación de minas y canteras (048)",1,,,,1,
"Industrias manufactureras (049)",82,,21,33,20,8
"Suministro de electricidad, gas y agua (050)",2,1,1,,,
"Construcción (051)",8,,2,4,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",551,17,174,242,102,16
"Venta, mant.y rep. veh.autom.y motoc. (053)",10,,6,3,1,
"Comercio al por mayor (054)",21,,8,10,2,1
"Comercio al por menor (055)",520,17,160,229,99,15
"Hoteles y restaurantes (056)",394,13,126,154,98,3
"Trans., almac. y comunicaciones (057)",16,1,10,5,,
"Intermediación financiera (058)",2,,,2,,
"Activid.inmobil., empres. y alquileres (059)",31,,13,13,4,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",65,,28,30,7,
"Enseñanza (061)",203,,41,123,39,
"Servicios sociales y de salud (062)",55,,15,32,8,
"Otras activ. serv.comun.soc y personales (063)",60,2,20,23,13,2
"Hogares privados con servicio doméstico (064)",523,19,231,157,92,24
"Actividad economica no especificada (066)",216,2,66,84,47,17
,,,,,,
"URBANA (067)",9068,254,2765,3425,2173,451
"Agric., ganadería, caza y silvicultura (068)",4453,154,1287,1496,1179,337
"Pesca (069)",4,,1,2,1,
"Explotación de minas y canteras (070)",2,,,,2,
"Industrias manufactureras (071)",372,9,123,154,72,14
"Suministro de electricidad, gas y agua (072)",25,1,7,8,9,
"Construcción (073)",342,1,104,152,81,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1176,44,359,488,247,38
"Venta, mant.y rep. veh.autom.y motoc. (075)",127,4,52,42,27,2
"Comercio al por mayor (076)",55,,15,23,15,2
"Comercio al por menor (077)",994,40,292,423,205,34
"Hoteles y restaurantes (078)",436,16,138,165,113,4
"Trans., almac. y comunicaciones (079)",493,2,216,182,91,2
"Intermediación financiera (080)",2,,,2,,
"Activid.inmobil., empres. y alquileres (081)",128,1,47,47,31,2
"Admin.pub. y defensa; p. segur.soc.afil (082)",222,,67,96,58,1
"Enseñanza (083)",427,,53,275,99,
"Servicios sociales y de salud (084)",111,,28,62,21,
"Otras activ. serv.comun.soc y personales (085)",118,2,39,46,23,8
"Hogares privados con servicio doméstico (086)",484,20,207,147,86,24
"Actividad economica no especificada (088)",273,4,89,103,60,17
"Hombres (089)",6475,187,1937,2390,1616,345
"Agric., ganadería, caza y silvicultura (090)",3851,139,1120,1283,1014,295
"Pesca (091)",4,,1,2,1,
"Explotación de minas y canteras (092)",1,,,,1,
"Industrias manufactureras (093)",298,9,104,123,55,7
"Suministro de electricidad, gas y agua (094)",23,,6,8,9,
"Construcción (095)",335,1,103,148,79,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",671,28,200,264,156,23
"Venta, mant.y rep. veh.autom.y motoc. (097)",118,4,46,40,26,2
"Comercio al por mayor (098)",35,,8,13,13,1
"Comercio al por menor (099)",518,24,146,211,117,20
"Hoteles y restaurantes (100)",63,3,19,21,19,1
"Trans., almac. y comunicaciones (101)",478,1,206,178,91,2
"Activid.inmobil., empres. y alquileres (103)",97,1,34,34,27,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",161,,41,68,51,1
"Enseñanza (105)",248,,21,162,65,
"Servicios sociales y de salud (106)",58,,13,32,13,
"Otras activ. serv.comun.soc y personales (107)",58,,19,23,10,6
"Hogares privados con servicio doméstico (108)",17,3,8,4,1,1
"Actividad economica no especificada (110)",112,2,42,40,24,4
"Mujeres (112)",2593,67,828,1035,557,106
"Agric., ganadería, caza y silvicultura (113)",602,15,167,213,165,42
"Explotación de minas y canteras (115)",1,,,,1,
"Industrias manufactureras (116)",74,,19,31,17,7
"Suministro de electricidad, gas y agua (117)",2,1,1,,,
"Construcción (118)",7,,1,4,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",505,16,159,224,91,15
"Venta, mant.y rep. veh.autom.y motoc. (120)",9,,6,2,1,
"Comercio al por mayor (121)",20,,7,10,2,1
"Comercio al por menor (122)",476,16,146,212,88,14
"Hoteles y restaurantes (123)",373,13,119,144,94,3
"Trans., almac. y comunicaciones (124)",15,1,10,4,,
"Intermediación financiera (125)",2,,,2,,
"Activid.inmobil., empres. y alquileres (126)",31,,13,13,4,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",61,,26,28,7,
"Enseñanza (128)",179,,32,113,34,
"Servicios sociales y de salud (129)",53,,15,30,8,
"Otras activ. serv.comun.soc y personales (130)",60,2,20,23,13,2
"Hogares privados con servicio doméstico (131)",467,17,199,143,85,23
"Actividad economica no especificada (133)",161,2,47,63,36,13
,,,,,,
"RURAL (134)",5374,249,2132,1668,1068,257
"Agric., ganadería, caza y silvicultura (135)",4824,242,1929,1451,960,242
"Industrias manufactureras (138)",38,,13,14,10,1
"Suministro de electricidad, gas y agua (139)",1,,,1,,
"Construcción (140)",54,1,17,25,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",116,2,35,50,25,4
"Venta, mant.y rep. veh.autom.y motoc. (142)",11,,2,7,2,
"Comercio al por mayor (143)",3,,2,,1,
"Comercio al por menor (144)",102,2,31,43,22,4
"Hoteles y restaurantes (145)",22,,7,10,5,
"Trans., almac. y comunicaciones (146)",37,,12,18,7,
"Activid.inmobil., empres. y alquileres (148)",6,,,4,2,
"Admin.pub. y defensa; p. segur.soc.afil (149)",26,,12,10,4,
"Enseñanza (150)",45,,12,20,13,
"Servicios sociales y de salud (151)",7,,3,4,,
"Otras activ. serv.comun.soc y personales (152)",3,,2,1,,
"Hogares privados con servicio doméstico (153)",62,4,34,14,8,2
"Actividad economica no especificada (155)",133,,56,46,23,8
"Hombres (156)",4529,203,1787,1413,911,215
"Agric., ganadería, caza y silvicultura (157)",4197,199,1671,1276,844,207
"Industrias manufactureras (160)",30,,11,12,7,
"Suministro de electricidad, gas y agua (161)",1,,,1,,
"Construcción (162)",53,1,16,25,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",70,1,20,32,14,3
"Venta, mant.y rep. veh.autom.y motoc. (164)",10,,2,6,2,
"Comercio al por mayor (165)",2,,1,,1,
"Comercio al por menor (166)",58,1,17,26,11,3
"Hoteles y restaurantes (167)",1,,,,1,
"Trans., almac. y comunicaciones (168)",36,,12,17,7,
"Activid.inmobil., empres. y alquileres (170)",6,,,4,2,
"Admin.pub. y defensa; p. segur.soc.afil (171)",22,,10,8,4,
"Enseñanza (172)",21,,3,10,8,
"Servicios sociales y de salud (173)",5,,3,2,,
"Otras activ. serv.comun.soc y personales (174)",3,,2,1,,
"Hogares privados con servicio doméstico (175)",6,2,2,,1,1
"Actividad economica no especificada (177)",78,,37,25,12,4
"Mujeres (179)",845,46,345,255,157,42
"Agric., ganadería, caza y silvicultura (180)",627,43,258,175,116,35
"Industrias manufactureras (183)",8,,2,2,3,1
"Construcción (185)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",46,1,15,18,11,1
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",1,,1,,,
"Comercio al por menor (189)",44,1,14,17,11,1
"Hoteles y restaurantes (190)",21,,7,10,4,
"Trans., almac. y comunicaciones (191)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",4,,2,2,,
"Enseñanza (195)",24,,9,10,5,
"Servicios sociales y de salud (196)",2,,,2,,
"Hogares privados con servicio doméstico (198)",56,2,32,14,7,1
"Actividad economica no especificada (200)",55,,19,21,11,4
