"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",773,394,124,117,138
"Hogares privados con servicio doméstico (041)",81,81,,,
"Organiz. y organos extraterritoriales (042)",2,,1,1,
"Actividad economica no especificada (043)",687,335,94,84,174
"Mujeres (044)",13583,8071,1396,1743,2373
"Agric., ganadería, caza y silvicultura (045)",2488,1322,398,351,417
"Pesca (046)",80,37,9,15,19
"Explotación de minas y canteras (047)",8,3,,1,4
"Industrias manufactureras (048)",1365,292,88,235,750
"Suministro de electricidad, gas y agua (049)",9,3,,1,5
"Construcción (050)",108,44,20,28,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3554,3301,163,68,22
"Venta, mant.y rep. veh.autom y motoc. (052)",83,51,19,10,3
"Comercio al por mayor (053)",165,123,15,8,19
"Comercio al por menor (054)",3306,3127,129,50,
"Hoteles y restaurantes (055)",1334,1113,151,46,24
"Trans., almac. y comunicaciones (056)",273,201,24,35,13
"Intermediación financiera (057)",81,6,13,47,15
"Activid.inmobil., empres. y alquileres (058)",429,211,59,79,80
"Admin.pub. y defensa; p. segur soc.afil (059)",400,,,,400
"Enseñanza (060)",1499,269,335,699,196
"Servicios sociales y de salud (061)",491,103,28,35,325
"Otras activ. serv.comun.soc y personales (062)",459,296,63,61,39
"Hogares privados con servicio doméstico (063)",580,580,,,
"Organiz. y organos extraterritoriales (064)",3,,2,1,
"Actividad economica no especificada (065)",422,290,43,41,48
,,,,,
"URBANA (066)",39923,21982,4925,4795,8221
"Agric., ganadería, caza y silvicultura (067)",6098,3238,1142,848,870
"Pesca (068)",1798,1219,399,86,94
"Explotación de minas y canteras (069)",280,28,18,23,211
"Industrias manufactureras (070)",5105,1355,434,782,2534
"Suministro de electricidad, gas y agua (071)",128,21,7,54,46
"Construcción (072)",3592,2117,666,389,420
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",7202,6225,499,284,194
"Venta, mant.y rep. veh.autom y motoc. (074)",1052,690,154,98,110
"Comercio al por mayor (075)",467,261,53,69,84
"Comercio al por menor (076)",5683,5274,292,117,
"Hoteles y restaurantes (077)",1784,1412,242,78,52
"Trans., almac. y comunicaciones (078)",4200,3092,363,405,340
"Intermediación financiera (079)",180,22,26,99,33
"Activid.inmobil., empres. y alquileres (080)",2113,952,319,386,456
"Admin.pub. y defensa; p. segur soc.afil (081)",1788,,,,1788
"Enseñanza (082)",2093,295,446,1008,344
"Servicios sociales y de salud (083)",728,166,43,52,467
"Otras activ. serv.comun.soc y personales (084)",1186,673,185,174,154
"Hogares privados con servicio doméstico (085)",625,625,,,
"Organiz. y organos extraterritoriales (086)",5,,3,2,
"Actividad economica no especificada (087)",1018,542,133,125,218
"Hombres (088)",27584,14846,3615,3130,5993
"Agric., ganadería, caza y silvicultura (089)",4406,2556,803,547,500
"Pesca (090)",1720,1183,390,72,75
"Explotación de minas y canteras (091)",273,26,18,22,207
"Industrias manufactureras (092)",3803,1079,351,554,1819
"Suministro de electricidad, gas y agua (093)",119,18,7,53,41
"Construcción (094)",3486,2074,646,361,405
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",3765,3034,341,217,173
"Venta, mant.y rep. veh.autom y motoc. (096)",977,646,135,89,107
"Comercio al por mayor (097)",311,145,39,61,66
"Comercio al por menor (098)",2477,2243,167,67,
"Hoteles y restaurantes (099)",496,340,92,34,30
"Trans., almac. y comunicaciones (100)",3933,2894,339,372,328
"Intermediación financiera (101)",101,17,13,52,19
"Activid.inmobil., empres. y alquileres (102)",1695,748,260,309,378
"Admin.pub. y defensa; p. segur soc.afil (103)",1405,,,,1405
"Enseñanza (104)",653,54,124,321,154
"Servicios sociales y de salud (105)",267,70,15,17,165
"Otras activ. serv.comun.soc y personales (106)",739,381,122,114,122
"Hogares privados con servicio doméstico (107)",69,69,,,
"Organiz. y organos extraterritoriales (108)",2,,1,1,
"Actividad economica no especificada (109)",652,303,93,84,172
"Mujeres (110)",12339,7136,1310,1665,2228
"Agric., ganadería, caza y silvicultura (111)",1692,682,339,301,370
"Pesca (112)",78,36,9,14,19
"Explotación de minas y canteras (113)",7,2,,1,4
"Industrias manufactureras (114)",1302,276,83,228,715
"Suministro de electricidad, gas y agua (115)",9,3,,1,5
"Construcción (116)",106,43,20,28,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3437,3191,158,67,21
"Venta, mant.y rep. veh.autom y motoc. (118)",75,44,19,9,3
"Comercio al por mayor (119)",156,116,14,8,18
"Comercio al por menor (120)",3206,3031,125,50,
"Hoteles y restaurantes (121)",1288,1072,150,44,22
"Trans., almac. y comunicaciones (122)",267,198,24,33,12
"Intermediación financiera (123)",79,5,13,47,14
"Activid.inmobil., empres. y alquileres (124)",418,204,59,77,78
"Admin.pub. y defensa; p. segur soc.afil (125)",383,,,,383
"Enseñanza (126)",1440,241,322,687,190
"Servicios sociales y de salud (127)",461,96,28,35,302
"Otras activ. serv.comun.soc y personales (128)",447,292,63,60,32
"Hogares privados con servicio doméstico (129)",556,556,,,
"Organiz. y organos extraterritoriales (130)",3,,2,1,
"Actividad economica no especificada (131)",366,239,40,41,46
,,,,,
"RURAL (132)",5792,4571,410,302,509
"Agric., ganadería, caza y silvicultura (133)",4264,3702,254,155,153
"Pesca (134)",30,20,5,4,1
"Explotación de minas y canteras (135)",23,6,2,,15
"Industrias manufactureras (136)",200,63,13,31,93
"Suministro de electricidad, gas y agua (137)",8,,2,5,1
"Construcción (138)",137,88,21,13,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",257,223,25,3,6
"Venta, mant.y rep. veh.autom y motoc. (140)",70,53,10,2,5
"Comercio al por mayor (141)",14,11,2,,1
"Comercio al por menor (142)",173,159,13,1,
"Hoteles y restaurantes (143)",63,53,2,2,6
"Trans., almac. y comunicaciones (144)",239,174,32,16,17
"Intermediación financiera (145)",3,1,,,2
"Activid.inmobil., empres. y alquileres (146)",176,61,24,41,50
"Admin.pub. y defensa; p. segur soc.afil (147)",84,,,,84
"Enseñanza (148)",90,33,24,25,8
"Servicios sociales y de salud (149)",45,11,,3,31
"Otras activ. serv.comun.soc y personales (150)",46,17,2,4,23
"Hogares privados con servicio doméstico (151)",36,36,,,
"Actividad economica no especificada (153)",91,83,4,,4
"Hombres (154)",4548,3636,324,224,364
"Agric., ganadería, caza y silvicultura (155)",3468,3062,195,105,106
"Pesca (156)",28,19,5,3,1
"Explotación de minas y canteras (157)",22,5,2,,15
"Industrias manufactureras (158)",137,47,8,24,58
"Suministro de electricidad, gas y agua (159)",8,,2,5,1
"Construcción (160)",135,87,21,13,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",140,113,20,2,5
"Venta, mant.y rep. veh.autom y motoc. (162)",62,46,10,1,5
"Comercio al por mayor (163)",5,4,1,,
"Comercio al por menor (164)",73,63,9,1,
"Hoteles y restaurantes (165)",17,12,1,,4
"Trans., almac. y comunicaciones (166)",233,171,32,14,16
"Intermediación financiera (167)",1,,,,1
"Activid.inmobil., empres. y alquileres (168)",165,54,24,39,48
"Admin.pub. y defensa; p. segur soc.afil (169)",67,,,,67
"Enseñanza (170)",31,5,11,13,2
"Servicios sociales y de salud (171)",15,4,,3,8
"Otras activ. serv.comun.soc y personales (172)",34,13,2,3,16
"Hogares privados con servicio doméstico (173)",12,12,,,
"Actividad economica no especificada (175)",35,32,1,,2
"Mujeres (176)",1244,935,86,78,145
"Agric., ganadería, caza y silvicultura (177)",796,640,59,50,47
"Pesca (178)",2,1,,1,
"Explotación de minas y canteras (179)",1,1,,,
"Industrias manufactureras (180)",63,16,5,7,35
"Construcción (182)",2,1,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",117,110,5,1,1
"Venta, mant.y rep. veh.autom y motoc. (184)",8,7,,1,
"Comercio al por mayor (185)",9,7,1,,1
"Comercio al por menor (186)",100,96,4,,
"Hoteles y restaurantes (187)",46,41,1,2,2
"Trans., almac. y comunicaciones (188)",6,3,,2,1
"Intermediación financiera (189)",2,1,,,1
"Activid.inmobil., empres. y alquileres (190)",11,7,,2,2
"Admin.pub. y defensa; p. segur soc.afil (191)",17,,,,17
"Enseñanza (192)",59,28,13,12,6
"Servicios sociales y de salud (193)",30,7,,,23
"Otras activ. serv.comun.soc y personales (194)",12,4,,1,7
"Hogares privados con servicio doméstico (195)",24,24,,,
"Actividad economica no especificada (197)",56,51,3,,2
