"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",12,71,64,1,90.1,1.4,
"De 45 a 49 años (038)",12,76,75,,98.7,,
"De 50 y más años (039)",10,87,67,,77,,
"No PEA (040)",13791,40216,35784,1393,89,3.5,
"De 12 a 14 años (041)",2495,34,34,6,100,17.6,
"De 15 a 19 años (042)",2827,1143,1105,307,96.7,26.9,
"De 20 a 24 años (043)",1852,2977,2856,367,95.9,12.3,
"De 25 a 29 años (044)",1402,3901,3733,296,95.7,7.6,
"De 30 a 34 años (045)",1105,4287,4057,217,94.6,5.1,
"De 35 a 39 años (046)",980,5036,4653,137,92.4,2.7,
"De 40 a 44 años (047)",691,4165,3795,46,91.1,1.1,
"De 45 a 49 años (048)",572,3980,3500,17,87.9,0.4,
"De 50 y más años (049)",1867,14693,12051,,82,,
,,,,,,,
"URBANA (060)",12353,36787,33493,965,91,2.6,
"De 12 a 14 años (061)",1614,26,26,3,100,11.5,
"De 15 a 19 años (062)",2161,707,685,176,96.9,24.9,
"De 20 a 24 años (063)",1555,2041,1985,239,97.3,11.7,
"De 25 a 29 años (064)",1315,2976,2913,223,97.9,7.5,
"De 30 a 34 años (065)",1186,3775,3616,179,95.8,4.7,
"De 35 a 39 años (066)",1105,4784,4520,106,94.5,2.2,
"De 40 a 44 años (067)",857,4477,4164,28,93,0.6,
"De 45 a 49 años (068)",687,4199,3802,11,90.5,0.3,
"De 50 y más años (069)",1873,13802,11782,,85.4,,
"PEA (070)",4089,15370,14033,282,91.3,1.8,
"De 12 a 14 años (071)",79,5,5,,100,,
"De 15 a 19 años (072)",374,153,146,28,95.4,18.3,
"De 20 a 24 años (073)",473,585,567,60,96.9,10.3,
"De 25 a 29 años (074)",530,1083,1062,76,98.1,7,
"De 30 a 34 años (075)",515,1469,1403,71,95.5,4.8,
"De 35 a 39 años (076)",535,2144,2030,31,94.7,1.4,
"De 40 a 44 años (077)",461,2294,2132,13,92.9,0.6,
"De 45 a 49 años (078)",355,2116,1915,3,90.5,0.1,
"De 50 y más años (079)",767,5521,4773,,86.5,,
"Ocupada (080)",3924,14960,13655,262,91.3,1.8,
"De 12 a 14 años (081)",72,5,5,,100,,
"De 15 a 19 años (082)",331,132,125,24,94.7,18.2,
"De 20 a 24 años (083)",439,556,539,56,96.9,10.1,
"De 25 a 29 años (084)",508,1033,1012,69,98,6.7,
"De 30 a 34 años (085)",497,1411,1349,68,95.6,4.8,
"De 35 a 39 años (086)",524,2097,1986,30,94.7,1.4,
"De 40 a 44 años (087)",450,2229,2074,12,93,0.5,
"De 45 a 49 años (088)",345,2051,1851,3,90.2,0.1,
"De 50 y más años (089)",758,5446,4714,,86.6,,
"Desocupada (090)",165,410,378,20,92.2,4.9,
"De 12 a 14 años (091)",7,,,,,,
"De 15 a 19 años (092)",43,21,21,4,100,19,
"De 20 a 24 años (093)",34,29,28,4,96.6,13.8,
"De 25 a 29 años (094)",22,50,50,7,100,14,
"De 30 a 34 años (095)",18,58,54,3,93.1,5.2,
"De 35 a 39 años (096)",11,47,44,1,93.6,2.1,
"De 40 a 44 años (097)",11,65,58,1,89.2,1.5,
"De 45 a 49 años (098)",10,65,64,,98.5,,
"De 50 y más años (099)",9,75,59,,78.7,,
"No PEA (100)",8264,21417,19460,683,90.9,3.2,
"De 12 a 14 años (101)",1535,21,21,3,100,14.3,
"De 15 a 19 años (102)",1787,554,539,148,97.3,26.7,
"De 20 a 24 años (103)",1082,1456,1418,179,97.4,12.3,
"De 25 a 29 años (104)",785,1893,1851,147,97.8,7.8,
"De 30 a 34 años (105)",671,2306,2213,108,96,4.7,
"De 35 a 39 años (106)",570,2640,2490,75,94.3,2.8,
"De 40 a 44 años (107)",396,2183,2032,15,93.1,0.7,
"De 45 a 49 años (108)",332,2083,1887,8,90.6,0.4,
"De 50 y más años (109)",1106,8281,7009,,84.6,,
,,,,,,,
"RURAL (120)",7933,29997,26223,982,87.4,3.3,
"De 12 a 14 años (121)",1042,14,14,3,100,21.4,
"De 15 a 19 años (122)",1315,777,747,207,96.1,26.6,
"De 20 a 24 años (123)",1072,2138,2031,251,95,11.7,
"De 25 a 29 años (124)",918,2873,2711,199,94.4,6.9,
"De 30 a 34 años (125)",705,3155,2935,163,93,5.2,
"De 35 a 39 años (126)",667,3777,3445,102,91.2,2.7,
"De 40 a 44 años (127)",508,3329,2977,46,89.4,1.4,
"De 45 a 49 años (128)",448,3381,2883,11,85.3,0.3,
"De 50 y más años (129)",1258,10553,8480,,80.4,,
"PEA (130)",2406,11198,9899,270,88.4,2.4,
"De 12 a 14 años (131)",82,1,1,,100,,
"De 15 a 19 años (132)",275,188,181,47,96.3,25,
"De 20 a 24 años (133)",302,617,593,63,96.1,10.2,
"De 25 a 29 años (134)",301,865,829,50,95.8,5.8,
"De 30 a 34 años (135)",271,1174,1091,53,92.9,4.5,
"De 35 a 39 años (136)",257,1381,1282,40,92.8,2.9,
"De 40 a 44 años (137)",213,1347,1214,15,90.1,1.1,
"De 45 a 49 años (138)",208,1484,1270,2,85.6,0.1,
"De 50 y más años (139)",497,4141,3438,,83,,
"Ocupada (140)",2349,11068,9775,264,88.3,2.4,
"De 12 a 14 años (141)",69,1,1,,100,,
"De 15 a 19 años (142)",261,181,175,45,96.7,24.9,
"De 20 a 24 años (143)",293,600,577,62,96.2,10.3,
"De 25 a 29 años (144)",292,837,801,48,95.7,5.7,
"De 30 a 34 años (145)",267,1153,1070,52,92.8,4.5,
"De 35 a 39 años (146)",253,1353,1254,40,92.7,3,
"De 40 a 44 años (147)",212,1341,1208,15,90.1,1.1,
"De 45 a 49 años (148)",206,1473,1259,2,85.5,0.1,
"De 50 y más años (149)",496,4129,3430,,83.1,,
"Desocupada (150)",57,130,124,6,95.4,4.6,
"De 12 a 14 años (151)",13,,,,,,
"De 15 a 19 años (152)",14,7,6,2,85.7,28.6,
"De 20 a 24 años (153)",9,17,16,1,94.1,5.9,
"De 25 a 29 años (154)",9,28,28,2,100,7.1,
"De 30 a 34 años (155)",4,21,21,1,100,4.8,
"De 35 a 39 años (156)",4,28,28,,100,,
"De 40 a 44 años (157)",1,6,6,,100,,
"De 45 a 49 años (158)",2,11,11,,100,,
"De 50 y más años (159)",1,12,8,,66.7,,
"No PEA (160)",5527,18799,16324,712,86.8,3.8,
"De 12 a 14 años (161)",960,13,13,3,100,23.1,
"De 15 a 19 años (162)",1040,589,566,160,96.1,27.2,
"De 20 a 24 años (163)",770,1521,1438,188,94.5,12.4,
"De 25 a 29 años (164)",617,2008,1882,149,93.7,7.4,
"De 30 a 34 años (165)",434,1981,1844,110,93.1,5.6,
"De 35 a 39 años (166)",410,2396,2163,62,90.3,2.6,
"De 40 a 44 años (167)",295,1982,1763,31,89,1.6,
"De 45 a 49 años (168)",240,1897,1613,9,85,0.5,
"De 50 y más años (169)",761,6412,5042,,78.6,,
