"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (041)",274,5,102,93,62,12
"Hogares privados con servicio doméstico (042)",12,,5,4,2,1
"Actividad economica no especificada (044)",448,1,123,178,127,19
"Desocupado (045)",671,6,346,212,101,6
"Mujeres (046)",5205,49,1744,1985,1223,204
"Agric., ganadería, caza y silvicultura (047)",406,10,89,119,131,57
"Pesca (048)",12,,8,1,3,
"Explotación de minas y canteras (049)",75,,31,30,13,1
"Industrias manufactureras (050)",206,1,64,72,61,8
"Suministro de electricidad, gas y agua (051)",3,,1,2,,
"Construcción (052)",43,,19,16,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1442,13,392,579,386,72
"Venta, mant.y rep. veh.autom.y motoc. (054)",28,1,12,10,5,
"Comercio al por mayor (055)",46,,19,13,11,3
"Comercio al por menor (056)",1368,12,361,556,370,69
"Hoteles y restaurantes (057)",727,5,303,222,181,16
"Trans., almac. y comunicaciones (058)",116,3,62,39,12,
"Intermediación financiera (059)",17,,11,3,3,
"Activid.inmobil., empres. y alquileres (060)",266,,121,99,43,3
"Admin.pub. y defensa; p. segur.soc afil (061)",138,,57,51,30,
"Enseñanza (062)",429,,82,265,80,2
"Servicios sociales y de salud (063)",178,,48,68,61,1
"Otras activ. serv.comun.soc y personales (064)",427,7,117,179,98,26
"Hogares privados con servicio doméstico (065)",171,7,86,50,25,3
"Actividad economica no especificada (067)",315,1,104,124,71,15
"Desocupado (068)",234,2,149,66,17,
,,,,,,
"URBANA (069)",17073,90,5281,6932,4357,413
"Agric., ganadería, caza y silvicultura (070)",494,9,151,149,128,57
"Pesca (071)",27,,8,10,7,2
"Explotación de minas y canteras (072)",3128,,919,1391,810,8
"Industrias manufactureras (073)",1548,6,327,584,605,26
"Suministro de electricidad, gas y agua (074)",68,,13,22,31,2
"Construcción (075)",1514,4,524,612,354,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",2743,30,746,1060,771,136
"Venta, mant.y rep. veh.autom.y motoc. (077)",455,1,151,172,125,6
"Comercio al por mayor (078)",88,1,32,28,22,5
"Comercio al por menor (079)",2200,28,563,860,624,125
"Hoteles y restaurantes (080)",1063,7,426,342,258,30
"Trans., almac. y comunicaciones (081)",1616,9,534,726,322,25
"Intermediación financiera (082)",49,,23,19,7,
"Activid.inmobil., empres. y alquileres (083)",1085,1,362,492,220,10
"Admin.pub. y defensa; p. segur.soc afil (084)",431,,111,194,115,11
"Enseñanza (085)",695,,125,392,174,4
"Servicios sociales y de salud (086)",244,,63,92,84,5
"Otras activ. serv.comun.soc y personales (087)",668,11,204,263,153,37
"Hogares privados con servicio doméstico (088)",177,7,89,53,24,4
"Actividad economica no especificada (090)",711,2,210,280,189,30
"Desocupado (091)",812,4,446,251,105,6
"Hombres (092)",12385,51,3701,5093,3283,257
"Agric., ganadería, caza y silvicultura (093)",388,5,120,117,102,44
"Pesca (094)",25,,7,10,6,2
"Explotación de minas y canteras (095)",3063,,892,1365,799,7
"Industrias manufactureras (096)",1347,5,265,513,546,18
"Suministro de electricidad, gas y agua (097)",65,,12,20,31,2
"Construcción (098)",1473,4,507,596,346,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1358,18,377,499,399,65
"Venta, mant.y rep. veh.autom.y motoc. (100)",434,1,143,163,121,6
"Comercio al por mayor (101)",42,1,13,15,11,2
"Comercio al por menor (102)",882,16,221,321,267,57
"Hoteles y restaurantes (103)",385,3,149,131,87,15
"Trans., almac. y comunicaciones (104)",1502,6,473,688,310,25
"Intermediación financiera (105)",32,,12,16,4,
"Activid.inmobil., empres. y alquileres (106)",833,1,252,396,177,7
"Admin.pub. y defensa; p. segur.soc afil (107)",297,,56,144,86,11
"Enseñanza (108)",271,,45,129,95,2
"Servicios sociales y de salud (109)",71,,18,25,24,4
"Otras activ. serv.comun.soc y personales (110)",254,5,93,85,59,12
"Hogares privados con servicio doméstico (111)",11,,5,4,1,1
"Actividad economica no especificada (113)",417,1,112,166,122,16
"Desocupado (114)",593,3,306,189,89,6
"Mujeres (115)",4688,39,1580,1839,1074,156
"Agric., ganadería, caza y silvicultura (116)",106,4,31,32,26,13
"Pesca (117)",2,,1,,1,
"Explotación de minas y canteras (118)",65,,27,26,11,1
"Industrias manufactureras (119)",201,1,62,71,59,8
"Suministro de electricidad, gas y agua (120)",3,,1,2,,
"Construcción (121)",41,,17,16,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",1385,12,369,561,372,71
"Venta, mant.y rep. veh.autom.y motoc. (123)",21,,8,9,4,
"Comercio al por mayor (124)",46,,19,13,11,3
"Comercio al por menor (125)",1318,12,342,539,357,68
"Hoteles y restaurantes (126)",678,4,277,211,171,15
"Trans., almac. y comunicaciones (127)",114,3,61,38,12,
"Intermediación financiera (128)",17,,11,3,3,
"Activid.inmobil., empres. y alquileres (129)",252,,110,96,43,3
"Admin.pub. y defensa; p. segur.soc afil (130)",134,,55,50,29,
"Enseñanza (131)",424,,80,263,79,2
"Servicios sociales y de salud (132)",173,,45,67,60,1
"Otras activ. serv.comun.soc y personales (133)",414,6,111,178,94,25
"Hogares privados con servicio doméstico (134)",166,7,84,49,23,3
"Actividad economica no especificada (136)",294,1,98,114,67,14
"Desocupado (137)",219,1,140,62,16,
,,,,,,
"RURAL (138)",2628,21,884,923,657,143
"Agric., ganadería, caza y silvicultura (139)",969,14,218,260,355,122
"Pesca (140)",42,,17,11,12,2
"Explotación de minas y canteras (141)",748,,287,334,127,
"Industrias manufactureras (142)",39,,19,10,8,2
"Suministro de electricidad, gas y agua (143)",32,,7,13,12,
"Construcción (144)",105,,45,37,23,
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",151,1,58,56,33,3
"Venta, mant.y rep. veh.autom.y motoc. (146)",46,1,22,17,5,1
"Comercio al por mayor (147)",7,,1,4,2,
"Comercio al por menor (148)",98,,35,35,26,2
"Hoteles y restaurantes (149)",77,1,35,21,15,5
"Trans., almac. y comunicaciones (150)",122,,40,58,22,2
"Activid.inmobil., empres. y alquileres (152)",109,,58,42,9,
"Admin.pub. y defensa; p. segur.soc afil (153)",28,,12,11,3,2
"Enseñanza (154)",14,,2,8,4,
"Servicios sociales y de salud (155)",8,,3,3,2,
"Otras activ. serv.comun.soc y personales (156)",33,1,15,9,7,1
"Hogares privados con servicio doméstico (157)",6,,2,1,3,
"Actividad economica no especificada (159)",52,,17,22,9,4
"Desocupado (160)",93,4,49,27,13,
"Hombres (161)",2111,11,720,777,508,95
"Agric., ganadería, caza y silvicultura (162)",669,8,160,173,250,78
"Pesca (163)",32,,10,10,10,2
"Explotación de minas y canteras (164)",738,,283,330,125,
"Industrias manufactureras (165)",34,,17,9,6,2
"Suministro de electricidad, gas y agua (166)",32,,7,13,12,
"Construcción (167)",103,,43,37,23,
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",94,,35,38,19,2
"Venta, mant.y rep. veh.autom.y motoc. (169)",39,,18,16,4,1
"Comercio al por mayor (170)",7,,1,4,2,
"Comercio al por menor (171)",48,,16,18,13,1
"Hoteles y restaurantes (172)",28,,9,10,5,4
"Trans., almac. y comunicaciones (173)",120,,39,57,22,2
"Activid.inmobil., empres. y alquileres (175)",95,,47,39,9,
"Admin.pub. y defensa; p. segur.soc afil (176)",24,,10,10,2,2
"Enseñanza (177)",9,,,6,3,
"Servicios sociales y de salud (178)",3,,,2,1,
"Otras activ. serv.comun.soc y personales (179)",20,,9,8,3,
"Hogares privados con servicio doméstico (180)",1,,,,1,
"Actividad economica no especificada (182)",31,,11,12,5,3
"Desocupado (183)",78,3,40,23,12,
"Mujeres (184)",517,10,164,146,149,48
"Agric., ganadería, caza y silvicultura (185)",300,6,58,87,105,44
"Pesca (186)",10,,7,1,2,
"Explotación de minas y canteras (187)",10,,4,4,2,
"Industrias manufactureras (188)",5,,2,1,2,
"Construcción (190)",2,,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",57,1,23,18,14,1
"Venta, mant.y rep. veh.autom.y motoc. (192)",7,1,4,1,1,
"Comercio al por menor (194)",50,,19,17,13,1
"Hoteles y restaurantes (195)",49,1,26,11,10,1
"Trans., almac. y comunicaciones (196)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (198)",14,,11,3,,
"Admin.pub. y defensa; p. segur.soc afil (199)",4,,2,1,1,
"Enseñanza (200)",5,,2,2,1,
"Servicios sociales y de salud (201)",5,,3,1,1,
"Otras activ. serv.comun.soc y personales (202)",13,1,6,1,4,1
"Hogares privados con servicio doméstico (203)",5,,2,1,2,
"Actividad economica no especificada (205)",21,,6,10,4,1
"Desocupado (206)",15,1,9,4,1,
