"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",51,112,112,5,100,4.5,
"De 40 a 44 años (037)",44,124,122,,98.4,,
"De 45 a 49 años (038)",33,95,88,,92.6,,
"De 50 y más años (039)",39,157,145,,92.4,,
"No PEA (040)",34967,82600,75374,1623,91.3,2,
"De 12 a 14 años (041)",4078,15,15,2,100,13.3,
"De 15 a 19 años (042)",5399,721,714,244,99,33.8,
"De 20 a 24 años (043)",3710,2832,2799,469,98.8,16.6,
"De 25 a 29 años (044)",3208,4589,4496,389,98,8.5,
"De 30 a 34 años (045)",2760,5664,5536,293,97.7,5.2,
"De 35 a 39 años (046)",2398,6174,6012,163,97.4,2.6,
"De 40 a 44 años (047)",2112,6523,6230,61,95.5,0.9,
"De 45 a 49 años (048)",1810,6791,6401,2,94.3,,
"De 50 y más años (049)",9492,49291,43171,,87.6,,
,,,,,,,
"URBANA (060)",45095,100950,93615,1693,92.7,1.7,
"De 12 a 14 años (061)",3577,14,14,1,100,7.1,
"De 15 a 19 años (062)",5611,733,726,222,99,30.3,
"De 20 a 24 años (063)",5007,3162,3132,437,99.1,13.8,
"De 25 a 29 años (064)",4699,5660,5568,420,98.4,7.4,
"De 30 a 34 años (065)",4319,7874,7733,331,98.2,4.2,
"De 35 a 39 años (066)",4119,9528,9295,203,97.6,2.1,
"De 40 a 44 años (067)",3659,10251,9875,72,96.3,0.7,
"De 45 a 49 años (068)",2956,9845,9365,7,95.1,0.1,
"De 50 y más años (069)",11148,53883,47907,,88.9,,
"PEA (070)",15487,32973,31182,375,94.6,1.1,
"De 12 a 14 años (071)",96,3,3,,100,,
"De 15 a 19 años (072)",979,137,137,22,100,16.1,
"De 20 a 24 años (073)",1923,909,900,71,99,7.8,
"De 25 a 29 años (074)",2058,1965,1944,95,98.9,4.8,
"De 30 a 34 años (075)",2033,3256,3199,92,98.2,2.8,
"De 35 a 39 años (076)",2101,4538,4422,69,97.4,1.5,
"De 40 a 44 años (077)",1860,4906,4744,21,96.7,0.4,
"De 45 a 49 años (078)",1470,4593,4361,5,94.9,0.1,
"De 50 y más años (079)",2967,12666,11472,,90.6,,
"Ocupada (080)",14925,32295,30520,358,94.5,1.1,
"De 12 a 14 años (081)",87,2,2,,100,,
"De 15 a 19 años (082)",882,126,126,19,100,15.1,
"De 20 a 24 años (083)",1799,869,860,68,99,7.8,
"De 25 a 29 años (084)",1955,1873,1852,91,98.9,4.9,
"De 30 a 34 años (085)",1961,3171,3115,90,98.2,2.8,
"De 35 a 39 años (086)",2052,4431,4315,64,97.4,1.4,
"De 40 a 44 años (087)",1818,4783,4623,21,96.7,0.4,
"De 45 a 49 años (088)",1437,4498,4273,5,95,0.1,
"De 50 y más años (089)",2934,12542,11354,,90.5,,
"Desocupada (090)",562,678,662,17,97.6,2.5,
"De 12 a 14 años (091)",9,1,1,,100,,
"De 15 a 19 años (092)",97,11,11,3,100,27.3,
"De 20 a 24 años (093)",124,40,40,3,100,7.5,
"De 25 a 29 años (094)",103,92,92,4,100,4.3,
"De 30 a 34 años (095)",72,85,84,2,98.8,2.4,
"De 35 a 39 años (096)",49,107,107,5,100,4.7,
"De 40 a 44 años (097)",42,123,121,,98.4,,
"De 45 a 49 años (098)",33,95,88,,92.6,,
"De 50 y más años (099)",33,124,118,,95.2,,
"No PEA (100)",29608,67977,62433,1318,91.8,1.9,
"De 12 a 14 años (101)",3481,11,11,1,100,9.1,
"De 15 a 19 años (102)",4632,596,589,200,98.8,33.6,
"De 20 a 24 años (103)",3084,2253,2232,366,99.1,16.2,
"De 25 a 29 años (104)",2641,3695,3624,325,98.1,8.8,
"De 30 a 34 años (105)",2286,4618,4534,239,98.2,5.2,
"De 35 a 39 años (106)",2018,4990,4873,134,97.7,2.7,
"De 40 a 44 años (107)",1799,5345,5131,51,96,1,
"De 45 a 49 años (108)",1486,5252,5004,2,95.3,,
"De 50 y más años (109)",8181,41217,36435,,88.4,,
,,,,,,,
"RURAL (120)",7082,19235,17230,344,89.6,1.8,
"De 12 a 14 años (121)",620,4,4,1,100,25,
"De 15 a 19 años (122)",935,146,146,48,100,32.9,
"De 20 a 24 años (123)",866,716,699,112,97.6,15.6,
"De 25 a 29 años (124)",792,1200,1175,68,97.9,5.7,
"De 30 a 34 años (125)",676,1470,1419,65,96.5,4.4,
"De 35 a 39 años (126)",600,1849,1773,36,95.9,1.9,
"De 40 a 44 años (127)",508,1858,1742,11,93.8,0.6,
"De 45 a 49 años (128)",473,2207,2012,3,91.2,0.1,
"De 50 y más años (129)",1612,9785,8260,,84.4,,
"PEA (130)",1723,4612,4289,40,93,0.9,
"De 12 a 14 años (131)",23,,,,,,
"De 15 a 19 años (132)",168,21,21,4,100,19,
"De 20 a 24 años (133)",240,137,132,10,96.4,7.3,
"De 25 a 29 años (134)",225,306,303,4,99,1.3,
"De 30 a 34 años (135)",202,424,417,11,98.3,2.6,
"De 35 a 39 años (136)",220,665,634,7,95.3,1.1,
"De 40 a 44 años (137)",195,680,643,1,94.6,0.1,
"De 45 a 49 años (138)",149,668,615,3,92.1,0.4,
"De 50 y más años (139)",301,1711,1524,,89.1,,
"Ocupada (140)",1683,4565,4248,39,93.1,0.9,
"De 12 a 14 años (141)",18,,,,,,
"De 15 a 19 años (142)",157,21,21,4,100,19,
"De 20 a 24 años (143)",231,135,130,9,96.3,6.7,
"De 25 a 29 años (144)",221,300,297,4,99,1.3,
"De 30 a 34 años (145)",201,424,417,11,98.3,2.6,
"De 35 a 39 años (146)",218,660,629,7,95.3,1.1,
"De 40 a 44 años (147)",193,679,642,1,94.6,0.1,
"De 45 a 49 años (148)",149,668,615,3,92.1,0.4,
"De 50 y más años (149)",295,1678,1497,,89.2,,
"Desocupada (150)",40,47,41,1,87.2,2.1,
"De 12 a 14 años (151)",5,,,,,,
"De 15 a 19 años (152)",11,,,,,,
"De 20 a 24 años (153)",9,2,2,1,100,50,
"De 25 a 29 años (154)",4,6,6,,100,,
"De 30 a 34 años (155)",1,,,,,,
"De 35 a 39 años (156)",2,5,5,,100,,
"De 40 a 44 años (157)",2,1,1,,100,,
"De 50 y más años (159)",6,33,27,,81.8,,
"No PEA (160)",5359,14623,12941,304,88.5,2.1,
"De 12 a 14 años (161)",597,4,4,1,100,25,
"De 15 a 19 años (162)",767,125,125,44,100,35.2,
"De 20 a 24 años (163)",626,579,567,102,97.9,17.6,
"De 25 a 29 años (164)",567,894,872,64,97.5,7.2,
"De 30 a 34 años (165)",474,1046,1002,54,95.8,5.2,
"De 35 a 39 años (166)",380,1184,1139,29,96.2,2.4,
"De 40 a 44 años (167)",313,1178,1099,10,93.3,0.8,
"De 45 a 49 años (168)",324,1539,1397,,90.8,,
"De 50 y más años (169)",1311,8074,6736,,83.4,,
