"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"No PEA (040)",8688,26029,23307,538,89.5,2.1,
"De 12 a 14 años (041)",1030,6,6,2,100,33.3,
"De 15 a 19 años (042)",1189,274,265,81,96.7,29.6,
"De 20 a 24 años (043)",839,982,956,129,97.4,13.1,
"De 25 a 29 años (044)",786,1560,1493,114,95.7,7.3,
"De 30 a 34 años (045)",733,2069,1981,115,95.7,5.6,
"De 35 a 39 años (046)",688,2506,2361,64,94.2,2.6,
"De 40 a 44 años (047)",613,2479,2339,30,94.4,1.2,
"De 45 a 49 años (048)",560,2708,2490,3,91.9,0.1,
"De 50 y más años (049)",2250,13445,11416,,84.9,,
,,,,,,,
"URBANA (060)",2573,5900,5569,96,94.4,1.6,
"De 12 a 14 años (061)",232,3,3,,100,,
"De 15 a 19 años (062)",337,50,48,15,96,30,
"De 20 a 24 años (063)",238,192,189,30,98.4,15.6,
"De 25 a 29 años (064)",234,316,311,18,98.4,5.7,
"De 30 a 34 años (065)",236,422,418,17,99.1,4,
"De 35 a 39 años (066)",236,581,561,14,96.6,2.4,
"De 40 a 44 años (067)",227,657,647,2,98.5,0.3,
"De 45 a 49 años (068)",184,660,637,,96.5,,
"De 50 y más años (069)",649,3019,2755,,91.3,,
"PEA (070)",718,1473,1407,26,95.5,1.8,
"De 12 a 14 años (071)",10,1,1,,100,,
"De 15 a 19 años (072)",45,5,5,2,100,40,
"De 20 a 24 años (073)",83,49,49,8,100,16.3,
"De 25 a 29 años (074)",75,66,66,5,100,7.6,
"De 30 a 34 años (075)",97,140,139,5,99.3,3.6,
"De 35 a 39 años (076)",100,209,203,5,97.1,2.4,
"De 40 a 44 años (077)",101,282,280,1,99.3,0.4,
"De 45 a 49 años (078)",77,250,240,,96,,
"De 50 y más años (079)",130,471,424,,90,,
"Ocupada (080)",705,1468,1402,26,95.5,1.8,
"De 12 a 14 años (081)",9,1,1,,100,,
"De 15 a 19 años (082)",43,5,5,2,100,40,
"De 20 a 24 años (083)",77,46,46,8,100,17.4,
"De 25 a 29 años (084)",72,64,64,5,100,7.8,
"De 30 a 34 años (085)",96,140,139,5,99.3,3.6,
"De 35 a 39 años (086)",100,209,203,5,97.1,2.4,
"De 40 a 44 años (087)",101,282,280,1,99.3,0.4,
"De 45 a 49 años (088)",77,250,240,,96,,
"De 50 y más años (089)",130,471,424,,90,,
"Desocupada (090)",13,5,5,,100,,
"De 12 a 14 años (091)",1,,,,,,
"De 15 a 19 años (092)",2,,,,,,
"De 20 a 24 años (093)",6,3,3,,100,,
"De 25 a 29 años (094)",3,2,2,,100,,
"De 30 a 34 años (095)",1,,,,,,
"No PEA (100)",1855,4427,4162,70,94,1.6,
"De 12 a 14 años (101)",222,2,2,,100,,
"De 15 a 19 años (102)",292,45,43,13,95.6,28.9,
"De 20 a 24 años (103)",155,143,140,22,97.9,15.4,
"De 25 a 29 años (104)",159,250,245,13,98,5.2,
"De 30 a 34 años (105)",139,282,279,12,98.9,4.3,
"De 35 a 39 años (106)",136,372,358,9,96.2,2.4,
"De 40 a 44 años (107)",126,375,367,1,97.9,0.3,
"De 45 a 49 años (108)",107,410,397,,96.8,,
"De 50 y más años (109)",519,2548,2331,,91.5,,
,,,,,,,
"RURAL (120)",7621,23558,20954,501,88.9,2.1,
"De 12 a 14 años (121)",822,6,6,2,100,33.3,
"De 15 a 19 años (122)",976,245,236,70,96.3,28.6,
"De 20 a 24 años (123)",775,897,873,115,97.3,12.8,
"De 25 a 29 años (124)",732,1422,1357,105,95.4,7.4,
"De 30 a 34 años (125)",706,1998,1909,114,95.5,5.7,
"De 35 a 39 años (126)",641,2356,2217,61,94.1,2.6,
"De 40 a 44 años (127)",569,2395,2249,31,93.9,1.3,
"De 45 a 49 años (128)",536,2637,2401,3,91.1,0.1,
"De 50 y más años (129)",1864,11602,9706,,83.7,,
"PEA (130)",788,1956,1809,33,92.5,1.7,
"De 12 a 14 años (131)",14,2,2,,100,,
"De 15 a 19 años (132)",79,16,14,2,87.5,12.5,
"De 20 a 24 años (133)",91,58,57,8,98.3,13.8,
"De 25 a 29 años (134)",105,112,109,4,97.3,3.6,
"De 30 a 34 años (135)",112,211,207,11,98.1,5.2,
"De 35 a 39 años (136)",89,222,214,6,96.4,2.7,
"De 40 a 44 años (137)",82,291,277,2,95.2,0.7,
"De 45 a 49 años (138)",83,339,308,,90.9,,
"De 50 y más años (139)",133,705,621,,88.1,,
"Ocupada (140)",744,1937,1790,32,92.4,1.7,
"De 12 a 14 años (141)",7,2,2,,100,,
"De 15 a 19 años (142)",63,15,13,2,86.7,13.3,
"De 20 a 24 años (143)",81,57,56,7,98.2,12.3,
"De 25 a 29 años (144)",101,110,107,4,97.3,3.6,
"De 30 a 34 años (145)",110,209,205,11,98.1,5.3,
"De 35 a 39 años (146)",86,212,204,6,96.2,2.8,
"De 40 a 44 años (147)",81,290,276,2,95.2,0.7,
"De 45 a 49 años (148)",82,337,306,,90.8,,
"De 50 y más años (149)",133,705,621,,88.1,,
"Desocupada (150)",44,19,19,1,100,5.3,
"De 12 a 14 años (151)",7,,,,,,
"De 15 a 19 años (152)",16,1,1,,100,,
"De 20 a 24 años (153)",10,1,1,1,100,100,
"De 25 a 29 años (154)",4,2,2,,100,,
"De 30 a 34 años (155)",2,2,2,,100,,
"De 35 a 39 años (156)",3,10,10,,100,,
"De 40 a 44 años (157)",1,1,1,,100,,
"De 45 a 49 años (158)",1,2,2,,100,,
"No PEA (160)",6833,21602,19145,468,88.6,2.2,
"De 12 a 14 años (161)",808,4,4,2,100,50,
"De 15 a 19 años (162)",897,229,222,68,96.9,29.7,
"De 20 a 24 años (163)",684,839,816,107,97.3,12.8,
"De 25 a 29 años (164)",627,1310,1248,101,95.3,7.7,
"De 30 a 34 años (165)",594,1787,1702,103,95.2,5.8,
"De 35 a 39 años (166)",552,2134,2003,55,93.9,2.6,
"De 40 a 44 años (167)",487,2104,1972,29,93.7,1.4,
"De 45 a 49 años (168)",453,2298,2093,3,91.1,0.1,
"De 50 y más años (169)",1731,10897,9085,,83.4,,
