"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",81764,,,9733,18222,19859,15017,16603,2330
"Superior no univ. incompleto (035)",14703,,,,2415,6396,3082,2598,212
"Superior no univ. completo (036)",18163,,,,,5944,5726,5790,703
"Superior univ. incompleto (037)",17926,,,,3198,7878,3063,3483,304
"Superior univ. completo (038)",24958,,,,,6319,8160,9346,1133
"Hombres (040)",114589,4521,11046,12072,12406,23441,19248,26383,5472
"Sin nivel (041)",6807,4521,858,79,73,116,233,462,465
"Educación inicial (042)",3466,,3274,109,31,37,15,,
"Primaria (043)",23416,,6914,7004,404,621,1388,4787,2298
"Secundaria (044)",42460,,,4880,9209,9879,7692,9451,1349
"Superior no univ. incompleto (045)",7687,,,,1196,3184,1657,1523,127
"Superior no univ. completo (046)",8454,,,,,2692,2630,2800,332
"Superior univ. incompleto (047)",9706,,,,1493,4076,1742,2175,220
"Superior univ. completo (048)",12593,,,,,2836,3891,5185,681
"Mujeres (050)",118813,4240,10661,11571,12481,25647,21744,26922,5547
"Sin nivel (051)",10359,4240,862,73,61,152,684,2616,1671
"Educación inicial (052)",3354,,3124,110,23,54,43,,
"Primaria (053)",28486,,6675,6535,460,1712,3581,7620,1903
"Secundaria (054)",39304,,,4853,9013,9980,7325,7152,981
"Superior no univ. incompleto (055)",7016,,,,1219,3212,1425,1075,85
"Superior no univ. completo (056)",9709,,,,,3252,3096,2990,371
"Superior univ. incompleto (057)",8220,,,,1705,3802,1321,1308,84
"Superior univ. completo (058)",12365,,,,,3483,4269,4161,452
,,,,,,,,,
"RURAL (060)",16050,600,1363,1436,1568,3159,2557,4100,1267
"Sin nivel (061)",2012,600,132,1,8,37,197,584,453
"Educación inicial (062)",473,,436,27,3,2,5,,
"Primaria (063)",4842,,795,873,83,338,564,1617,572
"Secundaria (064)",5710,,,535,1232,1612,1044,1143,144
"Superior no univ. incompleto (065)",880,,,,161,392,167,143,17
"Superior no univ. completo (066)",744,,,,,266,231,221,26
"Superior univ. incompleto (067)",638,,,,81,290,119,135,13
"Superior univ. completo (068)",751,,,,,222,230,257,42
"Hombres (070)",8884,304,709,760,876,1775,1404,2333,723
"Sin nivel (071)",749,304,71,,5,18,56,149,146
"Educación inicial (072)",250,,223,23,,1,3,,
"Primaria (073)",2529,,415,439,39,129,248,871,388
"Secundaria (074)",3441,,,298,693,942,635,761,112
"Superior no univ. incompleto (075)",555,,,,100,230,101,110,14
"Superior no univ. completo (076)",465,,,,,161,133,149,22
"Superior univ. incompleto (077)",403,,,,39,169,78,107,10
"Superior univ. completo (078)",492,,,,,125,150,186,31
"Mujeres (080)",7166,296,654,676,692,1384,1153,1767,544
"Sin nivel (081)",1263,296,61,1,3,19,141,435,307
"Educación inicial (082)",223,,213,4,3,1,2,,
"Primaria (083)",2313,,380,434,44,209,316,746,184
"Secundaria (084)",2269,,,237,539,670,409,382,32
"Superior no univ. incompleto (085)",325,,,,61,162,66,33,3
"Superior no univ. completo (086)",279,,,,,105,98,72,4
"Superior univ. incompleto (087)",235,,,,42,121,41,28,3
"Superior univ. completo (088)",259,,,,,97,80,71,11
