"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Agric., ganadería, caza y silvicultura (045)",2680,2416,227,34,3
"Industrias manufactureras (048)",40,37,3,,
"Construcción (050)",4,2,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",258,251,7,,
"Venta, mant.y rep. veh.autom y motoc. (052)",4,4,,,
"Comercio al por mayor (053)",16,14,2,,
"Comercio al por menor (054)",238,233,5,,
"Hoteles y restaurantes (055)",148,145,1,2,
"Trans., almac. y comunicaciones (056)",10,7,1,2,
"Intermediación financiera (057)",2,1,1,,
"Activid.inmobil., empres. y alquileres (058)",10,4,4,1,1
"Admin.pub. y defensa; p. segur soc.afil (059)",19,,,,19
"Enseñanza (060)",173,60,48,65,
"Servicios sociales y de salud (061)",37,4,2,1,30
"Otras activ. serv.comun.soc y personales (062)",26,22,2,1,1
"Hogares privados con servicio doméstico (063)",261,261,,,
"Actividad economica no especificada (065)",151,138,7,4,2
,,,,,
"URBANA (066)",5510,4713,442,218,137
"Agric., ganadería, caza y silvicultura (067)",3632,3347,258,22,5
"Pesca (068)",2,2,,,
"Industrias manufactureras (070)",127,119,6,2,
"Suministro de electricidad, gas y agua (071)",9,1,1,7,
"Construcción (072)",116,82,19,13,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",434,417,15,2,
"Venta, mant.y rep. veh.autom y motoc. (074)",43,41,2,,
"Comercio al por mayor (075)",38,34,4,,
"Comercio al por menor (076)",353,342,9,2,
"Hoteles y restaurantes (077)",141,137,2,2,
"Trans., almac. y comunicaciones (078)",160,128,23,8,1
"Intermediación financiera (079)",6,3,2,,1
"Activid.inmobil., empres. y alquileres (080)",32,17,7,7,1
"Admin.pub. y defensa; p. segur soc.afil (081)",77,,,,77
"Enseñanza (082)",290,57,89,142,2
"Servicios sociales y de salud (083)",64,13,3,3,45
"Otras activ. serv.comun.soc y personales (084)",51,38,9,3,1
"Hogares privados con servicio doméstico (085)",195,195,,,
"Actividad economica no especificada (087)",174,157,8,7,2
"Hombres (088)",3683,3138,319,141,85
"Agric., ganadería, caza y silvicultura (089)",2689,2473,198,16,2
"Pesca (090)",2,2,,,
"Industrias manufactureras (092)",92,87,3,2,
"Suministro de electricidad, gas y agua (093)",9,1,1,7,
"Construcción (094)",112,80,18,12,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",225,215,8,2,
"Venta, mant.y rep. veh.autom y motoc. (096)",39,37,2,,
"Comercio al por mayor (097)",25,23,2,,
"Comercio al por menor (098)",161,155,4,2,
"Hoteles y restaurantes (099)",20,19,1,,
"Trans., almac. y comunicaciones (100)",150,121,22,6,1
"Intermediación financiera (101)",4,2,1,,1
"Activid.inmobil., empres. y alquileres (102)",22,13,3,6,
"Admin.pub. y defensa; p. segur soc.afil (103)",58,,,,58
"Enseñanza (104)",164,28,51,83,2
"Servicios sociales y de salud (105)",30,9,1,2,18
"Otras activ. serv.comun.soc y personales (106)",29,19,8,2,
"Hogares privados con servicio doméstico (107)",4,4,,,
"Actividad economica no especificada (109)",73,65,4,3,1
"Mujeres (110)",1827,1575,123,77,52
"Agric., ganadería, caza y silvicultura (111)",943,874,60,6,3
"Industrias manufactureras (114)",35,32,3,,
"Construcción (116)",4,2,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",209,202,7,,
"Venta, mant.y rep. veh.autom y motoc. (118)",4,4,,,
"Comercio al por mayor (119)",13,11,2,,
"Comercio al por menor (120)",192,187,5,,
"Hoteles y restaurantes (121)",121,118,1,2,
"Trans., almac. y comunicaciones (122)",10,7,1,2,
"Intermediación financiera (123)",2,1,1,,
"Activid.inmobil., empres. y alquileres (124)",10,4,4,1,1
"Admin.pub. y defensa; p. segur soc.afil (125)",19,,,,19
"Enseñanza (126)",126,29,38,59,
"Servicios sociales y de salud (127)",34,4,2,1,27
"Otras activ. serv.comun.soc y personales (128)",22,19,1,1,1
"Hogares privados con servicio doméstico (129)",191,191,,,
"Actividad economica no especificada (131)",101,92,4,4,1
,,,,,
"RURAL (132)",8198,7105,883,194,16
"Agric., ganadería, caza y silvicultura (133)",7654,6681,803,170,
"Explotación de minas y canteras (135)",2,1,1,,
"Industrias manufactureras (136)",29,29,,,
"Construcción (138)",40,23,16,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",108,101,7,,
"Venta, mant.y rep. veh.autom y motoc. (140)",2,2,,,
"Comercio al por mayor (141)",6,6,,,
"Comercio al por menor (142)",100,93,7,,
"Hoteles y restaurantes (143)",31,31,,,
"Trans., almac. y comunicaciones (144)",22,19,2,1,
"Activid.inmobil., empres. y alquileres (146)",4,2,,2,
"Admin.pub. y defensa; p. segur soc.afil (147)",9,,,,9
"Enseñanza (148)",115,59,40,16,
"Servicios sociales y de salud (149)",7,1,,,6
"Otras activ. serv.comun.soc y personales (150)",6,4,2,,
"Hogares privados con servicio doméstico (151)",80,80,,,
"Actividad economica no especificada (153)",91,74,12,4,1
"Hombres (154)",6206,5332,702,160,12
"Agric., ganadería, caza y silvicultura (155)",5917,5139,636,142,
"Explotación de minas y canteras (157)",2,1,1,,
"Industrias manufactureras (158)",24,24,,,
"Construcción (160)",40,23,16,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",59,52,7,,
"Venta, mant.y rep. veh.autom y motoc. (162)",2,2,,,
"Comercio al por mayor (163)",3,3,,,
"Comercio al por menor (164)",54,47,7,,
"Hoteles y restaurantes (165)",4,4,,,
"Trans., almac. y comunicaciones (166)",22,19,2,1,
"Activid.inmobil., empres. y alquileres (168)",4,2,,2,
"Admin.pub. y defensa; p. segur soc.afil (169)",9,,,,9
"Enseñanza (170)",68,28,30,10,
"Servicios sociales y de salud (171)",4,1,,,3
"Otras activ. serv.comun.soc y personales (172)",2,1,1,,
"Hogares privados con servicio doméstico (173)",10,10,,,
"Actividad economica no especificada (175)",41,28,9,4,
"Mujeres (176)",1992,1773,181,34,4
"Agric., ganadería, caza y silvicultura (177)",1737,1542,167,28,
"Industrias manufactureras (180)",5,5,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",49,49,,,
"Comercio al por mayor (185)",3,3,,,
"Comercio al por menor (186)",46,46,,,
"Hoteles y restaurantes (187)",27,27,,,
"Enseñanza (192)",47,31,10,6,
"Servicios sociales y de salud (193)",3,,,,3
"Otras activ. serv.comun.soc y personales (194)",4,3,1,,
"Hogares privados con servicio doméstico (195)",70,70,,,
"Actividad economica no especificada (197)",50,46,3,,1
