"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",472,294,94,62,22
"Hogares privados con servicio doméstico (041)",122,122,,,
"Organiz. y organos extraterritoriales (042)",1,,,1,
"Actividad economica no especificada (043)",1271,584,224,263,200
"Mujeres (044)",13256,9285,1209,1048,1714
"Agric., ganadería, caza y silvicultura (045)",2166,2068,78,17,3
"Pesca (046)",4,3,1,,
"Explotación de minas y canteras (047)",239,36,40,56,107
"Industrias manufactureras (048)",340,272,37,15,16
"Suministro de electricidad, gas y agua (049)",5,,1,4,
"Construcción (050)",133,31,28,55,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3086,2971,92,19,4
"Venta, mant.y rep. veh.autom y motoc. (052)",38,32,4,1,1
"Comercio al por mayor (053)",111,100,6,2,3
"Comercio al por menor (054)",2937,2839,82,16,
"Hoteles y restaurantes (055)",1171,1017,109,30,15
"Trans., almac. y comunicaciones (056)",251,210,21,13,7
"Intermediación financiera (057)",37,12,6,16,3
"Activid.inmobil., empres. y alquileres (058)",584,304,106,87,87
"Admin.pub. y defensa; p. segur soc.afil (059)",583,,,,583
"Enseñanza (060)",1915,389,526,610,390
"Servicios sociales y de salud (061)",613,129,35,25,424
"Otras activ. serv.comun.soc y personales (062)",646,556,40,37,13
"Hogares privados con servicio doméstico (063)",599,599,,,
"Actividad economica no especificada (065)",884,688,89,64,43
,,,,,
"URBANA (066)",37525,20576,4078,4867,8004
"Agric., ganadería, caza y silvicultura (067)",4487,4201,204,58,24
"Pesca (068)",10,9,1,,
"Explotación de minas y canteras (069)",5902,766,633,1340,3163
"Industrias manufactureras (070)",1679,1241,200,144,94
"Suministro de electricidad, gas y agua (071)",67,15,6,37,9
"Construcción (072)",3356,1523,546,660,627
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",5816,5260,311,156,89
"Venta, mant.y rep. veh.autom y motoc. (074)",782,481,120,100,81
"Comercio al por mayor (075)",228,189,20,11,8
"Comercio al por menor (076)",4806,4590,171,45,
"Hoteles y restaurantes (077)",1634,1321,224,69,20
"Trans., almac. y comunicaciones (078)",2870,2135,261,264,210
"Intermediación financiera (079)",73,20,11,31,11
"Activid.inmobil., empres. y alquileres (080)",2225,889,320,489,527
"Admin.pub. y defensa; p. segur soc.afil (081)",1526,,,,1526
"Enseñanza (082)",3480,490,915,1210,865
"Servicios sociales y de salud (083)",903,219,56,40,588
"Otras activ. serv.comun.soc y personales (084)",1070,816,131,90,33
"Hogares privados con servicio doméstico (085)",644,644,,,
"Organiz. y organos extraterritoriales (086)",1,,,1,
"Actividad economica no especificada (087)",1782,1027,259,278,218
"Hombres (088)",26318,13036,3002,3892,6388
"Agric., ganadería, caza y silvicultura (089)",3630,3394,168,47,21
"Pesca (090)",7,7,,,
"Explotación de minas y canteras (091)",5725,734,598,1300,3093
"Industrias manufactureras (092)",1368,987,167,132,82
"Suministro de electricidad, gas y agua (093)",62,15,5,33,9
"Construcción (094)",3236,1494,524,610,608
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2855,2411,221,138,85
"Venta, mant.y rep. veh.autom y motoc. (096)",747,451,116,100,80
"Comercio al por mayor (097)",123,95,14,9,5
"Comercio al por menor (098)",1985,1865,91,29,
"Hoteles y restaurantes (099)",542,359,124,48,11
"Trans., almac. y comunicaciones (100)",2625,1929,240,252,204
"Intermediación financiera (101)",38,10,5,15,8
"Activid.inmobil., empres. y alquileres (102)",1660,596,218,406,440
"Admin.pub. y defensa; p. segur soc.afil (103)",962,,,,962
"Enseñanza (104)",1639,128,419,611,481
"Servicios sociales y de salud (105)",314,93,22,15,184
"Otras activ. serv.comun.soc y personales (106)",460,290,93,57,20
"Hogares privados con servicio doméstico (107)",107,107,,,
"Organiz. y organos extraterritoriales (108)",1,,,1,
"Actividad economica no especificada (109)",1087,482,198,227,180
"Mujeres (110)",11207,7540,1076,975,1616
"Agric., ganadería, caza y silvicultura (111)",857,807,36,11,3
"Pesca (112)",3,2,1,,
"Explotación de minas y canteras (113)",177,32,35,40,70
"Industrias manufactureras (114)",311,254,33,12,12
"Suministro de electricidad, gas y agua (115)",5,,1,4,
"Construcción (116)",120,29,22,50,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2961,2849,90,18,4
"Venta, mant.y rep. veh.autom y motoc. (118)",35,30,4,,1
"Comercio al por mayor (119)",105,94,6,2,3
"Comercio al por menor (120)",2821,2725,80,16,
"Hoteles y restaurantes (121)",1092,962,100,21,9
"Trans., almac. y comunicaciones (122)",245,206,21,12,6
"Intermediación financiera (123)",35,10,6,16,3
"Activid.inmobil., empres. y alquileres (124)",565,293,102,83,87
"Admin.pub. y defensa; p. segur soc.afil (125)",564,,,,564
"Enseñanza (126)",1841,362,496,599,384
"Servicios sociales y de salud (127)",589,126,34,25,404
"Otras activ. serv.comun.soc y personales (128)",610,526,38,33,13
"Hogares privados con servicio doméstico (129)",537,537,,,
"Actividad economica no especificada (131)",695,545,61,51,38
,,,,,
"RURAL (132)",11494,8472,572,631,1819
"Agric., ganadería, caza y silvicultura (133)",7414,7150,197,40,27
"Pesca (134)",6,5,1,,
"Explotación de minas y canteras (135)",2008,130,82,304,1492
"Industrias manufactureras (136)",94,55,12,12,15
"Suministro de electricidad, gas y agua (137)",10,1,2,6,1
"Construcción (138)",275,98,85,73,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",266,236,18,6,6
"Venta, mant.y rep. veh.autom y motoc. (140)",43,25,7,5,6
"Comercio al por mayor (141)",9,9,,,
"Comercio al por menor (142)",214,202,11,1,
"Hoteles y restaurantes (143)",166,82,14,46,24
"Trans., almac. y comunicaciones (144)",356,269,22,24,41
"Intermediación financiera (145)",2,2,,,
"Activid.inmobil., empres. y alquileres (146)",108,39,12,39,18
"Admin.pub. y defensa; p. segur soc.afil (147)",97,,,,97
"Enseñanza (148)",144,37,65,23,19
"Servicios sociales y de salud (149)",50,12,5,,33
"Otras activ. serv.comun.soc y personales (150)",48,34,3,9,2
"Hogares privados con servicio doméstico (151)",77,77,,,
"Actividad economica no especificada (153)",373,245,54,49,25
"Hombres (154)",9445,6727,439,558,1721
"Agric., ganadería, caza y silvicultura (155)",6105,5889,155,34,27
"Pesca (156)",5,4,1,,
"Explotación de minas y canteras (157)",1946,126,77,288,1455
"Industrias manufactureras (158)",65,37,8,9,11
"Suministro de electricidad, gas y agua (159)",10,1,2,6,1
"Construcción (160)",262,96,79,68,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",141,114,16,5,6
"Venta, mant.y rep. veh.autom y motoc. (162)",40,23,7,4,6
"Comercio al por mayor (163)",3,3,,,
"Comercio al por menor (164)",98,88,9,1,
"Hoteles y restaurantes (165)",87,27,5,37,18
"Trans., almac. y comunicaciones (166)",350,265,22,23,40
"Activid.inmobil., empres. y alquileres (168)",89,28,8,35,18
"Admin.pub. y defensa; p. segur soc.afil (169)",78,,,,78
"Enseñanza (170)",70,10,35,12,13
"Servicios sociales y de salud (171)",26,9,4,,13
"Otras activ. serv.comun.soc y personales (172)",12,4,1,5,2
"Hogares privados con servicio doméstico (173)",15,15,,,
"Actividad economica no especificada (175)",184,102,26,36,20
"Mujeres (176)",2049,1745,133,73,98
"Agric., ganadería, caza y silvicultura (177)",1309,1261,42,6,
"Pesca (178)",1,1,,,
"Explotación de minas y canteras (179)",62,4,5,16,37
"Industrias manufactureras (180)",29,18,4,3,4
"Construcción (182)",13,2,6,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",125,122,2,1,
"Venta, mant.y rep. veh.autom y motoc. (184)",3,2,,1,
"Comercio al por mayor (185)",6,6,,,
"Comercio al por menor (186)",116,114,2,,
"Hoteles y restaurantes (187)",79,55,9,9,6
"Trans., almac. y comunicaciones (188)",6,4,,1,1
"Intermediación financiera (189)",2,2,,,
"Activid.inmobil., empres. y alquileres (190)",19,11,4,4,
"Admin.pub. y defensa; p. segur soc.afil (191)",19,,,,19
"Enseñanza (192)",74,27,30,11,6
"Servicios sociales y de salud (193)",24,3,1,,20
"Otras activ. serv.comun.soc y personales (194)",36,30,2,4,
"Hogares privados con servicio doméstico (195)",62,62,,,
"Actividad economica no especificada (197)",189,143,28,13,5
