"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",52,5,11,15,11,10
"Secundaria (034)",140,,80,37,21,2
"Superior no univ. incompleta (035)",23,,14,8,1,
"Superior no univ. completa (036)",29,,19,9,1,
"Superior univ. incompleta (037)",5,,1,4,,
"Superior univ. completa (038)",25,,14,9,1,1
"No PEA (040)",11436,4804,2357,1265,1246,1764
"Sin nivel (041)",703,86,36,85,132,364
"Educación inicial (042)",336,336,,,,
"Primaria (043)",5865,3502,221,408,635,1099
"Secundaria (044)",3542,880,1620,549,326,167
"Superior no univ. incompleta (045)",384,,279,68,23,14
"Superior no univ. completa (046)",242,,91,78,39,34
"Superior univ. incompleta (047)",149,,90,24,21,14
"Superior univ. completa (048)",215,,20,53,70,72
,,,,,,
"URBANA (060)",14010,3038,3124,3079,2606,2163
"Sin nivel (061)",514,40,26,86,96,266
"Educación inicial (062)",210,210,,,,
"Primaria (063)",5449,2160,223,591,1042,1433
"Secundaria (064)",5069,628,1932,1334,898,277
"Superior no univ. incompleta (065)",675,,368,189,94,24
"Superior no univ. completa (066)",877,,320,362,147,48
"Superior univ. incompleta (067)",309,,111,108,68,22
"Superior univ. completa (068)",907,,144,409,261,93
"PEA (070)",6803,104,1609,2248,1838,1004
"Sin nivel (071)",183,,12,51,46,74
"Educación inicial (072)",1,1,,,,
"Primaria (073)",1945,67,123,371,678,706
"Secundaria (074)",2647,36,874,937,659,141
"Superior no univ. incompleta (075)",382,,157,135,78,12
"Superior no univ. completa (076)",689,,256,296,114,23
"Superior univ. incompleta (077)",207,,55,87,55,10
"Superior univ. completa (078)",749,,132,371,208,38
"Ocupada (080)",6618,103,1516,2192,1816,991
"Sin nivel (081)",179,,11,49,45,74
"Educación inicial (082)",1,1,,,,
"Primaria (083)",1915,66,120,362,671,696
"Secundaria (084)",2561,36,821,917,648,139
"Superior no univ. incompleta (085)",367,,150,128,77,12
"Superior no univ. completa (086)",663,,239,288,113,23
"Superior univ. incompleta (087)",203,,54,84,55,10
"Superior univ. completa (088)",729,,121,364,207,37
"Desocupada (090)",185,1,93,56,22,13
"Sin nivel (091)",4,,1,2,1,
"Primaria (093)",30,1,3,9,7,10
"Secundaria (094)",86,,53,20,11,2
"Superior no univ. incompleta (095)",15,,7,7,1,
"Superior no univ. completa (096)",26,,17,8,1,
"Superior univ. incompleta (097)",4,,1,3,,
"Superior univ. completa (098)",20,,11,7,1,1
"No PEA (100)",7207,2934,1515,831,768,1159
"Sin nivel (101)",331,40,14,35,50,192
"Educación inicial (102)",209,209,,,,
"Primaria (103)",3504,2093,100,220,364,727
"Secundaria (104)",2422,592,1058,397,239,136
"Superior no univ. incompleta (105)",293,,211,54,16,12
"Superior no univ. completa (106)",188,,64,66,33,25
"Superior univ. incompleta (107)",102,,56,21,13,12
"Superior univ. completa (108)",158,,12,38,53,55
,,,,,,
"RURAL (120)",10468,1926,2628,2633,1993,1288
"Sin nivel (121)",664,50,41,116,179,278
"Educación inicial (122)",127,127,,,,
"Primaria (123)",4093,1446,349,622,855,821
"Secundaria (124)",3793,303,1586,1193,586,125
"Superior no univ. incompleta (125)",538,,221,210,96,11
"Superior no univ. completa (126)",567,,249,200,99,19
"Superior univ. incompleta (127)",215,,89,83,39,4
"Superior univ. completa (128)",471,,93,209,139,30
"PEA (130)",6239,56,1786,2199,1515,683
"Sin nivel (131)",292,4,19,66,97,106
"Primaria (133)",1732,37,228,434,584,449
"Secundaria (134)",2673,15,1024,1041,499,94
"Superior no univ. incompleta (135)",447,,153,196,89,9
"Superior no univ. completa (136)",513,,222,188,93,10
"Superior univ. incompleta (137)",168,,55,80,31,2
"Superior univ. completa (138)",414,,85,194,122,13
"Ocupada (140)",6146,52,1739,2171,1501,683
"Sin nivel (141)",292,4,19,66,97,106
"Primaria (143)",1710,33,220,428,580,449
"Secundaria (144)",2619,15,997,1024,489,94
"Superior no univ. incompleta (145)",439,,146,195,89,9
"Superior no univ. completa (146)",510,,220,187,93,10
"Superior univ. incompleta (147)",167,,55,79,31,2
"Superior univ. completa (148)",409,,82,192,122,13
"Desocupada (150)",93,4,47,28,14,
"Primaria (153)",22,4,8,6,4,
"Secundaria (154)",54,,27,17,10,
"Superior no univ. incompleta (155)",8,,7,1,,
"Superior no univ. completa (156)",3,,2,1,,
"Superior univ. incompleta (157)",1,,,1,,
"Superior univ. completa (158)",5,,3,2,,
"No PEA (160)",4229,1870,842,434,478,605
"Sin nivel (161)",372,46,22,50,82,172
"Educación inicial (162)",127,127,,,,
"Primaria (163)",2361,1409,121,188,271,372
"Secundaria (164)",1120,288,562,152,87,31
"Superior no univ. incompleta (165)",91,,68,14,7,2
"Superior no univ. completa (166)",54,,27,12,6,9
"Superior univ. incompleta (167)",47,,34,3,8,2
"Superior univ. completa (168)",57,,8,15,17,17
