"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Servicios sociales y de salud (039)",528,,95,220,181,32
"Otras activ. serv.comun.soc y personales (040)",1382,18,532,458,299,75
"Hogares privados con servicio doméstico (041)",86,5,36,20,20,5
"Actividad economica no especificada (043)",926,7,307,331,217,64
"Mujeres (045)",26497,201,8232,10366,6718,980
"Agric., ganadería, caza y silvicultura (046)",3956,55,1245,1398,993,265
"Pesca (047)",59,,21,18,20,
"Explotación de minas y canteras (048)",7,,3,4,,
"Industrias manufactureras (049)",1201,9,392,486,286,28
"Suministro de electricidad, gas y agua (050)",20,,5,12,2,1
"Construcción (051)",85,,39,32,13,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",7671,79,2076,2916,2191,409
"Venta, mant.y rep. veh.autom.y motoc. (053)",104,1,53,32,16,2
"Comercio al por mayor (054)",319,2,94,141,74,8
"Comercio al por menor (055)",7248,76,1929,2743,2101,399
"Hoteles y restaurantes (056)",2686,32,909,968,685,92
"Trans., almac. y comunicaciones (057)",477,,283,145,42,7
"Intermediación financiera (058)",201,,101,78,22,
"Activid.inmobil., empres. y alquileres (059)",1041,,457,417,159,8
"Admin.pub. y defensa; p. segur.soc.afil (060)",826,,286,341,196,3
"Enseñanza (061)",3189,,763,1515,885,26
"Servicios sociales y de salud (062)",1134,,256,563,305,10
"Otras activ. serv.comun.soc y personales (063)",1026,4,294,434,271,23
"Hogares privados con servicio doméstico (064)",2039,19,803,739,438,40
"Actividad economica no especificada (066)",879,3,299,300,210,67
,,,,,,
"URBANA (067)",67509,563,21329,24938,17488,3191
"Agric., ganadería, caza y silvicultura (068)",11602,176,3731,3668,3032,995
"Pesca (069)",1442,7,416,519,430,70
"Explotación de minas y canteras (070)",129,,49,57,22,1
"Industrias manufactureras (071)",5161,38,1814,1832,1251,226
"Suministro de electricidad, gas y agua (072)",151,2,40,71,37,1
"Construcción (073)",3895,14,1346,1442,966,127
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",15202,197,4351,5533,4187,934
"Venta, mant.y rep. veh.autom.y motoc. (075)",1375,6,527,468,316,58
"Comercio al por mayor (076)",918,7,332,379,178,22
"Comercio al por menor (077)",12909,184,3492,4686,3693,854
"Hoteles y restaurantes (078)",3846,51,1353,1308,983,151
"Trans., almac. y comunicaciones (079)",6436,14,2470,2412,1370,170
"Intermediación financiera (080)",459,,202,190,65,2
"Activid.inmobil., empres. y alquileres (081)",3928,12,1411,1602,820,83
"Admin.pub. y defensa; p. segur.soc.afil (082)",2307,,581,996,694,36
"Enseñanza (083)",5324,,1106,2369,1752,97
"Servicios sociales y de salud (084)",1615,,334,760,481,40
"Otras activ. serv.comun.soc y personales (085)",2350,22,802,869,560,97
"Hogares privados con servicio doméstico (086)",2007,22,776,721,443,45
"Actividad economica no especificada (088)",1655,8,547,589,395,116
"Hombres (089)",43245,388,13886,15372,11275,2324
"Agric., ganadería, caza y silvicultura (090)",9033,141,2952,2746,2375,819
"Pesca (091)",1386,7,397,502,410,70
"Explotación de minas y canteras (092)",124,,48,53,22,1
"Industrias manufactureras (093)",4011,30,1445,1360,977,199
"Suministro de electricidad, gas y agua (094)",132,2,35,59,36,
"Construcción (095)",3811,14,1307,1411,953,126
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",7818,120,2358,2730,2075,535
"Venta, mant.y rep. veh.autom.y motoc. (097)",1273,5,476,436,300,56
"Comercio al por mayor (098)",609,5,242,242,106,14
"Comercio al por menor (099)",5936,110,1640,2052,1669,465
"Hoteles y restaurantes (100)",1276,19,488,386,321,62
"Trans., almac. y comunicaciones (101)",5964,14,2189,2270,1328,163
"Intermediación financiera (102)",260,,103,112,43,2
"Activid.inmobil., empres. y alquileres (103)",2898,12,958,1192,661,75
"Admin.pub. y defensa; p. segur.soc.afil (104)",1500,,307,661,499,33
"Enseñanza (105)",2233,,385,895,881,72
"Servicios sociales y de salud (106)",513,,89,215,179,30
"Otras activ. serv.comun.soc y personales (107)",1350,18,516,450,292,74
"Hogares privados con servicio doméstico (108)",80,5,32,19,19,5
"Actividad economica no especificada (110)",856,6,277,311,204,58
"Mujeres (112)",24264,175,7443,9566,6213,867
"Agric., ganadería, caza y silvicultura (113)",2569,35,779,922,657,176
"Pesca (114)",56,,19,17,20,
"Explotación de minas y canteras (115)",5,,1,4,,
"Industrias manufactureras (116)",1150,8,369,472,274,27
"Suministro de electricidad, gas y agua (117)",19,,5,12,1,1
"Construcción (118)",84,,39,31,13,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",7384,77,1993,2803,2112,399
"Venta, mant.y rep. veh.autom.y motoc. (120)",102,1,51,32,16,2
"Comercio al por mayor (121)",309,2,90,137,72,8
"Comercio al por menor (122)",6973,74,1852,2634,2024,389
"Hoteles y restaurantes (123)",2570,32,865,922,662,89
"Trans., almac. y comunicaciones (124)",472,,281,142,42,7
"Intermediación financiera (125)",199,,99,78,22,
"Activid.inmobil., empres. y alquileres (126)",1030,,453,410,159,8
"Admin.pub. y defensa; p. segur.soc.afil (127)",807,,274,335,195,3
"Enseñanza (128)",3091,,721,1474,871,25
"Servicios sociales y de salud (129)",1102,,245,545,302,10
"Otras activ. serv.comun.soc y personales (130)",1000,4,286,419,268,23
"Hogares privados con servicio doméstico (131)",1927,17,744,702,424,40
"Actividad economica no especificada (133)",799,2,270,278,191,58
,,,,,,
"RURAL (134)",10252,117,3593,3263,2533,746
"Agric., ganadería, caza y silvicultura (135)",8086,106,2741,2484,2075,680
"Pesca (136)",21,,5,12,4,
"Explotación de minas y canteras (137)",33,,15,12,6,
"Industrias manufactureras (138)",201,2,77,65,50,7
"Suministro de electricidad, gas y agua (139)",8,,3,1,4,
"Construcción (140)",110,,49,30,25,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",546,4,183,198,138,23
"Venta, mant.y rep. veh.autom.y motoc. (142)",56,,27,17,11,1
"Comercio al por mayor (143)",23,,12,8,3,
"Comercio al por menor (144)",467,4,144,173,124,22
"Hoteles y restaurantes (145)",144,,55,53,30,6
"Trans., almac. y comunicaciones (146)",357,1,165,126,62,3
"Intermediación financiera (147)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (148)",161,,60,61,38,2
"Admin.pub. y defensa; p. segur.soc.afil (149)",47,,19,17,11,
"Enseñanza (150)",162,,56,77,28,1
"Servicios sociales y de salud (151)",47,,17,23,5,2
"Otras activ. serv.comun.soc y personales (152)",58,,24,23,10,1
"Hogares privados con servicio doméstico (153)",118,2,63,38,15,
"Actividad economica no especificada (155)",150,2,59,42,32,15
"Hombres (156)",8019,91,2804,2463,2028,633
"Agric., ganadería, caza y silvicultura (157)",6699,86,2275,2008,1739,591
"Pesca (158)",18,,3,11,4,
"Explotación de minas y canteras (159)",31,,13,12,6,
"Industrias manufactureras (160)",150,1,54,51,38,6
"Suministro de electricidad, gas y agua (161)",7,,3,1,3,
"Construcción (162)",109,,49,29,25,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",259,2,100,85,59,13
"Venta, mant.y rep. veh.autom.y motoc. (164)",54,,25,17,11,1
"Comercio al por mayor (165)",13,,8,4,1,
"Comercio al por menor (166)",192,2,67,64,47,12
"Hoteles y restaurantes (167)",28,,11,7,7,3
"Trans., almac. y comunicaciones (168)",352,1,163,123,62,3
"Intermediación financiera (169)",1,,,1,,
"Activid.inmobil., empres. y alquileres (170)",150,,56,54,38,2
"Admin.pub. y defensa; p. segur.soc.afil (171)",28,,7,11,10,
"Enseñanza (172)",64,,14,36,14,
"Servicios sociales y de salud (173)",15,,6,5,2,2
"Otras activ. serv.comun.soc y personales (174)",32,,16,8,7,1
"Hogares privados con servicio doméstico (175)",6,,4,1,1,
"Actividad economica no especificada (177)",70,1,30,20,13,6
"Mujeres (179)",2233,26,789,800,505,113
"Agric., ganadería, caza y silvicultura (180)",1387,20,466,476,336,89
"Pesca (181)",3,,2,1,,
"Explotación de minas y canteras (182)",2,,2,,,
"Industrias manufactureras (183)",51,1,23,14,12,1
"Suministro de electricidad, gas y agua (184)",1,,,,1,
"Construcción (185)",1,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",287,2,83,113,79,10
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,2,,,
"Comercio al por mayor (188)",10,,4,4,2,
"Comercio al por menor (189)",275,2,77,109,77,10
"Hoteles y restaurantes (190)",116,,44,46,23,3
"Trans., almac. y comunicaciones (191)",5,,2,3,,
"Intermediación financiera (192)",2,,2,,,
"Activid.inmobil., empres. y alquileres (193)",11,,4,7,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",19,,12,6,1,
"Enseñanza (195)",98,,42,41,14,1
"Servicios sociales y de salud (196)",32,,11,18,3,
"Otras activ. serv.comun.soc y personales (197)",26,,8,15,3,
"Hogares privados con servicio doméstico (198)",112,2,59,37,14,
"Actividad economica no especificada (200)",80,1,29,22,19,9
