"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 15 a 19 años (062)",67,,,,,,34,33
"De 20 a 24 años (063)",170,,,,,,101,69
"De 25 a 29 años (064)",220,,,,,8,134,78
"De 30 a 34 años (065)",206,,,,,29,130,47
"De 35 a 39 años (066)",248,,,,2,65,124,57
"De 40 a 44 años (067)",217,,,,7,75,83,52
"De 45 a 49 años (068)",171,,,,20,90,21,40
"De 50 y más años (069)",834,19,54,109,214,106,4,328
"PEA (070)",569,2,2,18,52,115,205,175
"De 15 a 19 años (072)",8,,,,,,2,6
"De 20 a 24 años (073)",44,,,,,,25,19
"De 25 a 29 años (074)",65,,,,,2,34,29
"De 30 a 34 años (075)",74,,,,,9,46,19
"De 35 a 39 años (076)",100,,,,,23,57,20
"De 40 a 44 años (077)",85,,,,4,30,34,17
"De 45 a 49 años (078)",55,,,,7,28,6,14
"De 50 y más años (079)",138,2,2,18,41,23,1,51
"Ocupada (080)",546,2,2,18,52,108,197,167
"De 15 a 19 años (082)",7,,,,,,2,5
"De 20 a 24 años (083)",39,,,,,,23,16
"De 25 a 29 años (084)",63,,,,,2,33,28
"De 30 a 34 años (085)",70,,,,,9,43,18
"De 35 a 39 años (086)",98,,,,,21,57,20
"De 40 a 44 años (087)",81,,,,4,29,32,16
"De 45 a 49 años (088)",52,,,,7,25,6,14
"De 50 y más años (089)",136,2,2,18,41,22,1,50
"Desocupada (090)",23,,,,,7,8,8
"De 15 a 19 años (092)",1,,,,,,,1
"De 20 a 24 años (093)",5,,,,,,2,3
"De 25 a 29 años (094)",2,,,,,,1,1
"De 30 a 34 años (095)",4,,,,,,3,1
"De 35 a 39 años (096)",2,,,,,2,,
"De 40 a 44 años (097)",4,,,,,1,2,1
"De 45 a 49 años (098)",3,,,,,3,,
"De 50 y más años (099)",2,,,,,1,,1
"No PEA (100)",1568,17,52,91,191,258,426,533
"De 12 a 14 años (101)",4,,,,,,,4
"De 15 a 19 años (102)",59,,,,,,32,27
"De 20 a 24 años (103)",126,,,,,,76,50
"De 25 a 29 años (104)",155,,,,,6,100,49
"De 30 a 34 años (105)",132,,,,,20,84,28
"De 35 a 39 años (106)",148,,,,2,42,67,37
"De 40 a 44 años (107)",132,,,,3,45,49,35
"De 45 a 49 años (108)",116,,,,13,62,15,26
"De 50 y más años (109)",696,17,52,91,173,83,3,277
,,,,,,,,
"RURAL (120)",4513,44,124,339,595,787,1553,1071
"De 12 a 14 años (121)",3,,,,,,,3
"De 15 a 19 años (122)",139,,,,,,86,53
"De 20 a 24 años (123)",395,,,,,,271,124
"De 25 a 29 años (124)",427,,,,,12,332,83
"De 30 a 34 años (125)",437,,,,,52,327,58
"De 35 a 39 años (126)",385,,,,5,93,247,40
"De 40 a 44 años (127)",397,,,,9,143,181,64
"De 45 a 49 años (128)",343,,,,42,161,90,50
"De 50 y más años (129)",1987,44,124,339,539,326,19,596
"PEA (130)",616,1,13,38,68,120,222,154
"De 15 a 19 años (132)",14,,,,,,8,6
"De 20 a 24 años (133)",63,,,,,,37,26
"De 25 a 29 años (134)",65,,,,,1,48,16
"De 30 a 34 años (135)",67,,,,,12,44,11
"De 35 a 39 años (136)",62,,,,1,17,40,4
"De 40 a 44 años (137)",64,,,,1,26,26,11
"De 45 a 49 años (138)",48,,,,4,21,16,7
"De 50 y más años (139)",233,1,13,38,62,43,3,73
"Ocupada (140)",607,1,13,38,68,118,219,150
"De 15 a 19 años (142)",13,,,,,,8,5
"De 20 a 24 años (143)",62,,,,,,37,25
"De 25 a 29 años (144)",63,,,,,1,47,15
"De 30 a 34 años (145)",65,,,,,12,43,10
"De 35 a 39 años (146)",62,,,,1,17,40,4
"De 40 a 44 años (147)",61,,,,1,24,25,11
"De 45 a 49 años (148)",48,,,,4,21,16,7
"De 50 y más años (149)",233,1,13,38,62,43,3,73
"Desocupada (150)",9,,,,,2,3,4
"De 15 a 19 años (152)",1,,,,,,,1
"De 20 a 24 años (153)",1,,,,,,,1
"De 25 a 29 años (154)",2,,,,,,1,1
"De 30 a 34 años (155)",2,,,,,,1,1
"De 40 a 44 años (157)",3,,,,,2,1,
"No PEA (160)",3897,43,111,301,527,667,1331,917
"De 12 a 14 años (161)",3,,,,,,,3
"De 15 a 19 años (162)",125,,,,,,78,47
"De 20 a 24 años (163)",332,,,,,,234,98
"De 25 a 29 años (164)",362,,,,,11,284,67
"De 30 a 34 años (165)",370,,,,,40,283,47
"De 35 a 39 años (166)",323,,,,4,76,207,36
"De 40 a 44 años (167)",333,,,,8,117,155,53
"De 45 a 49 años (168)",295,,,,38,140,74,43
"De 50 y más años (169)",1754,43,111,301,477,283,16,523
