"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",7,16,13,,81.3,,
"De 50 y más años (039)",10,49,43,,87.8,,
"No PEA (040)",13771,38371,32432,577,84.5,1.5,
"De 12 a 14 años (041)",1497,4,3,,75,,
"De 15 a 19 años (042)",1896,232,223,69,96.1,29.7,
"De 20 a 24 años (043)",1463,1222,1195,176,97.8,14.4,
"De 25 a 29 años (044)",1232,1966,1892,117,96.2,6,
"De 30 a 34 años (045)",1108,2691,2560,103,95.1,3.8,
"De 35 a 39 años (046)",1074,3435,3198,80,93.1,2.3,
"De 40 a 44 años (047)",915,3725,3348,27,89.9,0.7,
"De 45 a 49 años (048)",797,3806,3334,5,87.6,0.1,
"De 50 y más años (049)",3789,21290,16679,,78.3,,
,,,,,,,
"URBANA (060)",5966,14310,12736,227,89,1.6,
"De 12 a 14 años (061)",472,2,1,,50,,
"De 15 a 19 años (062)",738,70,68,21,97.1,30,
"De 20 a 24 años (063)",668,440,433,70,98.4,15.9,
"De 25 a 29 años (064)",593,727,710,42,97.7,5.8,
"De 30 a 34 años (065)",552,1094,1060,51,96.9,4.7,
"De 35 a 39 años (066)",526,1430,1382,34,96.6,2.4,
"De 40 a 44 años (067)",447,1430,1333,7,93.2,0.5,
"De 45 a 49 años (068)",380,1410,1297,2,92,0.1,
"De 50 y más años (069)",1590,7707,6452,,83.7,,
"PEA (070)",1868,4313,3942,68,91.4,1.6,
"De 12 a 14 años (071)",23,,,,,,
"De 15 a 19 años (072)",157,19,19,5,100,26.3,
"De 20 a 24 años (073)",219,122,121,15,99.2,12.3,
"De 25 a 29 años (074)",232,229,226,13,98.7,5.7,
"De 30 a 34 años (075)",247,411,399,20,97.1,4.9,
"De 35 a 39 años (076)",212,504,492,12,97.6,2.4,
"De 40 a 44 años (077)",199,556,523,2,94.1,0.4,
"De 45 a 49 años (078)",152,510,472,1,92.5,0.2,
"De 50 y más años (079)",427,1962,1690,,86.1,,
"Ocupada (080)",1804,4241,3873,67,91.3,1.6,
"De 12 a 14 años (081)",23,,,,,,
"De 15 a 19 años (082)",151,19,19,5,100,26.3,
"De 20 a 24 años (083)",203,113,112,15,99.1,13.3,
"De 25 a 29 años (084)",217,217,214,13,98.6,6,
"De 30 a 34 años (085)",234,396,385,20,97.2,5.1,
"De 35 a 39 años (086)",206,493,481,11,97.6,2.2,
"De 40 a 44 años (087)",196,551,518,2,94,0.4,
"De 45 a 49 años (088)",152,510,472,1,92.5,0.2,
"De 50 y más años (089)",422,1942,1672,,86.1,,
"Desocupada (090)",64,72,69,1,95.8,1.4,
"De 15 a 19 años (092)",6,,,,,,
"De 20 a 24 años (093)",16,9,9,,100,,
"De 25 a 29 años (094)",15,12,12,,100,,
"De 30 a 34 años (095)",13,15,14,,93.3,,
"De 35 a 39 años (096)",6,11,11,1,100,9.1,
"De 40 a 44 años (097)",3,5,5,,100,,
"De 50 y más años (099)",5,20,18,,90,,
"No PEA (100)",4098,9997,8794,159,88,1.6,
"De 12 a 14 años (101)",449,2,1,,50,,
"De 15 a 19 años (102)",581,51,49,16,96.1,31.4,
"De 20 a 24 años (103)",449,318,312,55,98.1,17.3,
"De 25 a 29 años (104)",361,498,484,29,97.2,5.8,
"De 30 a 34 años (105)",305,683,661,31,96.8,4.5,
"De 35 a 39 años (106)",314,926,890,22,96.1,2.4,
"De 40 a 44 años (107)",248,874,810,5,92.7,0.6,
"De 45 a 49 años (108)",228,900,825,1,91.7,0.1,
"De 50 y más años (109)",1163,5745,4762,,82.9,,
,,,,,,,
"RURAL (120)",11321,32311,27067,479,83.8,1.5,
"De 12 a 14 años (121)",1087,2,2,,100,,
"De 15 a 19 años (122)",1538,200,193,58,96.5,29,
"De 20 a 24 años (123)",1236,1016,993,137,97.7,13.5,
"De 25 a 29 años (124)",1060,1673,1609,95,96.2,5.7,
"De 30 a 34 años (125)",971,2346,2225,87,94.8,3.7,
"De 35 a 39 años (126)",926,2936,2711,67,92.3,2.3,
"De 40 a 44 años (127)",809,3310,2957,31,89.3,0.9,
"De 45 a 49 años (128)",710,3457,3005,4,86.9,0.1,
"De 50 y más años (129)",2984,17371,13372,,77,,
"PEA (130)",1648,3937,3429,62,87.1,1.6,
"De 12 a 14 años (131)",39,,,,,,
"De 15 a 19 años (132)",223,19,19,5,100,26.3,
"De 20 a 24 años (133)",222,112,110,16,98.2,14.3,
"De 25 a 29 años (134)",189,205,201,8,98,3.9,
"De 30 a 34 años (135)",168,338,326,15,96.4,4.4,
"De 35 a 39 años (136)",166,427,403,9,94.4,2.1,
"De 40 a 44 años (137)",142,459,419,9,91.3,2,
"De 45 a 49 años (138)",141,551,496,,90,,
"De 50 y más años (139)",358,1826,1455,,79.7,,
"Ocupada (140)",1538,3839,3341,59,87,1.5,
"De 12 a 14 años (141)",34,,,,,,
"De 15 a 19 años (142)",189,16,16,5,100,31.3,
"De 20 a 24 años (143)",199,110,108,16,98.2,14.5,
"De 25 a 29 años (144)",176,197,193,7,98,3.6,
"De 30 a 34 años (145)",155,324,312,13,96.3,4,
"De 35 a 39 años (146)",160,414,391,9,94.4,2.2,
"De 40 a 44 años (147)",138,446,408,9,91.5,2,
"De 45 a 49 años (148)",134,535,483,,90.3,,
"De 50 y más años (149)",353,1797,1430,,79.6,,
"Desocupada (150)",110,98,88,3,89.8,3.1,
"De 12 a 14 años (151)",5,,,,,,
"De 15 a 19 años (152)",34,3,3,,100,,
"De 20 a 24 años (153)",23,2,2,,100,,
"De 25 a 29 años (154)",13,8,8,1,100,12.5,
"De 30 a 34 años (155)",13,14,14,2,100,14.3,
"De 35 a 39 años (156)",6,13,12,,92.3,,
"De 40 a 44 años (157)",4,13,11,,84.6,,
"De 45 a 49 años (158)",7,16,13,,81.3,,
"De 50 y más años (159)",5,29,25,,86.2,,
"No PEA (160)",9673,28374,23638,417,83.3,1.5,
"De 12 a 14 años (161)",1048,2,2,,100,,
"De 15 a 19 años (162)",1315,181,174,53,96.1,29.3,
"De 20 a 24 años (163)",1014,904,883,121,97.7,13.4,
"De 25 a 29 años (164)",871,1468,1408,87,95.9,5.9,
"De 30 a 34 años (165)",803,2008,1899,72,94.6,3.6,
"De 35 a 39 años (166)",760,2509,2308,58,92,2.3,
"De 40 a 44 años (167)",667,2851,2538,22,89,0.8,
"De 45 a 49 años (168)",569,2906,2509,4,86.3,0.1,
"De 50 y más años (169)",2626,15545,11917,,76.7,,
