"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",176,163,8,2,3
"Educación inicial (062)",4,4,,,
"Primaria (063)",1295,1152,70,34,39
"Secundaria (064)",1797,1311,157,122,207
"Superior no univ. incompleta (065)",258,157,27,26,48
"Superior no univ. completa (066)",604,212,70,108,214
"Superior univ. incompleta (067)",134,69,16,9,40
"Superior univ. completa (068)",549,158,86,116,189
"De 06 a 14 años (070)",51,45,5,1,
"Educación inicial (072)",1,1,,,
"Primaria (073)",32,29,2,1,
"Secundaria (074)",18,15,3,,
"De 15 a 29 años (080)",1421,943,157,104,217
"Sin nivel (081)",13,13,,,
"Educación inicial (082)",1,1,,,
"Primaria (083)",142,117,15,6,4
"Secundaria (084)",797,592,77,57,71
"Superior no univ. incompleta (085)",110,68,13,12,17
"Superior no univ. completa (086)",175,74,23,9,69
"Superior univ. incompleta (087)",69,37,10,4,18
"Superior univ. completa (088)",114,41,19,16,38
"De 30 a 44 años (090)",1792,1118,167,200,307
"Sin nivel (091)",15,13,1,,1
"Educación inicial (092)",2,2,,,
"Primaria (093)",419,364,23,14,18
"Secundaria (094)",671,483,59,46,83
"Superior no univ. incompleta (095)",109,66,11,11,21
"Superior no univ. completa (096)",281,98,31,65,87
"Superior univ. incompleta (097)",39,20,4,4,11
"Superior univ. completa (098)",256,72,38,60,86
"De 45 a 64 años (100)",1285,872,97,111,205
"Sin nivel (101)",73,67,3,2,1
"Primaria (103)",563,508,28,13,14
"Secundaria (104)",282,195,18,18,51
"Superior no univ. incompleta (105)",37,22,3,3,9
"Superior no univ. completa (106)",134,30,15,34,55
"Superior univ. incompleta (107)",24,10,2,1,11
"Superior univ. completa (108)",172,40,28,40,64
"De 65 y más años (110)",268,248,8,1,11
"Sin nivel (111)",75,70,4,,1
"Primaria (113)",139,134,2,,3
"Secundaria (114)",29,26,,1,2
"Superior no univ. incompleta (115)",2,1,,,1
"Superior no univ. completa (116)",14,10,1,,3
"Superior univ. incompleta (117)",2,2,,,
"Superior univ. completa (118)",7,5,1,,1
,,,,,
"RURAL (120)",8968,7337,490,252,889
"Sin nivel (121)",748,714,30,1,3
"Educación inicial (122)",5,5,,,
"Primaria (123)",4161,3939,155,22,45
"Secundaria (124)",3082,2240,170,139,533
"Superior no univ. incompleta (125)",293,154,42,34,63
"Superior no univ. completa (126)",353,151,46,31,125
"Superior univ. incompleta (127)",86,50,6,3,27
"Superior univ. completa (128)",240,84,41,22,93
"De 06 a 14 años (130)",74,62,10,,2
"Sin nivel (131)",7,3,4,,
"Primaria (133)",51,44,5,,2
"Secundaria (134)",16,15,1,,
"De 15 a 29 años (140)",2577,1954,156,87,380
"Sin nivel (141)",31,29,2,,
"Educación inicial (142)",4,4,,,
"Primaria (143)",749,704,32,6,7
"Secundaria (144)",1447,1052,82,54,259
"Superior no univ. incompleta (145)",121,62,15,16,28
"Superior no univ. completa (146)",139,62,14,11,52
"Superior univ. incompleta (147)",25,17,1,,7
"Superior univ. completa (148)",61,24,10,,27
"De 30 a 44 años (150)",2857,2149,178,124,406
"Sin nivel (151)",75,68,6,,1
"Educación inicial (152)",1,1,,,
"Primaria (153)",1205,1117,55,10,23
"Secundaria (154)",1138,783,58,72,225
"Superior no univ. incompleta (155)",118,56,15,16,31
"Superior no univ. completa (156)",154,63,21,11,59
"Superior univ. incompleta (157)",50,26,4,3,17
"Superior univ. completa (158)",116,35,19,12,50
"De 45 a 64 años (160)",2532,2266,129,41,96
"Sin nivel (161)",312,298,13,1,
"Primaria (163)",1596,1523,54,6,13
"Secundaria (164)",447,359,27,13,48
"Superior no univ. incompleta (165)",51,35,12,2,2
"Superior no univ. completa (166)",56,23,10,9,14
"Superior univ. incompleta (167)",11,7,1,,3
"Superior univ. completa (168)",59,21,12,10,16
"De 65 y más años (170)",928,906,17,,5
"Sin nivel (171)",323,316,5,,2
"Primaria (173)",560,551,9,,
"Secundaria (174)",34,31,2,,1
"Superior no univ. incompleta (175)",3,1,,,2
"Superior no univ. completa (176)",4,3,1,,
"Superior univ. completa (178)",4,4,,,
