"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 30 a 34 años (035)",52,99,98,4,99,4,
"De 35 a 39 años (036)",52,162,157,3,96.9,1.9,
"De 40 a 44 años (037)",42,143,139,,97.2,,
"De 45 a 49 años (038)",25,122,116,,95.1,,
"De 50 y más años (039)",37,178,158,,88.8,,
"No PEA (040)",38259,92693,84998,2254,91.7,2.4,
"De 12 a 14 años (041)",5657,55,50,8,90.9,14.5,
"De 15 a 19 años (042)",6823,1388,1361,374,98.1,26.9,
"De 20 a 24 años (043)",4646,5238,5119,614,97.7,11.7,
"De 25 a 29 años (044)",4206,8562,8335,531,97.3,6.2,
"De 30 a 34 años (045)",3294,9683,9345,348,96.5,3.6,
"De 35 a 39 años (046)",3089,11511,10951,265,95.1,2.3,
"De 40 a 44 años (047)",2533,11375,10687,99,94,0.9,
"De 45 a 49 años (048)",2041,10312,9545,15,92.6,0.1,
"De 50 y más años (049)",5970,34569,29605,,85.6,,
,,,,,,,
"URBANA (060)",34550,76048,71276,1548,93.7,2,
"De 12 a 14 años (061)",3639,38,33,2,86.8,5.3,
"De 15 a 19 años (062)",5302,786,770,206,98,26.2,
"De 20 a 24 años (063)",4343,3467,3390,391,97.8,11.3,
"De 25 a 29 años (064)",4051,6482,6346,369,97.9,5.7,
"De 30 a 34 años (065)",3639,8563,8365,286,97.7,3.3,
"De 35 a 39 años (066)",3530,10624,10311,211,97.1,2,
"De 40 a 44 años (067)",2935,10717,10270,72,95.8,0.7,
"De 45 a 49 años (068)",2195,9255,8738,11,94.4,0.1,
"De 50 y más años (069)",4916,26116,23053,,88.3,,
"PEA (070)",12839,30743,29077,489,94.6,1.6,
"De 12 a 14 años (071)",172,4,4,1,100,25,
"De 15 a 19 años (072)",1049,223,216,56,96.9,25.1,
"De 20 a 24 años (073)",1785,1129,1100,97,97.4,8.6,
"De 25 a 29 años (074)",1773,2311,2272,113,98.3,4.9,
"De 30 a 34 años (075)",1792,3702,3604,103,97.4,2.8,
"De 35 a 39 años (076)",1832,5019,4878,84,97.2,1.7,
"De 40 a 44 años (077)",1564,5181,4960,31,95.7,0.6,
"De 45 a 49 años (078)",1121,4438,4195,4,94.5,0.1,
"De 50 y más años (079)",1751,8736,7848,,89.8,,
"Ocupada (080)",12320,29864,28235,459,94.5,1.5,
"De 12 a 14 años (081)",164,4,4,1,100,25,
"De 15 a 19 años (082)",970,206,199,50,96.6,24.3,
"De 20 a 24 años (083)",1637,1025,1001,87,97.7,8.5,
"De 25 a 29 años (084)",1677,2185,2148,105,98.3,4.8,
"De 30 a 34 años (085)",1746,3611,3514,100,97.3,2.8,
"De 35 a 39 años (086)",1784,4873,4735,81,97.2,1.7,
"De 40 a 44 años (087)",1524,5040,4823,31,95.7,0.6,
"De 45 a 49 años (088)",1098,4330,4093,4,94.5,0.1,
"De 50 y más años (089)",1720,8590,7718,,89.8,,
"Desocupada (090)",519,879,842,30,95.8,3.4,
"De 12 a 14 años (091)",8,,,,,,
"De 15 a 19 años (092)",79,17,17,6,100,35.3,
"De 20 a 24 años (093)",148,104,99,10,95.2,9.6,
"De 25 a 29 años (094)",96,126,124,8,98.4,6.3,
"De 30 a 34 años (095)",46,91,90,3,98.9,3.3,
"De 35 a 39 años (096)",48,146,143,3,97.9,2.1,
"De 40 a 44 años (097)",40,141,137,,97.2,,
"De 45 a 49 años (098)",23,108,102,,94.4,,
"De 50 y más años (099)",31,146,130,,89,,
"No PEA (100)",21711,45305,42199,1059,93.1,2.3,
"De 12 a 14 años (101)",3467,34,29,1,85.3,2.9,
"De 15 a 19 años (102)",4253,563,554,150,98.4,26.6,
"De 20 a 24 años (103)",2558,2338,2290,294,97.9,12.6,
"De 25 a 29 años (104)",2278,4171,4074,256,97.7,6.1,
"De 30 a 34 años (105)",1847,4861,4761,183,97.9,3.8,
"De 35 a 39 años (106)",1698,5605,5433,127,96.9,2.3,
"De 40 a 44 años (107)",1371,5536,5310,41,95.9,0.7,
"De 45 a 49 años (108)",1074,4817,4543,7,94.3,0.1,
"De 50 y más años (109)",3165,17380,15205,,87.5,,
,,,,,,,
"RURAL (120)",21663,62800,56798,1458,90.4,2.3,
"De 12 a 14 años (121)",2334,24,24,8,100,33.3,
"De 15 a 19 años (122)",3200,1048,1026,269,97.9,25.7,
"De 20 a 24 años (123)",2804,3670,3582,388,97.6,10.6,
"De 25 a 29 años (124)",2596,5688,5510,340,96.9,6,
"De 30 a 34 años (125)",2024,6344,6057,202,95.5,3.2,
"De 35 a 39 años (126)",1973,8055,7543,170,93.6,2.1,
"De 40 a 44 años (127)",1690,8213,7552,70,92,0.9,
"De 45 a 49 años (128)",1362,7504,6858,11,91.4,0.1,
"De 50 y más años (129)",3680,22254,18646,,83.8,,
"PEA (130)",5115,15412,13999,263,90.8,1.7,
"De 12 a 14 años (131)",144,3,3,1,100,33.3,
"De 15 a 19 años (132)",630,223,219,45,98.2,20.2,
"De 20 a 24 años (133)",716,770,753,68,97.8,8.8,
"De 25 a 29 años (134)",668,1297,1249,65,96.3,5,
"De 30 a 34 años (135)",577,1522,1473,37,96.8,2.4,
"De 35 a 39 años (136)",582,2149,2025,32,94.2,1.5,
"De 40 a 44 años (137)",528,2374,2175,12,91.6,0.5,
"De 45 a 49 años (138)",395,2009,1856,3,92.4,0.1,
"De 50 y más años (139)",875,5065,4246,,83.8,,
"Ocupada (140)",5001,15316,13909,258,90.8,1.7,
"De 12 a 14 años (141)",133,3,3,1,100,33.3,
"De 15 a 19 años (142)",591,216,212,44,98.1,20.4,
"De 20 a 24 años (143)",683,759,742,65,97.8,8.6,
"De 25 a 29 años (144)",657,1291,1243,65,96.3,5,
"De 30 a 34 años (145)",571,1514,1465,36,96.8,2.4,
"De 35 a 39 años (146)",578,2133,2011,32,94.3,1.5,
"De 40 a 44 años (147)",526,2372,2173,12,91.6,0.5,
"De 45 a 49 años (148)",393,1995,1842,3,92.3,0.2,
"De 50 y más años (149)",869,5033,4218,,83.8,,
"Desocupada (150)",114,96,90,5,93.8,5.2,
"De 12 a 14 años (151)",11,,,,,,
"De 15 a 19 años (152)",39,7,7,1,100,14.3,
"De 20 a 24 años (153)",33,11,11,3,100,27.3,
"De 25 a 29 años (154)",11,6,6,,100,,
"De 30 a 34 años (155)",6,8,8,1,100,12.5,
"De 35 a 39 años (156)",4,16,14,,87.5,,
"De 40 a 44 años (157)",2,2,2,,100,,
"De 45 a 49 años (158)",2,14,14,,100,,
"De 50 y más años (159)",6,32,28,,87.5,,
"No PEA (160)",16548,47388,42799,1195,90.3,2.5,
"De 12 a 14 años (161)",2190,21,21,7,100,33.3,
"De 15 a 19 años (162)",2570,825,807,224,97.8,27.2,
"De 20 a 24 años (163)",2088,2900,2829,320,97.6,11,
"De 25 a 29 años (164)",1928,4391,4261,275,97,6.3,
"De 30 a 34 años (165)",1447,4822,4584,165,95.1,3.4,
"De 35 a 39 años (166)",1391,5906,5518,138,93.4,2.3,
"De 40 a 44 años (167)",1162,5839,5377,58,92.1,1,
"De 45 a 49 años (168)",967,5495,5002,8,91,0.1,
"De 50 y más años (169)",2805,17189,14400,,83.8,,
