"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",2,7,7,,100,,
"De 50 y más años (039)",9,44,37,,84.1,,
"No PEA (040)",16893,51767,46264,1143,89.4,2.2,
"De 12 a 14 años (041)",2200,7,7,3,100,42.9,
"De 15 a 19 años (042)",2481,452,442,135,97.8,29.9,
"De 20 a 24 años (043)",1778,1988,1943,303,97.7,15.2,
"De 25 a 29 años (044)",1476,3250,3162,259,97.3,8,
"De 30 a 34 años (045)",1415,4494,4340,215,96.6,4.8,
"De 35 a 39 años (046)",1375,5815,5505,159,94.7,2.7,
"De 40 a 44 años (047)",1090,5322,5048,53,94.9,1,
"De 45 a 49 años (048)",926,5054,4654,16,92.1,0.3,
"De 50 y más años (049)",4152,25385,21163,,83.4,,
,,,,,,,
"URBANA (060)",7596,19112,17554,356,91.8,1.9,
"De 12 a 14 años (061)",836,,,,,,
"De 15 a 19 años (062)",1058,136,133,40,97.8,29.4,
"De 20 a 24 años (063)",830,684,672,89,98.2,13,
"De 25 a 29 años (064)",729,1176,1156,82,98.3,7,
"De 30 a 34 años (065)",739,1693,1655,75,97.8,4.4,
"De 35 a 39 años (066)",722,2330,2252,54,96.7,2.3,
"De 40 a 44 años (067)",548,2038,1971,12,96.7,0.6,
"De 45 a 49 años (068)",481,2122,1989,4,93.7,0.2,
"De 50 y más años (069)",1653,8933,7726,,86.5,,
"PEA (070)",1690,3875,3710,61,95.7,1.6,
"De 12 a 14 años (071)",16,,,,,,
"De 15 a 19 años (072)",109,12,12,2,100,16.7,
"De 20 a 24 años (073)",205,92,91,12,98.9,13,
"De 25 a 29 años (074)",217,242,240,11,99.2,4.5,
"De 30 a 34 años (075)",250,423,417,17,98.6,4,
"De 35 a 39 años (076)",257,677,669,15,98.8,2.2,
"De 40 a 44 años (077)",196,598,580,4,97,0.7,
"De 45 a 49 años (078)",160,589,564,,95.8,,
"De 50 y más años (079)",280,1242,1137,,91.5,,
"Ocupada (080)",1606,3797,3635,61,95.7,1.6,
"De 12 a 14 años (081)",15,,,,,,
"De 15 a 19 años (082)",90,12,12,2,100,16.7,
"De 20 a 24 años (083)",183,88,87,12,98.9,13.6,
"De 25 a 29 años (084)",206,236,234,11,99.2,4.7,
"De 30 a 34 años (085)",243,412,406,17,98.5,4.1,
"De 35 a 39 años (086)",241,645,638,15,98.9,2.3,
"De 40 a 44 años (087)",193,591,573,4,97,0.7,
"De 45 a 49 años (088)",159,586,561,,95.7,,
"De 50 y más años (089)",276,1227,1124,,91.6,,
"Desocupada (090)",84,78,75,,96.2,,
"De 12 a 14 años (091)",1,,,,,,
"De 15 a 19 años (092)",19,,,,,,
"De 20 a 24 años (093)",22,4,4,,100,,
"De 25 a 29 años (094)",11,6,6,,100,,
"De 30 a 34 años (095)",7,11,11,,100,,
"De 35 a 39 años (096)",16,32,31,,96.9,,
"De 40 a 44 años (097)",3,7,7,,100,,
"De 45 a 49 años (098)",1,3,3,,100,,
"De 50 y más años (099)",4,15,13,,86.7,,
"No PEA (100)",5906,15237,13844,295,90.9,1.9,
"De 12 a 14 años (101)",820,,,,,,
"De 15 a 19 años (102)",949,124,121,38,97.6,30.6,
"De 20 a 24 años (103)",625,592,581,77,98.1,13,
"De 25 a 29 años (104)",512,934,916,71,98.1,7.6,
"De 30 a 34 años (105)",489,1270,1238,58,97.5,4.6,
"De 35 a 39 años (106)",465,1653,1583,39,95.8,2.4,
"De 40 a 44 años (107)",352,1440,1391,8,96.6,0.6,
"De 45 a 49 años (108)",321,1533,1425,4,93,0.3,
"De 50 y más años (109)",1373,7691,6589,,85.7,,
,,,,,,,
"RURAL (120)",12180,39868,35474,923,89,2.3,
"De 12 a 14 años (121)",1407,8,8,3,100,37.5,
"De 15 a 19 años (122)",1692,355,348,103,98,29,
"De 20 a 24 años (123)",1354,1550,1513,239,97.6,15.4,
"De 25 a 29 años (124)",1120,2575,2497,213,97,8.3,
"De 30 a 34 años (125)",1055,3490,3362,168,96.3,4.8,
"De 35 a 39 años (126)",1023,4550,4298,130,94.5,2.9,
"De 40 a 44 años (127)",831,4332,4070,54,94,1.2,
"De 45 a 49 años (128)",683,3921,3604,13,91.9,0.3,
"De 50 y más años (129)",3015,19087,15774,,82.6,,
"PEA (130)",1193,3338,3054,76,91.5,2.3,
"De 12 a 14 años (131)",27,1,1,,100,,
"De 15 a 19 años (132)",160,27,27,6,100,22.2,
"De 20 a 24 años (133)",201,154,151,13,98.1,8.4,
"De 25 a 29 años (134)",156,259,251,25,96.9,9.7,
"De 30 a 34 años (135)",129,266,260,11,97.7,4.1,
"De 35 a 39 años (136)",113,388,376,10,96.9,2.6,
"De 40 a 44 años (137)",93,450,413,9,91.8,2,
"De 45 a 49 años (138)",78,400,375,2,93.8,0.5,
"De 50 y más años (139)",236,1393,1200,,86.1,,
"Ocupada (140)",1113,3258,2979,73,91.4,2.2,
"De 12 a 14 años (141)",23,1,1,,100,,
"De 15 a 19 años (142)",130,26,26,6,100,23.1,
"De 20 a 24 años (143)",181,142,139,12,97.9,8.5,
"De 25 a 29 años (144)",149,256,248,25,96.9,9.8,
"De 30 a 34 años (145)",122,252,246,10,97.6,4,
"De 35 a 39 años (146)",109,377,365,9,96.8,2.4,
"De 40 a 44 años (147)",91,444,407,9,91.7,2,
"De 45 a 49 años (148)",77,396,371,2,93.7,0.5,
"De 50 y más años (149)",231,1364,1176,,86.2,,
"Desocupada (150)",80,80,75,3,93.8,3.8,
"De 12 a 14 años (151)",4,,,,,,
"De 15 a 19 años (152)",30,1,1,,100,,
"De 20 a 24 años (153)",20,12,12,1,100,8.3,
"De 25 a 29 años (154)",7,3,3,,100,,
"De 30 a 34 años (155)",7,14,14,1,100,7.1,
"De 35 a 39 años (156)",4,11,11,1,100,9.1,
"De 40 a 44 años (157)",2,6,6,,100,,
"De 45 a 49 años (158)",1,4,4,,100,,
"De 50 y más años (159)",5,29,24,,82.8,,
"No PEA (160)",10987,36530,32420,847,88.7,2.3,
"De 12 a 14 años (161)",1380,7,7,3,100,42.9,
"De 15 a 19 años (162)",1532,328,321,97,97.9,29.6,
"De 20 a 24 años (163)",1153,1396,1362,226,97.6,16.2,
"De 25 a 29 años (164)",964,2316,2246,188,97,8.1,
"De 30 a 34 años (165)",926,3224,3102,157,96.2,4.9,
"De 35 a 39 años (166)",910,4162,3922,120,94.2,2.9,
"De 40 a 44 años (167)",738,3882,3657,45,94.2,1.2,
"De 45 a 49 años (168)",605,3521,3229,11,91.7,0.3,
"De 50 y más años (169)",2779,17694,14574,,82.4,,
