"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",12,12,,,
"Actividad economica no especificada (043)",448,191,79,110,68
"Mujeres (044)",4971,3721,438,393,419
"Agric., ganadería, caza y silvicultura (045)",406,367,16,10,13
"Pesca (046)",12,12,,,
"Explotación de minas y canteras (047)",75,20,11,23,21
"Industrias manufactureras (048)",206,157,22,19,8
"Suministro de electricidad, gas y agua (049)",3,,,2,1
"Construcción (050)",43,15,8,14,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1442,1382,49,9,2
"Venta, mant.y rep. veh.autom y motoc. (052)",28,28,,,
"Comercio al por mayor (053)",46,40,3,1,2
"Comercio al por menor (054)",1368,1314,46,8,
"Hoteles y restaurantes (055)",727,593,103,29,2
"Trans., almac. y comunicaciones (056)",116,86,11,14,5
"Intermediación financiera (057)",17,2,5,10,
"Activid.inmobil., empres. y alquileres (058)",266,146,46,51,23
"Admin.pub. y defensa; p. segur soc.afil (059)",138,,,,138
"Enseñanza (060)",429,83,118,176,52
"Servicios sociales y de salud (061)",178,44,4,7,123
"Otras activ. serv.comun.soc y personales (062)",427,391,20,9,7
"Hogares privados con servicio doméstico (063)",171,171,,,
"Actividad economica no especificada (065)",315,252,25,20,18
,,,,,
"URBANA (066)",16261,8499,1960,3030,2772
"Agric., ganadería, caza y silvicultura (067)",494,429,31,25,9
"Pesca (068)",27,24,1,1,1
"Explotación de minas y canteras (069)",3128,788,448,937,955
"Industrias manufactureras (070)",1548,583,129,624,212
"Suministro de electricidad, gas y agua (071)",68,11,,46,11
"Construcción (072)",1514,616,252,286,360
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2743,2362,182,133,66
"Venta, mant.y rep. veh.autom y motoc. (074)",455,239,70,88,58
"Comercio al por mayor (075)",88,70,6,4,8
"Comercio al por menor (076)",2200,2053,106,41,
"Hoteles y restaurantes (077)",1063,817,186,58,2
"Trans., almac. y comunicaciones (078)",1616,1073,164,188,191
"Intermediación financiera (079)",49,11,10,26,2
"Activid.inmobil., empres. y alquileres (080)",1085,441,218,259,167
"Admin.pub. y defensa; p. segur soc.afil (081)",431,,,,431
"Enseñanza (082)",695,123,177,287,108
"Servicios sociales y de salud (083)",244,63,13,11,157
"Otras activ. serv.comun.soc y personales (084)",668,564,55,35,14
"Hogares privados con servicio doméstico (085)",177,177,,,
"Actividad economica no especificada (087)",711,417,94,114,86
"Hombres (088)",11792,5211,1547,2658,2376
"Agric., ganadería, caza y silvicultura (089)",388,333,26,22,7
"Pesca (090)",25,22,1,1,1
"Explotación de minas y canteras (091)",3063,771,439,917,936
"Industrias manufactureras (092)",1347,430,108,605,204
"Suministro de electricidad, gas y agua (093)",65,11,,44,10
"Construcción (094)",1473,601,244,274,354
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1358,1037,133,124,64
"Venta, mant.y rep. veh.autom y motoc. (096)",434,218,70,88,58
"Comercio al por mayor (097)",42,30,3,3,6
"Comercio al por menor (098)",882,789,60,33,
"Hoteles y restaurantes (099)",385,268,87,30,
"Trans., almac. y comunicaciones (100)",1502,987,153,175,187
"Intermediación financiera (101)",32,9,5,16,2
"Activid.inmobil., empres. y alquileres (102)",833,303,174,211,145
"Admin.pub. y defensa; p. segur soc.afil (103)",297,,,,297
"Enseñanza (104)",271,43,61,111,56
"Servicios sociales y de salud (105)",71,20,9,4,38
"Otras activ. serv.comun.soc y personales (106)",254,185,36,26,7
"Hogares privados con servicio doméstico (107)",11,11,,,
"Actividad economica no especificada (109)",417,180,71,98,68
"Mujeres (110)",4469,3288,413,372,396
"Agric., ganadería, caza y silvicultura (111)",106,96,5,3,2
"Pesca (112)",2,2,,,
"Explotación de minas y canteras (113)",65,17,9,20,19
"Industrias manufactureras (114)",201,153,21,19,8
"Suministro de electricidad, gas y agua (115)",3,,,2,1
"Construcción (116)",41,15,8,12,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1385,1325,49,9,2
"Venta, mant.y rep. veh.autom y motoc. (118)",21,21,,,
"Comercio al por mayor (119)",46,40,3,1,2
"Comercio al por menor (120)",1318,1264,46,8,
"Hoteles y restaurantes (121)",678,549,99,28,2
"Trans., almac. y comunicaciones (122)",114,86,11,13,4
"Intermediación financiera (123)",17,2,5,10,
"Activid.inmobil., empres. y alquileres (124)",252,138,44,48,22
"Admin.pub. y defensa; p. segur soc.afil (125)",134,,,,134
"Enseñanza (126)",424,80,116,176,52
"Servicios sociales y de salud (127)",173,43,4,7,119
"Otras activ. serv.comun.soc y personales (128)",414,379,19,9,7
"Hogares privados con servicio doméstico (129)",166,166,,,
"Actividad economica no especificada (131)",294,237,23,16,18
,,,,,
"RURAL (132)",2535,1586,273,411,265
"Agric., ganadería, caza y silvicultura (133)",969,863,41,23,42
"Pesca (134)",42,41,,1,
"Explotación de minas y canteras (135)",748,261,118,222,147
"Industrias manufactureras (136)",39,25,8,4,2
"Suministro de electricidad, gas y agua (137)",32,,1,31,
"Construcción (138)",105,44,14,42,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",151,120,20,7,4
"Venta, mant.y rep. veh.autom y motoc. (140)",46,30,13,1,2
"Comercio al por mayor (141)",7,2,2,1,2
"Comercio al por menor (142)",98,88,5,5,
"Hoteles y restaurantes (143)",77,68,6,1,2
"Trans., almac. y comunicaciones (144)",122,55,19,24,24
"Activid.inmobil., empres. y alquileres (146)",109,42,26,36,5
"Admin.pub. y defensa; p. segur soc.afil (147)",28,,,,28
"Enseñanza (148)",14,4,8,2,
"Servicios sociales y de salud (149)",8,2,,,6
"Otras activ. serv.comun.soc y personales (150)",33,29,2,2,
"Hogares privados con servicio doméstico (151)",6,6,,,
"Actividad economica no especificada (153)",52,26,10,16,
"Hombres (154)",2033,1153,248,390,242
"Agric., ganadería, caza y silvicultura (155)",669,592,30,16,31
"Pesca (156)",32,31,,1,
"Explotación de minas y canteras (157)",738,258,116,219,145
"Industrias manufactureras (158)",34,21,7,4,2
"Suministro de electricidad, gas y agua (159)",32,,1,31,
"Construcción (160)",103,44,14,40,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",94,63,20,7,4
"Venta, mant.y rep. veh.autom y motoc. (162)",39,23,13,1,2
"Comercio al por mayor (163)",7,2,2,1,2
"Comercio al por menor (164)",48,38,5,5,
"Hoteles y restaurantes (165)",28,24,2,,2
"Trans., almac. y comunicaciones (166)",120,55,19,23,23
"Activid.inmobil., empres. y alquileres (168)",95,34,24,33,4
"Admin.pub. y defensa; p. segur soc.afil (169)",24,,,,24
"Enseñanza (170)",9,1,6,2,
"Servicios sociales y de salud (171)",3,1,,,2
"Otras activ. serv.comun.soc y personales (172)",20,17,1,2,
"Hogares privados con servicio doméstico (173)",1,1,,,
"Actividad economica no especificada (175)",31,11,8,12,
"Mujeres (176)",502,433,25,21,23
"Agric., ganadería, caza y silvicultura (177)",300,271,11,7,11
"Pesca (178)",10,10,,,
"Explotación de minas y canteras (179)",10,3,2,3,2
"Industrias manufactureras (180)",5,4,1,,
"Construcción (182)",2,,,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",57,57,,,
"Venta, mant.y rep. veh.autom y motoc. (184)",7,7,,,
"Comercio al por menor (186)",50,50,,,
"Hoteles y restaurantes (187)",49,44,4,1,
"Trans., almac. y comunicaciones (188)",2,,,1,1
"Activid.inmobil., empres. y alquileres (190)",14,8,2,3,1
"Admin.pub. y defensa; p. segur soc.afil (191)",4,,,,4
"Enseñanza (192)",5,3,2,,
"Servicios sociales y de salud (193)",5,1,,,4
"Otras activ. serv.comun.soc y personales (194)",13,12,1,,
"Hogares privados con servicio doméstico (195)",5,5,,,
"Actividad economica no especificada (197)",21,15,2,4,
