"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1104,,,,,488,366,229,21
"Superior univ. incompleto (037)",837,,,,127,378,126,193,13
"Superior univ. completo (038)",947,,,,,253,290,366,38
"Hombres (040)",13743,614,1558,1914,1532,2359,2062,2863,841
"Sin nivel (041)",1009,614,96,5,11,24,35,95,129
"Educación inicial (042)",402,,384,8,,5,5,,
"Primaria (043)",4778,,1078,1228,138,312,451,1044,527
"Secundaria (044)",5332,,,673,1234,1220,988,1090,127
"Superior no univ. incompleto (045)",540,,,,85,238,115,98,4
"Superior no univ. completo (046)",628,,,,,253,217,144,14
"Superior univ. incompleto (047)",496,,,,64,191,86,143,12
"Superior univ. completo (048)",558,,,,,116,165,249,28
"Mujeres (050)",13542,631,1516,1711,1494,2365,1981,2735,1109
"Sin nivel (051)",2249,631,114,5,5,100,173,593,628
"Educación inicial (052)",361,,338,11,3,5,4,,
"Primaria (053)",5161,,1064,1091,178,518,729,1182,399
"Secundaria (054)",4071,,,604,1142,938,671,654,62
"Superior no univ. incompleto (055)",494,,,,103,245,90,54,2
"Superior no univ. completo (056)",476,,,,,235,149,85,7
"Superior univ. incompleto (057)",341,,,,63,187,40,50,1
"Superior univ. completo (058)",389,,,,,137,125,117,10
,,,,,,,,,
"RURAL (060)",49145,3029,7644,7513,4786,7502,6102,9357,3212
"Sin nivel (061)",12342,3029,1054,65,123,840,1348,3645,2238
"Educación inicial (062)",1509,,1446,9,4,24,26,,
"Primaria (063)",26303,,5144,6074,1791,3921,3670,4805,898
"Secundaria (064)",7771,,,1365,2692,2075,849,731,59
"Superior no univ. incompleto (065)",492,,,,145,277,39,28,3
"Superior no univ. completo (066)",287,,,,,177,67,40,3
"Superior univ. incompleto (067)",214,,,,31,121,20,42,
"Superior univ. completo (068)",227,,,,,67,83,66,11
"Hombres (070)",24745,1495,3860,3914,2560,3795,3086,4643,1392
"Sin nivel (071)",3781,1495,521,32,27,123,243,717,623
"Educación inicial (072)",762,,744,6,2,6,4,,
"Primaria (073)",14160,,2595,3068,729,1780,2073,3201,714
"Secundaria (074)",5191,,,808,1690,1452,620,577,44
"Superior no univ. incompleto (075)",344,,,,92,199,27,23,3
"Superior no univ. completo (076)",185,,,,,102,48,34,1
"Superior univ. incompleto (077)",168,,,,20,96,14,38,
"Superior univ. completo (078)",154,,,,,37,57,53,7
"Mujeres (080)",24400,1534,3784,3599,2226,3707,3016,4714,1820
"Sin nivel (081)",8561,1534,533,33,96,717,1105,2928,1615
"Educación inicial (082)",747,,702,3,2,18,22,,
"Primaria (083)",12143,,2549,3006,1062,2141,1597,1604,184
"Secundaria (084)",2580,,,557,1002,623,229,154,15
"Superior no univ. incompleto (085)",148,,,,53,78,12,5,
"Superior no univ. completo (086)",102,,,,,75,19,6,2
"Superior univ. incompleto (087)",46,,,,11,25,6,4,
"Superior univ. completo (088)",73,,,,,30,26,13,4
