"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",1632,1541,71,10,10
"Educación inicial (062)",34,32,2,,
"Primaria (063)",4593,4234,274,40,45
"Secundaria (064)",4119,3643,277,55,144
"Superior no univ. incompleta (065)",348,238,40,29,41
"Superior no univ. completa (066)",653,272,101,117,163
"Superior univ. incompleta (067)",208,115,26,19,48
"Superior univ. completa (068)",617,204,114,112,187
"De 06 a 14 años (070)",448,395,44,5,4
"Sin nivel (071)",27,21,6,,
"Educación inicial (072)",9,8,1,,
"Primaria (073)",306,269,30,4,3
"Secundaria (074)",106,97,7,1,1
"De 15 a 29 años (080)",4267,3592,359,126,190
"Sin nivel (081)",126,118,7,1,
"Educación inicial (082)",11,10,1,,
"Primaria (083)",1164,1049,88,14,13
"Secundaria (084)",2351,2095,169,35,52
"Superior no univ. incompleta (085)",151,103,22,10,16
"Superior no univ. completa (086)",220,113,29,30,48
"Superior univ. incompleta (087)",87,53,12,8,14
"Superior univ. completa (088)",157,51,31,28,47
"De 30 a 44 años (090)",4413,3567,339,192,315
"Sin nivel (091)",508,480,20,5,3
"Educación inicial (092)",14,14,,,
"Primaria (093)",1780,1651,103,14,12
"Secundaria (094)",1192,1043,79,12,58
"Superior no univ. incompleta (095)",156,106,14,18,18
"Superior no univ. completa (096)",347,130,53,71,93
"Superior univ. incompleta (097)",81,39,8,10,24
"Superior univ. completa (098)",335,104,62,62,107
"De 45 a 64 años (100)",2542,2216,147,58,121
"Sin nivel (101)",707,667,31,4,5
"Primaria (103)",1122,1050,49,8,15
"Secundaria (104)",433,378,20,6,29
"Superior no univ. incompleta (105)",40,28,4,1,7
"Superior no univ. completa (106)",84,27,19,16,22
"Superior univ. incompleta (107)",39,22,6,1,10
"Superior univ. completa (108)",117,44,18,22,33
"De 65 y más años (110)",534,509,16,1,8
"Sin nivel (111)",264,255,7,,2
"Primaria (113)",221,215,4,,2
"Secundaria (114)",37,30,2,1,4
"Superior no univ. incompleta (115)",1,1,,,
"Superior no univ. completa (116)",2,2,,,
"Superior univ. incompleta (117)",1,1,,,
"Superior univ. completa (118)",8,5,3,,
,,,,,
"RURAL (120)",14354,13329,530,116,379
"Sin nivel (121)",2709,2645,52,8,4
"Educación inicial (122)",24,24,,,
"Primaria (123)",7141,6815,237,40,49
"Secundaria (124)",3805,3534,156,30,85
"Superior no univ. incompleta (125)",151,97,11,4,39
"Superior no univ. completa (126)",258,103,34,17,104
"Superior univ. incompleta (127)",58,35,1,3,19
"Superior univ. completa (128)",208,76,39,14,79
"De 06 a 14 años (130)",423,412,10,1,
"Sin nivel (131)",49,49,,,
"Educación inicial (132)",3,3,,,
"Primaria (133)",324,315,9,,
"Secundaria (134)",47,45,1,1,
"De 15 a 29 años (140)",5073,4683,219,41,130
"Sin nivel (141)",169,166,3,,
"Educación inicial (142)",8,8,,,
"Primaria (143)",2217,2106,83,13,15
"Secundaria (144)",2438,2280,111,19,28
"Superior no univ. incompleta (145)",61,42,3,2,14
"Superior no univ. completa (146)",92,41,7,1,43
"Superior univ. incompleta (147)",22,17,,2,3
"Superior univ. completa (148)",66,23,12,4,27
"De 30 a 44 años (150)",4710,4298,181,47,184
"Sin nivel (151)",734,716,14,3,1
"Educación inicial (152)",13,13,,,
"Primaria (153)",2615,2491,87,18,19
"Secundaria (154)",1017,932,32,8,45
"Superior no univ. incompleta (155)",69,40,6,2,21
"Superior no univ. completa (156)",130,48,22,10,50
"Superior univ. incompleta (157)",24,13,1,1,9
"Superior univ. completa (158)",108,45,19,5,39
"De 45 a 64 años (160)",3135,2948,99,26,62
"Sin nivel (161)",1139,1108,24,4,3
"Primaria (163)",1618,1547,49,9,13
"Secundaria (164)",279,254,11,2,12
"Superior no univ. incompleta (165)",19,13,2,,4
"Superior no univ. completa (166)",36,14,5,6,11
"Superior univ. incompleta (167)",12,5,,,7
"Superior univ. completa (168)",32,7,8,5,12
"De 65 y más años (170)",1013,988,21,1,3
"Sin nivel (171)",618,606,11,1,
"Primaria (173)",367,356,9,,2
"Secundaria (174)",24,23,1,,
"Superior no univ. incompleta (175)",2,2,,,
"Superior univ. completa (178)",2,1,,,1
