"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Enseñanza (038)",4068,,484,2137,1406,41
"Servicios sociales y de salud (039)",734,,161,325,232,16
"Otras activ. serv.comun.soc y personales (040)",925,48,422,275,152,28
"Hogares privados con servicio doméstico (041)",134,17,84,17,11,5
"Actividad economica no especificada (043)",1080,8,402,374,250,46
"Mujeres (045)",37801,555,13052,14475,8322,1397
"Agric., ganadería, caza y silvicultura (046)",3548,70,800,980,1184,514
"Pesca (047)",1,,1,,,
"Explotación de minas y canteras (048)",61,1,22,26,11,1
"Industrias manufactureras (049)",4816,93,2087,1557,910,169
"Suministro de electricidad, gas y agua (050)",19,,6,12,1,
"Construcción (051)",153,4,64,57,24,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",15380,196,4606,6290,3789,499
"Venta, mant.y rep. veh.autom.y motoc. (053)",336,2,157,127,45,5
"Comercio al por mayor (054)",719,7,241,290,160,21
"Comercio al por menor (055)",14325,187,4208,5873,3584,473
"Hoteles y restaurantes (056)",3642,90,1309,1316,829,98
"Trans., almac. y comunicaciones (057)",819,18,529,206,63,3
"Intermediación financiera (058)",199,,113,73,13,
"Activid.inmobil., empres. y alquileres (059)",813,1,449,275,86,2
"Admin.pub. y defensa; p. segur.soc.afil (060)",683,,325,260,94,4
"Enseñanza (061)",2986,,648,1756,570,12
"Servicios sociales y de salud (062)",1063,1,339,482,238,3
"Otras activ. serv.comun.soc y personales (063)",1160,23,532,427,158,20
"Hogares privados con servicio doméstico (064)",1145,53,717,253,105,17
"Actividad economica no especificada (066)",1313,5,505,505,247,51
,,,,,,
"URBANA (067)",81535,1103,28155,31792,18226,2259
"Agric., ganadería, caza y silvicultura (068)",2943,51,659,904,980,349
"Pesca (069)",19,,6,6,5,2
"Explotación de minas y canteras (070)",948,2,338,441,160,7
"Industrias manufactureras (071)",10450,202,4927,3281,1790,250
"Suministro de electricidad, gas y agua (072)",151,,40,72,38,1
"Construcción (073)",5413,41,1808,2161,1264,139
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",26042,417,8170,10163,6356,936
"Venta, mant.y rep. veh.autom.y motoc. (075)",2456,28,1145,844,403,36
"Comercio al por mayor (076)",1404,12,466,552,327,47
"Comercio al por menor (077)",22182,377,6559,8767,5626,853
"Hoteles y restaurantes (078)",4866,150,1795,1660,1118,143
"Trans., almac. y comunicaciones (079)",10343,84,3860,4075,2168,156
"Intermediación financiera (080)",436,,201,188,46,1
"Activid.inmobil., empres. y alquileres (081)",2916,2,1204,1229,451,30
"Admin.pub. y defensa; p. segur.soc.afil (082)",2652,,955,1141,536,20
"Enseñanza (083)",6924,,1089,3839,1945,51
"Servicios sociales y de salud (084)",1782,1,491,806,465,19
"Otras activ. serv.comun.soc y personales (085)",2051,71,942,691,301,46
"Hogares privados con servicio doméstico (086)",1249,69,781,263,115,21
"Actividad economica no especificada (088)",2350,13,889,872,488,88
"Hombres (089)",47389,625,16103,18317,10988,1356
"Agric., ganadería, caza y silvicultura (090)",1828,31,402,546,612,237
"Pesca (091)",18,,5,6,5,2
"Explotación de minas y canteras (092)",889,1,316,417,149,6
"Industrias manufactureras (093)",6440,128,3097,1969,1088,158
"Suministro de electricidad, gas y agua (094)",132,,34,60,37,1
"Construcción (095)",5268,37,1746,2109,1240,136
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",10843,224,3645,3933,2602,439
"Venta, mant.y rep. veh.autom.y motoc. (097)",2123,26,991,717,358,31
"Comercio al por mayor (098)",692,5,228,264,168,27
"Comercio al por menor (099)",8028,193,2426,2952,2076,381
"Hoteles y restaurantes (100)",1288,64,516,362,298,48
"Trans., almac. y comunicaciones (101)",9532,66,3338,3870,2105,153
"Intermediación financiera (102)",238,,88,115,34,1
"Activid.inmobil., empres. y alquileres (103)",2108,1,760,954,365,28
"Admin.pub. y defensa; p. segur.soc.afil (104)",1977,,635,884,442,16
"Enseñanza (105)",3993,,467,2108,1379,39
"Servicios sociales y de salud (106)",723,,156,324,227,16
"Otras activ. serv.comun.soc y personales (107)",913,48,420,270,147,28
"Hogares privados con servicio doméstico (108)",133,17,83,17,11,5
"Actividad economica no especificada (110)",1066,8,395,373,247,43
"Mujeres (112)",34146,478,12052,13475,7238,903
"Agric., ganadería, caza y silvicultura (113)",1115,20,257,358,368,112
"Pesca (114)",1,,1,,,
"Explotación de minas y canteras (115)",59,1,22,24,11,1
"Industrias manufactureras (116)",4010,74,1830,1312,702,92
"Suministro de electricidad, gas y agua (117)",19,,6,12,1,
"Construcción (118)",145,4,62,52,24,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",15199,193,4525,6230,3754,497
"Venta, mant.y rep. veh.autom.y motoc. (120)",333,2,154,127,45,5
"Comercio al por mayor (121)",712,7,238,288,159,20
"Comercio al por menor (122)",14154,184,4133,5815,3550,472
"Hoteles y restaurantes (123)",3578,86,1279,1298,820,95
"Trans., almac. y comunicaciones (124)",811,18,522,205,63,3
"Intermediación financiera (125)",198,,113,73,12,
"Activid.inmobil., empres. y alquileres (126)",808,1,444,275,86,2
"Admin.pub. y defensa; p. segur.soc.afil (127)",675,,320,257,94,4
"Enseñanza (128)",2931,,622,1731,566,12
"Servicios sociales y de salud (129)",1059,1,335,482,238,3
"Otras activ. serv.comun.soc y personales (130)",1138,23,522,421,154,18
"Hogares privados con servicio doméstico (131)",1116,52,698,246,104,16
"Actividad economica no especificada (133)",1284,5,494,499,241,45
,,,,,,
"RURAL (134)",8475,167,2378,2313,2458,1159
"Agric., ganadería, caza y silvicultura (135)",5005,98,1026,1189,1709,983
"Pesca (136)",2,,2,,,
"Explotación de minas y canteras (137)",104,,46,44,14,
"Industrias manufactureras (138)",1856,51,724,560,403,118
"Suministro de electricidad, gas y agua (139)",4,,1,1,2,
"Construcción (140)",348,1,116,125,90,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",374,7,155,125,71,16
"Venta, mant.y rep. veh.autom.y motoc. (142)",34,2,21,7,4,
"Comercio al por mayor (143)",28,,9,12,4,3
"Comercio al por menor (144)",312,5,125,106,63,13
"Hoteles y restaurantes (145)",86,8,39,20,14,5
"Trans., almac. y comunicaciones (146)",372,1,139,146,81,5
"Intermediación financiera (147)",1,,,,1,
"Activid.inmobil., empres. y alquileres (148)",28,,13,8,7,
"Admin.pub. y defensa; p. segur.soc.afil (149)",43,,15,15,11,2
"Enseñanza (150)",130,,43,54,31,2
"Servicios sociales y de salud (151)",15,,9,1,5,
"Otras activ. serv.comun.soc y personales (152)",34,,12,11,9,2
"Hogares privados con servicio doméstico (153)",30,1,20,7,1,1
"Actividad economica no especificada (155)",43,,18,7,9,9
"Hombres (156)",4820,90,1378,1313,1374,665
"Agric., ganadería, caza y silvicultura (157)",2572,48,483,567,893,581
"Pesca (158)",2,,2,,,
"Explotación de minas y canteras (159)",102,,46,42,14,
"Industrias manufactureras (160)",1050,32,467,315,195,41
"Suministro de electricidad, gas y agua (161)",4,,1,1,2,
"Construcción (162)",340,1,114,120,90,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",193,4,74,65,36,14
"Venta, mant.y rep. veh.autom.y motoc. (164)",31,2,18,7,4,
"Comercio al por mayor (165)",21,,6,10,3,2
"Comercio al por menor (166)",141,2,50,48,29,12
"Hoteles y restaurantes (167)",22,4,9,2,5,2
"Trans., almac. y comunicaciones (168)",364,1,132,145,81,5
"Activid.inmobil., empres. y alquileres (170)",23,,8,8,7,
"Admin.pub. y defensa; p. segur.soc.afil (171)",35,,10,12,11,2
"Enseñanza (172)",75,,17,29,27,2
"Servicios sociales y de salud (173)",11,,5,1,5,
"Otras activ. serv.comun.soc y personales (174)",12,,2,5,5,
"Hogares privados con servicio doméstico (175)",1,,1,,,
"Actividad economica no especificada (177)",14,,7,1,3,3
"Mujeres (179)",3655,77,1000,1000,1084,494
"Agric., ganadería, caza y silvicultura (180)",2433,50,543,622,816,402
"Explotación de minas y canteras (182)",2,,,2,,
"Industrias manufactureras (183)",806,19,257,245,208,77
"Construcción (185)",8,,2,5,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",181,3,81,60,35,2
"Venta, mant.y rep. veh.autom.y motoc. (187)",3,,3,,,
"Comercio al por mayor (188)",7,,3,2,1,1
"Comercio al por menor (189)",171,3,75,58,34,1
"Hoteles y restaurantes (190)",64,4,30,18,9,3
"Trans., almac. y comunicaciones (191)",8,,7,1,,
"Intermediación financiera (192)",1,,,,1,
"Activid.inmobil., empres. y alquileres (193)",5,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",8,,5,3,,
"Enseñanza (195)",55,,26,25,4,
"Servicios sociales y de salud (196)",4,,4,,,
"Otras activ. serv.comun.soc y personales (197)",22,,10,6,4,2
"Hogares privados con servicio doméstico (198)",29,1,19,7,1,1
"Actividad economica no especificada (200)",29,,11,6,6,6
