"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",314,285,22,6,1
,,,,,
"URBANA (036)",8795,6730,809,692,564
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",29,1,2,7,19
"Profes., científicos e intelectuales (038)",895,282,193,309,111
"Técnicos de nivel medio y trab. asimilados (039)",345,205,47,36,57
"Jefes y empleados de oficina (040)",213,37,21,47,108
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2038,1899,98,26,15
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1427,1294,129,3,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",620,564,27,24,5
"Obreros construc.,conf.,papel, fab., instr. (044)",1220,952,101,107,60
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1724,1322,171,119,112
"Otra (046)",70,,,,70
"Ocupación no especificada (047)",214,174,20,14,6
"Hombres (048)",5361,3955,555,425,426
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",24,,2,7,15
"Profes., científicos e intelectuales (050)",426,117,103,138,68
"Técnicos de nivel medio y trab. asimilados (051)",215,130,33,22,30
"Jefes y empleados de oficina (052)",128,23,10,23,72
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",655,588,36,21,10
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1224,1108,113,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",477,430,26,17,4
"Obreros construc.,conf.,papel, fab., instr. (056)",1049,791,97,101,60
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",977,679,121,85,92
"Otra (058)",69,,,,69
"Ocupación no especificada (059)",117,89,14,9,5
"Mujeres (060)",3434,2775,254,267,138
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,1,,,4
"Profes., científicos e intelectuales (062)",469,165,90,171,43
"Técnicos de nivel medio y trab. asimilados (063)",130,75,14,14,27
"Jefes y empleados de oficina (064)",85,14,11,24,36
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1383,1311,62,5,5
"Agricult.trabaj.calif.agrop.y pesqueros (066)",203,186,16,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",143,134,1,7,1
"Obreros construc.,conf.,papel, fab., instr. (068)",171,161,4,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",747,643,50,34,20
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",97,85,6,5,1
,,,,,
"RURAL (072)",12895,11277,1199,258,161
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,,2,,7
"Profes., científicos e intelectuales (074)",212,92,73,37,10
"Técnicos de nivel medio y trab. asimilados (075)",71,47,9,4,11
"Jefes y empleados de oficina (076)",37,9,4,6,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",396,345,28,13,10
"Agricult.trabaj.calif.agrop.y pesqueros (078)",6626,6127,496,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",363,322,29,5,7
"Obreros construc.,conf.,papel, fab., instr. (080)",551,400,99,36,16
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4206,3564,425,142,75
"Otra (082)",4,,,,4
"Ocupación no especificada (083)",420,371,34,12,3
"Hombres (084)",9680,8408,972,164,136
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,,1,,6
"Profes., científicos e intelectuales (086)",107,41,42,17,7
"Técnicos de nivel medio y trab. asimilados (087)",36,25,7,2,2
"Jefes y empleados de oficina (088)",25,7,2,3,13
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",117,90,14,7,6
"Agricult.trabaj.calif.agrop.y pesqueros (090)",5973,5507,464,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",172,147,14,4,7
"Obreros construc.,conf.,papel, fab., instr. (092)",492,346,96,34,16
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2544,2074,314,84,72
"Otra (094)",4,,,,4
"Ocupación no especificada (095)",203,171,18,11,3
"Mujeres (096)",3215,2869,227,94,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,1,,1
"Profes., científicos e intelectuales (098)",105,51,31,20,3
"Técnicos de nivel medio y trab. asimilados (099)",35,22,2,2,9
"Jefes y empleados de oficina (100)",12,2,2,3,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",279,255,14,6,4
"Agricult.trabaj.calif.agrop.y pesqueros (102)",653,620,32,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",191,175,15,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",59,54,3,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1662,1490,111,58,3
"Ocupación no especificada (107)",217,200,16,1,
