"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1678,1111,185,239,143
"Otra (034)",2,,,,2
"Ocupación no especificada (035)",127,111,6,2,8
,,,,,
"URBANA (036)",11527,7687,1205,1189,1446
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",27,1,8,6,12
"Profes., científicos e intelectuales (038)",947,225,161,342,219
"Técnicos de nivel medio y trab. asimilados (039)",414,230,39,40,105
"Jefes y empleados de oficina (040)",513,125,59,54,275
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1974,1755,124,41,54
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1220,960,97,65,98
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",974,569,73,98,234
"Obreros construc.,conf.,papel, fab., instr. (044)",1706,1364,164,111,67
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3551,2330,472,421,328
"Otra (046)",45,,,,45
"Ocupación no especificada (047)",156,128,8,11,9
"Hombres (048)",7608,5197,848,748,815
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",20,1,5,4,10
"Profes., científicos e intelectuales (050)",469,108,73,168,120
"Técnicos de nivel medio y trab. asimilados (051)",250,158,21,28,43
"Jefes y empleados de oficina (052)",235,50,27,23,135
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",839,703,71,29,36
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1095,892,87,45,71
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",669,475,48,65,81
"Obreros construc.,conf.,papel, fab., instr. (056)",1682,1348,162,109,63
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2253,1423,351,267,212
"Otra (058)",43,,,,43
"Ocupación no especificada (059)",53,39,3,10,1
"Mujeres (060)",3919,2490,357,441,631
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,,3,2,2
"Profes., científicos e intelectuales (062)",478,117,88,174,99
"Técnicos de nivel medio y trab. asimilados (063)",164,72,18,12,62
"Jefes y empleados de oficina (064)",278,75,32,31,140
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1135,1052,53,12,18
"Agricult.trabaj.calif.agrop.y pesqueros (066)",125,68,10,20,27
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",305,94,25,33,153
"Obreros construc.,conf.,papel, fab., instr. (068)",24,16,2,2,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1298,907,121,154,116
"Otra (070)",2,,,,2
"Ocupación no especificada (071)",103,89,5,1,8
,,,,,
"RURAL (072)",4447,3478,446,324,199
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,,,1,2
"Profes., científicos e intelectuales (074)",55,20,9,20,6
"Técnicos de nivel medio y trab. asimilados (075)",19,9,4,2,4
"Jefes y empleados de oficina (076)",32,7,3,2,20
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",152,131,10,2,9
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1310,1233,66,6,5
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",55,37,4,10,4
"Obreros construc.,conf.,papel, fab., instr. (080)",281,185,27,15,54
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2508,1829,322,265,92
"Otra (082)",2,,,,2
"Ocupación no especificada (083)",30,27,1,1,1
"Hombres (084)",3831,3091,364,219,157
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,,,1,2
"Profes., científicos e intelectuales (086)",17,5,3,6,3
"Técnicos de nivel medio y trab. asimilados (087)",15,6,3,2,4
"Jefes y empleados de oficina (088)",16,2,2,2,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",64,46,7,2,9
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1257,1187,61,5,4
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",45,33,3,6,3
"Obreros construc.,conf.,papel, fab., instr. (092)",278,182,27,15,54
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2128,1625,258,180,65
"Otra (094)",2,,,,2
"Ocupación no especificada (095)",6,5,,,1
"Mujeres (096)",616,387,82,105,42
"Profes., científicos e intelectuales (098)",38,15,6,14,3
"Técnicos de nivel medio y trab. asimilados (099)",4,3,1,,
"Jefes y empleados de oficina (100)",16,5,1,,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",88,85,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",53,46,5,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",10,4,1,4,1
"Obreros construc.,conf.,papel, fab., instr. (104)",3,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",380,204,64,85,27
"Ocupación no especificada (107)",24,22,1,1,
