"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Enseñanza (038)",3243,416,565,1262,1000
"Servicios sociales y de salud (039)",1089,347,67,68,607
"Otras activ. serv.comun.soc y personales (040)",2971,1914,479,337,241
"Hogares privados con servicio doméstico (041)",125,125,,,
"Organiz. y organos extraterritoriales (042)",2,,1,1,
"Actividad economica no especificada (043)",2479,1309,362,316,492
"Mujeres (044)",48885,32124,4046,5152,7563
"Agric., ganadería, caza y silvicultura (045)",2454,1339,472,420,223
"Pesca (046)",336,73,36,66,161
"Explotación de minas y canteras (047)",11,1,,4,6
"Industrias manufactureras (048)",5043,1775,265,562,2441
"Suministro de electricidad, gas y agua (049)",53,7,1,27,18
"Construcción (050)",253,109,38,53,53
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",15422,14217,751,392,62
"Venta, mant.y rep. veh.autom y motoc. (052)",207,144,35,23,5
"Comercio al por mayor (053)",553,334,84,78,57
"Comercio al por menor (054)",14662,13739,632,291,
"Hoteles y restaurantes (055)",5574,4944,420,159,51
"Trans., almac. y comunicaciones (056)",1373,1018,122,136,97
"Intermediación financiera (057)",331,68,23,182,58
"Activid.inmobil., empres. y alquileres (058)",2626,1317,402,479,428
"Admin.pub. y defensa; p. segur soc.afil (059)",1271,,,,1271
"Enseñanza (060)",5316,1023,996,2219,1078
"Servicios sociales y de salud (061)",2123,559,155,155,1254
"Otras activ. serv.comun.soc y personales (062)",2194,1675,229,173,117
"Hogares privados con servicio doméstico (063)",3039,3039,,,
"Actividad economica no especificada (065)",1466,960,136,125,245
,,,,,
"URBANA (066)",134795,82948,14496,16083,21268
"Agric., ganadería, caza y silvicultura (067)",10497,6445,1765,1134,1153
"Pesca (068)",5093,1825,842,1514,912
"Explotación de minas y canteras (069)",322,64,49,61,148
"Industrias manufactureras (070)",17080,6759,1823,2539,5959
"Suministro de electricidad, gas y agua (071)",478,89,39,215,135
"Construcción (072)",9812,6349,1588,1261,614
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",32007,28053,2199,1268,487
"Venta, mant.y rep. veh.autom y motoc. (074)",3868,2640,622,344,262
"Comercio al por mayor (075)",1507,771,222,289,225
"Comercio al por menor (076)",26632,24642,1355,635,
"Hoteles y restaurantes (077)",7653,6525,737,296,95
"Trans., almac. y comunicaciones (078)",13963,10705,1063,1120,1075
"Intermediación financiera (079)",733,150,64,378,141
"Activid.inmobil., empres. y alquileres (080)",9528,4869,1376,1660,1623
"Admin.pub. y defensa; p. segur soc.afil (081)",3915,,,,3915
"Enseñanza (082)",8490,1407,1538,3469,2076
"Servicios sociales y de salud (083)",3193,897,220,222,1854
"Otras activ. serv.comun.soc y personales (084)",5111,3557,702,505,347
"Hogares privados con servicio doméstico (085)",3076,3076,,,
"Organiz. y organos extraterritoriales (086)",2,,1,1,
"Actividad economica no especificada (087)",3842,2178,490,440,734
"Hombres (088)",87531,52048,10646,11045,13792
"Agric., ganadería, caza y silvicultura (089)",8989,5774,1455,811,949
"Pesca (090)",4760,1754,806,1448,752
"Explotación de minas y canteras (091)",311,63,49,57,142
"Industrias manufactureras (092)",12129,5041,1563,1983,3542
"Suministro de electricidad, gas y agua (093)",426,82,38,189,117
"Construcción (094)",9560,6241,1550,1208,561
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",16837,14086,1450,876,425
"Venta, mant.y rep. veh.autom y motoc. (096)",3662,2497,587,321,257
"Comercio al por mayor (097)",961,444,138,211,168
"Comercio al por menor (098)",12214,11145,725,344,
"Hoteles y restaurantes (099)",2137,1635,320,138,44
"Trans., almac. y comunicaciones (100)",12597,9693,942,984,978
"Intermediación financiera (101)",404,82,42,196,84
"Activid.inmobil., empres. y alquileres (102)",6911,3555,978,1183,1195
"Admin.pub. y defensa; p. segur soc.afil (103)",2673,,,,2673
"Enseñanza (104)",3219,410,554,1255,1000
"Servicios sociales y de salud (105)",1080,342,66,67,605
"Otras activ. serv.comun.soc y personales (106)",2937,1895,475,333,234
"Hogares privados con servicio doméstico (107)",123,123,,,
"Organiz. y organos extraterritoriales (108)",2,,1,1,
"Actividad economica no especificada (109)",2436,1272,357,316,491
"Mujeres (110)",47264,30900,3850,5038,7476
"Agric., ganadería, caza y silvicultura (111)",1508,671,310,323,204
"Pesca (112)",333,71,36,66,160
"Explotación de minas y canteras (113)",11,1,,4,6
"Industrias manufactureras (114)",4951,1718,260,556,2417
"Suministro de electricidad, gas y agua (115)",52,7,1,26,18
"Construcción (116)",252,108,38,53,53
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",15170,13967,749,392,62
"Venta, mant.y rep. veh.autom y motoc. (118)",206,143,35,23,5
"Comercio al por mayor (119)",546,327,84,78,57
"Comercio al por menor (120)",14418,13497,630,291,
"Hoteles y restaurantes (121)",5516,4890,417,158,51
"Trans., almac. y comunicaciones (122)",1366,1012,121,136,97
"Intermediación financiera (123)",329,68,22,182,57
"Activid.inmobil., empres. y alquileres (124)",2617,1314,398,477,428
"Admin.pub. y defensa; p. segur soc.afil (125)",1242,,,,1242
"Enseñanza (126)",5271,997,984,2214,1076
"Servicios sociales y de salud (127)",2113,555,154,155,1249
"Otras activ. serv.comun.soc y personales (128)",2174,1662,227,172,113
"Hogares privados con servicio doméstico (129)",2953,2953,,,
"Actividad economica no especificada (131)",1406,906,133,124,243
,,,,,
"RURAL (132)",9217,7628,895,375,319
"Agric., ganadería, caza y silvicultura (133)",7359,6190,736,280,153
"Pesca (134)",145,114,8,13,10
"Explotación de minas y canteras (135)",15,4,7,1,3
"Industrias manufactureras (136)",334,246,16,19,53
"Suministro de electricidad, gas y agua (137)",10,,1,8,1
"Construcción (138)",129,82,24,15,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",455,441,10,3,1
"Venta, mant.y rep. veh.autom y motoc. (140)",24,20,2,2,
"Comercio al por mayor (141)",22,21,,,1
"Comercio al por menor (142)",409,400,8,1,
"Hoteles y restaurantes (143)",81,73,5,2,1
"Trans., almac. y comunicaciones (144)",218,180,27,7,4
"Intermediación financiera (145)",4,,1,2,1
"Activid.inmobil., empres. y alquileres (146)",75,46,21,6,2
"Admin.pub. y defensa; p. segur soc.afil (147)",59,,,,59
"Enseñanza (148)",69,32,23,12,2
"Servicios sociales y de salud (149)",19,9,2,1,7
"Otras activ. serv.comun.soc y personales (150)",54,32,6,5,11
"Hogares privados con servicio doméstico (151)",88,88,,,
"Actividad economica no especificada (153)",103,91,8,1,3
"Hombres (154)",7596,6404,699,261,232
"Agric., ganadería, caza y silvicultura (155)",6413,5522,574,183,134
"Pesca (156)",142,112,8,13,9
"Explotación de minas y canteras (157)",15,4,7,1,3
"Industrias manufactureras (158)",242,189,11,13,29
"Suministro de electricidad, gas y agua (159)",9,,1,7,1
"Construcción (160)",128,81,24,15,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",203,191,8,3,1
"Venta, mant.y rep. veh.autom y motoc. (162)",23,19,2,2,
"Comercio al por mayor (163)",15,14,,,1
"Comercio al por menor (164)",165,158,6,1,
"Hoteles y restaurantes (165)",23,19,2,1,1
"Trans., almac. y comunicaciones (166)",211,174,26,7,4
"Intermediación financiera (167)",2,,,2,
"Activid.inmobil., empres. y alquileres (168)",66,43,17,4,2
"Admin.pub. y defensa; p. segur soc.afil (169)",30,,,,30
"Enseñanza (170)",24,6,11,7,
"Servicios sociales y de salud (171)",9,5,1,1,2
"Otras activ. serv.comun.soc y personales (172)",34,19,4,4,7
"Hogares privados con servicio doméstico (173)",2,2,,,
"Actividad economica no especificada (175)",43,37,5,,1
"Mujeres (176)",1621,1224,196,114,87
"Agric., ganadería, caza y silvicultura (177)",946,668,162,97,19
"Pesca (178)",3,2,,,1
"Industrias manufactureras (180)",92,57,5,6,24
"Suministro de electricidad, gas y agua (181)",1,,,1,
"Construcción (182)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",252,250,2,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",7,7,,,
"Comercio al por menor (186)",244,242,2,,
"Hoteles y restaurantes (187)",58,54,3,1,
"Trans., almac. y comunicaciones (188)",7,6,1,,
"Intermediación financiera (189)",2,,1,,1
"Activid.inmobil., empres. y alquileres (190)",9,3,4,2,
"Admin.pub. y defensa; p. segur soc.afil (191)",29,,,,29
"Enseñanza (192)",45,26,12,5,2
"Servicios sociales y de salud (193)",10,4,1,,5
"Otras activ. serv.comun.soc y personales (194)",20,13,2,1,4
"Hogares privados con servicio doméstico (195)",86,86,,,
"Actividad economica no especificada (197)",60,54,3,1,2
