"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",7374,7015,230,63,66
"Otra (034)",90,,,,90
"Ocupación no especificada (035)",1003,965,16,12,10
,,,,,
"URBANA (036)",21200,16353,1539,1090,2218
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",43,1,8,10,24
"Profes., científicos e intelectuales (038)",2187,667,430,534,556
"Técnicos de nivel medio y trab. asimilados (039)",919,597,80,55,187
"Jefes y empleados de oficina (040)",553,151,72,62,268
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",3741,3472,145,35,89
"Agricult.trabaj.calif.agrop.y pesqueros (042)",3112,2974,130,8,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1511,1170,113,82,146
"Obreros construc.,conf.,papel, fab., instr. (044)",2057,1712,147,118,80
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",6012,5118,381,157,356
"Otra (046)",476,,,,476
"Ocupación no especificada (047)",589,491,33,29,36
"Hombres (048)",13919,10553,1088,694,1584
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",27,,5,5,17
"Profes., científicos e intelectuales (050)",1164,355,233,256,320
"Técnicos de nivel medio y trab. asimilados (051)",571,380,47,43,101
"Jefes y empleados de oficina (052)",244,58,31,28,127
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1505,1321,85,30,69
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2795,2670,118,7,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1349,1031,100,78,140
"Obreros construc.,conf.,papel, fab., instr. (056)",2013,1687,140,110,76
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",3639,2904,304,117,314
"Otra (058)",390,,,,390
"Ocupación no especificada (059)",222,147,25,20,30
"Mujeres (060)",7281,5800,451,396,634
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",16,1,3,5,7
"Profes., científicos e intelectuales (062)",1023,312,197,278,236
"Técnicos de nivel medio y trab. asimilados (063)",348,217,33,12,86
"Jefes y empleados de oficina (064)",309,93,41,34,141
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2236,2151,60,5,20
"Agricult.trabaj.calif.agrop.y pesqueros (066)",317,304,12,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",162,139,13,4,6
"Obreros construc.,conf.,papel, fab., instr. (068)",44,25,7,8,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2373,2214,77,40,42
"Otra (070)",86,,,,86
"Ocupación no especificada (071)",367,344,8,9,6
,,,,,
"RURAL (072)",48950,46479,1526,361,584
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",29,1,10,3,15
"Profes., científicos e intelectuales (074)",888,461,241,75,111
"Técnicos de nivel medio y trab. asimilados (075)",230,95,47,20,68
"Jefes y empleados de oficina (076)",160,41,19,13,87
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1265,1210,34,7,14
"Agricult.trabaj.calif.agrop.y pesqueros (078)",23026,22709,304,12,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",857,598,115,67,77
"Obreros construc.,conf.,papel, fab., instr. (080)",1129,995,56,25,53
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",20553,19649,687,133,84
"Otra (082)",68,,,,68
"Ocupación no especificada (083)",745,720,13,6,6
"Hombres (084)",39917,38010,1187,290,430
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",23,,9,2,12
"Profes., científicos e intelectuales (086)",460,220,131,46,63
"Técnicos de nivel medio y trab. asimilados (087)",164,70,39,16,39
"Jefes y empleados de oficina (088)",83,16,10,6,51
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",394,363,16,5,10
"Agricult.trabaj.calif.agrop.y pesqueros (090)",21278,20988,279,10,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",710,458,110,67,75
"Obreros construc.,conf.,papel, fab., instr. (092)",1080,948,54,25,53
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",15552,14848,534,110,60
"Otra (094)",64,,,,64
"Ocupación no especificada (095)",109,99,5,3,2
"Mujeres (096)",9033,8469,339,71,154
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",6,1,1,1,3
"Profes., científicos e intelectuales (098)",428,241,110,29,48
"Técnicos de nivel medio y trab. asimilados (099)",66,25,8,4,29
"Jefes y empleados de oficina (100)",77,25,9,7,36
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",871,847,18,2,4
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1748,1721,25,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",147,140,5,,2
"Obreros construc.,conf.,papel, fab., instr. (104)",49,47,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",5001,4801,153,23,24
"Otra (106)",4,,,,4
"Ocupación no especificada (107)",636,621,8,3,4
