"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",166,164,2,,
"Comercio al por mayor (053)",12,12,,,
"Comercio al por menor (054)",154,152,2,,
"Hoteles y restaurantes (055)",129,126,3,,
"Trans., almac. y comunicaciones (056)",7,1,,6,
"Activid.inmobil., empres. y alquileres (058)",3,,2,1,
"Admin.pub. y defensa; p. segur soc.afil (059)",12,,,,12
"Enseñanza (060)",139,37,36,33,33
"Servicios sociales y de salud (061)",34,4,1,,29
"Otras activ. serv.comun.soc y personales (062)",9,7,2,,
"Hogares privados con servicio doméstico (063)",85,85,,,
"Actividad economica no especificada (065)",187,183,2,1,1
,,,,,
"URBANA (066)",2373,1922,174,107,170
"Agric., ganadería, caza y silvicultura (067)",1402,1355,44,1,2
"Explotación de minas y canteras (069)",8,2,2,1,3
"Industrias manufactureras (070)",39,27,6,6,
"Construcción (072)",56,41,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",193,187,4,1,1
"Venta, mant.y rep. veh.autom y motoc. (074)",6,5,,,1
"Comercio al por mayor (075)",12,12,,,
"Comercio al por menor (076)",175,170,4,1,
"Hoteles y restaurantes (077)",91,88,3,,
"Trans., almac. y comunicaciones (078)",45,44,1,,
"Activid.inmobil., empres. y alquileres (080)",12,5,4,2,1
"Admin.pub. y defensa; p. segur soc.afil (081)",79,,,,79
"Enseñanza (082)",269,51,85,88,45
"Servicios sociales y de salud (083)",47,5,2,1,39
"Otras activ. serv.comun.soc y personales (084)",20,14,4,2,
"Hogares privados con servicio doméstico (085)",22,22,,,
"Actividad economica no especificada (087)",90,81,4,5,
"Hombres (088)",1571,1247,132,73,119
"Agric., ganadería, caza y silvicultura (089)",1016,975,38,1,2
"Explotación de minas y canteras (091)",8,2,2,1,3
"Industrias manufactureras (092)",33,24,5,4,
"Construcción (094)",55,41,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",81,76,3,1,1
"Venta, mant.y rep. veh.autom y motoc. (096)",6,5,,,1
"Comercio al por mayor (097)",5,5,,,
"Comercio al por menor (098)",70,66,3,1,
"Hoteles y restaurantes (099)",9,7,2,,
"Trans., almac. y comunicaciones (100)",44,43,1,,
"Activid.inmobil., empres. y alquileres (102)",10,5,3,1,1
"Admin.pub. y defensa; p. segur soc.afil (103)",70,,,,70
"Enseñanza (104)",171,28,57,58,28
"Servicios sociales y de salud (105)",19,3,1,1,14
"Otras activ. serv.comun.soc y personales (106)",12,7,3,2,
"Hogares privados con servicio doméstico (107)",3,3,,,
"Actividad economica no especificada (109)",40,33,3,4,
"Mujeres (110)",802,675,42,34,51
"Agric., ganadería, caza y silvicultura (111)",386,380,6,,
"Industrias manufactureras (114)",6,3,1,2,
"Construcción (116)",1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",112,111,1,,
"Comercio al por mayor (119)",7,7,,,
"Comercio al por menor (120)",105,104,1,,
"Hoteles y restaurantes (121)",82,81,1,,
"Trans., almac. y comunicaciones (122)",1,1,,,
"Activid.inmobil., empres. y alquileres (124)",2,,1,1,
"Admin.pub. y defensa; p. segur soc.afil (125)",9,,,,9
"Enseñanza (126)",98,23,28,30,17
"Servicios sociales y de salud (127)",28,2,1,,25
"Otras activ. serv.comun.soc y personales (128)",8,7,1,,
"Hogares privados con servicio doméstico (129)",19,19,,,
"Actividad economica no especificada (131)",50,48,1,1,
,,,,,
"RURAL (132)",7237,6836,252,45,104
"Agric., ganadería, caza y silvicultura (133)",6408,6211,176,17,4
"Explotación de minas y canteras (135)",8,2,1,1,4
"Industrias manufactureras (136)",54,47,7,,
"Construcción (138)",81,59,16,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",123,121,2,,
"Venta, mant.y rep. veh.autom y motoc. (140)",5,5,,,
"Comercio al por mayor (141)",6,6,,,
"Comercio al por menor (142)",112,110,2,,
"Hoteles y restaurantes (143)",54,51,3,,
"Trans., almac. y comunicaciones (144)",47,37,3,7,
"Intermediación financiera (145)",1,,1,,
"Activid.inmobil., empres. y alquileres (146)",6,2,1,2,1
"Admin.pub. y defensa; p. segur soc.afil (147)",16,,,,16
"Enseñanza (148)",152,40,33,13,66
"Servicios sociales y de salud (149)",17,6,1,,10
"Otras activ. serv.comun.soc y personales (150)",13,10,3,,
"Hogares privados con servicio doméstico (151)",84,84,,,
"Actividad economica no especificada (153)",173,166,5,,2
"Hombres (154)",4791,4487,191,35,78
"Agric., ganadería, caza y silvicultura (155)",4334,4184,132,16,2
"Explotación de minas y canteras (157)",8,2,1,1,4
"Industrias manufactureras (158)",44,40,4,,
"Construcción (160)",81,59,16,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",69,68,1,,
"Venta, mant.y rep. veh.autom y motoc. (162)",5,5,,,
"Comercio al por mayor (163)",1,1,,,
"Comercio al por menor (164)",63,62,1,,
"Hoteles y restaurantes (165)",7,6,1,,
"Trans., almac. y comunicaciones (166)",41,37,3,1,
"Intermediación financiera (167)",1,,1,,
"Activid.inmobil., empres. y alquileres (168)",5,2,,2,1
"Admin.pub. y defensa; p. segur soc.afil (169)",13,,,,13
"Enseñanza (170)",111,26,25,10,50
"Servicios sociales y de salud (171)",11,4,1,,6
"Otras activ. serv.comun.soc y personales (172)",12,10,2,,
"Hogares privados con servicio doméstico (173)",18,18,,,
"Actividad economica no especificada (175)",36,31,4,,1
"Mujeres (176)",2446,2349,61,10,26
"Agric., ganadería, caza y silvicultura (177)",2074,2027,44,1,2
"Industrias manufactureras (180)",10,7,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",54,53,1,,
"Comercio al por mayor (185)",5,5,,,
"Comercio al por menor (186)",49,48,1,,
"Hoteles y restaurantes (187)",47,45,2,,
"Trans., almac. y comunicaciones (188)",6,,,6,
"Activid.inmobil., empres. y alquileres (190)",1,,1,,
"Admin.pub. y defensa; p. segur soc.afil (191)",3,,,,3
"Enseñanza (192)",41,14,8,3,16
"Servicios sociales y de salud (193)",6,2,,,4
"Otras activ. serv.comun.soc y personales (194)",1,,1,,
"Hogares privados con servicio doméstico (195)",66,66,,,
"Actividad economica no especificada (197)",137,135,1,,1
