"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Industrias manufactureras (048)",163,161,1,,1
"Construcción (050)",5,2,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",138,132,6,,
"Venta, mant.y rep. veh.autom y motoc. (052)",2,2,,,
"Comercio al por mayor (053)",2,2,,,
"Comercio al por menor (054)",134,128,6,,
"Hoteles y restaurantes (055)",52,44,7,1,
"Trans., almac. y comunicaciones (056)",3,3,,,
"Activid.inmobil., empres. y alquileres (058)",13,4,3,2,4
"Admin.pub. y defensa; p. segur soc.afil (059)",20,,,,20
"Enseñanza (060)",222,71,29,15,107
"Servicios sociales y de salud (061)",19,1,1,,17
"Otras activ. serv.comun.soc y personales (062)",15,12,1,2,
"Hogares privados con servicio doméstico (063)",71,71,,,
"Actividad economica no especificada (065)",101,83,14,3,1
,,,,,
"URBANA (066)",1184,711,94,73,306
"Agric., ganadería, caza y silvicultura (067)",243,214,23,5,1
"Explotación de minas y canteras (069)",3,,1,1,1
"Industrias manufactureras (070)",78,73,5,,
"Suministro de electricidad, gas y agua (071)",1,,,1,
"Construcción (072)",67,40,10,14,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",177,170,7,,
"Venta, mant.y rep. veh.autom y motoc. (074)",13,13,,,
"Comercio al por mayor (075)",2,2,,,
"Comercio al por menor (076)",162,155,7,,
"Hoteles y restaurantes (077)",43,40,2,1,
"Trans., almac. y comunicaciones (078)",41,30,2,6,3
"Intermediación financiera (079)",1,,,,1
"Activid.inmobil., empres. y alquileres (080)",29,12,4,6,7
"Admin.pub. y defensa; p. segur soc.afil (081)",78,,,,78
"Enseñanza (082)",303,54,36,29,184
"Servicios sociales y de salud (083)",33,7,1,,25
"Otras activ. serv.comun.soc y personales (084)",33,26,1,5,1
"Hogares privados con servicio doméstico (085)",25,25,,,
"Actividad economica no especificada (087)",29,20,2,5,2
"Hombres (088)",748,460,63,52,173
"Agric., ganadería, caza y silvicultura (089)",209,184,20,5,
"Explotación de minas y canteras (091)",3,,1,1,1
"Industrias manufactureras (092)",63,58,5,,
"Suministro de electricidad, gas y agua (093)",1,,,1,
"Construcción (094)",65,39,10,13,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",83,82,1,,
"Venta, mant.y rep. veh.autom y motoc. (096)",11,11,,,
"Comercio al por mayor (097)",2,2,,,
"Comercio al por menor (098)",70,69,1,,
"Hoteles y restaurantes (099)",8,8,,,
"Trans., almac. y comunicaciones (100)",39,28,2,6,3
"Intermediación financiera (101)",1,,,,1
"Activid.inmobil., empres. y alquileres (102)",18,10,1,4,3
"Admin.pub. y defensa; p. segur soc.afil (103)",61,,,,61
"Enseñanza (104)",141,19,21,17,84
"Servicios sociales y de salud (105)",22,6,1,,15
"Otras activ. serv.comun.soc y personales (106)",22,18,,3,1
"Actividad economica no especificada (109)",12,8,1,2,1
"Mujeres (110)",436,251,31,21,133
"Agric., ganadería, caza y silvicultura (111)",34,30,3,,1
"Industrias manufactureras (114)",15,15,,,
"Construcción (116)",2,1,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",94,88,6,,
"Venta, mant.y rep. veh.autom y motoc. (118)",2,2,,,
"Comercio al por menor (120)",92,86,6,,
"Hoteles y restaurantes (121)",35,32,2,1,
"Trans., almac. y comunicaciones (122)",2,2,,,
"Activid.inmobil., empres. y alquileres (124)",11,2,3,2,4
"Admin.pub. y defensa; p. segur soc.afil (125)",17,,,,17
"Enseñanza (126)",162,35,15,12,100
"Servicios sociales y de salud (127)",11,1,,,10
"Otras activ. serv.comun.soc y personales (128)",11,8,1,2,
"Hogares privados con servicio doméstico (129)",25,25,,,
"Actividad economica no especificada (131)",17,12,1,3,1
,,,,,
"RURAL (132)",4739,4372,245,39,83
"Agric., ganadería, caza y silvicultura (133)",3724,3589,120,12,3
"Explotación de minas y canteras (135)",10,5,4,,1
"Industrias manufactureras (136)",262,254,4,2,2
"Suministro de electricidad, gas y agua (137)",5,5,,,
"Construcción (138)",160,99,47,10,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",92,91,,1,
"Venta, mant.y rep. veh.autom y motoc. (140)",4,4,,,
"Comercio al por mayor (141)",4,4,,,
"Comercio al por menor (142)",84,83,,1,
"Hoteles y restaurantes (143)",22,17,5,,
"Trans., almac. y comunicaciones (144)",73,67,3,3,
"Activid.inmobil., empres. y alquileres (146)",9,5,1,1,2
"Admin.pub. y defensa; p. segur soc.afil (147)",33,,,,33
"Enseñanza (148)",168,85,46,9,28
"Servicios sociales y de salud (149)",16,4,1,1,10
"Otras activ. serv.comun.soc y personales (150)",13,12,1,,
"Hogares privados con servicio doméstico (151)",50,50,,,
"Actividad economica no especificada (153)",102,89,13,,
"Hombres (154)",3856,3557,199,35,65
"Agric., ganadería, caza y silvicultura (155)",3261,3137,110,11,3
"Explotación de minas y canteras (157)",10,5,4,,1
"Industrias manufactureras (158)",114,108,3,2,1
"Suministro de electricidad, gas y agua (159)",5,5,,,
"Construcción (160)",157,98,45,10,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",48,47,,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",4,4,,,
"Comercio al por mayor (163)",2,2,,,
"Comercio al por menor (164)",42,41,,1,
"Hoteles y restaurantes (165)",5,5,,,
"Trans., almac. y comunicaciones (166)",72,66,3,3,
"Activid.inmobil., empres. y alquileres (168)",7,3,1,1,2
"Admin.pub. y defensa; p. segur soc.afil (169)",30,,,,30
"Enseñanza (170)",108,49,32,6,21
"Servicios sociales y de salud (171)",8,4,,1,3
"Otras activ. serv.comun.soc y personales (172)",9,8,1,,
"Hogares privados con servicio doméstico (173)",4,4,,,
"Actividad economica no especificada (175)",18,18,,,
"Mujeres (176)",883,815,46,4,18
"Agric., ganadería, caza y silvicultura (177)",463,452,10,1,
"Industrias manufactureras (180)",148,146,1,,1
"Construcción (182)",3,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",44,44,,,
"Comercio al por mayor (185)",2,2,,,
"Comercio al por menor (186)",42,42,,,
"Hoteles y restaurantes (187)",17,12,5,,
"Trans., almac. y comunicaciones (188)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",2,2,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",3,,,,3
"Enseñanza (192)",60,36,14,3,7
"Servicios sociales y de salud (193)",8,,1,,7
"Otras activ. serv.comun.soc y personales (194)",4,4,,,
"Hogares privados con servicio doméstico (195)",46,46,,,
"Actividad economica no especificada (197)",84,71,13,,
