"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Servicios sociales y de salud (039)",777,1,177,396,190,13
"Otras activ. serv.comun.soc y personales (040)",1187,41,519,353,219,55
"Hogares privados con servicio doméstico (041)",209,24,120,26,27,12
"Actividad economica no especificada (043)",812,4,295,267,198,48
"Mujeres (045)",29038,531,9461,10896,7018,1132
"Agric., ganadería, caza y silvicultura (046)",4577,232,1524,1403,1092,326
"Explotación de minas y canteras (048)",19,,6,9,4,
"Industrias manufactureras (049)",1156,12,388,434,273,49
"Suministro de electricidad, gas y agua (050)",14,,5,3,6,
"Construcción (051)",131,2,46,61,22,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",8176,96,2283,3076,2297,424
"Venta, mant.y rep. veh.autom.y motoc. (053)",146,,74,46,23,3
"Comercio al por mayor (054)",295,2,91,128,66,8
"Comercio al por menor (055)",7735,94,2118,2902,2208,413
"Hoteles y restaurantes (056)",2621,48,846,865,722,140
"Trans., almac. y comunicaciones (057)",497,5,294,134,56,8
"Intermediación financiera (058)",152,,82,51,19,
"Activid.inmobil., empres. y alquileres (059)",878,2,349,363,158,6
"Admin.pub. y defensa; p. segur.soc.afil (060)",950,,294,433,214,9
"Enseñanza (061)",3793,,772,2022,988,11
"Servicios sociales y de salud (062)",1336,,390,622,319,5
"Otras activ. serv.comun.soc y personales (063)",1079,11,378,414,240,36
"Hogares privados con servicio doméstico (064)",2525,122,1349,637,359,58
"Actividad economica no especificada (066)",1134,1,455,369,249,60
,,,,,,
"URBANA (067)",58112,864,18907,21511,14473,2357
"Agric., ganadería, caza y silvicultura (068)",4767,149,1304,1515,1329,470
"Pesca (069)",8,,2,1,5,
"Explotación de minas y canteras (070)",330,1,88,150,89,2
"Industrias manufactureras (071)",3465,70,1383,1099,759,154
"Suministro de electricidad, gas y agua (072)",113,,23,44,44,2
"Construcción (073)",4145,53,1340,1559,1036,157
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",14796,260,4633,5140,3916,847
"Venta, mant.y rep. veh.autom.y motoc. (075)",1615,22,699,471,356,67
"Comercio al por mayor (076)",798,9,299,310,167,13
"Comercio al por menor (077)",12383,229,3635,4359,3393,767
"Hoteles y restaurantes (078)",3533,91,1308,1057,889,188
"Trans., almac. y comunicaciones (079)",6144,50,2389,2260,1312,133
"Intermediación financiera (080)",387,,175,139,71,2
"Activid.inmobil., empres. y alquileres (081)",2919,13,1062,1183,611,50
"Admin.pub. y defensa; p. segur.soc.afil (082)",2784,,706,1247,781,50
"Enseñanza (083)",6715,1,1287,3334,2021,72
"Servicios sociales y de salud (084)",2028,1,525,982,502,18
"Otras activ. serv.comun.soc y personales (085)",2143,51,845,733,428,86
"Hogares privados con servicio doméstico (086)",2283,119,1244,550,320,50
"Actividad economica no especificada (088)",1552,5,593,518,360,76
"Hombres (089)",35067,548,11616,12522,8768,1613
"Agric., ganadería, caza y silvicultura (090)",3789,99,1050,1188,1046,406
"Pesca (091)",8,,2,1,5,
"Explotación de minas y canteras (092)",312,1,83,141,85,2
"Industrias manufactureras (093)",2619,60,1110,775,548,126
"Suministro de electricidad, gas y agua (094)",99,,18,41,38,2
"Construcción (095)",4017,51,1294,1500,1015,157
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",7464,171,2604,2376,1840,473
"Venta, mant.y rep. veh.autom.y motoc. (097)",1475,22,628,427,334,64
"Comercio al por mayor (098)",522,7,215,190,103,7
"Comercio al por menor (099)",5467,142,1761,1759,1403,402
"Hoteles y restaurantes (100)",1149,46,560,256,228,59
"Trans., almac. y comunicaciones (101)",5660,45,2104,2130,1256,125
"Intermediación financiera (102)",236,,94,88,52,2
"Activid.inmobil., empres. y alquileres (103)",2061,11,724,825,457,44
"Admin.pub. y defensa; p. segur.soc.afil (104)",1864,,430,823,570,41
"Enseñanza (105)",3031,1,543,1377,1049,61
"Servicios sociales y de salud (106)",745,1,155,389,187,13
"Otras activ. serv.comun.soc y personales (107)",1126,40,496,338,202,50
"Hogares privados con servicio doméstico (108)",161,18,100,21,14,8
"Actividad economica no especificada (110)",726,4,249,253,176,44
"Mujeres (112)",23045,316,7291,8989,5705,744
"Agric., ganadería, caza y silvicultura (113)",978,50,254,327,283,64
"Explotación de minas y canteras (115)",18,,5,9,4,
"Industrias manufactureras (116)",846,10,273,324,211,28
"Suministro de electricidad, gas y agua (117)",14,,5,3,6,
"Construcción (118)",128,2,46,59,21,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",7332,89,2029,2764,2076,374
"Venta, mant.y rep. veh.autom.y motoc. (120)",140,,71,44,22,3
"Comercio al por mayor (121)",276,2,84,120,64,6
"Comercio al por menor (122)",6916,87,1874,2600,1990,365
"Hoteles y restaurantes (123)",2384,45,748,801,661,129
"Trans., almac. y comunicaciones (124)",484,5,285,130,56,8
"Intermediación financiera (125)",151,,81,51,19,
"Activid.inmobil., empres. y alquileres (126)",858,2,338,358,154,6
"Admin.pub. y defensa; p. segur.soc.afil (127)",920,,276,424,211,9
"Enseñanza (128)",3684,,744,1957,972,11
"Servicios sociales y de salud (129)",1283,,370,593,315,5
"Otras activ. serv.comun.soc y personales (130)",1017,11,349,395,226,36
"Hogares privados con servicio doméstico (131)",2122,101,1144,529,306,42
"Actividad economica no especificada (133)",826,1,344,265,184,32
,,,,,,
"RURAL (134)",32373,873,11692,9906,7406,2496
"Agric., ganadería, caza y silvicultura (135)",26596,807,9444,7858,6235,2252
"Pesca (136)",2,,,1,,1
"Explotación de minas y canteras (137)",34,,18,12,3,1
"Industrias manufactureras (138)",1186,3,500,453,188,42
"Suministro de electricidad, gas y agua (139)",24,,8,8,8,
"Construcción (140)",691,6,239,260,162,24
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",1399,20,493,467,340,79
"Venta, mant.y rep. veh.autom.y motoc. (142)",99,,44,28,25,2
"Comercio al por mayor (143)",44,1,20,14,7,2
"Comercio al por menor (144)",1256,19,429,425,308,75
"Hoteles y restaurantes (145)",279,3,125,70,68,13
"Trans., almac. y comunicaciones (146)",651,6,252,261,114,18
"Intermediación financiera (147)",6,,2,4,,
"Activid.inmobil., empres. y alquileres (148)",99,,41,36,19,3
"Admin.pub. y defensa; p. segur.soc.afil (149)",112,,43,50,17,2
"Enseñanza (150)",241,,51,125,61,4
"Servicios sociales y de salud (151)",85,,42,36,7,
"Otras activ. serv.comun.soc y personales (152)",123,1,52,34,31,5
"Hogares privados con servicio doméstico (153)",451,27,225,113,66,20
"Actividad economica no especificada (155)",394,,157,118,87,32
"Hombres (156)",26380,658,9522,7999,6093,2108
"Agric., ganadería, caza y silvicultura (157)",22997,625,8174,6782,5426,1990
"Pesca (158)",2,,,1,,1
"Explotación de minas y canteras (159)",33,,17,12,3,1
"Industrias manufactureras (160)",876,1,385,343,126,21
"Suministro de electricidad, gas y agua (161)",24,,8,8,8,
"Construcción (162)",688,6,239,258,161,24
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",555,13,239,155,119,29
"Venta, mant.y rep. veh.autom.y motoc. (164)",93,,41,26,24,2
"Comercio al por mayor (165)",25,1,13,6,5,
"Comercio al por menor (166)",437,12,185,123,90,27
"Hoteles y restaurantes (167)",42,,27,6,7,2
"Trans., almac. y comunicaciones (168)",638,6,243,257,114,18
"Intermediación financiera (169)",5,,1,4,,
"Activid.inmobil., empres. y alquileres (170)",79,,30,31,15,3
"Admin.pub. y defensa; p. segur.soc.afil (171)",82,,25,41,14,2
"Enseñanza (172)",132,,23,60,45,4
"Servicios sociales y de salud (173)",32,,22,7,3,
"Otras activ. serv.comun.soc y personales (174)",61,1,23,15,17,5
"Hogares privados con servicio doméstico (175)",48,6,20,5,13,4
"Actividad economica no especificada (177)",86,,46,14,22,4
"Mujeres (179)",5993,215,2170,1907,1313,388
"Agric., ganadería, caza y silvicultura (180)",3599,182,1270,1076,809,262
"Explotación de minas y canteras (182)",1,,1,,,
"Industrias manufactureras (183)",310,2,115,110,62,21
"Construcción (185)",3,,,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",844,7,254,312,221,50
"Venta, mant.y rep. veh.autom.y motoc. (187)",6,,3,2,1,
"Comercio al por mayor (188)",19,,7,8,2,2
"Comercio al por menor (189)",819,7,244,302,218,48
"Hoteles y restaurantes (190)",237,3,98,64,61,11
"Trans., almac. y comunicaciones (191)",13,,9,4,,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",20,,11,5,4,
"Admin.pub. y defensa; p. segur.soc.afil (194)",30,,18,9,3,
"Enseñanza (195)",109,,28,65,16,
"Servicios sociales y de salud (196)",53,,20,29,4,
"Otras activ. serv.comun.soc y personales (197)",62,,29,19,14,
"Hogares privados con servicio doméstico (198)",403,21,205,108,53,16
"Actividad economica no especificada (200)",308,,111,104,65,28
