"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",26,1,6,8,4,7
"Educación inicial (032)",3,2,1,,,
"Primaria (033)",109,5,27,30,33,14
"Secundaria (034)",372,4,215,102,48,3
"Superior no univ. incompleta (035)",59,,41,12,6,
"Superior no univ. completa (036)",103,,68,32,3,
"Superior univ. incompleta (037)",15,,7,6,2,
"Superior univ. completa (038)",75,,34,35,6,
"No PEA (040)",26102,9973,7624,2906,2736,2863
"Sin nivel (041)",1693,118,68,147,412,948
"Educación inicial (042)",457,449,5,3,,
"Primaria (043)",11138,6967,522,889,1337,1423
"Secundaria (044)",9497,2439,4730,1289,696,343
"Superior no univ. incompleta (045)",1211,,1039,118,33,21
"Superior no univ. completa (046)",819,,410,241,116,52
"Superior univ. incompleta (047)",770,,663,68,29,10
"Superior univ. completa (048)",517,,187,151,113,66
,,,,,,
"URBANA (060)",27910,5876,8320,6093,4914,2707
"Sin nivel (061)",1407,56,79,176,412,684
"Educación inicial (062)",253,238,5,10,,
"Primaria (063)",8969,4083,563,1149,1751,1423
"Secundaria (064)",10770,1499,4648,2592,1629,402
"Superior no univ. incompleta (065)",1619,,1059,382,146,32
"Superior no univ. completa (066)",2062,,777,855,366,64
"Superior univ. incompleta (067)",1143,,748,233,140,22
"Superior univ. completa (068)",1687,,441,696,470,80
"PEA (070)",12553,151,3690,4357,3326,1029
"Sin nivel (071)",563,3,40,95,231,194
"Educación inicial (072)",14,2,4,8,,
"Primaria (073)",2723,77,317,719,1031,579
"Secundaria (074)",5113,69,1883,1807,1182,172
"Superior no univ. incompleta (075)",847,,415,298,119,15
"Superior no univ. completa (076)",1468,,503,672,267,26
"Superior univ. incompleta (077)",530,,228,175,114,13
"Superior univ. completa (078)",1295,,300,583,382,30
"Ocupada (080)",12055,145,3424,4211,3261,1014
"Sin nivel (081)",550,3,36,90,231,190
"Educación inicial (082)",13,2,3,8,,
"Primaria (083)",2660,74,298,708,1010,570
"Secundaria (084)",4883,66,1764,1733,1150,170
"Superior no univ. incompleta (085)",805,,383,291,116,15
"Superior no univ. completa (086)",1389,,447,651,265,26
"Superior univ. incompleta (087)",517,,221,171,112,13
"Superior univ. completa (088)",1238,,272,559,377,30
"Desocupada (090)",498,6,266,146,65,15
"Sin nivel (091)",13,,4,5,,4
"Educación inicial (092)",1,,1,,,
"Primaria (093)",63,3,19,11,21,9
"Secundaria (094)",230,3,119,74,32,2
"Superior no univ. incompleta (095)",42,,32,7,3,
"Superior no univ. completa (096)",79,,56,21,2,
"Superior univ. incompleta (097)",13,,7,4,2,
"Superior univ. completa (098)",57,,28,24,5,
"No PEA (100)",15357,5725,4630,1736,1588,1678
"Sin nivel (101)",844,53,39,81,181,490
"Educación inicial (102)",239,236,1,2,,
"Primaria (103)",6246,4006,246,430,720,844
"Secundaria (104)",5657,1430,2765,785,447,230
"Superior no univ. incompleta (105)",772,,644,84,27,17
"Superior no univ. completa (106)",594,,274,183,99,38
"Superior univ. incompleta (107)",613,,520,58,26,9
"Superior univ. completa (108)",392,,141,113,88,50
,,,,,,
"RURAL (120)",17991,4333,5093,3415,3204,1946
"Sin nivel (121)",1281,67,55,127,426,606
"Educación inicial (122)",222,216,5,1,,
"Primaria (123)",7175,3007,554,1033,1533,1048
"Secundaria (124)",7189,1043,3291,1662,968,225
"Superior no univ. incompleta (125)",728,,543,125,42,18
"Superior no univ. completa (126)",680,,324,257,80,19
"Superior univ. incompleta (127)",281,,195,46,32,8
"Superior univ. completa (128)",435,,126,164,123,22
"PEA (130)",7246,85,2099,2245,2056,761
"Sin nivel (131)",432,2,26,61,195,148
"Educación inicial (132)",4,3,1,,,
"Primaria (133)",2283,46,278,574,916,469
"Secundaria (134)",3349,34,1326,1158,719,112
"Superior no univ. incompleta (135)",289,,148,91,36,14
"Superior no univ. completa (136)",455,,188,199,63,5
"Superior univ. incompleta (137)",124,,52,36,29,7
"Superior univ. completa (138)",310,,80,126,98,6
"Ocupada (140)",6982,79,1966,2166,2019,752
"Sin nivel (141)",419,1,24,58,191,145
"Educación inicial (142)",2,1,1,,,
"Primaria (143)",2237,44,270,555,904,464
"Secundaria (144)",3207,33,1230,1130,703,111
"Superior no univ. incompleta (145)",272,,139,86,33,14
"Superior no univ. completa (146)",431,,176,188,62,5
"Superior univ. incompleta (147)",122,,52,34,29,7
"Superior univ. completa (148)",292,,74,115,97,6
"Desocupada (150)",264,6,133,79,37,9
"Sin nivel (151)",13,1,2,3,4,3
"Educación inicial (152)",2,2,,,,
"Primaria (153)",46,2,8,19,12,5
"Secundaria (154)",142,1,96,28,16,1
"Superior no univ. incompleta (155)",17,,9,5,3,
"Superior no univ. completa (156)",24,,12,11,1,
"Superior univ. incompleta (157)",2,,,2,,
"Superior univ. completa (158)",18,,6,11,1,
"No PEA (160)",10745,4248,2994,1170,1148,1185
"Sin nivel (161)",849,65,29,66,231,458
"Educación inicial (162)",218,213,4,1,,
"Primaria (163)",4892,2961,276,459,617,579
"Secundaria (164)",3840,1009,1965,504,249,113
"Superior no univ. incompleta (165)",439,,395,34,6,4
"Superior no univ. completa (166)",225,,136,58,17,14
"Superior univ. incompleta (167)",157,,143,10,3,1
"Superior univ. completa (168)",125,,46,38,25,16
