"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior univ. completa (028)",7108,,1459,3244,2184,221
"Desocupada (030)",2983,36,1559,832,449,107
"Sin nivel (031)",69,5,7,16,24,17
"Primaria (033)",494,16,128,141,147,62
"Secundaria (034)",1486,15,879,391,189,12
"Superior no univ. incompleta (035)",243,,165,55,22,1
"Superior no univ. completa (036)",351,,199,115,31,6
"Superior univ. incompleta (037)",124,,75,36,11,2
"Superior univ. completa (038)",216,,106,78,25,7
"No PEA (040)",90552,36082,25185,10242,9483,9560
"Sin nivel (041)",4329,447,266,493,1112,2011
"Educación inicial (042)",2467,2383,60,24,,
"Primaria (043)",38258,25455,1643,2159,3830,5171
"Secundaria (044)",31927,7797,15276,4811,2737,1306
"Superior no univ. incompleta (045)",4741,,3533,739,327,142
"Superior no univ. completa (046)",3682,,1372,1165,732,413
"Superior univ. incompleta (047)",3128,,2505,322,196,105
"Superior univ. completa (048)",2020,,530,529,549,412
,,,,,,
"URBANA (060)",147884,31374,45607,34557,25130,11216
"Sin nivel (061)",4991,404,324,873,1575,1815
"Educación inicial (062)",2169,2046,76,47,,
"Primaria (063)",43716,21863,2890,4867,7897,6199
"Secundaria (064)",59253,7061,26119,15707,8619,1747
"Superior no univ. incompleta (065)",10244,,6014,2800,1223,207
"Superior no univ. completa (066)",12781,,4472,5271,2515,523
"Superior univ. incompleta (067)",6334,,3841,1499,842,152
"Superior univ. completa (068)",8396,,1871,3493,2459,573
"PEA (070)",71620,831,24282,26003,17216,3288
"Sin nivel (071)",1668,12,117,495,748,296
"Educación inicial (072)",54,5,24,25,,
"Primaria (073)",11900,405,1587,3192,4798,1918
"Secundaria (074)",32136,409,13242,11663,6237,585
"Superior no univ. incompleta (075)",6163,,3011,2144,930,78
"Superior no univ. completa (076)",9540,,3289,4250,1852,149
"Superior univ. incompleta (077)",3579,,1618,1217,679,65
"Superior univ. completa (078)",6580,,1394,3017,1972,197
"Ocupada (080)",68954,797,22893,25252,16816,3196
"Sin nivel (081)",1609,7,111,481,728,282
"Educación inicial (082)",54,5,24,25,,
"Primaria (083)",11477,391,1479,3071,4672,1864
"Secundaria (084)",30818,394,12467,11313,6068,576
"Superior no univ. incompleta (085)",5936,,2857,2093,908,78
"Superior no univ. completa (086)",9223,,3113,4143,1824,143
"Superior univ. incompleta (087)",3460,,1545,1183,669,63
"Superior univ. completa (088)",6377,,1297,2943,1947,190
"Desocupada (090)",2666,34,1389,751,400,92
"Sin nivel (091)",59,5,6,14,20,14
"Primaria (093)",423,14,108,121,126,54
"Secundaria (094)",1318,15,775,350,169,9
"Superior no univ. incompleta (095)",227,,154,51,22,
"Superior no univ. completa (096)",317,,176,107,28,6
"Superior univ. incompleta (097)",119,,73,34,10,2
"Superior univ. completa (098)",203,,97,74,25,7
"No PEA (100)",76264,30543,21325,8554,7914,7928
"Sin nivel (101)",3323,392,207,378,827,1519
"Educación inicial (102)",2115,2041,52,22,,
"Primaria (103)",31816,21458,1303,1675,3099,4281
"Secundaria (104)",27117,6652,12877,4044,2382,1162
"Superior no univ. incompleta (105)",4081,,3003,656,293,129
"Superior no univ. completa (106)",3241,,1183,1021,663,374
"Superior univ. incompleta (107)",2755,,2223,282,163,87
"Superior univ. completa (108)",1816,,477,476,487,376
,,,,,,
"RURAL (120)",28310,5678,8471,6535,5069,2557
"Sin nivel (121)",1588,56,99,269,542,622
"Educación inicial (122)",357,343,12,2,,
"Primaria (123)",9999,4064,872,1489,2091,1483
"Secundaria (124)",11376,1215,5194,3172,1535,260
"Superior no univ. incompleta (125)",1553,,963,387,175,28
"Superior no univ. completa (126)",1683,,692,647,277,67
"Superior univ. incompleta (127)",806,,415,211,150,30
"Superior univ. completa (128)",948,,224,358,299,67
"PEA (130)",14022,139,4611,4847,3500,925
"Sin nivel (131)",582,1,40,154,257,130
"Educación inicial (132)",5,1,4,,,
"Primaria (133)",3557,67,532,1005,1360,593
"Secundaria (134)",6566,70,2795,2405,1180,116
"Superior no univ. incompleta (135)",893,,433,304,141,15
"Superior no univ. completa (136)",1242,,503,503,208,28
"Superior univ. incompleta (137)",433,,133,171,117,12
"Superior univ. completa (138)",744,,171,305,237,31
"Ocupada (140)",13705,137,4441,4766,3451,910
"Sin nivel (141)",572,1,39,152,253,127
"Educación inicial (142)",5,1,4,,,
"Primaria (143)",3486,65,512,985,1339,585
"Secundaria (144)",6398,70,2691,2364,1160,113
"Superior no univ. incompleta (145)",877,,422,300,141,14
"Superior no univ. completa (146)",1208,,480,495,205,28
"Superior univ. incompleta (147)",428,,131,169,116,12
"Superior univ. completa (148)",731,,162,301,237,31
"Desocupada (150)",317,2,170,81,49,15
"Sin nivel (151)",10,,1,2,4,3
"Primaria (153)",71,2,20,20,21,8
"Secundaria (154)",168,,104,41,20,3
"Superior no univ. incompleta (155)",16,,11,4,,1
"Superior no univ. completa (156)",34,,23,8,3,
"Superior univ. incompleta (157)",5,,2,2,1,
"Superior univ. completa (158)",13,,9,4,,
"No PEA (160)",14288,5539,3860,1688,1569,1632
"Sin nivel (161)",1006,55,59,115,285,492
"Educación inicial (162)",352,342,8,2,,
"Primaria (163)",6442,3997,340,484,731,890
"Secundaria (164)",4810,1145,2399,767,355,144
"Superior no univ. incompleta (165)",660,,530,83,34,13
"Superior no univ. completa (166)",441,,189,144,69,39
"Superior univ. incompleta (167)",373,,282,40,33,18
"Superior univ. completa (168)",204,,53,53,62,36
