"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",2,8,6,,75,,
"De 50 y más años (039)",10,49,39,,79.6,,
"No PEA (040)",16314,46568,39139,859,84,1.8,
"De 12 a 14 años (041)",1974,10,9,3,90,30,
"De 15 a 19 años (042)",2471,318,311,110,97.8,34.6,
"De 20 a 24 años (043)",1953,1665,1614,256,96.9,15.4,
"De 25 a 29 años (044)",1540,2971,2805,176,94.4,5.9,
"De 30 a 34 años (045)",1406,4078,3810,153,93.4,3.8,
"De 35 a 39 años (046)",1225,4665,4231,94,90.7,2,
"De 40 a 44 años (047)",981,4660,4102,51,88,1.1,
"De 45 a 49 años (048)",910,4922,4262,16,86.6,0.3,
"De 50 y más años (049)",3854,23279,17995,,77.3,,
,,,,,,,
"URBANA (060)",5167,12035,10709,182,89,1.5,
"De 12 a 14 años (061)",405,2,2,1,100,50,
"De 15 a 19 años (062)",689,69,66,21,95.7,30.4,
"De 20 a 24 años (063)",617,366,362,59,98.9,16.1,
"De 25 a 29 años (064)",526,634,623,37,98.3,5.8,
"De 30 a 34 años (065)",499,957,931,38,97.3,4,
"De 35 a 39 años (066)",501,1286,1227,19,95.4,1.5,
"De 40 a 44 años (067)",372,1198,1125,5,93.9,0.4,
"De 45 a 49 años (068)",308,1135,1073,2,94.5,0.2,
"De 50 y más años (069)",1250,6388,5300,,83,,
"PEA (070)",2009,4958,4561,59,92,1.2,
"De 12 a 14 años (071)",17,,,,,,
"De 15 a 19 años (072)",101,15,13,7,86.7,46.7,
"De 20 a 24 años (073)",199,115,113,11,98.3,9.6,
"De 25 a 29 años (074)",271,271,264,13,97.4,4.8,
"De 30 a 34 años (075)",292,518,506,15,97.7,2.9,
"De 35 a 39 años (076)",295,679,661,11,97.3,1.6,
"De 40 a 44 años (077)",223,669,627,1,93.7,0.1,
"De 45 a 49 años (078)",168,605,579,1,95.7,0.2,
"De 50 y más años (079)",443,2086,1798,,86.2,,
"Ocupada (080)",1928,4868,4480,55,92,1.1,
"De 12 a 14 años (081)",16,,,,,,
"De 15 a 19 años (082)",96,15,13,7,86.7,46.7,
"De 20 a 24 años (083)",174,106,104,9,98.1,8.5,
"De 25 a 29 años (084)",247,256,249,11,97.3,4.3,
"De 30 a 34 años (085)",282,511,499,15,97.7,2.9,
"De 35 a 39 años (086)",290,674,656,11,97.3,1.6,
"De 40 a 44 años (087)",218,651,612,1,94,0.2,
"De 45 a 49 años (088)",166,597,573,1,96,0.2,
"De 50 y más años (089)",439,2058,1774,,86.2,,
"Desocupada (090)",81,90,81,4,90,4.4,
"De 12 a 14 años (091)",1,,,,,,
"De 15 a 19 años (092)",5,,,,,,
"De 20 a 24 años (093)",25,9,9,2,100,22.2,
"De 25 a 29 años (094)",24,15,15,2,100,13.3,
"De 30 a 34 años (095)",10,7,7,,100,,
"De 35 a 39 años (096)",5,5,5,,100,,
"De 40 a 44 años (097)",5,18,15,,83.3,,
"De 45 a 49 años (098)",2,8,6,,75,,
"De 50 y más años (099)",4,28,24,,85.7,,
"No PEA (100)",3158,7077,6148,123,86.9,1.7,
"De 12 a 14 años (101)",388,2,2,1,100,50,
"De 15 a 19 años (102)",588,54,53,14,98.1,25.9,
"De 20 a 24 años (103)",418,251,249,48,99.2,19.1,
"De 25 a 29 años (104)",255,363,359,24,98.9,6.6,
"De 30 a 34 años (105)",207,439,425,23,96.8,5.2,
"De 35 a 39 años (106)",206,607,566,8,93.2,1.3,
"De 40 a 44 años (107)",149,529,498,4,94.1,0.8,
"De 45 a 49 años (108)",140,530,494,1,93.2,0.2,
"De 50 y más años (109)",807,4302,3502,,81.4,,
,,,,,,,
"RURAL (120)",15127,44809,37612,798,83.9,1.8,
"De 12 a 14 años (121)",1634,8,7,2,87.5,25,
"De 15 a 19 años (122)",2107,293,285,102,97.3,34.8,
"De 20 a 24 años (123)",1836,1590,1525,222,95.9,14,
"De 25 a 29 años (124)",1511,2862,2692,166,94.1,5.8,
"De 30 a 34 años (125)",1422,4133,3852,145,93.2,3.5,
"De 35 a 39 años (126)",1220,4690,4257,91,90.8,1.9,
"De 40 a 44 años (127)",1011,4875,4285,52,87.9,1.1,
"De 45 a 49 años (128)",899,4951,4257,18,86,0.4,
"De 50 y más años (129)",3487,21407,16452,,76.9,,
"PEA (130)",1971,5318,4621,61,86.9,1.1,
"De 12 a 14 años (131)",48,,,,,,
"De 15 a 19 años (132)",224,29,27,6,93.1,20.7,
"De 20 a 24 años (133)",301,176,160,14,90.9,8,
"De 25 a 29 años (134)",226,254,246,14,96.9,5.5,
"De 30 a 34 años (135)",223,494,467,14,94.5,2.8,
"De 35 a 39 años (136)",201,632,592,5,93.7,0.8,
"De 40 a 44 años (137)",179,744,681,5,91.5,0.7,
"De 45 a 49 años (138)",129,559,489,3,87.5,0.5,
"De 50 y más años (139)",440,2430,1959,,80.6,,
"Ocupada (140)",1846,5244,4553,56,86.8,1.1,
"De 12 a 14 años (141)",42,,,,,,
"De 15 a 19 años (142)",183,24,22,5,91.7,20.8,
"De 20 a 24 años (143)",263,168,152,14,90.5,8.3,
"De 25 a 29 años (144)",211,243,235,12,96.7,4.9,
"De 30 a 34 años (145)",212,482,455,13,94.4,2.7,
"De 35 a 39 años (146)",195,621,581,4,93.6,0.6,
"De 40 a 44 años (147)",177,738,675,5,91.5,0.7,
"De 45 a 49 años (148)",129,559,489,3,87.5,0.5,
"De 50 y más años (149)",434,2409,1944,,80.7,,
"Desocupada (150)",125,74,68,5,91.9,6.8,
"De 12 a 14 años (151)",6,,,,,,
"De 15 a 19 años (152)",41,5,5,1,100,20,
"De 20 a 24 años (153)",38,8,8,,100,,
"De 25 a 29 años (154)",15,11,11,2,100,18.2,
"De 30 a 34 años (155)",11,12,12,1,100,8.3,
"De 35 a 39 años (156)",6,11,11,1,100,9.1,
"De 40 a 44 años (157)",2,6,6,,100,,
"De 50 y más años (159)",6,21,15,,71.4,,
"No PEA (160)",13156,39491,32991,737,83.5,1.9,
"De 12 a 14 años (161)",1586,8,7,2,87.5,25,
"De 15 a 19 años (162)",1883,264,258,96,97.7,36.4,
"De 20 a 24 años (163)",1535,1414,1365,208,96.5,14.7,
"De 25 a 29 años (164)",1285,2608,2446,152,93.8,5.8,
"De 30 a 34 años (165)",1199,3639,3385,131,93,3.6,
"De 35 a 39 años (166)",1019,4058,3665,86,90.3,2.1,
"De 40 a 44 años (167)",832,4131,3604,47,87.2,1.1,
"De 45 a 49 años (168)",770,4392,3768,15,85.8,0.3,
"De 50 y más años (169)",3047,18977,14493,,76.4,,
