"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",318,144,69,86,19
"Mujeres (044)",3093,2340,319,253,181
"Agric., ganadería, caza y silvicultura (045)",1752,1623,94,34,1
"Pesca (046)",1,,1,,
"Explotación de minas y canteras (047)",21,11,1,4,5
"Industrias manufactureras (048)",48,40,4,4,
"Suministro de electricidad, gas y agua (049)",4,,,4,
"Construcción (050)",36,2,10,23,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",249,236,10,2,1
"Venta, mant.y rep. veh.autom y motoc. (052)",5,4,1,,
"Comercio al por mayor (053)",6,5,,,1
"Comercio al por menor (054)",238,227,9,2,
"Hoteles y restaurantes (055)",86,73,4,5,4
"Trans., almac. y comunicaciones (056)",19,9,5,5,
"Intermediación financiera (057)",1,1,,,
"Activid.inmobil., empres. y alquileres (058)",29,12,7,9,1
"Admin.pub. y defensa; p. segur soc.afil (059)",117,,,,117
"Enseñanza (060)",426,156,135,129,6
"Servicios sociales y de salud (061)",63,11,6,6,40
"Otras activ. serv.comun.soc y personales (062)",23,11,6,5,1
"Hogares privados con servicio doméstico (063)",41,41,,,
"Actividad economica no especificada (065)",177,114,36,23,4
,,,,,
"URBANA (066)",4643,3077,528,558,480
"Agric., ganadería, caza y silvicultura (067)",2255,2077,142,34,2
"Pesca (068)",12,8,3,1,
"Explotación de minas y canteras (069)",12,3,1,1,7
"Industrias manufactureras (070)",102,77,12,11,2
"Suministro de electricidad, gas y agua (071)",27,4,5,18,
"Construcción (072)",383,111,101,169,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",294,273,16,3,2
"Venta, mant.y rep. veh.autom y motoc. (074)",29,24,4,,1
"Comercio al por mayor (075)",9,7,1,,1
"Comercio al por menor (076)",256,242,11,3,
"Hoteles y restaurantes (077)",73,65,4,2,2
"Trans., almac. y comunicaciones (078)",110,89,8,8,5
"Intermediación financiera (079)",2,1,,,1
"Activid.inmobil., empres. y alquileres (080)",58,19,12,24,3
"Admin.pub. y defensa; p. segur soc.afil (081)",378,,,,378
"Enseñanza (082)",530,139,161,221,9
"Servicios sociales y de salud (083)",89,12,11,8,58
"Otras activ. serv.comun.soc y personales (084)",38,18,10,9,1
"Hogares privados con servicio doméstico (085)",42,42,,,
"Actividad economica no especificada (087)",238,139,42,49,8
"Hombres (088)",3016,1909,347,393,367
"Agric., ganadería, caza y silvicultura (089)",1505,1377,101,26,1
"Pesca (090)",12,8,3,1,
"Explotación de minas y canteras (091)",12,3,1,1,7
"Industrias manufactureras (092)",66,49,8,7,2
"Suministro de electricidad, gas y agua (093)",23,4,5,14,
"Construcción (094)",366,110,96,158,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",121,110,8,2,1
"Venta, mant.y rep. veh.autom y motoc. (096)",25,21,3,,1
"Comercio al por mayor (097)",5,4,1,,
"Comercio al por menor (098)",91,85,4,2,
"Hoteles y restaurantes (099)",15,13,1,,1
"Trans., almac. y comunicaciones (100)",99,84,5,5,5
"Intermediación financiera (101)",1,,,,1
"Activid.inmobil., empres. y alquileres (102)",40,14,7,17,2
"Admin.pub. y defensa; p. segur soc.afil (103)",304,,,,304
"Enseñanza (104)",238,39,77,118,4
"Servicios sociales y de salud (105)",41,5,5,2,29
"Otras activ. serv.comun.soc y personales (106)",22,11,6,5,
"Hogares privados con servicio doméstico (107)",12,12,,,
"Actividad economica no especificada (109)",139,70,24,37,8
"Mujeres (110)",1627,1168,181,165,113
"Agric., ganadería, caza y silvicultura (111)",750,700,41,8,1
"Industrias manufactureras (114)",36,28,4,4,
"Suministro de electricidad, gas y agua (115)",4,,,4,
"Construcción (116)",17,1,5,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",173,163,8,1,1
"Venta, mant.y rep. veh.autom y motoc. (118)",4,3,1,,
"Comercio al por mayor (119)",4,3,,,1
"Comercio al por menor (120)",165,157,7,1,
"Hoteles y restaurantes (121)",58,52,3,2,1
"Trans., almac. y comunicaciones (122)",11,5,3,3,
"Intermediación financiera (123)",1,1,,,
"Activid.inmobil., empres. y alquileres (124)",18,5,5,7,1
"Admin.pub. y defensa; p. segur soc.afil (125)",74,,,,74
"Enseñanza (126)",292,100,84,103,5
"Servicios sociales y de salud (127)",48,7,6,6,29
"Otras activ. serv.comun.soc y personales (128)",16,7,4,4,1
"Hogares privados con servicio doméstico (129)",30,30,,,
"Actividad economica no especificada (131)",99,69,18,12,
,,,,,
"RURAL (132)",5558,3854,498,467,739
"Agric., ganadería, caza y silvicultura (133)",3404,3152,165,85,2
"Pesca (134)",88,66,21,1,
"Explotación de minas y canteras (135)",530,53,8,42,427
"Industrias manufactureras (136)",50,44,3,2,1
"Suministro de electricidad, gas y agua (137)",5,,2,3,
"Construcción (138)",353,75,99,177,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",144,130,11,2,1
"Venta, mant.y rep. veh.autom y motoc. (140)",12,8,2,1,1
"Comercio al por mayor (141)",11,9,2,,
"Comercio al por menor (142)",121,113,7,1,
"Hoteles y restaurantes (143)",45,25,2,8,10
"Trans., almac. y comunicaciones (144)",86,61,10,10,5
"Intermediación financiera (145)",1,,,1,
"Activid.inmobil., empres. y alquileres (146)",66,19,15,11,21
"Admin.pub. y defensa; p. segur soc.afil (147)",232,,,,232
"Enseñanza (148)",239,81,92,63,3
"Servicios sociales y de salud (149)",28,8,2,,18
"Otras activ. serv.comun.soc y personales (150)",17,8,5,2,2
"Hogares privados con servicio doméstico (151)",13,13,,,
"Actividad economica no especificada (153)",257,119,63,60,15
"Hombres (154)",4092,2682,360,379,671
"Agric., ganadería, caza y silvicultura (155)",2402,2229,112,59,2
"Pesca (156)",87,66,20,1,
"Explotación de minas y canteras (157)",509,42,7,38,422
"Industrias manufactureras (158)",38,32,3,2,1
"Suministro de electricidad, gas y agua (159)",5,,2,3,
"Construcción (160)",334,74,94,165,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",68,57,9,1,1
"Venta, mant.y rep. veh.autom y motoc. (162)",11,7,2,1,1
"Comercio al por mayor (163)",9,7,2,,
"Comercio al por menor (164)",48,43,5,,
"Hoteles y restaurantes (165)",17,4,1,5,7
"Trans., almac. y comunicaciones (166)",78,57,8,8,5
"Intermediación financiera (167)",1,,,1,
"Activid.inmobil., empres. y alquileres (168)",55,12,13,9,21
"Admin.pub. y defensa; p. segur soc.afil (169)",189,,,,189
"Enseñanza (170)",105,25,41,37,2
"Servicios sociales y de salud (171)",13,4,2,,7
"Otras activ. serv.comun.soc y personales (172)",10,4,3,1,2
"Hogares privados con servicio doméstico (173)",2,2,,,
"Actividad economica no especificada (175)",179,74,45,49,11
"Mujeres (176)",1466,1172,138,88,68
"Agric., ganadería, caza y silvicultura (177)",1002,923,53,26,
"Pesca (178)",1,,1,,
"Explotación de minas y canteras (179)",21,11,1,4,5
"Industrias manufactureras (180)",12,12,,,
"Construcción (182)",19,1,5,12,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",76,73,2,1,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",2,2,,,
"Comercio al por menor (186)",73,70,2,1,
"Hoteles y restaurantes (187)",28,21,1,3,3
"Trans., almac. y comunicaciones (188)",8,4,2,2,
"Activid.inmobil., empres. y alquileres (190)",11,7,2,2,
"Admin.pub. y defensa; p. segur soc.afil (191)",43,,,,43
"Enseñanza (192)",134,56,51,26,1
"Servicios sociales y de salud (193)",15,4,,,11
"Otras activ. serv.comun.soc y personales (194)",7,4,2,1,
"Hogares privados con servicio doméstico (195)",11,11,,,
"Actividad economica no especificada (197)",78,45,18,11,4
