"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",9191,7030,580,406,1175
"Sin nivel (061)",399,389,6,1,3
"Educación inicial (062)",16,14,2,,
"Primaria (063)",2130,1975,101,24,30
"Secundaria (064)",3637,3189,218,82,148
"Superior no univ. incompleta (065)",686,446,39,23,178
"Superior no univ. completa (066)",970,445,92,119,314
"Superior univ. incompleta (067)",372,232,24,16,100
"Superior univ. completa (068)",981,340,98,141,402
"De 06 a 14 años (070)",244,221,21,2,
"Sin nivel (071)",1,1,,,
"Educación inicial (072)",6,6,,,
"Primaria (073)",112,101,9,2,
"Secundaria (074)",125,113,12,,
"De 15 a 29 años (080)",2818,2153,195,98,372
"Sin nivel (081)",10,10,,,
"Educación inicial (082)",6,4,2,,
"Primaria (083)",197,182,13,1,1
"Secundaria (084)",1467,1281,105,27,54
"Superior no univ. incompleta (085)",378,237,18,8,115
"Superior no univ. completa (086)",345,208,22,33,82
"Superior univ. incompleta (087)",165,119,13,4,29
"Superior univ. completa (088)",250,112,22,25,91
"De 30 a 44 años (090)",3451,2506,230,191,524
"Sin nivel (091)",67,65,2,,
"Educación inicial (092)",4,4,,,
"Primaria (093)",686,634,37,5,10
"Secundaria (094)",1321,1189,65,31,36
"Superior no univ. incompleta (095)",240,170,12,10,48
"Superior no univ. completa (096)",482,192,52,64,174
"Superior univ. incompleta (097)",135,77,9,8,41
"Superior univ. completa (098)",516,175,53,73,215
"De 45 a 64 años (100)",2226,1737,123,106,260
"Sin nivel (101)",180,174,3,1,2
"Primaria (103)",920,859,36,12,13
"Secundaria (104)",657,547,36,21,53
"Superior no univ. incompleta (105)",62,35,8,4,15
"Superior no univ. completa (106)",135,41,17,21,56
"Superior univ. incompleta (107)",69,34,2,4,29
"Superior univ. completa (108)",203,47,21,43,92
"De 65 y más años (110)",452,413,11,9,19
"Sin nivel (111)",141,139,1,,1
"Primaria (113)",215,199,6,4,6
"Secundaria (114)",67,59,,3,5
"Superior no univ. incompleta (115)",6,4,1,1,
"Superior no univ. completa (116)",8,4,1,1,2
"Superior univ. incompleta (117)",3,2,,,1
"Superior univ. completa (118)",12,6,2,,4
,,,,,
"RURAL (120)",22251,21209,706,96,240
"Sin nivel (121)",3212,3165,44,1,2
"Educación inicial (122)",15,15,,,
"Primaria (123)",9329,9046,260,7,16
"Secundaria (124)",8341,7952,285,37,67
"Superior no univ. incompleta (125)",373,328,18,12,15
"Superior no univ. completa (126)",481,363,39,11,68
"Superior univ. incompleta (127)",181,143,14,7,17
"Superior univ. completa (128)",319,197,46,21,55
"De 06 a 14 años (130)",225,217,8,,
"Sin nivel (131)",4,3,1,,
"Educación inicial (132)",2,2,,,
"Primaria (133)",138,133,5,,
"Secundaria (134)",81,79,2,,
"De 15 a 29 años (140)",5804,5471,225,36,72
"Sin nivel (141)",63,62,1,,
"Educación inicial (142)",5,5,,,
"Primaria (143)",1177,1129,42,2,4
"Secundaria (144)",4036,3840,155,17,24
"Superior no univ. incompleta (145)",176,153,12,5,6
"Superior no univ. completa (146)",210,175,7,4,24
"Superior univ. incompleta (147)",60,52,3,3,2
"Superior univ. completa (148)",77,55,5,5,12
"De 30 a 44 años (150)",6271,5895,234,31,111
"Sin nivel (151)",254,246,8,,
"Educación inicial (152)",8,8,,,
"Primaria (153)",2391,2291,95,2,3
"Secundaria (154)",3021,2904,80,9,28
"Superior no univ. incompleta (155)",155,143,4,3,5
"Superior no univ. completa (156)",208,152,19,5,32
"Superior univ. incompleta (157)",74,59,2,3,10
"Superior univ. completa (158)",160,92,26,9,33
"De 45 a 64 años (160)",6608,6320,208,28,52
"Sin nivel (161)",1366,1341,23,1,1
"Primaria (163)",3921,3812,101,2,6
"Secundaria (164)",1111,1040,45,11,15
"Superior no univ. incompleta (165)",38,29,2,4,3
"Superior no univ. completa (166)",59,32,13,2,12
"Superior univ. incompleta (167)",43,28,9,1,5
"Superior univ. completa (168)",70,38,15,7,10
"De 65 y más años (170)",3343,3306,31,1,5
"Sin nivel (171)",1525,1513,11,,1
"Primaria (173)",1702,1681,17,1,3
"Secundaria (174)",92,89,3,,
"Superior no univ. incompleta (175)",4,3,,,1
"Superior no univ. completa (176)",4,4,,,
"Superior univ. incompleta (177)",4,4,,,
"Superior univ. completa (178)",12,12,,,
