"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",8593,6712,770,437,674
"Sin nivel (061)",750,700,36,5,9
"Educación inicial (062)",13,12,,1,
"Primaria (063)",2826,2559,205,29,33
"Secundaria (064)",3186,2663,266,98,159
"Superior no univ. incompleta (065)",302,193,38,21,50
"Superior no univ. completa (066)",516,237,61,62,156
"Superior univ. incompleta (067)",226,111,22,22,71
"Superior univ. completa (068)",774,237,142,199,196
"De 06 a 14 años (070)",265,235,28,2,
"Sin nivel (071)",6,4,1,1,
"Educación inicial (072)",1,1,,,
"Primaria (073)",182,162,20,,
"Secundaria (074)",76,68,7,1,
"De 15 a 29 años (080)",2495,1928,256,84,227
"Sin nivel (081)",37,36,,1,
"Educación inicial (082)",7,7,,,
"Primaria (083)",508,443,51,9,5
"Secundaria (084)",1357,1147,133,20,57
"Superior no univ. incompleta (085)",146,97,20,6,23
"Superior no univ. completa (086)",175,88,16,9,62
"Superior univ. incompleta (087)",97,51,10,10,26
"Superior univ. completa (088)",168,59,26,29,54
"De 30 a 44 años (090)",3123,2300,304,228,291
"Sin nivel (091)",164,150,9,1,4
"Educación inicial (092)",5,4,,1,
"Primaria (093)",1017,913,74,14,16
"Secundaria (094)",1083,900,85,42,56
"Superior no univ. incompleta (095)",106,69,13,8,16
"Superior no univ. completa (096)",262,115,34,40,73
"Superior univ. incompleta (097)",79,36,6,7,30
"Superior univ. completa (098)",407,113,83,115,96
"De 45 a 64 años (100)",2115,1692,157,120,146
"Sin nivel (101)",308,284,19,2,3
"Primaria (103)",844,782,48,5,9
"Secundaria (104)",596,484,36,33,43
"Superior no univ. incompleta (105)",48,26,5,7,10
"Superior no univ. completa (106)",78,33,11,13,21
"Superior univ. incompleta (107)",48,22,6,5,15
"Superior univ. completa (108)",193,61,32,55,45
"De 65 y más años (110)",595,557,25,3,10
"Sin nivel (111)",235,226,7,,2
"Primaria (113)",275,259,12,1,3
"Secundaria (114)",74,64,5,2,3
"Superior no univ. incompleta (115)",2,1,,,1
"Superior no univ. completa (116)",1,1,,,
"Superior univ. incompleta (117)",2,2,,,
"Superior univ. completa (118)",6,4,1,,1
,,,,,
"RURAL (120)",22238,20798,1148,109,183
"Sin nivel (121)",3654,3512,133,5,4
"Educación inicial (122)",38,33,4,1,
"Primaria (123)",10829,10311,472,23,23
"Secundaria (124)",6847,6399,336,37,75
"Superior no univ. incompleta (125)",219,179,22,5,13
"Superior no univ. completa (126)",236,146,53,14,23
"Superior univ. incompleta (127)",83,61,15,1,6
"Superior univ. completa (128)",332,157,113,23,39
"De 06 a 14 años (130)",442,422,18,2,
"Sin nivel (131)",17,17,,,
"Educación inicial (132)",10,8,2,,
"Primaria (133)",317,301,14,2,
"Secundaria (134)",98,96,2,,
"De 15 a 29 años (140)",7293,6772,384,45,92
"Sin nivel (141)",238,228,8,2,
"Educación inicial (142)",21,19,1,1,
"Primaria (143)",3035,2876,145,7,7
"Secundaria (144)",3699,3449,189,22,39
"Superior no univ. incompleta (145)",91,75,6,2,8
"Superior no univ. completa (146)",86,56,13,7,10
"Superior univ. incompleta (147)",35,25,6,1,3
"Superior univ. completa (148)",88,44,16,3,25
"De 30 a 44 años (150)",7076,6558,417,42,59
"Sin nivel (151)",774,743,30,1,
"Educación inicial (152)",7,6,1,,
"Primaria (153)",3760,3568,177,7,8
"Secundaria (154)",2127,2008,86,10,23
"Superior no univ. incompleta (155)",90,70,12,3,5
"Superior no univ. completa (156)",109,64,30,5,10
"Superior univ. incompleta (157)",28,21,5,,2
"Superior univ. completa (158)",181,78,76,16,11
"De 45 a 64 años (160)",5626,5297,279,20,30
"Sin nivel (161)",1673,1603,65,2,3
"Primaria (163)",2958,2824,120,7,7
"Secundaria (164)",848,773,57,5,13
"Superior no univ. incompleta (165)",34,30,4,,
"Superior no univ. completa (166)",37,23,9,2,3
"Superior univ. incompleta (167)",19,15,3,,1
"Superior univ. completa (168)",57,29,21,4,3
"De 65 y más años (170)",1801,1749,50,,2
"Sin nivel (171)",952,921,30,,1
"Primaria (173)",759,742,16,,1
"Secundaria (174)",75,73,2,,
"Superior no univ. incompleta (175)",4,4,,,
"Superior no univ. completa (176)",4,3,1,,
"Superior univ. incompleta (177)",1,,1,,
"Superior univ. completa (178)",6,6,,,
