"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",129,96,16,6,11
,,,,,
"URBANA (036)",4175,2787,373,460,555
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",17,2,,4,11
"Profes., científicos e intelectuales (038)",418,96,81,156,85
"Técnicos de nivel medio y trab. asimilados (039)",143,83,18,23,19
"Jefes y empleados de oficina (040)",127,46,7,18,56
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",585,530,28,6,21
"Agricult.trabaj.calif.agrop.y pesqueros (042)",609,584,22,1,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",650,294,60,123,173
"Obreros construc.,conf.,papel, fab., instr. (044)",459,300,64,54,41
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1003,771,75,66,91
"Otra (046)",42,,,,42
"Ocupación no especificada (047)",122,81,18,9,14
"Hombres (048)",2889,1784,284,370,451
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",14,1,,4,9
"Profes., científicos e intelectuales (050)",212,47,36,87,42
"Técnicos de nivel medio y trab. asimilados (051)",107,59,13,21,14
"Jefes y empleados de oficina (052)",57,19,1,9,28
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",222,182,18,5,17
"Agricult.trabaj.calif.agrop.y pesqueros (054)",486,466,17,1,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",624,272,59,122,171
"Obreros construc.,conf.,papel, fab., instr. (056)",448,290,63,54,41
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",608,415,60,59,74
"Otra (058)",42,,,,42
"Ocupación no especificada (059)",69,33,17,8,11
"Mujeres (060)",1286,1003,89,90,104
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,1,,,2
"Profes., científicos e intelectuales (062)",206,49,45,69,43
"Técnicos de nivel medio y trab. asimilados (063)",36,24,5,2,5
"Jefes y empleados de oficina (064)",70,27,6,9,28
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",363,348,10,1,4
"Agricult.trabaj.calif.agrop.y pesqueros (066)",123,118,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",26,22,1,1,2
"Obreros construc.,conf.,papel, fab., instr. (068)",11,10,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",395,356,15,7,17
"Ocupación no especificada (071)",53,48,1,1,3
,,,,,
"RURAL (072)",3375,1838,304,374,859
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",1,,1,,
"Profes., científicos e intelectuales (074)",201,37,40,43,81
"Técnicos de nivel medio y trab. asimilados (075)",200,39,15,39,107
"Jefes y empleados de oficina (076)",65,10,6,12,37
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",139,122,4,4,9
"Agricult.trabaj.calif.agrop.y pesqueros (078)",646,625,21,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",643,160,50,109,324
"Obreros construc.,conf.,papel, fab., instr. (080)",245,86,28,24,107
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",813,617,65,34,97
"Otra (082)",3,,,,3
"Ocupación no especificada (083)",419,142,74,109,94
"Hombres (084)",2720,1311,252,351,806
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,,1,,
"Profes., científicos e intelectuales (086)",142,21,23,34,64
"Técnicos de nivel medio y trab. asimilados (087)",186,31,15,36,104
"Jefes y empleados de oficina (088)",54,8,6,11,29
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",63,53,3,3,4
"Agricult.trabaj.calif.agrop.y pesqueros (090)",551,531,20,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",625,148,49,108,320
"Obreros construc.,conf.,papel, fab., instr. (092)",243,84,28,24,107
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",510,341,48,31,90
"Otra (094)",2,,,,2
"Ocupación no especificada (095)",343,94,59,104,86
"Mujeres (096)",655,527,52,23,53
"Profes., científicos e intelectuales (098)",59,16,17,9,17
"Técnicos de nivel medio y trab. asimilados (099)",14,8,,3,3
"Jefes y empleados de oficina (100)",11,2,,1,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",76,69,1,1,5
"Agricult.trabaj.calif.agrop.y pesqueros (102)",95,94,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",18,12,1,1,4
"Obreros construc.,conf.,papel, fab., instr. (104)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",303,276,17,3,7
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",76,48,15,5,8
