"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"No PEA (040)",5168,15677,13871,295,88.5,1.9,
"De 12 a 14 años (041)",643,2,1,,50,,
"De 15 a 19 años (042)",744,97,95,30,97.9,30.9,
"De 20 a 24 años (043)",536,571,555,84,97.2,14.7,
"De 25 a 29 años (044)",466,891,864,68,97,7.6,
"De 30 a 34 años (045)",441,1238,1180,51,95.3,4.1,
"De 35 a 39 años (046)",427,1663,1550,39,93.2,2.3,
"De 40 a 44 años (047)",332,1549,1444,21,93.2,1.4,
"De 45 a 49 años (048)",269,1547,1401,2,90.6,0.1,
"De 50 y más años (049)",1310,8119,6781,,83.5,,
,,,,,,,
"URBANA (060)",4980,14008,12573,270,89.8,1.9,
"De 12 a 14 años (061)",459,2,1,,50,,
"De 15 a 19 años (062)",657,78,76,24,97.4,30.8,
"De 20 a 24 años (063)",546,493,479,66,97.2,13.4,
"De 25 a 29 años (064)",519,869,848,66,97.6,7.6,
"De 30 a 34 años (065)",510,1239,1183,60,95.5,4.8,
"De 35 a 39 años (066)",509,1715,1614,36,94.1,2.1,
"De 40 a 44 años (067)",327,1400,1308,18,93.4,1.3,
"De 45 a 49 años (068)",283,1427,1296,,90.8,,
"De 50 y más años (069)",1170,6785,5768,,85,,
"PEA (070)",1318,3441,3160,51,91.8,1.5,
"De 12 a 14 años (071)",12,,,,,,
"De 15 a 19 años (072)",100,17,17,4,100,23.5,
"De 20 a 24 años (073)",152,79,78,9,98.7,11.4,
"De 25 a 29 años (074)",163,187,185,9,98.9,4.8,
"De 30 a 34 años (075)",175,296,285,17,96.3,5.7,
"De 35 a 39 años (076)",207,563,540,10,95.9,1.8,
"De 40 a 44 años (077)",110,408,384,2,94.1,0.5,
"De 45 a 49 años (078)",121,508,465,,91.5,,
"De 50 y más años (079)",278,1383,1206,,87.2,,
"Ocupada (080)",1281,3379,3110,47,92,1.4,
"De 12 a 14 años (081)",12,,,,,,
"De 15 a 19 años (082)",89,15,15,2,100,13.3,
"De 20 a 24 años (083)",143,77,76,9,98.7,11.7,
"De 25 a 29 años (084)",159,180,178,8,98.9,4.4,
"De 30 a 34 años (085)",170,289,278,16,96.2,5.5,
"De 35 a 39 años (086)",205,557,534,10,95.9,1.8,
"De 40 a 44 años (087)",107,393,374,2,95.2,0.5,
"De 45 a 49 años (088)",120,498,458,,92,,
"De 50 y más años (089)",276,1370,1197,,87.4,,
"Desocupada (090)",37,62,50,4,80.6,6.5,
"De 15 a 19 años (092)",11,2,2,2,100,100,
"De 20 a 24 años (093)",9,2,2,,100,,
"De 25 a 29 años (094)",4,7,7,1,100,14.3,
"De 30 a 34 años (095)",5,7,7,1,100,14.3,
"De 35 a 39 años (096)",2,6,6,,100,,
"De 40 a 44 años (097)",3,15,10,,66.7,,
"De 45 a 49 años (098)",1,10,7,,70,,
"De 50 y más años (099)",2,13,9,,69.2,,
"No PEA (100)",3662,10567,9413,219,89.1,2.1,
"De 12 a 14 años (101)",447,2,1,,50,,
"De 15 a 19 años (102)",557,61,59,20,96.7,32.8,
"De 20 a 24 años (103)",394,414,401,57,96.9,13.8,
"De 25 a 29 años (104)",356,682,663,57,97.2,8.4,
"De 30 a 34 años (105)",335,943,898,43,95.2,4.6,
"De 35 a 39 años (106)",302,1152,1074,26,93.2,2.3,
"De 40 a 44 años (107)",217,992,924,16,93.1,1.6,
"De 45 a 49 años (108)",162,919,831,,90.4,,
"De 50 y más años (109)",892,5402,4562,,84.5,,
,,,,,,,
"RURAL (120)",2169,7212,6306,108,87.4,1.5,
"De 12 a 14 años (121)",206,,,,,,
"De 15 a 19 años (122)",229,49,49,14,100,28.6,
"De 20 a 24 años (123)",240,224,219,33,97.8,14.7,
"De 25 a 29 años (124)",201,300,289,16,96.3,5.3,
"De 30 a 34 años (125)",178,444,428,14,96.4,3.2,
"De 35 a 39 años (126)",200,746,693,21,92.9,2.8,
"De 40 a 44 años (127)",167,779,720,7,92.4,0.9,
"De 45 a 49 años (128)",166,927,831,3,89.6,0.3,
"De 50 y más años (129)",582,3743,3077,,82.2,,
"PEA (130)",663,2102,1848,31,87.9,1.5,
"De 12 a 14 años (131)",10,,,,,,
"De 15 a 19 años (132)",42,13,13,4,100,30.8,
"De 20 a 24 años (133)",98,67,65,6,97,9,
"De 25 a 29 años (134)",91,91,88,4,96.7,4.4,
"De 30 a 34 años (135)",72,149,146,6,98,4,
"De 35 a 39 años (136)",75,235,217,8,92.3,3.4,
"De 40 a 44 años (137)",52,222,200,2,90.1,0.9,
"De 45 a 49 años (138)",59,299,261,1,87.3,0.3,
"De 50 y más años (139)",164,1026,858,,83.6,,
"Ocupada (140)",649,2084,1832,29,87.9,1.4,
"De 12 a 14 años (141)",10,,,,,,
"De 15 a 19 años (142)",37,13,13,4,100,30.8,
"De 20 a 24 años (143)",92,67,65,6,97,9,
"De 25 a 29 años (144)",91,91,88,4,96.7,4.4,
"De 30 a 34 años (145)",70,141,138,4,97.9,2.8,
"De 35 a 39 años (146)",75,235,217,8,92.3,3.4,
"De 40 a 44 años (147)",52,222,200,2,90.1,0.9,
"De 45 a 49 años (148)",59,299,261,1,87.3,0.3,
"De 50 y más años (149)",163,1016,850,,83.7,,
"Desocupada (150)",14,18,16,2,88.9,11.1,
"De 15 a 19 años (152)",5,,,,,,
"De 20 a 24 años (153)",6,,,,,,
"De 30 a 34 años (155)",2,8,8,2,100,25,
"De 50 y más años (159)",1,10,8,,80,,
"No PEA (160)",1506,5110,4458,77,87.2,1.5,
"De 12 a 14 años (161)",196,,,,,,
"De 15 a 19 años (162)",187,36,36,10,100,27.8,
"De 20 a 24 años (163)",142,157,154,27,98.1,17.2,
"De 25 a 29 años (164)",110,209,201,12,96.2,5.7,
"De 30 a 34 años (165)",106,295,282,8,95.6,2.7,
"De 35 a 39 años (166)",125,511,476,13,93.2,2.5,
"De 40 a 44 años (167)",115,557,520,5,93.4,0.9,
"De 45 a 49 años (168)",107,628,570,2,90.8,0.3,
"De 50 y más años (169)",418,2717,2219,,81.7,,
