"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",601,583,13,3,2
,,,,,
"URBANA (036)",7419,6003,515,466,435
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",39,,7,7,25
"Profes., científicos e intelectuales (038)",944,374,188,257,125
"Técnicos de nivel medio y trab. asimilados (039)",255,143,34,27,51
"Jefes y empleados de oficina (040)",183,34,16,24,109
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1210,1153,36,13,8
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1710,1671,38,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",406,353,31,15,7
"Obreros construc.,conf.,papel, fab., instr. (044)",437,346,46,19,26
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1981,1739,105,92,45
"Otra (046)",34,,,,34
"Ocupación no especificada (047)",220,190,14,11,5
"Hombres (048)",4900,3959,345,312,284
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",30,,3,7,20
"Profes., científicos e intelectuales (050)",441,158,85,135,63
"Técnicos de nivel medio y trab. asimilados (051)",167,97,26,23,21
"Jefes y empleados de oficina (052)",104,16,5,14,69
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",472,432,25,9,6
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1623,1587,35,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",315,267,28,15,5
"Obreros construc.,conf.,papel, fab., instr. (056)",417,329,44,19,25
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1203,998,88,80,37
"Otra (058)",34,,,,34
"Ocupación no especificada (059)",94,75,6,9,4
"Mujeres (060)",2519,2044,170,154,151
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",9,,4,,5
"Profes., científicos e intelectuales (062)",503,216,103,122,62
"Técnicos de nivel medio y trab. asimilados (063)",88,46,8,4,30
"Jefes y empleados de oficina (064)",79,18,11,10,40
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",738,721,11,4,2
"Agricult.trabaj.calif.agrop.y pesqueros (066)",87,84,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",91,86,3,,2
"Obreros construc.,conf.,papel, fab., instr. (068)",20,17,2,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",778,741,17,12,8
"Ocupación no especificada (071)",126,115,8,2,1
,,,,,
"RURAL (072)",21134,20444,441,156,93
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,,,,6
"Profes., científicos e intelectuales (074)",137,51,44,28,14
"Técnicos de nivel medio y trab. asimilados (075)",54,30,7,2,15
"Jefes y empleados de oficina (076)",29,5,4,3,17
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",465,447,11,4,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",11663,11573,90,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",540,400,84,40,16
"Obreros construc.,conf.,papel, fab., instr. (080)",249,206,20,16,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",7424,7182,166,62,14
"Ocupación no especificada (083)",567,550,15,1,1
"Hombres (084)",17863,17280,388,139,56
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",6,,,,6
"Profes., científicos e intelectuales (086)",76,25,30,17,4
"Técnicos de nivel medio y trab. asimilados (087)",33,22,6,1,4
"Jefes y empleados de oficina (088)",19,2,4,2,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",152,143,5,2,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",11307,11219,88,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",453,317,82,40,14
"Obreros construc.,conf.,papel, fab., instr. (092)",212,170,19,16,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",5513,5300,144,61,8
"Ocupación no especificada (095)",92,82,10,,
"Mujeres (096)",3271,3164,53,17,37
"Profes., científicos e intelectuales (098)",61,26,14,11,10
"Técnicos de nivel medio y trab. asimilados (099)",21,8,1,1,11
"Jefes y empleados de oficina (100)",10,3,,1,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",313,304,6,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",356,354,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",87,83,2,,2
"Obreros construc.,conf.,papel, fab., instr. (104)",37,36,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1911,1882,22,1,6
"Ocupación no especificada (107)",475,468,5,1,1
