"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",87,,37,23,17,10
"Mujeres (045)",3023,44,764,1042,868,305
"Agric., ganadería, caza y silvicultura (046)",1006,19,210,246,339,192
"Explotación de minas y canteras (048)",1,,1,,,
"Industrias manufactureras (049)",86,,28,22,18,18
"Construcción (051)",2,,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",712,12,177,273,206,44
"Venta, mant.y rep. veh.autom.y motoc. (053)",9,,4,5,,
"Comercio al por mayor (054)",19,,2,12,5,
"Comercio al por menor (055)",684,12,171,256,201,44
"Hoteles y restaurantes (056)",238,6,56,88,74,14
"Trans., almac. y comunicaciones (057)",29,1,20,5,3,
"Intermediación financiera (058)",5,,2,1,2,
"Activid.inmobil., empres. y alquileres (059)",36,,15,15,6,
"Admin.pub. y defensa; p. segur.soc.afil (060)",137,,76,37,24,
"Enseñanza (061)",314,,56,188,70,
"Servicios sociales y de salud (062)",93,,25,38,30,
"Otras activ. serv.comun.soc y personales (063)",165,1,39,67,50,8
"Hogares privados con servicio doméstico (064)",85,5,33,23,20,4
"Actividad economica no especificada (066)",114,,26,38,25,25
,,,,,,
"URBANA (067)",5942,51,1627,2173,1690,401
"Agric., ganadería, caza y silvicultura (068)",1280,13,255,385,437,190
"Pesca (069)",1,,,1,,
"Explotación de minas y canteras (070)",100,,42,39,18,1
"Industrias manufactureras (071)",327,2,110,93,90,32
"Suministro de electricidad, gas y agua (072)",4,,,3,1,
"Construcción (073)",348,,103,145,91,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1218,19,333,418,366,82
"Venta, mant.y rep. veh.autom.y motoc. (075)",139,,61,35,38,5
"Comercio al por mayor (076)",48,,10,21,14,3
"Comercio al por menor (077)",1031,19,262,362,314,74
"Hoteles y restaurantes (078)",317,6,76,114,102,19
"Trans., almac. y comunicaciones (079)",663,5,250,257,138,13
"Intermediación financiera (080)",8,,2,2,3,1
"Activid.inmobil., empres. y alquileres (081)",151,,53,65,30,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",357,,137,112,106,2
"Enseñanza (083)",557,,89,314,151,3
"Servicios sociales y de salud (084)",153,,32,71,46,4
"Otras activ. serv.comun.soc y personales (085)",221,1,67,81,60,12
"Hogares privados con servicio doméstico (086)",79,5,29,21,20,4
"Actividad economica no especificada (088)",158,,49,52,31,26
"Hombres (089)",3701,19,1050,1326,1055,251
"Agric., ganadería, caza y silvicultura (090)",941,5,196,289,309,142
"Pesca (091)",1,,,1,,
"Explotación de minas y canteras (092)",99,,41,39,18,1
"Industrias manufactureras (093)",244,2,83,72,72,15
"Suministro de electricidad, gas y agua (094)",4,,,3,1,
"Construcción (095)",346,,103,144,90,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",526,8,162,150,166,40
"Venta, mant.y rep. veh.autom.y motoc. (097)",131,,58,30,38,5
"Comercio al por mayor (098)",30,,8,10,9,3
"Comercio al por menor (099)",365,8,96,110,119,32
"Hoteles y restaurantes (100)",90,,26,30,29,5
"Trans., almac. y comunicaciones (101)",634,4,230,252,135,13
"Intermediación financiera (102)",3,,,1,1,1
"Activid.inmobil., empres. y alquileres (103)",116,,39,50,24,3
"Admin.pub. y defensa; p. segur.soc.afil (104)",223,,64,75,82,2
"Enseñanza (105)",277,,38,149,87,3
"Servicios sociales y de salud (106)",65,,10,34,17,4
"Otras activ. serv.comun.soc y personales (107)",62,,30,16,12,4
"Hogares privados con servicio doméstico (108)",1,,,,1,
"Actividad economica no especificada (110)",69,,28,21,11,9
"Mujeres (112)",2241,32,577,847,635,150
"Agric., ganadería, caza y silvicultura (113)",339,8,59,96,128,48
"Explotación de minas y canteras (115)",1,,1,,,
"Industrias manufactureras (116)",83,,27,21,18,17
"Construcción (118)",2,,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",692,11,171,268,200,42
"Venta, mant.y rep. veh.autom.y motoc. (120)",8,,3,5,,
"Comercio al por mayor (121)",18,,2,11,5,
"Comercio al por menor (122)",666,11,166,252,195,42
"Hoteles y restaurantes (123)",227,6,50,84,73,14
"Trans., almac. y comunicaciones (124)",29,1,20,5,3,
"Intermediación financiera (125)",5,,2,1,2,
"Activid.inmobil., empres. y alquileres (126)",35,,14,15,6,
"Admin.pub. y defensa; p. segur.soc.afil (127)",134,,73,37,24,
"Enseñanza (128)",280,,51,165,64,
"Servicios sociales y de salud (129)",88,,22,37,29,
"Otras activ. serv.comun.soc y personales (130)",159,1,37,65,48,8
"Hogares privados con servicio doméstico (131)",78,5,29,21,19,4
"Actividad economica no especificada (133)",89,,21,31,20,17
,,,,,,
"RURAL (134)",3302,30,828,891,990,563
"Agric., ganadería, caza y silvicultura (135)",2909,29,707,743,885,545
"Explotación de minas y canteras (137)",26,,15,8,3,
"Industrias manufactureras (138)",16,,7,5,3,1
"Suministro de electricidad, gas y agua (139)",32,,,6,26,
"Construcción (140)",41,,12,18,10,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",51,1,13,22,12,3
"Venta, mant.y rep. veh.autom.y motoc. (142)",7,,3,1,2,1
"Comercio al por mayor (143)",5,,,5,,
"Comercio al por menor (144)",39,1,10,16,10,2
"Hoteles y restaurantes (145)",17,,9,5,3,
"Trans., almac. y comunicaciones (146)",45,,16,14,14,1
"Activid.inmobil., empres. y alquileres (148)",17,,3,8,4,2
"Admin.pub. y defensa; p. segur.soc.afil (149)",14,,7,6,1,
"Enseñanza (150)",65,,12,38,14,1
"Servicios sociales y de salud (151)",9,,5,3,1,
"Otras activ. serv.comun.soc y personales (152)",10,,4,4,2,
"Hogares privados con servicio doméstico (153)",7,,4,2,1,
"Actividad economica no especificada (155)",43,,14,9,11,9
"Hombres (156)",2520,18,641,696,757,408
"Agric., ganadería, caza y silvicultura (157)",2242,18,556,593,674,401
"Explotación de minas y canteras (159)",26,,15,8,3,
"Industrias manufactureras (160)",13,,6,4,3,
"Suministro de electricidad, gas y agua (161)",32,,,6,26,
"Construcción (162)",41,,12,18,10,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",31,,7,17,6,1
"Venta, mant.y rep. veh.autom.y motoc. (164)",6,,2,1,2,1
"Comercio al por mayor (165)",4,,,4,,
"Comercio al por menor (166)",21,,5,12,4,
"Hoteles y restaurantes (167)",6,,3,1,2,
"Trans., almac. y comunicaciones (168)",45,,16,14,14,1
"Activid.inmobil., empres. y alquileres (170)",16,,2,8,4,2
"Admin.pub. y defensa; p. segur.soc.afil (171)",11,,4,6,1,
"Enseñanza (172)",31,,7,15,8,1
"Servicios sociales y de salud (173)",4,,2,2,,
"Otras activ. serv.comun.soc y personales (174)",4,,2,2,,
"Actividad economica no especificada (177)",18,,9,2,6,1
"Mujeres (179)",782,12,187,195,233,155
"Agric., ganadería, caza y silvicultura (180)",667,11,151,150,211,144
"Industrias manufactureras (183)",3,,1,1,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",20,1,6,5,6,2
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,1,,,
"Comercio al por mayor (188)",1,,,1,,
"Comercio al por menor (189)",18,1,5,4,6,2
"Hoteles y restaurantes (190)",11,,6,4,1,
"Activid.inmobil., empres. y alquileres (193)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",3,,3,,,
"Enseñanza (195)",34,,5,23,6,
"Servicios sociales y de salud (196)",5,,3,1,1,
"Otras activ. serv.comun.soc y personales (197)",6,,2,2,2,
"Hogares privados con servicio doméstico (198)",7,,4,2,1,
"Actividad economica no especificada (200)",25,,5,7,5,8
