"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Servicios sociales y de salud (149)",34,,17,10,1,1,,,2,3,,
"Otras activ. serv.comun.soc y personales (150)",135,,9,25,8,6,,6,1,80,,
"Hogares privados con servicio doméstico (151)",193,,,,,,,,,193,,
"Actividad economica no especificada (153)",148,,,,,,,,,,,148
"Hombres (154)",8725,8,139,71,102,241,4365,471,721,2556,4,47
"Agric., ganadería, caza y silvicultura (155)",6033,,,3,,,4364,1,,1665,,
"Pesca (156)",3,,,,,,1,,,2,,
"Explotación de minas y canteras (157)",222,,9,7,18,,,117,8,63,,
"Industrias manufactureras (158)",275,,,1,1,1,,237,29,6,,
"Suministro de electricidad, gas y agua (159)",21,,,1,1,,,1,4,14,,
"Construcción (160)",997,,5,7,6,,,17,422,540,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",336,,3,10,5,154,,89,3,72,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",100,,1,4,2,13,,77,2,1,,
"Comercio al por mayor (163)",28,,1,1,1,24,,,,1,,
"Comercio al por menor (164)",208,,1,5,2,117,,12,1,70,,
"Hoteles y restaurantes (165)",50,,,1,5,31,,,,13,,
"Trans., almac. y comunicaciones (166)",334,,,1,6,11,,1,242,73,,
"Intermediación financiera (167)",4,,,2,,,,,,2,,
"Activid.inmobil., empres. y alquileres (168)",98,,15,8,14,43,,1,4,13,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",101,8,2,4,34,1,,1,5,42,4,
"Enseñanza (170)",99,,88,,7,,,,1,3,,
"Servicios sociales y de salud (171)",13,,8,2,,,,,2,1,,
"Otras activ. serv.comun.soc y personales (172)",87,,9,24,5,,,6,1,42,,
"Hogares privados con servicio doméstico (173)",5,,,,,,,,,5,,
"Actividad economica no especificada (175)",47,,,,,,,,,,,47
"Mujeres (176)",2195,1,88,24,28,219,467,41,7,1219,,101
"Agric., ganadería, caza y silvicultura (177)",1283,,,1,,,467,,,815,,
"Pesca (178)",1,,,,,,,,,1,,
"Explotación de minas y canteras (179)",12,,2,,,,,3,,7,,
"Industrias manufactureras (180)",46,,,2,1,,,38,2,3,,
"Suministro de electricidad, gas y agua (181)",1,,,,,,,,,1,,
"Construcción (182)",10,,,1,1,,,,4,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",279,,1,4,,156,,,,118,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,,1,,,,1,,
"Comercio al por mayor (185)",5,,,1,,3,,,,1,,
"Comercio al por menor (186)",272,,1,3,,152,,,,116,,
"Hoteles y restaurantes (187)",95,,,5,3,55,,,,32,,
"Trans., almac. y comunicaciones (188)",7,,,,3,1,,,1,2,,
"Intermediación financiera (189)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",13,,4,1,3,,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",18,1,1,1,12,,,,,3,,
"Enseñanza (192)",71,,71,,,,,,,,,
"Servicios sociales y de salud (193)",21,,9,8,1,1,,,,2,,
"Otras activ. serv.comun.soc y personales (194)",48,,,1,3,6,,,,38,,
"Hogares privados con servicio doméstico (195)",188,,,,,,,,,188,,
"Actividad economica no especificada (197)",101,,,,,,,,,,,101
