"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,,,,
"URBANA (036)",1235,747,167,169,152
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",19,,6,4,9
"Profes., científicos e intelectuales (038)",288,69,78,103,38
"Técnicos de nivel medio y trab. asimilados (039)",26,11,1,1,13
"Jefes y empleados de oficina (040)",63,7,8,14,34
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",176,168,7,,1
"Agricult.trabaj.calif.agrop.y pesqueros (042)",202,188,14,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",137,74,17,27,19
"Obreros construc.,conf.,papel, fab., instr. (044)",89,60,11,5,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",203,148,22,14,19
"Otra (046)",6,,,,6
"Ocupación no especificada (047)",26,22,3,1,
"Hombres (048)",894,526,124,135,109
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",18,,6,4,8
"Profes., científicos e intelectuales (050)",189,40,53,78,18
"Técnicos de nivel medio y trab. asimilados (051)",16,9,1,,6
"Jefes y empleados de oficina (052)",43,6,5,9,23
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",64,58,5,,1
"Agricult.trabaj.calif.agrop.y pesqueros (054)",189,178,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",123,67,10,27,19
"Obreros construc.,conf.,papel, fab., instr. (056)",88,59,11,5,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",150,102,21,12,15
"Otra (058)",6,,,,6
"Ocupación no especificada (059)",8,7,1,,
"Mujeres (060)",341,221,43,34,43
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",1,,,,1
"Profes., científicos e intelectuales (062)",99,29,25,25,20
"Técnicos de nivel medio y trab. asimilados (063)",10,2,,1,7
"Jefes y empleados de oficina (064)",20,1,3,5,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",112,110,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",13,10,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",14,7,7,,
"Obreros construc.,conf.,papel, fab., instr. (068)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",53,46,1,2,4
"Ocupación no especificada (071)",18,15,2,1,
,,,,,
"RURAL (072)",2046,1735,186,75,50
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,,,2,7
"Profes., científicos e intelectuales (074)",129,42,47,35,5
"Técnicos de nivel medio y trab. asimilados (075)",7,3,1,1,2
"Jefes y empleados de oficina (076)",17,4,3,2,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",61,56,3,,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1142,1119,23,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",70,46,11,6,7
"Obreros construc.,conf.,papel, fab., instr. (080)",106,70,29,3,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",468,362,67,24,15
"Ocupación no especificada (083)",37,33,2,2,
"Hombres (084)",1849,1579,162,65,43
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,,,2,7
"Profes., científicos e intelectuales (086)",89,22,33,30,4
"Técnicos de nivel medio y trab. asimilados (087)",3,,1,1,1
"Jefes y empleados de oficina (088)",14,4,3,2,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",25,22,2,,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1124,1102,22,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",48,28,8,5,7
"Obreros construc.,conf.,papel, fab., instr. (092)",105,70,28,3,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",417,318,65,20,14
"Ocupación no especificada (095)",15,13,,2,
"Mujeres (096)",197,156,24,10,7
"Profes., científicos e intelectuales (098)",40,20,14,5,1
"Técnicos de nivel medio y trab. asimilados (099)",4,3,,,1
"Jefes y empleados de oficina (100)",3,,,,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",36,34,1,,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",18,17,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",22,18,3,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",1,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",51,44,2,4,1
"Ocupación no especificada (107)",22,20,2,,
