"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",112728,,,14832,27782,24504,18091,22842,4677
"Superior no univ. incompleto (035)",22829,,,,4008,10835,4303,3352,331
"Superior no univ. completo (036)",24294,,,,,9121,7748,6431,994
"Superior univ. incompleto (037)",30130,,,,4402,13889,4493,6781,565
"Superior univ. completo (038)",42866,,,,,9082,13289,17807,2688
"Hombres (040)",160606,6494,16245,17228,18476,34012,24858,34385,8908
"Sin nivel (041)",8631,6494,733,103,82,162,135,368,554
"Educación inicial (042)",4232,,4098,62,25,23,24,,
"Primaria (043)",31552,,11414,9623,806,980,1395,4202,3132
"Secundaria (044)",56906,,,7440,13701,12450,8954,11851,2510
"Superior no univ. incompleto (045)",10912,,,,1730,5091,2108,1774,209
"Superior no univ. completo (046)",10498,,,,,3921,3398,2718,461
"Superior univ. incompleto (047)",16648,,,,2132,7589,2542,3987,398
"Superior univ. completo (048)",21227,,,,,3796,6302,9485,1644
"Mujeres (050)",173851,6210,15692,17342,20143,37292,28586,38352,10234
"Sin nivel (051)",13563,6210,748,137,88,263,503,2576,3038
"Educación inicial (052)",4202,,3947,112,42,56,45,,
"Primaria (053)",39430,,10997,9701,1384,2389,3418,8378,3163
"Secundaria (054)",55822,,,7392,14081,12054,9137,10991,2167
"Superior no univ. incompleto (055)",11917,,,,2278,5744,2195,1578,122
"Superior no univ. completo (056)",13796,,,,,5200,4350,3713,533
"Superior univ. incompleto (057)",13482,,,,2270,6300,1951,2794,167
"Superior univ. completo (058)",21639,,,,,5286,6987,8322,1044
,,,,,,,,,
"RURAL (060)",14996,811,2178,2187,1540,2232,2293,2942,813
"Sin nivel (061)",2522,811,120,11,15,84,211,728,542
"Educación inicial (062)",503,,480,5,2,7,9,,
"Primaria (063)",6668,,1578,1506,225,644,1071,1428,216
"Secundaria (064)",4359,,,665,1163,1065,803,618,45
"Superior no univ. incompleto (065)",376,,,,92,198,54,32,
"Superior no univ. completo (066)",222,,,,,122,67,32,1
"Superior univ. incompleto (067)",192,,,,43,81,29,35,4
"Superior univ. completo (068)",154,,,,,31,49,69,5
"Hombres (070)",7543,401,1108,1124,842,1113,1148,1468,339
"Sin nivel (071)",815,401,64,6,6,20,35,146,137
"Educación inicial (072)",245,,238,1,2,1,3,,
"Primaria (073)",3309,,806,781,101,239,478,745,159
"Secundaria (074)",2646,,,336,662,621,521,472,34
"Superior no univ. incompleto (075)",211,,,,51,108,34,18,
"Superior no univ. completo (076)",115,,,,,66,33,15,1
"Superior univ. incompleto (077)",113,,,,20,48,20,22,3
"Superior univ. completo (078)",89,,,,,10,24,50,5
"Mujeres (080)",7453,410,1070,1063,698,1119,1145,1474,474
"Sin nivel (081)",1707,410,56,5,9,64,176,582,405
"Educación inicial (082)",258,,242,4,,6,6,,
"Primaria (083)",3359,,772,725,124,405,593,683,57
"Secundaria (084)",1713,,,329,501,444,282,146,11
"Superior no univ. incompleto (085)",165,,,,41,90,20,14,
"Superior no univ. completo (086)",107,,,,,56,34,17,
"Superior univ. incompleto (087)",79,,,,23,33,9,13,1
"Superior univ. completo (088)",65,,,,,21,25,19,
