"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"URBANA (060)",2421,23,79,185,304,560,743,527
"De 15 a 19 años (062)",51,,,,,,33,18
"De 20 a 24 años (063)",196,,,,,1,129,66
"De 25 a 29 años (064)",254,,,,,26,158,70
"De 30 a 34 años (065)",284,,,,,53,168,63
"De 35 a 39 años (066)",321,,,,2,122,150,47
"De 40 a 44 años (067)",301,,,,36,139,76,50
"De 45 a 49 años (068)",211,,,3,44,108,22,34
"De 50 y más años (069)",803,23,79,182,222,111,7,179
"PEA (070)",807,,6,25,110,222,241,203
"De 15 a 19 años (072)",12,,,,,,6,6
"De 20 a 24 años (073)",45,,,,,,24,21
"De 25 a 29 años (074)",83,,,,,9,42,32
"De 30 a 34 años (075)",126,,,,,21,68,37
"De 35 a 39 años (076)",129,,,,1,47,57,24
"De 40 a 44 años (077)",147,,,,21,69,33,24
"De 45 a 49 años (078)",96,,,3,23,44,8,18
"De 50 y más años (079)",169,,6,22,65,32,3,41
"Ocupada (080)",790,,5,25,109,219,236,196
"De 15 a 19 años (082)",11,,,,,,6,5
"De 20 a 24 años (083)",43,,,,,,22,21
"De 25 a 29 años (084)",80,,,,,9,41,30
"De 30 a 34 años (085)",123,,,,,21,66,36
"De 35 a 39 años (086)",127,,,,1,46,57,23
"De 40 a 44 años (087)",147,,,,21,69,33,24
"De 45 a 49 años (088)",94,,,3,22,43,8,18
"De 50 y más años (089)",165,,5,22,65,31,3,39
"Desocupada (090)",17,,1,,1,3,5,7
"De 15 a 19 años (092)",1,,,,,,,1
"De 20 a 24 años (093)",2,,,,,,2,
"De 25 a 29 años (094)",3,,,,,,1,2
"De 30 a 34 años (095)",3,,,,,,2,1
"De 35 a 39 años (096)",2,,,,,1,,1
"De 45 a 49 años (098)",2,,,,1,1,,
"De 50 y más años (099)",4,,1,,,1,,2
"No PEA (100)",1614,23,73,160,194,338,502,324
"De 15 a 19 años (102)",39,,,,,,27,12
"De 20 a 24 años (103)",151,,,,,1,105,45
"De 25 a 29 años (104)",171,,,,,17,116,38
"De 30 a 34 años (105)",158,,,,,32,100,26
"De 35 a 39 años (106)",192,,,,1,75,93,23
"De 40 a 44 años (107)",154,,,,15,70,43,26
"De 45 a 49 años (108)",115,,,,21,64,14,16
"De 50 y más años (109)",634,23,73,160,157,79,4,138
,,,,,,,,
"RURAL (120)",4504,34,122,280,520,956,1802,790
"De 12 a 14 años (121)",14,,,,,,2,12
"De 15 a 19 años (122)",202,,,,,,134,68
"De 20 a 24 años (123)",545,,,,,3,379,163
"De 25 a 29 años (124)",585,,,,,32,438,115
"De 30 a 34 años (125)",537,,,,,110,364,63
"De 35 a 39 años (126)",478,,,,6,174,241,57
"De 40 a 44 años (127)",414,,,,23,195,155,41
"De 45 a 49 años (128)",367,,,2,59,199,76,31
"De 50 y más años (129)",1362,34,122,278,432,243,13,240
"PEA (130)",615,,6,21,48,180,244,116
"De 12 a 14 años (131)",2,,,,,,,2
"De 15 a 19 años (132)",16,,,,,,9,7
"De 20 a 24 años (133)",75,,,,,1,53,21
"De 25 a 29 años (134)",98,,,,,9,65,24
"De 30 a 34 años (135)",81,,,,,18,48,15
"De 35 a 39 años (136)",86,,,,1,39,32,14
"De 40 a 44 años (137)",84,,,,1,50,24,9
"De 45 a 49 años (138)",51,,,1,7,24,11,8
"De 50 y más años (139)",122,,6,20,39,39,2,16
"Ocupada (140)",608,,6,20,48,180,241,113
"De 12 a 14 años (141)",2,,,,,,,2
"De 15 a 19 años (142)",14,,,,,,8,6
"De 20 a 24 años (143)",74,,,,,1,53,20
"De 25 a 29 años (144)",97,,,,,9,65,23
"De 30 a 34 años (145)",80,,,,,18,47,15
"De 35 a 39 años (146)",85,,,,1,39,31,14
"De 40 a 44 años (147)",84,,,,1,50,24,9
"De 45 a 49 años (148)",51,,,1,7,24,11,8
"De 50 y más años (149)",121,,6,19,39,39,2,16
"Desocupada (150)",7,,,1,,,3,3
"De 15 a 19 años (152)",2,,,,,,1,1
"De 20 a 24 años (153)",1,,,,,,,1
"De 25 a 29 años (154)",1,,,,,,,1
"De 30 a 34 años (155)",1,,,,,,1,
"De 35 a 39 años (156)",1,,,,,,1,
"De 50 y más años (159)",1,,,1,,,,
"No PEA (160)",3889,34,116,259,472,776,1558,674
"De 12 a 14 años (161)",12,,,,,,2,10
"De 15 a 19 años (162)",186,,,,,,125,61
"De 20 a 24 años (163)",470,,,,,2,326,142
"De 25 a 29 años (164)",487,,,,,23,373,91
"De 30 a 34 años (165)",456,,,,,92,316,48
"De 35 a 39 años (166)",392,,,,5,135,209,43
"De 40 a 44 años (167)",330,,,,22,145,131,32
"De 45 a 49 años (168)",316,,,1,52,175,65,23
"De 50 y más años (169)",1240,34,116,258,393,204,11,224
