"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Intermediación financiera (101)",105,2,13,22,63,,,,,5,,
"Activid.inmobil., empres. y alquileres (102)",1305,4,236,249,61,509,,51,101,94,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",819,15,95,81,143,42,,14,59,192,178,
"Enseñanza (104)",418,10,367,8,11,,,,3,19,,
"Servicios sociales y de salud (105)",155,,88,47,8,2,,1,8,1,,
"Otras activ. serv.comun.soc y personales (106)",390,3,31,118,21,44,,1,1,171,,
"Hogares privados con servicio doméstico (107)",32,,,,,,,,,32,,
"Actividad economica no especificada (109)",667,1,41,81,71,,,,7,6,,460
"Mujeres (110)",9573,21,1470,870,969,2973,46,301,71,2497,12,343
"Agric., ganadería, caza y silvicultura (111)",77,,1,1,1,,19,,,55,,
"Pesca (112)",70,,11,4,10,,27,,,18,,
"Explotación de minas y canteras (113)",44,,16,3,18,1,,4,,2,,
"Industrias manufactureras (114)",423,,21,43,23,14,,282,17,23,,
"Suministro de electricidad, gas y agua (115)",22,,6,4,11,,,,,1,,
"Construcción (116)",91,,7,21,16,,,3,20,24,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3128,5,28,119,62,2232,,11,,671,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",52,,4,7,12,19,,6,,4,,
"Comercio al por mayor (119)",145,4,1,35,10,92,,,,3,,
"Comercio al por menor (120)",2931,1,23,77,40,2121,,5,,664,,
"Hoteles y restaurantes (121)",1264,1,8,107,54,538,,,,556,,
"Trans., almac. y comunicaciones (122)",315,1,8,70,87,2,,1,25,121,,
"Intermediación financiera (123)",130,1,7,42,80,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",532,,148,150,133,9,,,3,89,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",406,6,50,52,192,,,,1,93,12,
"Enseñanza (126)",994,6,936,5,36,,,,5,6,,
"Servicios sociales y de salud (127)",460,,187,166,25,42,,,,40,,
"Otras activ. serv.comun.soc y personales (128)",449,1,21,54,51,135,,,,187,,
"Hogares privados con servicio doméstico (129)",607,,,1,,,,,,606,,
"Actividad economica no especificada (131)",561,,15,28,170,,,,,5,,343
,,,,,,,,,,,,
"RURAL (132)",335,4,14,16,10,27,58,16,21,73,88,8
"Agric., ganadería, caza y silvicultura (133)",79,,1,,,,49,,,29,,
"Pesca (134)",13,,,2,1,,9,1,,,,
"Explotación de minas y canteras (135)",5,,1,,,,,4,,,,
"Industrias manufactureras (136)",13,,,,,,,2,,11,,
"Construcción (138)",30,,1,,,,,2,9,18,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",18,,,1,,10,,5,1,1,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",6,,,,,,,4,1,1,,
"Comercio al por menor (142)",12,,,1,,10,,1,,,,
"Hoteles y restaurantes (143)",4,,,,,2,,,,2,,
"Trans., almac. y comunicaciones (144)",10,,,,,,,,9,1,,
"Activid.inmobil., empres. y alquileres (146)",20,,1,2,1,12,,1,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",112,2,3,6,6,2,,1,2,2,88,
"Enseñanza (148)",8,2,6,,,,,,,,,
"Servicios sociales y de salud (149)",3,,1,2,,,,,,,,
"Otras activ. serv.comun.soc y personales (150)",8,,,3,,1,,,,4,,
"Hogares privados con servicio doméstico (151)",2,,,,,,,,,2,,
"Actividad economica no especificada (153)",10,,,,2,,,,,,,8
"Hombres (154)",272,2,8,12,6,21,41,14,21,59,83,5
"Agric., ganadería, caza y silvicultura (155)",53,,1,,,,32,,,20,,
"Pesca (156)",12,,,2,,,9,1,,,,
"Explotación de minas y canteras (157)",5,,1,,,,,4,,,,
"Industrias manufactureras (158)",12,,,,,,,1,,11,,
"Construcción (160)",30,,1,,,,,2,9,18,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",12,,,,,5,,5,1,1,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",6,,,,,,,4,1,1,,
"Comercio al por menor (164)",6,,,,,5,,1,,,,
"Hoteles y restaurantes (165)",3,,,,,1,,,,2,,
"Trans., almac. y comunicaciones (166)",10,,,,,,,,9,1,,
"Activid.inmobil., empres. y alquileres (168)",18,,1,1,,12,,1,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",100,,3,4,5,2,,,2,1,83,
"Enseñanza (170)",3,2,1,,,,,,,,,
"Servicios sociales y de salud (171)",2,,,2,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",6,,,3,,1,,,,2,,
"Actividad economica no especificada (175)",6,,,,1,,,,,,,5
"Mujeres (176)",63,2,6,4,4,6,17,2,,14,5,3
"Agric., ganadería, caza y silvicultura (177)",26,,,,,,17,,,9,,
"Pesca (178)",1,,,,1,,,,,,,
"Industrias manufactureras (180)",1,,,,,,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",6,,,1,,5,,,,,,
"Comercio al por menor (186)",6,,,1,,5,,,,,,
"Hoteles y restaurantes (187)",1,,,,,1,,,,,,
"Activid.inmobil., empres. y alquileres (190)",2,,,1,1,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",12,2,,2,1,,,1,,1,5,
"Enseñanza (192)",5,,5,,,,,,,,,
"Servicios sociales y de salud (193)",1,,1,,,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",2,,,,,,,,,2,,
"Hogares privados con servicio doméstico (195)",2,,,,,,,,,2,,
"Actividad economica no especificada (197)",4,,,,1,,,,,,,3
