"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",11,56,55,1,98.2,1.8,
"De 45 a 49 años (038)",11,40,36,,90,,
"De 50 y más años (039)",7,16,14,,87.5,,
"No PEA (040)",16684,45892,39846,811,86.8,1.8,
"De 12 a 14 años (041)",2485,15,15,1,100,6.7,
"De 15 a 19 años (042)",2483,272,271,77,99.6,28.3,
"De 20 a 24 años (043)",1678,1670,1618,206,96.9,12.3,
"De 25 a 29 años (044)",1420,2999,2867,171,95.6,5.7,
"De 30 a 34 años (045)",1395,4429,4186,184,94.5,4.2,
"De 35 a 39 años (046)",1297,5062,4726,104,93.4,2.1,
"De 40 a 44 años (047)",1146,5459,4876,56,89.3,1,
"De 45 a 49 años (048)",953,5067,4465,12,88.1,0.2,
"De 50 y más años (049)",3827,20919,16822,,80.4,,
,,,,,,,
"URBANA (060)",8943,20607,18747,311,91,1.5,
"De 12 a 14 años (061)",958,8,8,1,100,12.5,
"De 15 a 19 años (062)",1227,114,113,25,99.1,21.9,
"De 20 a 24 años (063)",972,707,697,84,98.6,11.9,
"De 25 a 29 años (064)",919,1284,1263,65,98.4,5.1,
"De 30 a 34 años (065)",870,1847,1797,69,97.3,3.7,
"De 35 a 39 años (066)",803,2298,2225,41,96.8,1.8,
"De 40 a 44 años (067)",709,2426,2317,18,95.5,0.7,
"De 45 a 49 años (068)",571,2334,2159,8,92.5,0.3,
"De 50 y más años (069)",1914,9589,8168,,85.2,,
"PEA (070)",3515,8796,8152,114,92.7,1.3,
"De 12 a 14 años (071)",64,,,,,,
"De 15 a 19 años (072)",219,41,40,5,97.6,12.2,
"De 20 a 24 años (073)",418,324,320,26,98.8,8,
"De 25 a 29 años (074)",491,618,608,29,98.4,4.7,
"De 30 a 34 años (075)",473,897,877,28,97.8,3.1,
"De 35 a 39 años (076)",447,1171,1127,18,96.2,1.5,
"De 40 a 44 años (077)",398,1252,1203,7,96.1,0.6,
"De 45 a 49 años (078)",325,1215,1127,1,92.8,0.1,
"De 50 y más años (079)",680,3278,2850,,86.9,,
"Ocupada (080)",3407,8597,7959,105,92.6,1.2,
"De 12 a 14 años (081)",63,,,,,,
"De 15 a 19 años (082)",206,41,40,5,97.6,12.2,
"De 20 a 24 años (083)",399,314,310,25,98.7,8,
"De 25 a 29 años (084)",463,575,565,23,98.3,4,
"De 30 a 34 años (085)",458,874,854,28,97.7,3.2,
"De 35 a 39 años (086)",440,1149,1105,17,96.2,1.5,
"De 40 a 44 años (087)",388,1200,1152,6,96,0.5,
"De 45 a 49 años (088)",316,1182,1097,1,92.8,0.1,
"De 50 y más años (089)",674,3262,2836,,86.9,,
"Desocupada (090)",108,199,193,9,97,4.5,
"De 12 a 14 años (091)",1,,,,,,
"De 15 a 19 años (092)",13,,,,,,
"De 20 a 24 años (093)",19,10,10,1,100,10,
"De 25 a 29 años (094)",28,43,43,6,100,14,
"De 30 a 34 años (095)",15,23,23,,100,,
"De 35 a 39 años (096)",7,22,22,1,100,4.5,
"De 40 a 44 años (097)",10,52,51,1,98.1,1.9,
"De 45 a 49 años (098)",9,33,30,,90.9,,
"De 50 y más años (099)",6,16,14,,87.5,,
"No PEA (100)",5428,11811,10595,197,89.7,1.7,
"De 12 a 14 años (101)",894,8,8,1,100,12.5,
"De 15 a 19 años (102)",1008,73,73,20,100,27.4,
"De 20 a 24 años (103)",554,383,377,58,98.4,15.1,
"De 25 a 29 años (104)",428,666,655,36,98.3,5.4,
"De 30 a 34 años (105)",397,950,920,41,96.8,4.3,
"De 35 a 39 años (106)",356,1127,1098,23,97.4,2,
"De 40 a 44 años (107)",311,1174,1114,11,94.9,0.9,
"De 45 a 49 años (108)",246,1119,1032,7,92.2,0.6,
"De 50 y más años (109)",1234,6311,5318,,84.3,,
,,,,,,,
"RURAL (120)",14479,44478,38331,763,86.2,1.7,
"De 12 a 14 años (121)",1663,7,7,,100,,
"De 15 a 19 años (122)",1800,249,247,74,99.2,29.7,
"De 20 a 24 años (123)",1563,1628,1573,186,96.6,11.4,
"De 25 a 29 años (124)",1348,2986,2835,160,94.9,5.4,
"De 30 a 34 años (125)",1330,4323,4066,178,94.1,4.1,
"De 35 a 39 años (126)",1280,5159,4748,105,92,2,
"De 40 a 44 años (127)",1137,5681,5040,53,88.7,0.9,
"De 45 a 49 años (128)",981,5417,4740,7,87.5,0.1,
"De 50 y más años (129)",3377,19028,15075,,79.2,,
"PEA (130)",3223,10397,9080,149,87.3,1.4,
"De 12 a 14 años (131)",72,,,,,,
"De 15 a 19 años (132)",325,50,49,17,98,34,
"De 20 a 24 años (133)",439,341,332,37,97.4,10.9,
"De 25 a 29 años (134)",356,653,623,25,95.4,3.8,
"De 30 a 34 años (135)",332,844,800,34,94.8,4,
"De 35 a 39 años (136)",339,1224,1120,24,91.5,2,
"De 40 a 44 años (137)",302,1396,1278,9,91.5,0.6,
"De 45 a 49 años (138)",274,1469,1307,3,89,0.2,
"De 50 y más años (139)",784,4420,3571,,80.8,,
"Ocupada (140)",3177,10365,9049,147,87.3,1.4,
"De 12 a 14 años (141)",68,,,,,,
"De 15 a 19 años (142)",310,50,49,17,98,34,
"De 20 a 24 años (143)",423,340,331,37,97.4,10.9,
"De 25 a 29 años (144)",351,645,615,25,95.3,3.9,
"De 30 a 34 años (145)",331,843,799,33,94.8,3.9,
"De 35 a 39 años (146)",338,1213,1109,23,91.4,1.9,
"De 40 a 44 años (147)",301,1392,1274,9,91.5,0.6,
"De 45 a 49 años (148)",272,1462,1301,3,89,0.2,
"De 50 y más años (149)",783,4420,3571,,80.8,,
"Desocupada (150)",46,32,31,2,96.9,6.3,
"De 12 a 14 años (151)",4,,,,,,
"De 15 a 19 años (152)",15,,,,,,
"De 20 a 24 años (153)",16,1,1,,100,,
"De 25 a 29 años (154)",5,8,8,,100,,
"De 30 a 34 años (155)",1,1,1,1,100,100,
"De 35 a 39 años (156)",1,11,11,1,100,9.1,
"De 40 a 44 años (157)",1,4,4,,100,,
"De 45 a 49 años (158)",2,7,6,,85.7,,
"De 50 y más años (159)",1,,,,,,
"No PEA (160)",11256,34081,29251,614,85.8,1.8,
"De 12 a 14 años (161)",1591,7,7,,100,,
"De 15 a 19 años (162)",1475,199,198,57,99.5,28.6,
"De 20 a 24 años (163)",1124,1287,1241,149,96.4,11.6,
"De 25 a 29 años (164)",992,2333,2212,135,94.8,5.8,
"De 30 a 34 años (165)",998,3479,3266,144,93.9,4.1,
"De 35 a 39 años (166)",941,3935,3628,81,92.2,2.1,
"De 40 a 44 años (167)",835,4285,3762,44,87.8,1,
"De 45 a 49 años (168)",707,3948,3433,4,87,0.1,
"De 50 y más años (169)",2593,14608,11504,,78.8,,
