"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",53,53,,,
"Actividad economica no especificada (043)",666,393,87,91,95
"Mujeres (044)",11595,7722,1141,1273,1459
"Agric., ganadería, caza y silvicultura (045)",42,33,4,4,1
"Pesca (046)",112,68,12,15,17
"Explotación de minas y canteras (047)",115,2,,6,107
"Industrias manufactureras (048)",570,396,55,44,75
"Suministro de electricidad, gas y agua (049)",17,4,2,6,5
"Construcción (050)",90,42,8,19,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3194,2903,196,82,13
"Venta, mant.y rep. veh.autom y motoc. (052)",82,51,19,8,4
"Comercio al por mayor (053)",167,125,18,15,9
"Comercio al por menor (054)",2945,2727,159,59,
"Hoteles y restaurantes (055)",1680,1363,214,86,17
"Trans., almac. y comunicaciones (056)",343,202,39,56,46
"Intermediación financiera (057)",123,29,18,39,37
"Activid.inmobil., empres. y alquileres (058)",881,395,148,198,140
"Admin.pub. y defensa; p. segur soc.afil (059)",492,,,,492
"Enseñanza (060)",1330,251,305,553,221
"Servicios sociales y de salud (061)",402,141,22,47,192
"Otras activ. serv.comun.soc y personales (062)",707,526,67,76,38
"Hogares privados con servicio doméstico (063)",921,921,,,
"Actividad economica no especificada (065)",576,446,51,42,37
,,,,,
"URBANA (066)",41644,24048,5053,4796,7747
"Agric., ganadería, caza y silvicultura (067)",316,229,42,29,16
"Pesca (068)",4691,3356,915,224,196
"Explotación de minas y canteras (069)",2266,5,7,173,2081
"Industrias manufactureras (070)",3020,1773,431,411,405
"Suministro de electricidad, gas y agua (071)",192,40,17,63,72
"Construcción (072)",3423,1841,610,583,389
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",7784,6485,714,405,180
"Venta, mant.y rep. veh.autom y motoc. (074)",1328,786,223,170,149
"Comercio al por mayor (075)",454,293,70,60,31
"Comercio al por menor (076)",6002,5406,421,175,
"Hoteles y restaurantes (077)",2580,1926,396,185,73
"Trans., almac. y comunicaciones (078)",5218,3418,510,542,748
"Intermediación financiera (079)",203,54,30,68,51
"Activid.inmobil., empres. y alquileres (080)",3857,1392,528,886,1051
"Admin.pub. y defensa; p. segur soc.afil (081)",1591,,,,1591
"Enseñanza (082)",1876,343,412,778,343
"Servicios sociales y de salud (083)",594,211,43,63,277
"Otras activ. serv.comun.soc y personales (084)",1858,1199,260,254,145
"Hogares privados con servicio doméstico (085)",951,951,,,
"Actividad economica no especificada (087)",1224,825,138,132,129
"Hombres (088)",30218,16436,3929,3542,6311
"Agric., ganadería, caza y silvicultura (089)",284,206,38,25,15
"Pesca (090)",4580,3289,903,209,179
"Explotación de minas y canteras (091)",2152,3,7,167,1975
"Industrias manufactureras (092)",2459,1381,378,367,333
"Suministro de electricidad, gas y agua (093)",175,36,15,57,67
"Construcción (094)",3337,1803,602,564,368
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",4614,3599,523,325,167
"Venta, mant.y rep. veh.autom y motoc. (096)",1247,735,204,163,145
"Comercio al por mayor (097)",291,169,54,46,22
"Comercio al por menor (098)",3076,2695,265,116,
"Hoteles y restaurantes (099)",923,580,186,101,56
"Trans., almac. y comunicaciones (100)",4880,3220,471,486,703
"Intermediación financiera (101)",87,25,12,33,17
"Activid.inmobil., empres. y alquileres (102)",3000,1009,383,694,914
"Admin.pub. y defensa; p. segur soc.afil (103)",1104,,,,1104
"Enseñanza (104)",556,96,108,229,123
"Servicios sociales y de salud (105)",199,72,22,16,89
"Otras activ. serv.comun.soc y personales (106)",1162,682,194,179,107
"Hogares privados con servicio doméstico (107)",50,50,,,
"Actividad economica no especificada (109)",656,385,87,90,94
"Mujeres (110)",11426,7612,1124,1254,1436
"Agric., ganadería, caza y silvicultura (111)",32,23,4,4,1
"Pesca (112)",111,67,12,15,17
"Explotación de minas y canteras (113)",114,2,,6,106
"Industrias manufactureras (114)",561,392,53,44,72
"Suministro de electricidad, gas y agua (115)",17,4,2,6,5
"Construcción (116)",86,38,8,19,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3170,2886,191,80,13
"Venta, mant.y rep. veh.autom y motoc. (118)",81,51,19,7,4
"Comercio al por mayor (119)",163,124,16,14,9
"Comercio al por menor (120)",2926,2711,156,59,
"Hoteles y restaurantes (121)",1657,1346,210,84,17
"Trans., almac. y comunicaciones (122)",338,198,39,56,45
"Intermediación financiera (123)",116,29,18,35,34
"Activid.inmobil., empres. y alquileres (124)",857,383,145,192,137
"Admin.pub. y defensa; p. segur soc.afil (125)",487,,,,487
"Enseñanza (126)",1320,247,304,549,220
"Servicios sociales y de salud (127)",395,139,21,47,188
"Otras activ. serv.comun.soc y personales (128)",696,517,66,75,38
"Hogares privados con servicio doméstico (129)",901,901,,,
"Actividad economica no especificada (131)",568,440,51,42,35
,,,,,
"RURAL (132)",1015,781,82,75,77
"Agric., ganadería, caza y silvicultura (133)",140,135,3,2,
"Pesca (134)",330,286,34,10,
"Explotación de minas y canteras (135)",10,,,1,9
"Industrias manufactureras (136)",32,14,6,4,8
"Construcción (138)",70,52,2,13,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",103,86,9,7,1
"Venta, mant.y rep. veh.autom y motoc. (140)",11,10,,1,
"Comercio al por mayor (141)",12,4,3,4,1
"Comercio al por menor (142)",80,72,6,2,
"Hoteles y restaurantes (143)",85,65,10,7,3
"Trans., almac. y comunicaciones (144)",38,26,3,5,4
"Intermediación financiera (145)",10,,,4,6
"Activid.inmobil., empres. y alquileres (146)",69,36,11,14,8
"Admin.pub. y defensa; p. segur soc.afil (147)",25,,,,25
"Enseñanza (148)",12,4,1,5,2
"Servicios sociales y de salud (149)",10,5,1,,4
"Otras activ. serv.comun.soc y personales (150)",40,35,2,2,1
"Hogares privados con servicio doméstico (151)",23,23,,,
"Actividad economica no especificada (153)",18,14,,1,3
"Hombres (154)",846,671,65,56,54
"Agric., ganadería, caza y silvicultura (155)",130,125,3,2,
"Pesca (156)",329,285,34,10,
"Explotación de minas y canteras (157)",9,,,1,8
"Industrias manufactureras (158)",23,10,4,4,5
"Construcción (160)",66,48,2,13,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",79,69,4,5,1
"Venta, mant.y rep. veh.autom y motoc. (162)",10,10,,,
"Comercio al por mayor (163)",8,3,1,3,1
"Comercio al por menor (164)",61,56,3,2,
"Hoteles y restaurantes (165)",62,48,6,5,3
"Trans., almac. y comunicaciones (166)",33,22,3,5,3
"Intermediación financiera (167)",3,,,,3
"Activid.inmobil., empres. y alquileres (168)",45,24,8,8,5
"Admin.pub. y defensa; p. segur soc.afil (169)",20,,,,20
"Enseñanza (170)",2,,,1,1
"Servicios sociales y de salud (171)",3,3,,,
"Otras activ. serv.comun.soc y personales (172)",29,26,1,1,1
"Hogares privados con servicio doméstico (173)",3,3,,,
"Actividad economica no especificada (175)",10,8,,1,1
"Mujeres (176)",169,110,17,19,23
"Agric., ganadería, caza y silvicultura (177)",10,10,,,
"Pesca (178)",1,1,,,
"Explotación de minas y canteras (179)",1,,,,1
"Industrias manufactureras (180)",9,4,2,,3
"Construcción (182)",4,4,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",24,17,5,2,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,,,1,
"Comercio al por mayor (185)",4,1,2,1,
"Comercio al por menor (186)",19,16,3,,
"Hoteles y restaurantes (187)",23,17,4,2,
"Trans., almac. y comunicaciones (188)",5,4,,,1
"Intermediación financiera (189)",7,,,4,3
"Activid.inmobil., empres. y alquileres (190)",24,12,3,6,3
"Admin.pub. y defensa; p. segur soc.afil (191)",5,,,,5
"Enseñanza (192)",10,4,1,4,1
"Servicios sociales y de salud (193)",7,2,1,,4
"Otras activ. serv.comun.soc y personales (194)",11,9,1,1,
"Hogares privados con servicio doméstico (195)",20,20,,,
"Actividad economica no especificada (197)",8,6,,,2
