"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",72,72,,,
"Comercio al por mayor (053)",1,1,,,
"Comercio al por menor (054)",71,71,,,
"Hoteles y restaurantes (055)",42,40,1,1,
"Trans., almac. y comunicaciones (056)",4,2,1,1,
"Intermediación financiera (057)",1,1,,,
"Activid.inmobil., empres. y alquileres (058)",16,6,5,4,1
"Admin.pub. y defensa; p. segur soc.afil (059)",7,,,,7
"Enseñanza (060)",105,37,24,43,1
"Servicios sociales y de salud (061)",49,5,3,3,38
"Otras activ. serv.comun.soc y personales (062)",24,23,,1,
"Hogares privados con servicio doméstico (063)",64,64,,,
"Actividad economica no especificada (065)",86,85,1,,
,,,,,
"URBANA (066)",821,492,72,156,101
"Agric., ganadería, caza y silvicultura (067)",90,76,9,3,2
"Explotación de minas y canteras (069)",2,1,1,,
"Industrias manufactureras (070)",121,80,7,14,20
"Suministro de electricidad, gas y agua (071)",8,,2,6,
"Construcción (072)",48,28,5,14,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",110,104,6,,
"Venta, mant.y rep. veh.autom y motoc. (074)",11,8,3,,
"Comercio al por mayor (075)",3,3,,,
"Comercio al por menor (076)",96,93,3,,
"Hoteles y restaurantes (077)",48,45,2,1,
"Trans., almac. y comunicaciones (078)",17,15,,2,
"Activid.inmobil., empres. y alquileres (080)",39,16,6,13,4
"Admin.pub. y defensa; p. segur soc.afil (081)",26,,,,26
"Enseñanza (082)",158,45,26,84,3
"Servicios sociales y de salud (083)",52,6,3,2,41
"Otras activ. serv.comun.soc y personales (084)",57,33,4,16,4
"Hogares privados con servicio doméstico (085)",25,25,,,
"Actividad economica no especificada (087)",20,18,1,1,
"Hombres (088)",516,305,47,108,56
"Agric., ganadería, caza y silvicultura (089)",84,71,8,3,2
"Explotación de minas y canteras (091)",2,1,1,,
"Industrias manufactureras (092)",104,69,3,12,20
"Suministro de electricidad, gas y agua (093)",8,,2,6,
"Construcción (094)",48,28,5,14,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",60,54,6,,
"Venta, mant.y rep. veh.autom y motoc. (096)",11,8,3,,
"Comercio al por mayor (097)",2,2,,,
"Comercio al por menor (098)",47,44,3,,
"Hoteles y restaurantes (099)",14,13,1,,
"Trans., almac. y comunicaciones (100)",14,13,,1,
"Activid.inmobil., empres. y alquileres (102)",25,11,2,9,3
"Admin.pub. y defensa; p. segur soc.afil (103)",19,,,,19
"Enseñanza (104)",83,21,13,47,2
"Servicios sociales y de salud (105)",7,1,1,,5
"Otras activ. serv.comun.soc y personales (106)",40,17,4,15,4
"Hogares privados con servicio doméstico (107)",1,1,,,
"Actividad economica no especificada (109)",7,5,1,1,
"Mujeres (110)",305,187,25,48,45
"Agric., ganadería, caza y silvicultura (111)",6,5,1,,
"Industrias manufactureras (114)",17,11,4,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",50,50,,,
"Comercio al por mayor (119)",1,1,,,
"Comercio al por menor (120)",49,49,,,
"Hoteles y restaurantes (121)",34,32,1,1,
"Trans., almac. y comunicaciones (122)",3,2,,1,
"Activid.inmobil., empres. y alquileres (124)",14,5,4,4,1
"Admin.pub. y defensa; p. segur soc.afil (125)",7,,,,7
"Enseñanza (126)",75,24,13,37,1
"Servicios sociales y de salud (127)",45,5,2,2,36
"Otras activ. serv.comun.soc y personales (128)",17,16,,1,
"Hogares privados con servicio doméstico (129)",24,24,,,
"Actividad economica no especificada (131)",13,13,,,
,,,,,
"RURAL (132)",1457,1289,77,61,30
"Agric., ganadería, caza y silvicultura (133)",975,955,17,2,1
"Explotación de minas y canteras (135)",7,4,,,3
"Industrias manufactureras (136)",81,56,6,9,10
"Suministro de electricidad, gas y agua (137)",1,,,1,
"Construcción (138)",75,37,17,16,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",44,43,1,,
"Venta, mant.y rep. veh.autom y motoc. (140)",6,5,1,,
"Comercio al por menor (142)",38,38,,,
"Hoteles y restaurantes (143)",9,9,,,
"Trans., almac. y comunicaciones (144)",10,8,1,,1
"Intermediación financiera (145)",1,1,,,
"Activid.inmobil., empres. y alquileres (146)",14,9,3,2,
"Admin.pub. y defensa; p. segur soc.afil (147)",6,,,,6
"Enseñanza (148)",75,23,26,26,
"Servicios sociales y de salud (149)",6,,1,1,4
"Otras activ. serv.comun.soc y personales (150)",13,8,2,3,
"Hogares privados con servicio doméstico (151)",44,44,,,
"Actividad economica no especificada (153)",96,92,3,1,
"Hombres (154)",1178,1043,55,52,28
"Agric., ganadería, caza y silvicultura (155)",894,878,13,2,1
"Explotación de minas y canteras (157)",7,4,,,3
"Industrias manufactureras (158)",76,52,5,9,10
"Suministro de electricidad, gas y agua (159)",1,,,1,
"Construcción (160)",70,36,15,14,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",22,21,1,,
"Venta, mant.y rep. veh.autom y motoc. (162)",6,5,1,,
"Comercio al por menor (164)",16,16,,,
"Hoteles y restaurantes (165)",1,1,,,
"Trans., almac. y comunicaciones (166)",9,8,,,1
"Activid.inmobil., empres. y alquileres (168)",12,8,2,2,
"Admin.pub. y defensa; p. segur soc.afil (169)",6,,,,6
"Enseñanza (170)",45,10,15,20,
"Servicios sociales y de salud (171)",2,,,,2
"Otras activ. serv.comun.soc y personales (172)",6,1,2,3,
"Hogares privados con servicio doméstico (173)",4,4,,,
"Actividad economica no especificada (175)",23,20,2,1,
"Mujeres (176)",279,246,22,9,2
"Agric., ganadería, caza y silvicultura (177)",81,77,4,,
"Industrias manufactureras (180)",5,4,1,,
"Construcción (182)",5,1,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",22,22,,,
"Comercio al por menor (186)",22,22,,,
"Hoteles y restaurantes (187)",8,8,,,
"Trans., almac. y comunicaciones (188)",1,,1,,
"Intermediación financiera (189)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",2,1,1,,
"Enseñanza (192)",30,13,11,6,
"Servicios sociales y de salud (193)",4,,1,1,2
"Otras activ. serv.comun.soc y personales (194)",7,7,,,
"Hogares privados con servicio doméstico (195)",40,40,,,
"Actividad economica no especificada (197)",73,72,1,,
