"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3399,2884,252,91,172
"Otra (034)",7,,,,7
"Ocupación no especificada (035)",340,283,28,14,15
,,,,,
"URBANA (036)",22085,13482,2507,1897,4199
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",82,3,9,22,48
"Profes., científicos e intelectuales (038)",4508,869,792,1008,1839
"Técnicos de nivel medio y trab. asimilados (039)",1409,621,166,119,503
"Jefes y empleados de oficina (040)",1427,197,144,159,927
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4539,4053,276,95,115
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1047,874,170,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1399,1167,139,53,40
"Obreros construc.,conf.,papel, fab., instr. (044)",2262,1678,269,197,118
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",4846,3761,511,207,367
"Otra (046)",210,,,,210
"Ocupación no especificada (047)",356,259,31,34,32
"Hombres (048)",12529,7298,1656,1153,2422
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",62,2,8,14,38
"Profes., científicos e intelectuales (050)",2379,460,432,530,957
"Técnicos de nivel medio y trab. asimilados (051)",927,445,119,88,275
"Jefes y empleados de oficina (052)",698,75,56,72,495
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1456,1174,131,69,82
"Agricult.trabaj.calif.agrop.y pesqueros (054)",877,731,143,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1166,975,114,41,36
"Obreros construc.,conf.,papel, fab., instr. (056)",2201,1636,266,188,111
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2373,1674,365,127,207
"Otra (058)",203,,,,203
"Ocupación no especificada (059)",187,126,22,21,18
"Mujeres (060)",9556,6184,851,744,1777
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",20,1,1,8,10
"Profes., científicos e intelectuales (062)",2129,409,360,478,882
"Técnicos de nivel medio y trab. asimilados (063)",482,176,47,31,228
"Jefes y empleados de oficina (064)",729,122,88,87,432
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",3083,2879,145,26,33
"Agricult.trabaj.calif.agrop.y pesqueros (066)",170,143,27,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",233,192,25,12,4
"Obreros construc.,conf.,papel, fab., instr. (068)",61,42,3,9,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2473,2087,146,80,160
"Otra (070)",7,,,,7
"Ocupación no especificada (071)",169,133,9,13,14
,,,,,
"RURAL (072)",9467,7533,1565,163,206
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",7,,1,,6
"Profes., científicos e intelectuales (074)",205,71,37,34,63
"Técnicos de nivel medio y trab. asimilados (075)",72,34,8,8,22
"Jefes y empleados de oficina (076)",49,7,9,1,32
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",405,374,18,5,8
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3881,3318,563,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",140,113,14,6,7
"Obreros construc.,conf.,papel, fab., instr. (080)",360,281,57,16,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4014,3062,811,86,55
"Otra (082)",5,,,,5
"Ocupación no especificada (083)",329,273,47,7,2
"Hombres (084)",7590,5936,1378,132,144
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,,1,,6
"Profes., científicos e intelectuales (086)",103,28,21,19,35
"Técnicos de nivel medio y trab. asimilados (087)",48,24,5,7,12
"Jefes y empleados de oficina (088)",30,2,5,,23
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",85,68,7,3,7
"Agricult.trabaj.calif.agrop.y pesqueros (090)",3587,3049,538,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",126,102,12,6,6
"Obreros construc.,conf.,papel, fab., instr. (092)",353,275,56,16,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",3088,2265,705,75,43
"Otra (094)",5,,,,5
"Ocupación no especificada (095)",158,123,28,6,1
"Mujeres (096)",1877,1597,187,31,62
"Profes., científicos e intelectuales (098)",102,43,16,15,28
"Técnicos de nivel medio y trab. asimilados (099)",24,10,3,1,10
"Jefes y empleados de oficina (100)",19,5,4,1,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",320,306,11,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",294,269,25,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",14,11,2,,1
"Obreros construc.,conf.,papel, fab., instr. (104)",7,6,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",926,797,106,11,12
"Ocupación no especificada (107)",171,150,19,1,1
