"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",925,549,251,85,40
"Hogares privados con servicio doméstico (041)",134,134,,,
"Actividad economica no especificada (043)",1080,814,90,97,79
"Mujeres (044)",37801,31246,2405,1995,2155
"Agric., ganadería, caza y silvicultura (045)",3548,3410,119,16,3
"Pesca (046)",1,1,,,
"Explotación de minas y canteras (047)",61,31,10,6,14
"Industrias manufactureras (048)",4816,4212,386,145,73
"Suministro de electricidad, gas y agua (049)",19,2,2,11,4
"Construcción (050)",153,88,14,37,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",15380,14762,476,130,12
"Venta, mant.y rep. veh.autom y motoc. (052)",336,306,24,4,2
"Comercio al por mayor (053)",719,621,52,36,10
"Comercio al por menor (054)",14325,13835,400,90,
"Hoteles y restaurantes (055)",3642,3335,254,51,2
"Trans., almac. y comunicaciones (056)",819,658,73,56,32
"Intermediación financiera (057)",199,65,20,86,28
"Activid.inmobil., empres. y alquileres (058)",813,536,105,96,76
"Admin.pub. y defensa; p. segur soc.afil (059)",683,,,,683
"Enseñanza (060)",2986,604,672,1205,505
"Servicios sociales y de salud (061)",1063,312,55,49,647
"Otras activ. serv.comun.soc y personales (062)",1160,963,127,55,15
"Hogares privados con servicio doméstico (063)",1145,1145,,,
"Actividad economica no especificada (065)",1313,1122,92,52,47
,,,,,
"URBANA (066)",81535,61816,6819,5920,6980
"Agric., ganadería, caza y silvicultura (067)",2943,2686,190,45,22
"Pesca (068)",19,14,3,2,
"Explotación de minas y canteras (069)",948,275,131,208,334
"Industrias manufactureras (070)",10450,8659,1125,402,264
"Suministro de electricidad, gas y agua (071)",151,14,13,78,46
"Construcción (072)",5413,4072,599,439,303
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",26042,24497,1136,336,73
"Venta, mant.y rep. veh.autom y motoc. (074)",2456,2130,242,55,29
"Comercio al por mayor (075)",1404,1140,130,90,44
"Comercio al por menor (076)",22182,21227,764,191,
"Hoteles y restaurantes (077)",4866,4343,412,100,11
"Trans., almac. y comunicaciones (078)",10343,9000,615,457,271
"Intermediación financiera (079)",436,114,43,214,65
"Activid.inmobil., empres. y alquileres (080)",2916,1841,388,391,296
"Admin.pub. y defensa; p. segur soc.afil (081)",2652,,,,2652
"Enseñanza (082)",6924,1078,1521,2877,1448
"Servicios sociales y de salud (083)",1782,590,93,83,1016
"Otras activ. serv.comun.soc y personales (084)",2051,1490,369,139,53
"Hogares privados con servicio doméstico (085)",1249,1249,,,
"Actividad economica no especificada (087)",2350,1894,181,149,126
"Hombres (088)",47389,34095,4496,3944,4854
"Agric., ganadería, caza y silvicultura (089)",1828,1654,122,33,19
"Pesca (090)",18,13,3,2,
"Explotación de minas y canteras (091)",889,246,121,202,320
"Industrias manufactureras (092)",6440,5244,748,257,191
"Suministro de electricidad, gas y agua (093)",132,12,11,67,42
"Construcción (094)",5268,3990,585,403,290
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",10843,9914,662,206,61
"Venta, mant.y rep. veh.autom y motoc. (096)",2123,1827,218,51,27
"Comercio al por mayor (097)",692,526,78,54,34
"Comercio al por menor (098)",8028,7561,366,101,
"Hoteles y restaurantes (099)",1288,1065,162,52,9
"Trans., almac. y comunicaciones (100)",9532,8349,542,401,240
"Intermediación financiera (101)",238,50,23,128,37
"Activid.inmobil., empres. y alquileres (102)",2108,1310,283,295,220
"Admin.pub. y defensa; p. segur soc.afil (103)",1977,,,,1977
"Enseñanza (104)",3993,489,861,1683,960
"Servicios sociales y de salud (105)",723,280,39,34,370
"Otras activ. serv.comun.soc y personales (106)",913,545,245,84,39
"Hogares privados con servicio doméstico (107)",133,133,,,
"Actividad economica no especificada (109)",1066,801,89,97,79
"Mujeres (110)",34146,27721,2323,1976,2126
"Agric., ganadería, caza y silvicultura (111)",1115,1032,68,12,3
"Pesca (112)",1,1,,,
"Explotación de minas y canteras (113)",59,29,10,6,14
"Industrias manufactureras (114)",4010,3415,377,145,73
"Suministro de electricidad, gas y agua (115)",19,2,2,11,4
"Construcción (116)",145,82,14,36,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",15199,14583,474,130,12
"Venta, mant.y rep. veh.autom y motoc. (118)",333,303,24,4,2
"Comercio al por mayor (119)",712,614,52,36,10
"Comercio al por menor (120)",14154,13666,398,90,
"Hoteles y restaurantes (121)",3578,3278,250,48,2
"Trans., almac. y comunicaciones (122)",811,651,73,56,31
"Intermediación financiera (123)",198,64,20,86,28
"Activid.inmobil., empres. y alquileres (124)",808,531,105,96,76
"Admin.pub. y defensa; p. segur soc.afil (125)",675,,,,675
"Enseñanza (126)",2931,589,660,1194,488
"Servicios sociales y de salud (127)",1059,310,54,49,646
"Otras activ. serv.comun.soc y personales (128)",1138,945,124,55,14
"Hogares privados con servicio doméstico (129)",1116,1116,,,
"Actividad economica no especificada (131)",1284,1093,92,52,47
,,,,,
"RURAL (132)",8475,7885,296,107,187
"Agric., ganadería, caza y silvicultura (133)",5005,4870,121,11,3
"Pesca (134)",2,1,,1,
"Explotación de minas y canteras (135)",104,23,14,20,47
"Industrias manufactureras (136)",1856,1791,46,6,13
"Suministro de electricidad, gas y agua (137)",4,,,4,
"Construcción (138)",348,269,39,24,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",374,364,8,2,
"Venta, mant.y rep. veh.autom y motoc. (140)",34,32,2,,
"Comercio al por mayor (141)",28,27,1,,
"Comercio al por menor (142)",312,305,5,2,
"Hoteles y restaurantes (143)",86,73,10,3,
"Trans., almac. y comunicaciones (144)",372,347,16,4,5
"Intermediación financiera (145)",1,1,,,
"Activid.inmobil., empres. y alquileres (146)",28,17,2,6,3
"Admin.pub. y defensa; p. segur soc.afil (147)",43,,,,43
"Enseñanza (148)",130,30,28,23,49
"Servicios sociales y de salud (149)",15,5,2,2,6
"Otras activ. serv.comun.soc y personales (150)",34,22,9,1,2
"Hogares privados con servicio doméstico (151)",30,30,,,
"Actividad economica no especificada (153)",43,42,1,,
"Hombres (154)",4820,4360,214,88,158
"Agric., ganadería, caza y silvicultura (155)",2572,2492,70,7,3
"Pesca (156)",2,1,,1,
"Explotación de minas y canteras (157)",102,21,14,20,47
"Industrias manufactureras (158)",1050,994,37,6,13
"Suministro de electricidad, gas y agua (159)",4,,,4,
"Construcción (160)",340,263,39,23,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",193,185,6,2,
"Venta, mant.y rep. veh.autom y motoc. (162)",31,29,2,,
"Comercio al por mayor (163)",21,20,1,,
"Comercio al por menor (164)",141,136,3,2,
"Hoteles y restaurantes (165)",22,16,6,,
"Trans., almac. y comunicaciones (166)",364,340,16,4,4
"Activid.inmobil., empres. y alquileres (168)",23,12,2,6,3
"Admin.pub. y defensa; p. segur soc.afil (169)",35,,,,35
"Enseñanza (170)",75,15,16,12,32
"Servicios sociales y de salud (171)",11,3,1,2,5
"Otras activ. serv.comun.soc y personales (172)",12,4,6,1,1
"Hogares privados con servicio doméstico (173)",1,1,,,
"Actividad economica no especificada (175)",14,13,1,,
"Mujeres (176)",3655,3525,82,19,29
"Agric., ganadería, caza y silvicultura (177)",2433,2378,51,4,
"Explotación de minas y canteras (179)",2,2,,,
"Industrias manufactureras (180)",806,797,9,,
"Construcción (182)",8,6,,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",181,179,2,,
"Venta, mant.y rep. veh.autom y motoc. (184)",3,3,,,
"Comercio al por mayor (185)",7,7,,,
"Comercio al por menor (186)",171,169,2,,
"Hoteles y restaurantes (187)",64,57,4,3,
"Trans., almac. y comunicaciones (188)",8,7,,,1
"Intermediación financiera (189)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",5,5,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",8,,,,8
"Enseñanza (192)",55,15,12,11,17
"Servicios sociales y de salud (193)",4,2,1,,1
"Otras activ. serv.comun.soc y personales (194)",22,18,3,,1
"Hogares privados con servicio doméstico (195)",29,29,,,
"Actividad economica no especificada (197)",29,29,,,
