"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Industrias manufactureras (049)",13,,5,5,1,2
"Suministro de electricidad, gas y agua (050)",1,,1,,,
"Construcción (051)",2,,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",160,4,37,66,42,11
"Venta, mant.y rep. veh.autom.y motoc. (053)",2,,,2,,
"Comercio al por mayor (054)",3,,1,2,,
"Comercio al por menor (055)",155,4,36,62,42,11
"Hoteles y restaurantes (056)",39,,15,13,10,1
"Trans., almac. y comunicaciones (057)",2,,2,,,
"Activid.inmobil., empres. y alquileres (059)",5,,3,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (060)",34,,14,13,7,
"Enseñanza (061)",203,,51,117,35,
"Servicios sociales y de salud (062)",25,,10,15,,
"Otras activ. serv.comun.soc y personales (063)",4,1,1,1,1,
"Hogares privados con servicio doméstico (064)",20,2,9,6,3,
"Actividad economica no especificada (066)",61,,18,19,16,8
,,,,,,
"URBANA (067)",2428,55,572,934,621,246
"Agric., ganadería, caza y silvicultura (068)",1241,47,272,375,344,203
"Explotación de minas y canteras (070)",9,,2,4,3,
"Industrias manufactureras (071)",52,,17,22,8,5
"Suministro de electricidad, gas y agua (072)",5,,4,1,,
"Construcción (073)",84,,27,39,13,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",192,4,43,75,52,18
"Venta, mant.y rep. veh.autom.y motoc. (075)",6,,2,3,1,
"Comercio al por mayor (076)",6,,2,3,1,
"Comercio al por menor (077)",180,4,39,69,50,18
"Hoteles y restaurantes (078)",41,,15,15,10,1
"Trans., almac. y comunicaciones (079)",27,,8,14,3,2
"Intermediación financiera (080)",1,,,1,,
"Activid.inmobil., empres. y alquileres (081)",18,,5,7,6,
"Admin.pub. y defensa; p. segur.soc.afil (082)",133,,27,71,33,2
"Enseñanza (083)",430,,92,233,105,
"Servicios sociales y de salud (084)",50,,15,29,6,
"Otras activ. serv.comun.soc y personales (085)",10,1,4,3,2,
"Hogares privados con servicio doméstico (086)",17,2,8,4,3,
"Actividad economica no especificada (088)",118,1,33,41,33,10
"Hombres (089)",1574,34,361,614,402,163
"Agric., ganadería, caza y silvicultura (090)",865,33,197,275,223,137
"Explotación de minas y canteras (092)",9,,2,4,3,
"Industrias manufactureras (093)",39,,12,17,7,3
"Suministro de electricidad, gas y agua (094)",5,,4,1,,
"Construcción (095)",82,,27,38,12,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",54,,11,20,16,7
"Venta, mant.y rep. veh.autom.y motoc. (097)",4,,2,1,1,
"Comercio al por mayor (098)",3,,1,1,1,
"Comercio al por menor (099)",47,,8,18,14,7
"Hoteles y restaurantes (100)",7,,3,2,1,1
"Trans., almac. y comunicaciones (101)",26,,7,14,3,2
"Intermediación financiera (102)",1,,,1,,
"Activid.inmobil., empres. y alquileres (103)",13,,2,6,5,
"Admin.pub. y defensa; p. segur.soc.afil (104)",104,,15,60,27,2
"Enseñanza (105)",257,,50,132,75,
"Servicios sociales y de salud (106)",26,,6,14,6,
"Otras activ. serv.comun.soc y personales (107)",7,,4,2,1,
"Actividad economica no especificada (110)",79,1,21,28,23,6
"Mujeres (112)",854,21,211,320,219,83
"Agric., ganadería, caza y silvicultura (113)",376,14,75,100,121,66
"Industrias manufactureras (116)",13,,5,5,1,2
"Construcción (118)",2,,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",138,4,32,55,36,11
"Venta, mant.y rep. veh.autom.y motoc. (120)",2,,,2,,
"Comercio al por mayor (121)",3,,1,2,,
"Comercio al por menor (122)",133,4,31,51,36,11
"Hoteles y restaurantes (123)",34,,12,13,9,
"Trans., almac. y comunicaciones (124)",1,,1,,,
"Activid.inmobil., empres. y alquileres (126)",5,,3,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",29,,12,11,6,
"Enseñanza (128)",173,,42,101,30,
"Servicios sociales y de salud (129)",24,,9,15,,
"Otras activ. serv.comun.soc y personales (130)",3,1,,1,1,
"Hogares privados con servicio doméstico (131)",17,2,8,4,3,
"Actividad economica no especificada (133)",39,,12,13,10,4
,,,,,,
"RURAL (134)",1286,30,319,397,355,185
"Agric., ganadería, caza y silvicultura (135)",925,23,199,254,274,175
"Explotación de minas y canteras (137)",42,,24,11,6,1
"Industrias manufactureras (138)",16,1,3,7,3,2
"Suministro de electricidad, gas y agua (139)",7,,1,5,1,
"Construcción (140)",36,1,12,15,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",50,,12,23,15,
"Venta, mant.y rep. veh.autom.y motoc. (142)",1,,1,,,
"Comercio al por mayor (143)",3,,1,2,,
"Comercio al por menor (144)",46,,10,21,15,
"Hoteles y restaurantes (145)",6,,3,,2,1
"Trans., almac. y comunicaciones (146)",11,1,4,4,2,
"Activid.inmobil., empres. y alquileres (148)",2,,,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (149)",20,,6,8,6,
"Enseñanza (150)",76,,19,38,19,
"Servicios sociales y de salud (151)",10,,3,7,,
"Otras activ. serv.comun.soc y personales (152)",7,,5,2,,
"Hogares privados con servicio doméstico (153)",3,,1,2,,
"Actividad economica no especificada (155)",75,4,27,20,18,6
"Hombres (156)",1007,24,258,319,266,140
"Agric., ganadería, caza y silvicultura (157)",737,17,168,213,204,135
"Explotación de minas y canteras (159)",42,,24,11,6,1
"Industrias manufactureras (160)",16,1,3,7,3,2
"Suministro de electricidad, gas y agua (161)",6,,,5,1,
"Construcción (162)",36,1,12,15,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",28,,7,12,9,
"Venta, mant.y rep. veh.autom.y motoc. (164)",1,,1,,,
"Comercio al por mayor (165)",3,,1,2,,
"Comercio al por menor (166)",24,,5,10,9,
"Hoteles y restaurantes (167)",1,,,,1,
"Trans., almac. y comunicaciones (168)",10,1,3,4,2,
"Activid.inmobil., empres. y alquileres (170)",2,,,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (171)",15,,4,6,5,
"Enseñanza (172)",46,,10,22,14,
"Servicios sociales y de salud (173)",9,,2,7,,
"Otras activ. serv.comun.soc y personales (174)",6,,4,2,,
"Actividad economica no especificada (177)",53,4,21,14,12,2
"Mujeres (179)",279,6,61,78,89,45
"Agric., ganadería, caza y silvicultura (180)",188,6,31,41,70,40
"Suministro de electricidad, gas y agua (184)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",22,,5,11,6,
"Comercio al por menor (189)",22,,5,11,6,
"Hoteles y restaurantes (190)",5,,3,,1,1
"Trans., almac. y comunicaciones (191)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",5,,2,2,1,
"Enseñanza (195)",30,,9,16,5,
"Servicios sociales y de salud (196)",1,,1,,,
"Otras activ. serv.comun.soc y personales (197)",1,,1,,,
"Hogares privados con servicio doméstico (198)",3,,1,2,,
"Actividad economica no especificada (200)",22,,6,6,6,4
